x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
-88.43,24.46,18.00,0.83,6.12,151.00,1.36567092,-3.92416978,-0.87101406,6.01957417,0.64751536,0.06392225,0.80045810,25.68,-10.24574184,4.12998104,3.47302127,2.07098246,6.79070044,-3.55517554,-5.57284784,-8.21830845,5.49829578,-0.62482935,0.05891343,0.80827686,3.95451951,5.50103998,-5.94623280,-8.28347397,4.66550779,5.51230240,-18.79918289,-12.18327904,-9.16379166,7.09096479,0.00788583,-22.66110039,13.02980900,8.22309589,-2.19729590,3.21256161,5.09451962,4.74765301,-16.29644203,-6.53209877,4.13949633,0.04218666,-8.31289101,-6.63210487,6.78943968,22.27830505,11.89272785,-18.51313400,-3.28022361,4.73989296,-4.55800629,1.92833984,0.16528413,-6.47220707,-8.89351654,-2.42130995,45.06773758,0.00000000,40.71078110,49.39157104,8.68078995,2.74820590,nan,nan,
-88.43,24.46,20.00,0.00,6.12,121.00,-11.87775803,-1.89311182,-8.25329494,-2.58037543,-6.15113544,1.67532337,0.19587683,47.65,-15.15944004,-12.15519905,-8.64841175,5.05151892,2.31809521,3.30430102,-26.39994621,-8.96062851,-3.28817916,-7.09710598,2.20558357,0.13786162,-26.78533936,7.52179956,-5.08264780,30.06275940,18.23709679,-9.89729404,-25.89802742,-5.01517582,0.62358707,0.00964411,0.92179187,-6.76170874,-17.76781273,-17.56810951,-14.43945599,2.45750427,11.90120125,-28.03883553,0.81796592,-5.70091629,0.89997625,0.34304302,-14.68736649,-25.71805191,0.77424508,1.69832313,-7.14015865,4.06410456,-25.48418045,-26.79646492,-8.79568577,2.05081987,0.15247183,-9.25145817,-11.85294533,-2.60148668,36.52464676,0.00000000,-20.99814606,-17.20459747,3.79354858,0.56273258,nan,nan,
-88.61,24.26,19.00,0.84,5.99,93.00,1.20891297,0.86926347,9.36870384,7.26631212,4.67829800,2.38424516,0.12291328,30.38,5.12038994,7.22381687,2.59216046,4.92568445,-5.14971209,-0.51339436,10.31090736,9.05105019,7.50912237,4.55877304,2.21203160,0.13728809,11.71224594,1.66199267,-4.03995514,-1.96311164,-14.84154129,-15.64142513,26.20415688,-7.94599962,-7.67638159,3.58273530,0.05870393,2.07975388,9.56570053,17.02862930,18.99398232,-2.66476774,5.02424812,0.63411641,23.12856102,2.11842847,0.30646238,0.57999682,0.50361109,9.84018326,-6.81044722,-7.25365114,-1.12507331,0.44421172,4.23234701,9.32333088,-6.20140266,2.49925733,0.11425174,-9.54176712,-12.41499901,-2.87323213,44.12683487,0.00000000,-5.06579018,-17.71922302,-12.65343285,3.84212518,nan,nan,
-88.43,24.46,9.00,0.54,6.12,127.00,-3.92438054,-0.10114722,-1.78090787,-2.90837955,-2.17870378,0.79752666,0.37207103,24.46,-5.74915314,5.01588202,-7.88189411,-0.42300797,6.01139688,-5.51058483,-1.91253483,-5.89213419,-3.07134628,-2.15488482,0.76989043,0.38048485,-9.43042850,11.76191330,-8.08517075,6.44870663,12.16590500,-1.45588684,-6.65236187,-5.63064623,2.85767365,0.75998324,0.38356652,-0.91610765,4.25669765,-10.47603703,0.75842243,-1.49589002,4.80117083,-7.42493439,-3.90255356,1.23125899,0.15868904,0.69046095,-6.12608147,-2.48150778,-3.98734999,-9.76611137,10.34149265,-21.27630424,5.89302492,-6.53025627,-1.35869384,0.18712270,0.66542598,-4.42502117,-7.02067661,-2.59565568,63.32266235,0.00000000,15.48886681,18.64181900,3.15295100,0.74613214,nan,nan,
-88.43,24.46,14.00,0.68,6.12,132.00,-9.77665901,-3.47840261,-0.56372637,0.81051242,-3.25206900,2.05331087,0.15222056,22.75,-1.94193149,-11.99648094,-1.59755957,0.90581870,-3.25590777,1.62490296,-11.06614971,-7.76422453,0.74568671,-3.81238890,2.76552367,0.09666295,0.91080493,-9.03104305,0.74363422,-0.66493726,0.76897591,5.72444057,-13.24015427,-9.43286610,-3.70017171,1.46539569,0.22639172,13.52944469,-8.84584808,-5.45142746,9.77536106,-6.34852505,14.19515514,-17.04594612,-5.86719656,-1.69212329,0.35537770,0.55123468,-23.09800720,-21.28451920,-0.88040859,-9.06216526,-0.87881309,-15.06350708,-0.57202977,-11.26750755,-10.67559719,13.36209393,0.00027165,-6.76702070,-9.29086304,-2.52384233,48.56145859,0.00000000,-19.36805916,-16.85672760,2.51133204,0.65104473,nan,nan,
-88.43,24.46,7.00,0.50,6.12,134.00,8.94070339,4.80333900,-0.11224405,4.45596409,4.52194071,6.06605387,0.01396547,18.41,2.02217674,9.43490505,3.09421039,0.02860131,6.45926619,5.92835283,9.82396412,-2.58391118,4.40092897,4.28554296,5.30965233,0.02143427,7.21561766,12.73212337,-4.50232363,-5.51448965,11.32057953,12.98702717,7.34469366,-0.01932018,0.75207198,0.09319370,0.76022629,-9.21120644,4.09700537,6.05952978,-2.02033615,7.58077621,-1.40326965,1.33168042,-7.70986319,-4.40548611,3.61523700,0.05757206,10.63384056,10.32913303,7.87207413,11.55591011,0.37407774,10.35590458,18.53819656,3.28976083,4.59199429,3.75455880,0.05297657,-4.07156897,-6.86328793,-2.79171896,72.56172943,0.00000000,6.81049776,2.87086582,-3.93963218,1.01396525,nan,nan,
-90.08,8.86,2.00,0.17,5.71,150.00,25.88770485,15.36966133,15.39636707,7.68311262,16.08421135,8.01554775,0.00474042,56.96,4.49738979,39.13054657,0.74026304,36.94925690,48.64942932,14.84790993,7.85869360,-7.01953077,6.05649948,16.83986092,8.91698837,0.00290176,27.77513504,69.68740082,-33.86580276,-8.64398098,28.46171761,5.47372103,31.37979889,-1.91331422,7.23413324,0.91516602,0.33900460,21.15459442,-24.44023323,24.40468979,70.49923706,26.43426514,23.01846695,-34.45608139,9.03714848,6.98337555,0.97306824,0.32418157,-23.11719704,63.58805847,7.52956724,64.92375946,85.91770172,9.04718781,22.31613922,-19.51023865,19.69857979,7.58481741,0.00600499,4.22295952,2.13496590,-2.08799386,8.58571148,0.00367134,-1.18157077,-1.69474256,-0.51317185,0.83038384,nan,nan,
-89.54,8.55,3.00,0.25,5.47,145.00,3.21109533,3.23127246,4.72979116,4.93035316,4.02562809,22.20409775,0.00000284,8.57,-0.16160384,3.72123575,3.66640997,5.97697449,3.21354675,3.28769374,5.22933769,4.83580017,4.81758404,3.83915472,19.90715027,0.00000916,0.26750958,5.86374283,1.70478487,1.05084085,0.54966265,2.71535540,7.50030184,5.47283316,-1.85110986,2.59641004,0.10745709,-3.93390894,4.33491659,6.54464340,12.69626141,4.66699076,4.58333206,3.31194139,5.22177839,-0.15072802,0.01991598,0.88780361,4.03145218,0.54896784,2.60124326,3.45689988,3.97888398,2.14249659,4.12819099,4.45671511,-1.74672222,2.48868108,0.11501957,8.84055614,5.93844748,-2.90210843,10.74901199,0.00117710,-0.49738061,-3.04626393,-2.54888344,26.88179398,nan,nan,
-89.58,9.32,3.00,0.00,5.04,150.00,0.21935393,-0.26830253,0.37641254,1.01382422,0.33532205,0.50475162,0.47760254,4.73,-1.01887548,1.45607996,-0.96622145,0.65675837,1.20408547,-0.31047073,1.32398343,-1.55029547,0.95518768,0.19427572,0.16811427,0.68189065,-1.79346848,2.66478229,-3.62617445,1.02310300,0.28042248,1.76124418,0.03030907,-2.84529471,-1.26132464,3.99362516,0.04597347,-0.74484402,0.92930478,-0.68791324,1.41302562,0.61827469,-1.14082861,3.88698530,-0.74268049,-0.62484968,1.10259962,0.29397849,0.28592184,0.28700107,1.84319413,-0.93998444,2.66799164,-0.83566463,-0.68751717,-1.09494567,-0.83747929,1.88572073,0.17002776,2.91096830,0.26605868,-2.64490962,33.27928543,0.00000002,43.64113617,40.96727753,-2.67385840,0.27012259,nan,nan,
-90.28,23.27,21.00,0.80,5.75,149.00,14.99337769,12.32928848,8.95701885,9.94685936,11.55663586,23.64503098,0.00000137,23.83,4.45408344,15.88742065,20.58160400,9.42414188,12.69937801,12.04976845,11.89041519,7.11438227,9.81516266,11.53471565,23.18246841,0.00000173,22.27771187,9.94341278,12.85207558,-2.56079865,1.81065929,6.67598581,25.87553787,20.57634544,2.03499293,0.40852997,0.52287940,-5.39156246,13.55592918,25.37968445,2.47537684,13.43861866,11.13181496,4.60259247,4.72547293,-0.79273838,0.07013539,0.79120046,1.37125826,22.71645164,23.15639496,34.10656738,17.97746658,18.47312355,4.86651993,-0.19963090,5.63942623,3.43992496,0.06396584,-7.53421307,-12.81690407,-5.28269100,187.63140869,0.00000000,-27.77827072,-35.28091812,-7.50264788,2.06959319,nan,nan,
