x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
63.05,81.00,11.00,0.30,3.52,172.00,5.73163843,4.00923014,4.34020138,3.31106687,4.34803438,57.93134689,0.00000000,5.62,4.77265263,3.95217013,4.81329250,3.30750751,6.32408381,3.63261366,6.29940701,5.20074129,3.43856859,4.63325500,64.51753998,0.00000000,3.02751446,2.16553330,3.32932067,2.30488873,3.49649477,4.83027601,7.65388298,4.64997578,0.74031818,1.18215299,0.27719478,6.71436977,6.12433720,4.20852280,3.36597943,2.88091445,0.91700590,3.95084143,7.29877663,0.96453059,2.04826617,0.15270955,4.28641033,3.29086995,6.63688755,3.80013180,12.81287670,5.68079615,7.43782282,4.01248598,2.50366259,13.92226219,0.00020187,1.54283273,-1.47240162,-3.01523423,280.68801880,0.00000000,-0.15301241,-2.13497424,-1.98196185,5.26621437,nan,nan,
63.05,81.00,15.00,0.44,3.52,173.00,26.59612656,19.96319199,26.82523155,22.39369965,23.94456291,184.75086975,0.00000000,17.34,22.46532440,21.43147850,26.95428276,21.76551056,21.20919609,24.91571808,23.89290810,26.99751282,21.65548325,23.45290375,171.40827942,0.00000000,20.95865059,21.65838051,26.87338638,10.40965557,13.63995361,12.50882053,22.12124443,31.54952049,-2.35721755,1.27229488,0.25962229,26.77200127,19.57119370,30.29134941,28.82804871,21.27431297,27.51962662,29.35070992,29.93132782,4.27904606,4.19359684,0.04085230,22.50889969,23.49945068,25.77110672,26.87253571,32.32880783,37.70419693,23.10729218,21.90476799,4.23730898,4.09792233,0.04321623,2.42103791,-1.41701245,-3.83805037,283.83056641,0.00000000,-10.11789989,-21.02759552,-10.90969563,11.45167923,nan,nan,
63.05,81.00,20.00,0.60,3.52,178.00,15.45221615,11.05460453,12.31064987,12.06097317,12.71961117,246.18087769,0.00000000,7.98,9.74991131,14.79473114,13.25298691,12.01672077,12.80326748,13.57594013,11.56710529,13.28293896,11.74848270,12.51992130,230.00294495,0.00000000,9.21290588,14.58066845,6.69643116,13.28544903,8.40710449,10.03764820,10.76252747,15.32386589,-0.95757866,0.98728949,0.32065956,10.37589264,17.43525505,12.69034863,8.38520432,10.68970108,13.82596111,13.22634792,11.24045753,0.31954512,0.11115197,0.73891023,10.08061314,12.52380562,20.52665138,15.36400604,20.58069420,17.94849396,11.13418388,14.08689117,3.45128870,13.07609844,0.00031487,2.91949534,-1.38512897,-4.30462408,294.60122681,0.00000000,14.02759743,9.01971436,-5.00788355,13.18378067,nan,nan,
66.41,80.35,21.00,0.66,2.93,150.00,17.70510864,15.46606350,15.27174950,14.14027786,15.64579964,568.71710205,0.00000000,6.46,15.56670666,16.62849236,16.28188705,15.62767887,15.12854767,15.46612835,15.42156315,18.01824760,14.04894352,15.78288937,560.68676758,0.00000000,16.40793228,16.77440071,16.30236244,15.55572701,13.35849094,13.48824787,12.40081406,19.54210472,1.34976494,2.99096751,0.08405599,15.37704372,16.68620872,15.16800308,12.05936718,10.53281498,17.15078735,16.18875313,18.36164665,1.07514381,1.93333507,0.16472071,15.31671810,16.35602188,17.10851097,19.68094254,22.29614830,16.60223007,18.21236610,16.62854958,3.59392619,21.29515839,0.00000448,3.31544948,-1.27846348,-4.59391308,331.38018799,0.00000000,11.32467556,1.25680661,-10.06786919,101.66162872,nan,nan,
65.74,80.10,19.00,0.71,3.13,178.00,13.90231323,11.74907494,12.33869076,12.00765228,12.49943256,445.28125000,0.00000000,5.83,12.61892319,12.21115494,14.64356232,11.01689243,11.77478409,12.15489197,12.24127007,13.68234158,11.92579174,12.46192741,432.35317993,0.00000000,10.87998390,12.60923100,13.90641785,8.61270237,10.16720009,9.96650124,12.17969322,15.58850670,-0.24706501,0.12319348,0.72567445,13.63336468,12.66825771,12.72712231,10.76998901,9.23955250,12.38771915,12.32320404,14.98447037,0.26622796,0.14415514,0.70426981,13.66930485,11.00237083,17.30420685,13.61404037,16.68058586,15.01794338,12.77840614,11.10932446,1.89565325,7.30254269,0.00700887,3.09783936,-1.47503746,-4.57287693,324.56240845,0.00000000,7.97467232,1.39190328,-6.58276892,47.54496765,nan,nan,
63.05,81.00,1.00,0.00,3.52,186.00,5.53639603,4.29072571,4.21628761,3.51364064,4.38926268,92.42997742,0.00000000,4.49,4.78070593,5.58022547,5.15213346,3.45789266,4.32658100,4.49440432,5.15696859,4.68380928,3.52930021,4.56898451,97.48079681,0.00000000,4.10079908,5.33008575,3.96090603,3.78474522,3.03562808,5.14397192,2.83724594,6.00748777,0.80640215,2.18691754,0.13952016,4.48577261,4.01486397,3.28536248,3.01680660,3.99546027,6.12224627,5.40379667,3.14822268,0.71977496,1.76789391,0.18396312,5.62761021,7.11103773,7.84649181,3.49152350,5.76316643,2.21243215,7.32664633,4.94054604,2.04197288,14.31495190,0.00016434,0.59471858,-1.21971810,-1.81443667,173.30572510,0.00000000,-1.11151052,-1.28640103,-0.17489049,0.04091290,nan,nan,
63.05,81.00,4.00,0.19,3.52,183.00,7.06839991,6.23701668,7.21738291,5.14330578,6.41652632,262.15567017,0.00000000,3.90,5.69726562,7.34334373,7.88583660,5.39665508,5.83834171,7.57228088,6.05939627,7.55208349,4.95519638,6.47134447,264.61413574,0.00000000,5.35071611,6.29414940,6.95671654,4.92451859,4.99898815,5.38610888,6.85614014,8.86605263,1.11452532,5.57910728,0.01837749,6.38161469,9.01587486,7.62811852,5.54374838,5.94157648,9.86039162,5.56592083,7.60213280,2.09363627,20.10458565,0.00000823,5.71800756,6.92713118,9.45294762,6.06026983,7.05662537,7.92855501,6.27354622,6.47081804,1.93944073,16.96572304,0.00004139,0.78301930,-1.33116901,-2.11418819,213.98178101,0.00000000,-1.22842681,-4.20841026,-2.97998333,16.68540001,nan,nan,
63.05,81.00,8.00,0.34,3.52,157.00,12.72589111,10.80853748,12.22667599,12.53504944,12.07403851,302.90536499,0.00000000,6.83,12.38559818,13.31599712,12.04517555,9.50923920,9.60856342,12.16744995,12.87752438,12.75920200,12.40010357,11.88464260,288.72329712,0.00000000,12.44378471,14.32946396,11.10563755,3.59082270,7.99963093,8.87075996,12.49268436,16.12353706,-1.67312920,4.21333218,0.04038184,11.22705746,12.84469604,13.88300991,11.89875603,8.53403187,13.66643143,13.48661804,11.37627316,-0.30053249,0.13358930,0.71482080,13.25808239,12.16535187,11.75340366,12.88814545,13.24709225,14.72970867,13.43490505,11.04607201,0.18054318,0.04752755,0.82746973,1.26949263,-1.49403369,-2.76352644,243.00190735,0.00000000,4.54552364,0.72284299,-3.82268071,13.50436497,nan,nan,
63.72,81.00,13.00,0.35,3.30,177.00,9.75591087,9.52374554,9.02928543,7.36012888,8.91726780,98.00480652,0.00000000,8.87,7.39735365,8.40897942,10.49390221,7.65367746,11.06185722,8.32073975,10.77767372,11.27164555,7.39043999,9.18816566,102.53915405,0.00000000,7.55183458,7.06196976,8.36741352,7.79581928,8.84801865,11.67022800,8.18850803,15.47980309,2.23131394,4.32079554,0.03791807,7.96766901,12.15609646,8.50718307,5.72781372,10.36745834,6.75110102,10.45905781,10.43010139,1.67741442,2.46574879,0.11668628,6.05819321,6.07770586,14.30565357,9.70806026,13.40021324,6.47441816,14.27540398,8.07641792,2.46950483,5.37081575,0.02068881,1.30681241,-1.51550722,-2.82231951,241.77894592,0.00000000,4.11298418,-1.96034670,-6.07333088,21.40340424,nan,nan,
61.88,82.00,3.00,0.23,3.69,171.00,1.48114240,1.67925811,1.49834931,1.73151183,1.59756541,13.08219624,0.00031374,4.35,1.11956394,2.53508568,0.72945338,0.62799072,1.70046902,3.22313786,1.30203187,1.44718397,1.71546865,1.59844279,12.94607067,0.00033716,2.35964441,1.40152848,2.40254402,0.71060789,2.87679577,1.92207062,1.45996118,0.52944624,-0.07655608,0.02099086,0.88483469,0.47930223,1.32103884,0.97887588,1.35391319,1.83704400,3.88298392,0.69278663,1.15693974,-0.21007541,0.16091456,0.68840639,0.58800310,5.25980711,-1.07747531,-0.34649235,0.36116827,3.41840053,1.77754021,2.26898813,-0.22755432,0.19082499,0.66233046,1.29886425,-0.88448822,-2.18335247,218.34777832,0.00000000,0.09370923,-0.01200755,-0.10571677,0.01703699,nan,nan,
