label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
surround_157,157.50,157.50,0.00,0.00,0.0000,0.40,0.01,6.00,1.08,[],0
surround_157,157.50,157.50,0.00,0.00,0.0000,0.40,1.81,8.00,1.06,[],0
surround_157,157.50,157.50,0.00,0.00,0.0000,0.40,3.61,12.00,1.06,[],0
surround_157,157.50,157.50,0.00,0.00,0.0000,0.40,4.81,16.00,0.85,r,0
surround_157,157.50,157.50,0.00,0.00,0.0000,0.40,6.31,16.00,0.85,r,1
surround_157,157.50,157.50,0.00,0.00,0.0000,0.40,7.81,16.00,0.83,b,1
surround_157,157.50,157.50,0.00,0.00,0.0000,0.40,9.31,16.00,0.92,r,1
surround_157,157.50,157.50,0.00,0.00,0.0000,0.40,10.51,12.00,0.83,b,1
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,12.01,12.00,0.89,b,1
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,13.51,12.00,1.06,[],0
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,15.31,16.00,0.78,r,1
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,16.51,16.00,0.77,r,1
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,18.31,16.00,1.06,[],0
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,19.81,16.00,1.06,[],0
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,21.01,16.00,0.76,b,1
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,22.51,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,24.01,16.00,0.82,r,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,25.81,16.00,0.77,r,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,27.31,16.00,0.82,b,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,28.51,12.00,0.78,r,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,29.71,12.00,0.87,b,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,30.91,12.00,0.90,b,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,32.71,8.00,0.79,r,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,34.51,8.00,0.85,b,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,36.31,8.00,1.06,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,37.81,12.00,0.77,b,0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,39.01,16.00,0.79,r,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,40.81,16.00,1.06,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,42.31,16.00,0.76,b,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,43.51,16.00,1.06,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,45.01,16.00,0.76,r,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,46.51,16.00,1.06,[],0
surround_67,0.00,67.50,0.00,0.00,0.0000,0.40,47.71,16.00,0.88,r,0
surround_67,0.00,67.50,0.00,0.00,0.0000,0.40,48.91,16.00,0.76,r,0
surround_67,0.00,67.50,0.00,0.00,0.0000,0.40,50.71,16.00,0.93,b,1
surround_67,0.00,67.50,0.00,0.00,0.0000,0.40,52.51,16.00,0.89,b,1
