depth bin,avg,stdev,norm_depths,t-statistic,p-value,p-value corrected,df,N
0,0.1370376315921755,0.2943007396272119,0.0,1.544346802274142,0.15077031346753147,0.18002425488660473,11,12
1,0.1317566483766173,0.2193473331718405,0.16666666666666666,1.992216454064135,0.07175406681418295,0.09410369418253502,11,12
2,0.07330615779631255,0.2077072451324619,0.3333333333333333,1.17053702232632,0.26651937349501786,0.3003035194310061,11,12
3,0.17960626148481076,0.21572874523560587,0.5,2.7612758730553266,0.018513584015744405,0.031512483431054304,11,12
4,0.17329873871638868,0.21974811120453816,0.6666666666666666,2.6155714823374008,0.024017628807654647,0.03695019816562253,11,12
5,0.3277244017073481,0.3635347449366361,0.8333333333333333,2.9899174432321045,0.012299512350298811,0.022362749727816017,11,12
6,0.19204074557763898,0.2892423773953503,1.0,2.2020531820983797,0.04990680583184517,0.06883697356116575,11,12
