depth bin,avg,stdev,norm_depths,t-statistic,p-value,p-value corrected,df,N
0,0.4621038498702387,0.33928515671182935,0.0,4.517218197965652,0.0008760389339220517,0.0018941382355071386,11,12
1,0.5142284905366132,0.31487391143539867,0.16666666666666666,5.416463218073496,0.0002113087695781579,0.0005453129537500849,11,12
2,0.5617745509045662,0.31373101668094305,0.3333333333333333,5.938830727774937,9.748239419537744e-05,0.0003119436614252078,11,12
3,0.6343111481632059,0.4377296021607257,0.5,4.80609962957091,0.0005479566266626988,0.0012180401729475132,11,12
4,0.7166208916675306,0.41284688171936595,0.6666666666666666,5.7570075488828225,0.00012705482386847443,0.0003781447430467995,11,12
5,0.942797761372649,0.4463077771655967,0.8333333333333333,7.00616612042569,2.251414200005452e-05,0.00010014795522946016,11,12
6,0.7541196809330484,0.34737646905976166,1.0,7.200061752735373,1.7524260228843997e-05,0.00010013862987910856,11,12
