depth bin,avg,stdev,norm_depths,t-statistic,p-value,p-value corrected,df,N
0,0.3250662182780633,0.38509885432810703,0.0,2.799599806468227,0.01728713932362877,0.030064590128050038,11,12
1,0.38247184215999597,0.22045927949480784,0.16666666666666666,5.753967790458172,0.00012762385077829484,0.0003781447430467995,11,12
2,0.4884683931082537,0.23576919223193238,0.3333333333333333,6.871408289401097,2.687026566844223e-05,0.00011313796070923046,11,12
3,0.4547048866783952,0.2693341881737127,0.5,5.599309577737815,0.00016047741469363334,0.0004426963163962299,11,12
4,0.5433221529511418,0.35015464935463814,0.6666666666666666,5.146285291222726,0.00032008803199290323,0.0007759709866494624,11,12
5,0.6150733596653007,0.32749353317945457,0.8333333333333333,6.229031555976684,6.447249122129326e-05,0.00022425214337841134,11,12
6,0.5620789353554095,0.2111245528506272,1.0,8.829882199704484,2.525465636695849e-06,2.5254656366958488e-05,11,12
