depth bin,avg,stdev,norm_depths,t-statistic,p-value,p-value corrected,df,N
0,0.8504781341365111,0.6735118672048992,0.0,3.9931709224410414,0.0025462337366734963,0.010023269312619477,10,11
1,0.9678679844014682,0.6863103582649119,0.16666666666666666,4.459596548714131,0.0012168921033095894,0.0055401471015423314,10,11
2,1.0201045508705553,0.47788067445777344,0.3333333333333333,6.750333304258986,5.0401030136293554e-05,0.0006488661317509216,10,11
3,0.9770595005771888,0.950056056483268,0.5,3.2521590807678127,0.008688677344287193,0.027984311446535376,10,11
4,1.3065207850642546,0.7066119111852037,0.6666666666666666,5.8470306341488385,0.00016226039702224088,0.001257518076922367,10,11
5,1.3456854732104353,1.0205376127069363,0.8333333333333333,4.169793505463368,0.0019185963151652629,0.007930198102683087,10,11
6,0.9334341904572089,0.86476016697373,1.0,3.4134066304766066,0.006620303349447409,0.022352210962936776,10,11
