depth bin,avg,stdev,norm_depths,p-value,corrected p-value,df,N
0,0.2507069934748194,0.274538366258609,0.0,0.015625,0.06989397321428571,11,12
1,0.5251135704553272,0.4158357450725088,0.25,0.0009765625,0.007090692934782609,11,12
2,0.47776421533653196,0.28798979798563823,0.5,0.00048828125,0.005096435546875,11,12
3,0.43082905165642854,0.5880120010275292,0.75,0.02734375,0.11511948529411764,11,12
4,0.5824426412194099,0.3619593470252219,1.0,0.00048828125,0.005096435546875,11,12
