,subj,roi,cond,depth,radius_band,accuracy,nVoxels
86,pnr256,V1_tgt_lh_rad10_filled_deveined,center,superficial,2-4,0.6333333333333333,30.0
87,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,superficial,2-4,0.5933333333333334,30.0
88,pnr256,V1_tgt_lh_rad10_filled_deveined,center,superficial,4-6,0.6033333333333334,30.0
89,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,superficial,4-6,0.45111111111111113,30.0
90,pnr256,V1_tgt_rh_rad10_filled_deveined,center,deep,0-2,0.5355555555555556,30.0
91,pnr256,V1_tgt_rh_rad10_filled_deveined,surround,deep,0-2,0.41555555555555557,30.0
92,pnr256,V1_tgt_rh_rad10_filled_deveined,center,deep,2-4,0.40444444444444444,30.0
93,pnr256,V1_tgt_rh_rad10_filled_deveined,surround,deep,2-4,0.571111111111111,30.0
94,pnr256,V1_tgt_rh_rad10_filled_deveined,center,deep,4-6,0.34111111111111114,30.0
95,pnr256,V1_tgt_rh_rad10_filled_deveined,surround,deep,4-6,0.4655555555555555,30.0
96,pnr256,V1_tgt_rh_rad10_filled_deveined,center,middle,0-2,0.5077777777777778,30.0
97,pnr256,V1_tgt_rh_rad10_filled_deveined,surround,middle,0-2,0.5333333333333334,30.0
98,pnr256,V1_tgt_rh_rad10_filled_deveined,center,middle,2-4,0.5833333333333333,30.0
99,pnr256,V1_tgt_rh_rad10_filled_deveined,surround,middle,2-4,0.4677777777777778,30.0
100,pnr256,V1_tgt_rh_rad10_filled_deveined,center,middle,4-6,0.51,30.0
101,pnr256,V1_tgt_rh_rad10_filled_deveined,surround,middle,4-6,0.4600000000000001,30.0
102,pnr256,V1_tgt_rh_rad10_filled_deveined,center,superficial,0-2,0.6555555555555554,30.0
103,pnr256,V1_tgt_rh_rad10_filled_deveined,surround,superficial,0-2,0.7,30.0
104,pnr256,V1_tgt_rh_rad10_filled_deveined,center,superficial,2-4,0.4988888888888889,30.0
105,pnr256,V1_tgt_rh_rad10_filled_deveined,surround,superficial,2-4,0.6288888888888888,30.0
