,subj,roi,cond,depth,radius_band,accuracy,nVoxels
0,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,deep,0-1,0.3269230769230769,10.0
1,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,deep,0-1,0.25,10.0
2,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,deep,1-2,0.1794871794871795,10.0
3,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,deep,1-2,0.3205128205128205,10.0
4,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,deep,2-3,0.34423076923076923,10.0
5,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,deep,2-3,0.27243589743589747,10.0
6,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,deep,3-4,0.3737179487179488,10.0
7,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,deep,3-4,0.24166666666666664,10.0
8,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,deep,4-5,0.3980769230769231,10.0
9,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,deep,4-5,0.34358974358974365,10.0
10,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,deep,5-6,0.37628205128205133,10.0
11,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,deep,5-6,0.36730769230769234,10.0
12,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,middle,0-1,0.36025641025641025,10.0
13,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,middle,0-1,0.34423076923076923,10.0
14,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,middle,1-2,0.22692307692307695,10.0
15,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,middle,1-2,0.33653846153846156,10.0
16,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,middle,2-3,0.2275641025641026,10.0
17,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,middle,2-3,0.3666666666666667,10.0
18,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,middle,3-4,0.40576923076923077,10.0
19,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,middle,3-4,0.40064102564102566,10.0
20,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,middle,4-5,0.41410256410256413,10.0
21,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,middle,4-5,0.4448717948717948,10.0
22,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,middle,5-6,0.3974358974358974,10.0
23,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,middle,5-6,0.33653846153846156,10.0
24,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,superficial,0-1,0.41474358974358977,10.0
25,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,superficial,0-1,0.35833333333333334,10.0
26,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,superficial,1-2,0.3583333333333333,10.0
27,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,superficial,1-2,0.5064102564102564,10.0
28,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,superficial,2-3,0.3352564102564103,10.0
29,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,superficial,2-3,0.30512820512820515,10.0
30,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,superficial,3-4,0.45384615384615384,10.0
31,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,superficial,3-4,0.41474358974358977,10.0
32,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,superficial,4-5,0.34487179487179487,10.0
33,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,superficial,4-5,0.3608974358974359,10.0
34,pnr143,V1_tgt_lh_rad10_filled_deveined,iso0,superficial,5-6,0.3044871794871795,10.0
35,pnr143,V1_tgt_lh_rad10_filled_deveined,sur,superficial,5-6,0.3525641025641026,10.0
36,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,deep,0-1,0.2814102564102564,7.0
37,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,deep,0-1,0.24230769230769234,7.0
38,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,deep,1-2,0.29679487179487185,10.0
39,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,deep,1-2,0.4833333333333334,10.0
40,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,deep,2-3,0.375,10.0
41,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,deep,2-3,0.32884615384615384,10.0
42,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,deep,3-4,0.19551282051282054,10.0
43,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,deep,3-4,0.3512820512820513,10.0
44,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,deep,4-5,0.33653846153846156,10.0
45,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,deep,4-5,0.3538461538461538,10.0
46,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,deep,5-6,0.28974358974358977,10.0
47,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,deep,5-6,0.2903846153846154,10.0
48,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,middle,0-1,0.3044871794871795,7.0
49,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,middle,0-1,0.40705128205128205,7.0
50,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,middle,1-2,0.35897435897435903,10.0
51,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,middle,1-2,0.4467948717948718,10.0
52,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,middle,2-3,0.35705128205128206,10.0
53,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,middle,2-3,0.33782051282051284,10.0
54,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,middle,3-4,0.32820512820512826,10.0
55,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,middle,3-4,0.33717948717948715,10.0
56,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,middle,4-5,0.32756410256410257,10.0
57,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,middle,4-5,0.4717948717948718,10.0
58,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,middle,5-6,0.29615384615384616,10.0
59,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,middle,5-6,0.391025641025641,10.0
60,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,superficial,0-1,0.31923076923076926,6.0
61,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,superficial,0-1,0.3358974358974359,6.0
62,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,superficial,1-2,0.29679487179487174,10.0
63,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,superficial,1-2,0.32820512820512826,10.0
64,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,superficial,2-3,0.25833333333333336,10.0
65,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,superficial,2-3,0.36794871794871803,10.0
66,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,superficial,3-4,0.29935897435897435,10.0
67,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,superficial,3-4,0.4557692307692308,10.0
68,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,superficial,4-5,0.28910256410256413,10.0
69,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,superficial,4-5,0.37435897435897436,10.0
70,pnr143,V1_tgt_rh_rad10_filled_deveined,iso0,superficial,5-6,0.37948717948717947,10.0
71,pnr143,V1_tgt_rh_rad10_filled_deveined,sur,superficial,5-6,0.333974358974359,10.0
72,pnr161,V1_tgt_lh_rad10_filled_deveined,iso0,deep,0-1,0.15769230769230771,10.0
73,pnr161,V1_tgt_lh_rad10_filled_deveined,sur,deep,0-1,0.16602564102564105,10.0
74,pnr161,V1_tgt_lh_rad10_filled_deveined,iso0,deep,1-2,0.2897435897435897,10.0
75,pnr161,V1_tgt_lh_rad10_filled_deveined,sur,deep,1-2,0.23717948717948717,10.0
76,pnr161,V1_tgt_lh_rad10_filled_deveined,iso0,deep,2-3,0.22692307692307692,10.0
77,pnr161,V1_tgt_lh_rad10_filled_deveined,sur,deep,2-3,0.18846153846153846,10.0
78,pnr161,V1_tgt_lh_rad10_filled_deveined,iso0,deep,3-4,0.24358974358974356,10.0
