,subj,roi,cond,depth,radius_band,accuracy,nVoxels
0,pnr143,V1_tgt_lh_rad10_filled_deveined,center,deep,0-1,0.21557777777777784,10.0
1,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,deep,0-1,0.2864666666666667,10.0
2,pnr143,V1_tgt_lh_rad10_filled_deveined,center,deep,1-2,0.22711111111111112,10.0
3,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,deep,1-2,0.23440000000000003,10.0
4,pnr143,V1_tgt_lh_rad10_filled_deveined,center,deep,2-3,0.22195555555555557,10.0
5,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,deep,2-3,0.2916888888888889,10.0
6,pnr143,V1_tgt_lh_rad10_filled_deveined,center,deep,3-4,0.15144444444444446,10.0
7,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,deep,3-4,0.1789333333333334,10.0
8,pnr143,V1_tgt_lh_rad10_filled_deveined,center,deep,4-5,0.10935555555555557,10.0
9,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,deep,4-5,0.10477777777777778,10.0
10,pnr143,V1_tgt_lh_rad10_filled_deveined,center,deep,5-6,0.10586666666666666,10.0
11,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,deep,5-6,0.08824444444444446,10.0
12,pnr143,V1_tgt_lh_rad10_filled_deveined,center,middle,0-1,0.2592444444444445,10.0
13,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,middle,0-1,0.2627555555555556,10.0
14,pnr143,V1_tgt_lh_rad10_filled_deveined,center,middle,1-2,0.2308666666666667,10.0
15,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,middle,1-2,0.24860000000000004,10.0
16,pnr143,V1_tgt_lh_rad10_filled_deveined,center,middle,2-3,0.2607333333333333,10.0
17,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,middle,2-3,0.2631555555555556,10.0
18,pnr143,V1_tgt_lh_rad10_filled_deveined,center,middle,3-4,0.15560000000000002,10.0
19,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,middle,3-4,0.1662888888888889,10.0
20,pnr143,V1_tgt_lh_rad10_filled_deveined,center,middle,4-5,0.14077777777777778,10.0
21,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,middle,4-5,0.12884444444444443,10.0
22,pnr143,V1_tgt_lh_rad10_filled_deveined,center,middle,5-6,0.10135555555555557,10.0
23,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,middle,5-6,0.09660000000000002,10.0
24,pnr143,V1_tgt_lh_rad10_filled_deveined,center,superficial,0-1,0.30397777777777785,10.0
25,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,superficial,0-1,0.3284444444444445,10.0
26,pnr143,V1_tgt_lh_rad10_filled_deveined,center,superficial,1-2,0.2923555555555556,10.0
27,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,superficial,1-2,0.3164222222222222,10.0
28,pnr143,V1_tgt_lh_rad10_filled_deveined,center,superficial,2-3,0.19911111111111116,10.0
29,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,superficial,2-3,0.21473333333333333,10.0
30,pnr143,V1_tgt_lh_rad10_filled_deveined,center,superficial,3-4,0.16511111111111113,10.0
31,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,superficial,3-4,0.18117777777777783,10.0
32,pnr143,V1_tgt_lh_rad10_filled_deveined,center,superficial,4-5,0.12444444444444444,10.0
33,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,superficial,4-5,0.14526666666666668,10.0
34,pnr143,V1_tgt_lh_rad10_filled_deveined,center,superficial,5-6,0.08373333333333335,10.0
35,pnr143,V1_tgt_lh_rad10_filled_deveined,surround,superficial,5-6,0.09786666666666669,10.0
36,pnr143,V1_tgt_rh_rad10_filled_deveined,center,deep,0-1,0.3944444444444445,7.0
37,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,deep,0-1,0.23444444444444443,7.0
38,pnr143,V1_tgt_rh_rad10_filled_deveined,center,deep,1-2,0.28846666666666665,10.0
39,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,deep,1-2,0.2770222222222222,10.0
40,pnr143,V1_tgt_rh_rad10_filled_deveined,center,deep,2-3,0.2996888888888889,10.0
41,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,deep,2-3,0.30826666666666663,10.0
42,pnr143,V1_tgt_rh_rad10_filled_deveined,center,deep,3-4,0.29460000000000003,10.0
43,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,deep,3-4,0.3164222222222222,10.0
44,pnr143,V1_tgt_rh_rad10_filled_deveined,center,deep,4-5,0.17255555555555552,10.0
45,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,deep,4-5,0.20302222222222224,10.0
46,pnr143,V1_tgt_rh_rad10_filled_deveined,center,deep,5-6,0.19993333333333335,10.0
47,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,deep,5-6,0.18611111111111112,10.0
48,pnr143,V1_tgt_rh_rad10_filled_deveined,center,middle,0-1,0.3766666666666666,7.0
49,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,middle,0-1,0.2711111111111111,7.0
50,pnr143,V1_tgt_rh_rad10_filled_deveined,center,middle,1-2,0.39555555555555555,10.0
51,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,middle,1-2,0.29208888888888895,10.0
52,pnr143,V1_tgt_rh_rad10_filled_deveined,center,middle,2-3,0.3410222222222222,10.0
53,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,middle,2-3,0.3275111111111111,10.0
54,pnr143,V1_tgt_rh_rad10_filled_deveined,center,middle,3-4,0.31493333333333334,10.0
55,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,middle,3-4,0.3268,10.0
56,pnr143,V1_tgt_rh_rad10_filled_deveined,center,middle,4-5,0.2562666666666667,10.0
57,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,middle,4-5,0.24046666666666672,10.0
58,pnr143,V1_tgt_rh_rad10_filled_deveined,center,middle,5-6,0.16686666666666664,10.0
59,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,middle,5-6,0.17202222222222224,10.0
60,pnr143,V1_tgt_rh_rad10_filled_deveined,center,superficial,0-1,0.30222222222222217,6.0
61,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,superficial,0-1,0.31333333333333335,6.0
62,pnr143,V1_tgt_rh_rad10_filled_deveined,center,superficial,1-2,0.3142444444444445,10.0
63,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,superficial,1-2,0.2921777777777778,10.0
64,pnr143,V1_tgt_rh_rad10_filled_deveined,center,superficial,2-3,0.31933333333333336,10.0
65,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,superficial,2-3,0.29528888888888893,10.0
66,pnr143,V1_tgt_rh_rad10_filled_deveined,center,superficial,3-4,0.2890444444444445,10.0
67,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,superficial,3-4,0.2943777777777778,10.0
68,pnr143,V1_tgt_rh_rad10_filled_deveined,center,superficial,4-5,0.26924444444444445,10.0
69,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,superficial,4-5,0.2770444444444445,10.0
70,pnr143,V1_tgt_rh_rad10_filled_deveined,center,superficial,5-6,0.16795555555555558,10.0
71,pnr143,V1_tgt_rh_rad10_filled_deveined,surround,superficial,5-6,0.15702222222222223,10.0
72,pnr256,V1_tgt_lh_rad10_filled_deveined,center,deep,0-1,0.2477777777777778,8.0
73,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,deep,0-1,0.21111111111111108,8.0
74,pnr256,V1_tgt_lh_rad10_filled_deveined,center,deep,1-2,0.4325333333333333,10.0
75,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,deep,1-2,0.3106666666666667,10.0
76,pnr256,V1_tgt_lh_rad10_filled_deveined,center,deep,2-3,0.31824444444444444,10.0
77,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,deep,2-3,0.3295777777777778,10.0
78,pnr256,V1_tgt_lh_rad10_filled_deveined,center,deep,3-4,0.3088666666666667,10.0
79,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,deep,3-4,0.30175555555555555,10.0
80,pnr256,V1_tgt_lh_rad10_filled_deveined,center,deep,4-5,0.33042222222222223,10.0
81,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,deep,4-5,0.29706666666666665,10.0
82,pnr256,V1_tgt_lh_rad10_filled_deveined,center,deep,5-6,0.21497777777777777,10.0
83,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,deep,5-6,0.28157777777777776,10.0
84,pnr256,V1_tgt_lh_rad10_filled_deveined,center,middle,0-1,0.5,7.0
85,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,middle,0-1,0.34666666666666673,7.0
86,pnr256,V1_tgt_lh_rad10_filled_deveined,center,middle,1-2,0.37824444444444444,10.0
87,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,middle,1-2,0.3749111111111112,10.0
88,pnr256,V1_tgt_lh_rad10_filled_deveined,center,middle,2-3,0.3917333333333334,10.0
89,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,middle,2-3,0.3113555555555556,10.0
90,pnr256,V1_tgt_lh_rad10_filled_deveined,center,middle,3-4,0.4367333333333333,10.0
91,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,middle,3-4,0.3785111111111111,10.0
92,pnr256,V1_tgt_lh_rad10_filled_deveined,center,middle,4-5,0.3364666666666667,10.0
93,pnr256,V1_tgt_lh_rad10_filled_deveined,surround,middle,4-5,0.3514888888888889,10.0
