label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
surround_135,135.00,135.00,0.00,0.00,0.0000,0.40,0.30,6.00,1.06,[],0
surround_135,135.00,135.00,0.00,0.00,0.0000,0.40,1.80,8.00,1.06,[],0
surround_135,135.00,135.00,0.00,0.00,0.0000,0.40,3.00,12.00,1.02,b,0
surround_135,135.00,135.00,0.00,0.00,0.0000,0.40,4.20,16.00,0.88,r,0
surround_135,135.00,135.00,0.00,0.00,0.0000,0.40,5.40,16.00,1.01,b,1
surround_135,135.00,135.00,0.00,0.00,0.0000,0.40,7.20,16.00,0.92,r,1
surround_135,135.00,135.00,0.00,0.00,0.0000,0.40,9.00,16.00,0.76,b,1
surround_135,135.00,135.00,0.00,0.00,0.0000,0.40,10.50,12.00,0.83,r,0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,11.70,16.00,0.83,b,1
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,12.90,16.00,0.83,b,1
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,14.70,16.00,0.80,b,0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,15.90,16.00,0.95,b,0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,17.70,16.00,1.06,[],0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,18.90,16.00,0.89,b,0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,20.70,16.00,1.06,[],0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,22.50,16.00,1.04,[],0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,24.00,16.00,0.73,b,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,25.80,16.00,0.74,b,0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,27.00,16.00,0.74,b,0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,28.50,16.00,0.74,b,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,30.30,16.00,1.04,[],0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,31.50,16.00,0.98,r,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,33.30,16.00,0.80,b,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,34.50,16.00,1.04,[],0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,36.30,16.00,0.81,r,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,37.50,16.00,0.96,b,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,39.00,16.00,0.73,r,0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,40.50,16.00,1.04,[],0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,42.30,16.00,0.77,r,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,43.50,16.00,0.99,r,0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,45.30,16.00,0.77,b,0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,46.50,16.00,0.82,r,0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,48.00,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,49.80,16.00,0.95,b,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,51.00,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,52.20,16.00,0.76,b,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,54.00,16.00,0.76,b,0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,55.80,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,57.30,16.00,0.78,b,0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,58.50,16.00,1.06,[],0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,59.70,16.00,0.79,b,1
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,60.90,16.00,0.83,r,1
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,62.40,16.00,0.85,b,1
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,64.20,12.00,0.96,r,0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,65.70,16.00,0.78,b,0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,67.50,16.00,1.03,[],0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,69.00,16.00,0.73,b,0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,70.50,16.00,1.03,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,72.00,16.00,1.03,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,73.50,16.00,1.03,[],0
