x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
72.68,36.38,21.00,0.00,4.19,134.00,4.98354244,4.04913330,5.21748352,3.06734419,4.32937574,9.92486858,0.00168232,14.17,2.06831336,6.70875692,4.95960140,3.64146662,5.38122177,4.47649765,3.63329744,6.56506109,3.00438952,4.48868513,10.54182720,0.00120867,1.97870290,1.01895785,4.38790607,9.22393608,6.20666981,4.26731253,-0.79501641,7.13679361,1.03569329,0.34971386,0.55441886,4.08681345,11.87201214,10.57989311,-2.18605804,-1.04942894,4.06204891,5.53904676,8.22671127,2.26513600,1.65727174,0.19829237,0.58243269,6.88328075,-0.74611968,5.61098814,11.84750462,5.76139593,6.90556383,3.27045393,1.85237718,1.11822343,0.29057591,0.72425026,-1.54583049,-2.27008080,32.33759308,0.00000003,3.42617321,-0.30510375,-3.73127699,3.01187682,nan,nan,
74.23,38.18,16.00,0.73,3.52,162.00,7.29423094,5.02387238,6.58944416,6.24006891,6.28690434,100.12758636,0.00000000,6.48,4.00501299,6.33073521,4.89582300,6.19559956,7.63093853,6.22562313,8.03486252,6.41672659,6.20715141,6.20961475,96.65982056,0.00000000,1.27039230,5.50377941,1.04714072,4.96518707,6.21789551,5.51072741,10.16534042,5.81404638,-1.24388099,2.45582128,0.11743008,5.37772655,6.95047665,6.87396193,5.92991638,8.73237705,5.86806726,5.90907669,7.07483482,0.36366606,0.20185657,0.65333111,6.13894272,6.99053431,6.73865700,7.84757137,9.18379498,7.71712875,7.25921011,6.56814814,1.02767479,1.63581443,0.20121975,0.31090003,-1.88098085,-2.19188094,103.09691620,0.00000000,-1.13942039,-2.39249277,-1.25307238,1.34113336,nan,nan,
73.33,37.02,18.00,0.00,3.79,108.00,8.88245773,6.14429283,10.91895771,8.87028122,8.70399761,20.56427574,0.00000651,19.79,6.10032606,7.15870094,4.91645718,5.20624924,6.98843622,6.50858116,7.93789625,21.37932587,8.44365501,8.28499889,18.72779846,0.00001671,8.69560623,4.92082024,2.44864273,1.94310486,8.54614735,2.30274963,3.32909369,16.53738594,-2.71295500,1.23151863,0.26739877,4.82510424,9.95447826,7.22203541,2.54703760,1.99163330,2.77153492,13.59946442,38.49926376,2.31046677,0.90993351,0.34037993,4.92802048,6.91200542,4.25946760,11.54688263,12.50108051,15.27258873,9.98980236,5.86391830,-0.10008293,0.00166754,0.96743582,0.83580524,-1.32325220,-2.15905738,53.68489838,0.00000000,14.19193172,10.71113777,-3.48079395,2.78828382,nan,nan,
74.23,38.18,18.00,0.00,3.52,173.00,2.01607513,1.13871813,1.85945237,2.94422174,1.98961675,6.34275198,0.01195177,8.15,1.90483153,0.12839058,3.20471287,1.73052168,0.69035399,-0.61137253,1.90314436,3.61345458,2.75626588,1.70055366,4.60709906,0.03209743,0.03540397,-0.79708928,2.77984476,1.86972284,1.02809811,-0.90678608,0.13488707,5.06186819,-1.78193581,3.13629127,0.07689523,3.39435577,3.31436896,3.03607178,1.44152391,-0.27282935,-2.12743354,2.40028501,3.26143050,-1.00815487,0.98476362,0.32128368,3.00461483,-1.37815917,4.06024551,2.00308490,1.53717709,1.20237887,3.72562265,1.96930754,-0.91814631,0.82817179,0.36303750,0.55583578,-1.31870019,-1.87453592,77.84970856,0.00000000,-0.83772779,-1.65932655,-0.82159871,0.40619111,nan,nan,
73.99,37.68,14.00,0.79,3.51,161.00,7.83301973,6.09981966,7.44756651,6.43410826,6.95362854,41.59378815,0.00000000,11.12,7.19714737,7.49580622,6.29627275,8.68367481,4.23494339,5.85972118,6.51764870,10.08417416,6.34607935,6.96141720,41.31792831,0.00000000,5.42301846,5.59095812,4.66739941,7.28262043,1.35172749,4.51073599,5.71246099,15.08225346,-0.37825590,0.07640141,0.78229609,8.79754162,8.50209904,7.69097424,8.10921192,3.62531781,5.68458843,9.38638210,7.47581482,1.06064856,0.58299214,0.44533553,8.84874439,8.95029545,7.00015593,10.50816631,8.20444202,7.88634825,5.11610794,6.52594042,1.36753535,0.98375839,0.32153066,0.75188345,-1.08211267,-1.83399606,57.17504120,0.00000000,1.90730989,-2.92105603,-4.82836580,9.94300365,nan,nan,
73.33,36.72,0.00,0.00,3.76,137.00,6.69638014,2.48796105,8.08010101,5.60015392,5.71614885,14.63323402,0.00013924,15.41,3.92299676,7.97211790,2.22779751,4.50254822,-0.58784497,2.13205242,9.41163445,13.85369682,5.22944593,5.40175343,13.15263748,0.00030269,6.63646650,5.57638931,1.49052525,-0.82557815,-3.46015596,-2.67246318,1.45526624,11.77848625,-3.14692545,2.75072575,0.09754749,0.71615499,9.12520313,4.01655769,4.56498623,-5.24354315,1.61196852,21.55006790,23.73916817,2.81139684,2.23232722,0.13548935,6.08814669,9.25162220,1.53065157,9.97025204,7.94229412,7.47532225,7.35275316,4.37375832,1.05373240,0.30437684,0.58128399,0.71002918,-1.01694882,-1.72697794,43.30948257,0.00000000,0.83415896,-2.36425447,-3.19841337,2.89847016,nan,nan,
73.84,37.01,17.00,0.00,3.46,133.00,9.28505707,4.76231527,8.56780624,4.77774906,6.84823179,12.10243320,0.00052674,20.30,9.26756096,7.90823793,6.49452162,5.03006124,3.44607425,6.42897797,5.61197948,14.47525883,4.52712393,7.01406717,12.56433201,0.00041272,6.61822701,1.27828610,1.05335081,6.30609465,5.18144560,-0.87650818,-2.52617788,22.04476738,0.02843283,0.00007297,0.99318637,11.73888302,21.07736588,10.20207214,-1.47320604,-7.53474712,6.15265226,9.09478378,17.50193977,3.96515679,2.50100279,0.11411384,11.85815334,2.37371826,7.48511744,10.95932007,13.61819935,15.93913269,12.72366047,0.23373117,4.33657789,2.98407364,0.08441939,0.42755246,-1.10934889,-1.53690135,28.33178520,0.00000021,-4.28538513,-6.80066109,-2.51527596,0.89448434,nan,nan,
74.57,38.40,19.00,0.00,3.45,203.00,12.76459599,7.93512821,10.98611259,9.92034626,10.40154552,70.77448273,0.00000000,12.75,8.75911522,13.15238571,9.58453369,8.62260342,13.03945541,8.58055115,11.84596539,10.00234222,9.81965351,10.36813354,69.07728577,0.00000000,13.27821255,10.20862865,10.67702579,-0.95084071,6.14088202,3.56495404,7.07746077,11.75766373,-1.99741209,1.62240136,0.20307551,8.45123577,7.91873646,7.66422462,8.08964729,16.10220146,12.20387745,18.16104507,9.79771328,1.14567244,0.52109802,0.47055513,4.60768890,20.10306549,10.63617992,18.07349396,17.75222015,11.17209148,10.77145672,9.15584755,2.75773311,3.09684110,0.07877311,0.46616355,-1.32965600,-1.79581952,97.88950348,0.00000000,16.24228287,14.68379116,-1.55849266,0.82180905,nan,nan,
73.99,37.47,0.00,0.00,3.46,190.00,5.63991594,3.98746490,7.30942011,5.60642910,5.63580751,8.26700497,0.00412862,20.21,1.46878242,10.18041325,0.75832164,5.87026501,7.92872858,1.68576884,3.72440553,12.43184376,5.47633410,5.49725962,7.85568380,0.00517121,11.82463264,11.05553436,4.91343355,-2.44564724,2.50966930,-4.23793602,-3.62359118,11.51403904,-1.56062615,0.39330766,0.53071979,-4.62386513,-0.11939310,-2.69387102,4.45359993,0.12399133,7.42442036,26.54615784,22.95469093,1.96722901,0.62708783,0.42862746,-5.00677633,18.00843430,0.04246165,15.59548283,21.97632217,2.37619066,-7.82833099,1.14310122,-0.16936679,0.00472426,0.94521670,0.61804134,-0.94531703,-1.56335843,62.10909271,0.00000000,6.00171137,5.92945719,-0.07225382,0.00061251,nan,nan,
73.99,37.68,20.00,0.00,3.51,171.00,9.67184353,7.72035170,7.54494524,6.44628143,7.84585571,19.19478607,0.00001314,18.47,3.60777688,8.54750919,9.09490871,9.04480743,7.46409750,5.28751421,9.14449215,11.80119228,6.06980991,7.77689409,18.66262054,0.00001728,8.90291119,2.90255237,8.15111351,14.78974628,4.56342697,0.82900608,5.95736885,16.87992859,1.34206045,0.34724098,0.55582222,4.55104208,12.53360939,12.46592426,-0.27431154,0.52962124,4.24126577,19.44916534,6.51385498,1.38428187,0.36413947,0.54636336,-0.73610008,10.84156513,6.58871651,15.08691502,18.78788376,11.40495205,3.96040773,11.49162102,3.12652087,1.88397813,0.17021361,0.50516033,-0.87624055,-1.38140094,38.64595413,0.00000000,0.73050940,-5.41582966,-6.14633942,7.70588827,nan,nan,
