x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
85.92,24.37,21.00,0.00,4.96,124.00,6.27972031,2.03114700,4.30533075,4.06112051,4.16932964,15.64774704,0.00008195,10.04,5.00455618,6.73427916,5.55351543,2.43898296,1.41270590,2.80917215,4.06065893,4.70478487,3.79156446,4.05263424,14.45298290,0.00015287,1.54460073,3.29173732,6.59913874,1.06913519,-4.05887794,4.77686834,4.15773582,0.77245420,-2.04559255,2.73294306,0.09862943,8.51795769,7.17793989,5.33290720,-3.61150384,4.11405468,-0.42454353,5.82700062,8.21162510,0.29955468,0.06339043,0.80126994,5.36102533,10.70467854,4.66580725,10.40790462,5.02579403,4.93776894,3.47992897,6.11569881,2.18632984,3.23197842,0.07253184,-0.32988170,-5.14999056,-4.82010889,205.82560730,0.00000000,5.84024048,1.82679689,-4.01344347,8.63908195,nan,nan,
85.76,23.99,19.00,0.77,4.89,46.00,3.78233004,3.91459084,3.38779879,4.47833014,3.89076233,50.52986145,0.00000000,5.21,4.59349060,3.19463849,3.46782303,3.73703480,4.05516291,3.99225760,2.65682077,3.94011855,4.51855850,3.79130554,47.20640564,0.00000000,1.77382743,3.45376444,5.57561588,4.89926863,3.28264165,5.76082516,3.06904483,4.08643532,-0.54006791,0.70350742,0.40181932,7.36150455,3.79575920,2.40397024,0.37953570,2.67221355,2.76465917,2.89711547,5.12701416,-1.07187498,3.00583053,0.08329091,5.06013441,2.41012955,2.26429033,6.09637833,6.30727959,3.36955047,2.45494866,3.06590700,-0.76855266,1.48686957,0.22300642,2.12554812,-3.20615816,-5.33170652,235.93663025,0.00000000,7.13818979,1.24033248,-5.89785767,54.54592896,nan,nan,
85.76,23.99,21.00,0.00,4.89,85.00,2.14177966,2.07456994,1.84524715,2.04360509,2.02630043,27.68941498,0.00000018,3.67,2.11063051,2.66008615,1.98634446,2.12858820,2.04884052,2.21365952,1.48153555,1.51621413,2.05130267,2.01988935,27.04633904,0.00000024,3.39720845,1.97793984,3.95106173,1.99237907,0.64349788,1.73314202,1.20528734,1.87080312,0.04717760,0.01081898,0.91718001,1.91250896,3.19006419,0.68653786,2.24365020,2.94373870,1.93551683,0.66776890,1.36533082,-0.20668651,0.22341877,0.63655615,1.09142172,2.82706594,1.47569680,2.20766115,2.70194626,3.00147128,2.81283760,1.28826392,0.10784766,0.05873679,0.80855623,2.14340067,-2.69089580,-4.83429670,220.38395691,0.00000000,0.67402476,-3.57067919,-4.24470425,52.01158905,nan,nan,
86.42,24.08,19.00,0.87,4.44,88.00,4.43960619,4.39387465,4.05060816,3.36780787,4.06297445,61.73910522,0.00000000,4.92,4.25654745,5.13194895,4.19659758,5.16203070,3.40767217,4.44420004,4.41971254,3.75686789,3.42172885,4.23990107,66.18383789,0.00000000,3.01139283,6.96537495,5.41500330,5.64892387,2.04143453,5.11842918,3.65225935,3.62899613,1.07114923,3.11474657,0.07790884,4.22680902,4.97617435,4.62945271,3.85587239,3.01259661,3.63543701,4.93870020,3.16506815,0.67929119,1.33142400,0.24884316,5.44646835,3.59432077,2.51321340,5.87421703,5.11720419,4.47164011,4.76766634,4.48514080,1.06929255,3.20295715,0.07382469,1.55550432,-2.59506392,-4.15056801,188.68997192,0.00000000,2.78137159,-0.21372192,-2.99509358,15.67398930,nan,nan,
86.68,23.65,21.00,0.00,4.06,144.00,17.28834915,15.02265930,16.75856590,12.84439659,15.47849274,204.57727051,0.00000000,10.30,16.88602257,16.87693596,14.88813114,15.76721478,16.46482468,19.93202972,16.69422722,14.40585709,12.90554047,16.07510757,217.27835083,0.00000000,17.38426590,13.69499683,12.22263718,20.64869690,13.93441677,16.96468925,15.19793510,10.36174297,2.20241165,3.00337672,0.08341670,17.48304558,18.11049080,12.99129868,12.91710758,19.80943298,18.25628853,17.51569176,17.27210999,3.88963294,10.00562096,0.00161034,15.49033928,18.35034561,18.91730881,12.77049446,15.77549744,23.81818771,17.32098770,15.15662956,4.47678709,12.89549828,0.00034630,1.66129971,-1.61187303,-3.27317262,137.29676819,0.00000000,5.99805403,0.92929196,-5.06876230,11.94652748,nan,nan,
85.92,24.37,16.00,0.73,4.96,96.00,2.23443890,1.57970667,1.34990859,2.40558577,1.89240992,10.08890343,0.00153955,5.67,3.27667260,1.66638064,0.84135783,1.99479187,1.26281381,1.03450572,1.75927436,2.38865614,2.46195412,1.85219121,9.52098751,0.00209024,1.53971314,-0.66307896,2.74287415,3.67212868,-1.41115844,2.81163383,2.03050637,2.95708179,-0.83673006,1.43026626,0.23202035,4.96132231,1.01079154,2.24815726,0.96936667,0.46209720,-1.11016917,1.48251116,1.03136313,-1.01607072,2.26308298,0.13282349,3.31813741,4.80320311,-2.65452957,1.54379976,4.90499163,1.70688820,1.92989373,3.21078229,-0.14400801,0.04446325,0.83303945,0.93303001,-3.96144056,-4.89447069,224.27976990,0.00000000,-4.49054146,-5.84100294,-1.35046172,1.85531509,nan,nan,
85.92,23.88,0.00,0.79,4.72,79.00,6.12251186,3.43973494,3.44843411,4.45294285,4.36590576,38.21089172,0.00000000,6.73,5.60240650,5.80796623,3.34969211,3.95782208,3.36035180,5.29711151,3.85344815,4.16052723,4.51352978,4.42921686,38.23842621,0.00000000,4.36759710,5.08434343,6.18101835,0.53106803,1.18365741,3.89912510,4.12187862,2.74249291,-1.02772999,1.53190351,0.21613376,5.86724520,4.44394350,-0.28747046,3.87483048,3.49169397,5.03383303,2.58276010,3.07232666,-1.02389276,1.63170028,0.20178111,6.51620436,7.94630575,3.75294995,7.80411530,5.18050671,6.99051476,4.90423012,6.51208639,1.67896521,4.23128605,0.03995879,1.23656344,-3.19298625,-4.42954969,208.88700867,0.00000000,2.23401666,-3.29931831,-5.53333473,24.96730423,nan,nan,
86.04,24.67,18.00,0.00,5.02,80.00,10.47532177,10.17807388,9.66688728,7.62332821,9.48590279,91.00541687,0.00000000,9.47,8.44496822,10.48719406,8.39223194,9.87259483,13.00522137,11.86894512,10.05226517,9.06380367,7.71957636,9.86865520,97.43396759,0.00000000,6.77284193,12.36259079,7.89416599,8.71216869,10.85348511,15.83678532,12.21065044,7.90173817,2.51039505,4.62265158,0.03180508,11.25517178,8.86995220,9.45037174,6.19315338,14.97243786,7.93554211,7.49493599,11.02748966,2.08043909,3.39956641,0.06552582,7.84010458,10.12984943,7.82466221,14.30266285,13.40304184,11.90169144,11.30133820,8.60232353,2.82567763,6.06342554,0.01397809,0.81649780,-5.41391373,-6.23041153,318.91345215,0.00000000,-0.94112736,-14.57570457,-13.63457775,56.58393097,nan,nan,
85.92,24.08,0.00,0.80,4.81,94.00,5.20773172,4.76055956,4.39672852,3.80598640,4.54275131,37.94637680,0.00000000,7.02,5.25431490,3.90431643,3.99901533,5.27692223,6.15780926,7.45947742,2.92485762,3.84775758,3.91270971,4.74382734,41.13335419,0.00000000,5.21188164,4.06136847,2.37723041,6.34995508,8.68839264,9.61892414,1.11413765,0.67019272,0.99210250,1.33275306,0.24860727,3.53261065,4.03107929,2.74238276,2.57461977,7.68255758,2.81172085,6.67507172,5.64031172,0.60943836,0.52991569,0.46682225,7.58402586,3.59952211,6.67245960,6.19213581,2.11015344,9.29458523,1.04372692,4.92658520,1.33245528,2.47638226,0.11590181,0.97387534,-4.76375866,-5.73763418,282.15213013,0.00000000,-1.10022330,-6.41411161,-5.31388807,20.73404503,nan,nan,
86.76,24.44,19.00,0.80,4.36,96.00,4.08045149,4.89743662,4.19854307,3.11568761,4.07302952,32.91085815,0.00000001,6.76,3.59723234,5.20008564,3.06501317,5.48928165,5.67032814,6.90860033,3.81365156,2.26310611,3.27766037,4.36063051,37.59408951,0.00000000,4.05160809,7.53609419,0.75262666,7.41503477,7.13501024,5.12166595,1.88188303,4.35236979,1.84198487,4.90490294,0.02701796,1.49835336,4.80553293,-0.50993651,5.46083879,6.96246910,6.48911047,7.03070593,2.36952853,1.03677166,1.67590761,0.19578469,5.32261324,3.07898736,8.71389389,2.35408616,2.48007989,8.44543934,1.84869885,-0.63101649,0.85420537,1.10839736,0.29269914,1.24303246,-3.83046126,-5.07349396,248.64749146,0.00000000,-0.30586120,-1.65990198,-1.35404074,1.73010218,nan,nan,
85.92,23.88,0.00,0.81,4.72,105.00,11.16772461,9.29796314,9.96114254,8.85312080,9.81998825,160.74017334,0.00000000,7.38,9.28414631,11.31410313,10.24542618,8.33554554,10.26620197,12.25758076,8.57046986,10.58870220,8.78333378,9.95065212,162.70132446,0.00000000,6.00073957,12.49428272,9.01326275,7.99181938,10.60727215,9.12356091,7.15594482,11.55441666,0.48371798,0.28235278,0.59528786,12.43421459,12.74994564,7.70958614,7.10176611,8.54320145,12.14303017,7.21972227,11.92970657,1.07815683,1.51179338,0.21917103,9.23424721,8.93197536,13.71846771,10.15808678,11.72830105,15.04811573,11.58767700,8.67151165,2.28077173,6.53773594,0.01071589,1.57814181,-2.83802319,-4.41616488,225.19165039,0.00000000,7.06373644,2.49598455,-4.56775236,17.57049370,nan,nan,
87.46,24.02,19.00,0.84,3.66,128.00,12.21599865,7.36768436,10.89584446,9.17202663,9.91288853,89.85418701,0.00000000,9.96,12.45172310,8.04871845,8.60066032,8.12696362,9.81630421,10.31151676,10.43861580,13.66922760,9.02611542,10.04437256,90.08573914,0.00000000,9.70990658,2.58996487,5.95015144,7.29002953,5.36667490,8.33116627,6.50451374,14.38513279,-1.88374329,2.36083007,0.12475000,13.44960690,9.04178810,9.72015762,5.41660547,11.45358562,9.73520374,12.95189476,15.81061935,1.76215720,2.20899081,0.13754124,14.03431416,12.46688843,9.37054825,12.35080147,13.54093075,13.36365604,11.95132637,11.44258118,3.03203940,6.27732325,0.01239615,1.79594827,-1.87202001,-3.66796827,184.08570862,0.00000000,3.66197968,2.83211780,-0.82986170,0.27443978,nan,nan,
