x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
-95.00,-16.09,5.00,0.37,4.96,115.00,0.33216476,0.93099868,1.26416898,0.39533198,0.73066610,3.79083371,0.05182713,4.04,1.77185094,0.29575765,0.95957613,-0.50886458,0.20359699,1.24381602,2.11855578,0.64303690,0.38185588,0.78911918,4.37055922,0.03683056,1.21945858,-2.41251254,3.56453919,-1.69704533,1.53169501,2.77375317,2.49273157,-0.04011135,0.46781382,0.95559531,0.32854878,1.40659893,0.61328948,-0.90972328,0.21958563,0.98170006,4.36858702,2.33663511,1.05759430,0.85660022,3.10260725,0.07848968,2.69881296,2.01726031,0.36700702,0.34261319,-2.28160143,-3.75513530,1.85674405,0.95222843,-0.02485200,0.00269268,0.95862643,0.88581014,-2.71812654,-3.60393667,335.99035645,0.00000000,-4.81518507,-5.88305426,-1.06786895,5.98881531,2.10,5.99,0.00227259,2.28293419,0.11019417,2.19319654,0.08210963,1.20579076,-0.07848953,1.13404739,0.09151915,1.53044701,-0.16976741,0.06660213,0.79640584,0.00638845,14.11239529,0.12599400,2.30108833,0.05068354,0.36674243,-0.12569717,2.30795121,0.06103356,0.53860670,-1.29315841,4.09149408,0.04337955,0.00963980,14.92226696,0.14130740,2.15824938,0.05051706,0.26652509,-0.15083122,2.44679737,0.06516598,0.44892484,-1.13235259,3.60732388,0.05782862,0.00479985,10.65099525,0.09622145,0.98547387,0.07072125,0.52295625,-0.14868966,2.32420421,0.11751721,1.46155334,-1.13697600,2.93212819,0.08715964,0.00651926,7.58913851,0.11194216,1.11503506,0.08925058,0.68646479,-0.15404947,2.05733728,0.13313946,1.57534266,-0.68637830,1.24809647,0.26419911,0.01543658,16.97830963,0.10808412,0.89927614,0.07737397,0.44735354,-0.18245541,2.48877859,0.12617899,1.21988249,-0.92578089,2.96514869,0.08540249,0.00479985,10.65099525,0.09622145,0.98547387,0.07072125,0.52295625,-0.14868966,2.32420421,0.11751721,1.46155334,-1.13697600,2.93212819,0.08715964,0.00651926,7.58913851,0.11194216,1.11503506,0.08925058,0.68646479,-0.15404947,2.05733728,0.13313946,1.57534266,-0.68637830,1.24809647,0.26419911,0.01543658,16.97830963,0.10808412,0.89927614,0.07737397,0.44735354,-0.18245541,2.48877859,0.12617899,1.21988249,-0.92578089,2.96514869,0.08540249,
-94.92,-16.87,6.00,0.30,4.54,124.00,-1.87264192,-0.41201389,-0.33919725,-0.16846734,-0.69808012,3.35963750,0.06712427,4.10,-0.42849019,-1.02157342,-0.76363081,-0.83698136,-0.28510055,-1.35413909,-1.35756946,-0.73856318,-0.16998817,-0.77212006,3.97010493,0.04660097,-2.04442644,-3.42845488,1.40825903,-1.29902661,2.14185333,1.38266528,-1.13314664,-0.51466739,-0.24967220,0.26186511,0.60896099,1.55764139,-1.58868802,-3.27023792,-0.21018881,0.61450833,1.23701763,-1.26033235,0.19193205,-0.16711049,0.11469264,0.73493867,-0.95329106,1.20733774,-0.40220293,-0.51178116,-3.79012322,-7.00465155,-1.79856634,-2.06266308,-1.71993637,12.32918549,0.00046697,0.59537500,-2.65974784,-3.25512290,345.98544312,0.00000000,-2.32380986,-4.29242277,-1.96861279,16.85488701,2.12,5.82,-0.00050024,0.10662284,0.03430860,0.20501791,-0.06693308,0.77284652,0.03249791,0.18754800,0.08368469,1.23427773,-0.55301440,0.68200296,0.40910542,0.00181121,1.08146977,0.04387611,0.26602396,-0.09658327,1.26976240,0.01736585,0.04196816,0.07178218,0.71029979,-1.28216672,3.83512235,0.05048194,0.00251906,0.97085524,0.04687329,0.22629973,-0.11514395,1.31932974,0.01921152,0.03779183,0.08554322,0.73710990,-1.19546068,3.83073783,0.05061360,0.00257345,2.93505526,0.01915266,0.03741876,-0.13278900,1.76738644,-0.00279803,0.00079133,0.09332785,0.88369322,-1.68209648,6.15205145,0.01329845,0.00301253,1.55632198,0.02916729,0.07269684,-0.13511035,1.51082993,0.00802445,0.00541840,0.10513560,0.94336563,-1.34247315,4.58531904,0.03250110,0.00997117,6.77443790,0.01329776,0.01299459,-0.17275055,2.13247490,-0.01529427,0.01668301,0.09514078,0.66323483,-1.73895085,10.00470066,0.00161103,0.00257345,2.93505526,0.01915266,0.03741876,-0.13278900,1.76738644,-0.00279803,0.00079133,0.09332785,0.88369322,-1.68209648,6.15205145,0.01329845,0.00301253,1.55632198,0.02916729,0.07269684,-0.13511035,1.51082993,0.00802445,0.00541840,0.10513560,0.94336563,-1.34247315,4.58531904,0.03250110,0.00997117,6.77443790,0.01329776,0.01299459,-0.17275055,2.13247490,-0.01529427,0.01668301,0.09514078,0.66323483,-1.73895085,10.00470066,0.00161103,
-94.92,-16.87,2.00,0.24,4.54,128.00,2.13089490,1.36570096,2.18789792,2.10885215,1.94833648,38.59263229,0.00000000,3.37,2.08207726,1.31755471,2.16696978,2.32733059,0.83039272,1.96420109,2.50981641,2.25573444,2.12239099,1.95098794,37.91690063,0.00000000,0.24358031,-0.74112999,2.84474969,1.96563733,0.99052322,2.09812093,2.53344822,1.11499596,-0.76019049,3.54099870,0.06017590,2.20035315,2.06593776,1.18417275,1.61855233,1.47615981,3.10404921,2.79546690,3.09258151,0.08982197,0.04832396,0.82605318,3.81739783,2.29376221,2.33136559,3.23278069,-0.18179706,0.47591755,2.29537082,2.65915775,0.05383883,0.01734225,0.89525748,0.36775225,-2.40275431,-2.77050662,326.10888672,0.00000000,-2.28494978,-6.15122318,-3.86627316,56.42715073,2.12,5.82,0.00540003,18.71033096,0.01778639,0.08293993,0.01018277,0.02688339,0.04396977,0.51655120,-0.03732612,0.36949822,-0.08047970,0.02171025,0.88289182,0.00777664,30.34132385,0.01815880,0.06935728,-0.00752340,0.01167400,0.03320099,0.23356581,-0.06974226,1.02044487,-0.51377767,0.93709594,0.33327245,0.01042145,25.15203476,0.01725762,0.04636076,-0.00258777,0.00093917,0.04395547,0.29968002,-0.07524125,0.86309558,-0.08143867,0.02689436,0.86977000,0.00600294,24.09294128,-0.04792551,0.35354802,-0.00382519,0.00221714,0.03520175,0.18837135,-0.03291940,0.16585888,-0.37895685,0.47105625,0.49266929,0.00877944,19.88241196,-0.04737492,0.28849542,0.00496603,0.00305646,0.04792599,0.28764641,-0.03243370,0.13499345,0.05618468,0.01205602,0.91259128,0.01985873,41.08602142,-0.06202623,0.43303424,-0.01565607,0.02672301,0.03355148,0.12302996,-0.05292146,0.31373510,-0.17117363,0.14819124,0.70035616,0.00600294,24.09294128,-0.04792551,0.35354802,-0.00382519,0.00221714,0.03520175,0.18837135,-0.03291940,0.16585888,-0.37895685,0.47105625,0.49266929,0.00877944,19.88241196,-0.04737492,0.28849542,0.00496603,0.00305646,0.04792599,0.28764641,-0.03243370,0.13499345,0.05618468,0.01205602,0.91259128,0.01985873,41.08602142,-0.06202623,0.43303424,-0.01565607,0.02672301,0.03355148,0.12302996,-0.05292146,0.31373510,-0.17117363,0.14819124,0.70035616,
-94.58,-17.42,0.00,0.18,4.11,130.00,1.25996315,1.40855074,1.66790688,1.23350036,1.39248025,25.75757599,0.00000047,2.95,0.74532706,1.05120802,1.74760306,1.82278514,1.87677658,1.67678308,1.08750045,1.64839089,1.24676275,1.43224823,26.74896240,0.00000028,-0.85924596,1.42295897,1.71375728,1.66929793,2.46951866,1.29592586,1.99252820,1.37003231,0.21067205,0.35483187,0.55153292,1.65878022,1.59781086,1.16903102,1.32607388,1.31978762,3.26314974,1.51771152,1.46508777,0.42362165,1.40228462,0.23663856,1.38787019,0.15187436,2.27622724,2.57330036,1.91096020,0.42859665,-0.28970128,1.94304371,0.02688363,0.00559938,0.94036656,0.27865165,-2.05899882,-2.33765054,283.23098755,0.00000000,-2.05871320,-5.68010426,-3.62139106,51.62906647,2.15,5.66,0.00500187,21.14765930,0.14381902,7.14418173,0.03305950,0.37381631,-0.01204152,0.05105621,0.02038100,0.14512475,-0.52478957,1.21775198,0.27008202,0.00632498,26.25937080,0.15725622,6.80472374,0.02763658,0.20708857,-0.02226927,0.13757239,0.00605054,0.01010736,-0.65805358,2.01125240,0.15646466,0.00777367,18.25718117,0.18032353,6.61252642,0.04301571,0.36355084,-0.01763634,0.06293083,0.01711263,0.05825279,-0.17612769,0.16417708,0.68543086,0.00779211,55.03122711,0.09863786,2.03027272,-0.00717121,0.01057735,-0.07037679,1.02080083,0.03006338,0.18756008,-1.62560952,11.75091362,0.00063427,0.01377685,67.48927307,0.10194974,1.84176981,-0.01995615,0.06834807,-0.08825034,1.34449077,0.02668687,0.12604600,-1.54703498,12.62636948,0.00039908,0.01906670,50.21640015,0.13550504,2.74023819,0.01945300,0.05481512,-0.05524621,0.44237468,0.04127777,0.25308135,-0.68001074,3.10156941,0.07853887,0.00779211,55.03122711,0.09863786,2.03027272,-0.00717121,0.01057735,-0.07037679,1.02080083,0.03006338,0.18756008,-1.62560952,11.75091362,0.00063427,0.01377685,67.48927307,0.10194974,1.84176981,-0.01995615,0.06834807,-0.08825034,1.34449077,0.02668687,0.12604600,-1.54703498,12.62636948,0.00039908,0.01906670,50.21640015,0.13550504,2.74023819,0.01945300,0.05481512,-0.05524621,0.44237468,0.04127777,0.25308135,-0.68001074,3.10156941,0.07853887,
-95.28,-18.22,3.00,0.00,4.06,124.00,1.31648576,1.22662151,0.96855247,1.40358734,1.22881174,16.67510605,0.00004808,3.24,0.66230392,1.08773518,2.03707933,1.24534678,1.68301916,1.82308555,0.59674698,0.24162008,1.45980215,1.20287812,15.79861164,0.00007580,-0.23953196,0.89896756,2.28216124,0.31349179,0.94116157,2.00520492,2.26923156,1.21216357,-0.19050808,0.24036410,0.62405683,1.97614503,1.69258177,0.90280068,1.34870684,2.27172947,1.04497373,0.22739778,-1.75431776,-0.46909732,1.44843543,0.22907993,0.16241579,0.60857266,2.79813576,2.04112554,2.09157443,2.36339903,-0.67664057,1.45315886,-0.11038125,0.07902119,0.77868967,0.23207361,-1.80741870,-2.03949237,236.68757629,0.00000000,-0.07816324,-2.16952753,-2.09136438,23.34911156,0.00,0.00,0.00590186,24.43493843,0.08219036,1.93643308,-0.02483380,0.17505318,0.01653727,0.07992364,0.02736095,0.21714753,-0.99830538,3.65710950,0.05613123,0.00507507,13.80531502,0.08570411,1.65040922,-0.01356609,0.04071688,0.02969632,0.19973280,0.03530007,0.27933246,-0.43279323,0.71043617,0.39951143,0.00673134,11.23991108,0.09863434,1.62437081,-0.01272680,0.02615528,0.03634030,0.21939340,0.04381976,0.31358898,-0.13540821,0.07965471,0.77782742,0.00828938,51.33406830,0.01315745,0.02972856,-0.07673578,0.99485850,-0.02979893,0.15083431,0.04635863,0.36750975,-1.96348405,14.13049698,0.00018098,0.01268725,46.36504745,0.01829555,0.04806653,-0.07647066,0.81295949,-0.02426802,0.08238622,0.05320745,0.40586352,-1.47906423,9.34917641,0.00229338,0.01512469,25.49373436,0.05221818,0.32836822,-0.03133718,0.11480822,0.02396322,0.06719575,0.07603887,0.69293302,-0.43290472,1.01415467,0.31416626,0.00828938,51.33406830,0.01315745,0.02972856,-0.07673578,0.99485850,-0.02979893,0.15083431,0.04635863,0.36750975,-1.96348405,14.13049698,0.00018098,0.01268725,46.36504745,0.01829555,0.04806653,-0.07647066,0.81295949,-0.02426802,0.08238622,0.05320745,0.40586352,-1.47906423,9.34917641,0.00229338,0.01512469,25.49373436,0.05221818,0.32836822,-0.03133718,0.11480822,0.02396322,0.06719575,0.07603887,0.69293302,-0.43290472,1.01415467,0.31416626,
-93.84,-14.32,19.00,0.76,5.37,28.00,-11.39822006,-15.41837788,-15.34965801,-13.32157516,-13.87195778,27.07856178,0.00000024,28.67,-8.51525402,-33.75424194,-15.27881336,-17.82094955,-4.64119244,-12.06709003,-5.30409050,-15.44983292,-13.45224762,-14.01749229,27.96895790,0.00000015,-15.14716148,7.07846069,-47.65759277,-28.80406952,20.47566605,-7.66013098,-11.01432228,-43.40392685,-1.30302334,0.15414691,0.69469186,-16.42890167,-43.85517120,28.37891197,-35.34601212,-9.34110546,-45.07415771,5.68763304,-6.99219894,-1.77863097,0.28835276,0.59140420,6.07485485,-58.19872665,-23.54289627,10.05857372,-21.08427811,8.91843224,-9.30229187,0.81075984,2.66908884,0.62858891,0.42807196,1.63355899,-3.60534978,-5.23890877,386.69519043,0.00000000,-54.07433319,-40.87660980,13.19772434,12.27904415,2.00,6.37,-0.01700719,2.52607822,0.12936877,0.05976480,-0.09698014,0.03324370,0.05316203,0.01026861,-0.79348701,2.27305675,-7.24764109,2.39967847,0.12169359,-0.03592435,8.76515675,0.14682800,0.06135461,0.05762394,0.00929615,0.20349368,0.11876766,-0.68823606,1.34526491,-2.41883540,0.28119004,0.59604633,-0.06939252,15.28296375,0.19175781,0.07855428,0.22747058,0.10686078,0.38704717,0.31848556,-0.65444511,0.89494967,-0.52603084,0.01542629,0.90118114,-0.01282544,1.48717523,0.35083222,0.25616521,-0.20467082,0.08560981,0.04395937,0.00398528,-1.15641522,2.76770592,-8.55188656,3.24409509,0.07199862,-0.02519437,2.22559953,0.38144964,0.25422341,-0.18034159,0.05502511,0.07725747,0.01019257,-1.24582529,2.70849109,-8.15327072,3.45823598,0.06324670,-0.04625866,2.96752214,0.42115965,0.26572287,-0.18465392,0.04959667,0.07705589,0.00864800,-1.32528472,2.61916280,-8.59932232,4.97940254,0.02588372,-0.01282544,1.48717523,0.35083222,0.25616521,-0.20467082,0.08560981,0.04395937,0.00398528,-1.15641522,2.76770592,-8.55188656,3.24409509,0.07199862,-0.02519437,2.22559953,0.38144964,0.25422341,-0.18034159,0.05502511,0.07725747,0.01019257,-1.24582529,2.70849109,-8.15327072,3.45823598,0.06324670,-0.04625866,2.96752214,0.42115965,0.26572287,-0.18465392,0.04959667,0.07705589,0.00864800,-1.32528472,2.61916280,-8.59932232,4.97940254,0.02588372,
-94.20,-14.34,18.00,0.73,5.51,47.00,-0.38252896,0.07731456,6.32100296,5.30880070,2.83114719,2.26619816,0.13255492,20.23,2.26213121,-2.00002217,-2.85151529,-18.37513542,3.55726004,10.23590088,5.33105373,12.06230927,4.70004272,1.65634489,0.80674827,0.36931119,5.13201332,-4.26727295,-0.25309575,-25.41005707,1.52192366,14.48895836,3.72668672,3.36444569,-5.55045223,5.39265919,0.02043289,-8.51565647,-2.08483338,0.23560482,-5.36733866,20.76372910,17.52480507,14.97157669,11.07146358,0.81564033,0.11411490,0.73558201,11.08349419,-0.32436776,-3.74357533,-17.46706581,-14.54097652,-0.37338790,0.74751079,18.94661903,-5.24459267,4.67452669,0.03086300,1.29819846,-3.45304799,-4.75124645,352.33987427,0.00000000,-11.43322659,-23.89848518,-12.46525860,41.56379318,2.04,6.22,-0.00680919,0.81154448,0.32003611,0.73255903,0.23763087,0.39988720,0.22781131,0.37827167,-0.39373299,1.12163842,5.13996506,2.41879201,0.12022076,0.00369648,0.18458278,0.38008383,0.81830466,0.13622814,0.10349952,0.15372516,0.13486749,-0.54764330,1.69468439,1.59988260,0.24472938,0.62092548,0.00884579,0.49078462,0.43028778,0.78164458,0.11646449,0.05534553,0.16000326,0.10758342,-0.64757359,1.73154557,1.07940936,0.12807903,0.72051173,0.00645418,0.75560689,0.41428980,0.71674204,0.10088955,0.04175196,0.13571849,0.07602707,-0.62649685,1.62973309,0.30765113,0.00843923,0.92682448,0.00522041,0.19147150,0.46648920,0.76181686,0.16789177,0.09558778,0.19789697,0.13361573,-0.67309421,1.58393097,1.64093602,0.28069663,0.59636891,0.00202766,0.01146404,0.51792675,0.80433160,0.22501439,0.14740533,0.23951887,0.16707909,-0.70441729,1.48093164,2.50862336,0.84811682,0.35731967,0.00645418,0.75560689,0.41428980,0.71674204,0.10088955,0.04175196,0.13571849,0.07602707,-0.62649685,1.62973309,0.30765113,0.00843923,0.92682448,0.00522041,0.19147150,0.46648920,0.76181686,0.16789177,0.09558778,0.19789697,0.13361573,-0.67309421,1.58393097,1.64093602,0.28069663,0.59636891,0.00202766,0.01146404,0.51792675,0.80433160,0.22501439,0.14740533,0.23951887,0.16707909,-0.70441729,1.48093164,2.50862336,0.84811682,0.35731967,
-93.61,-15.25,0.00,0.71,4.78,74.00,11.19732094,14.39084721,15.34773254,16.11127472,14.26179409,81.53035736,0.00000000,16.99,11.15149117,20.23316383,15.81268024,8.83387184,10.11729813,17.69099426,13.46701336,11.01489735,16.21469116,13.82350731,75.79669189,0.00000000,12.29783630,-3.20691586,34.11950302,10.53300667,0.25106677,22.89350128,18.25905991,20.95172691,-2.26554966,1.30047178,0.25441539,15.95472717,25.90742111,-5.28507948,15.86853790,15.59715080,34.90122604,12.15868092,7.40373278,-0.97266173,0.23595184,0.62725769,5.33522749,34.11544800,18.21929741,2.31050920,12.91888237,-2.10606837,9.95536518,6.30102205,-5.23022890,6.69184256,0.00983361,1.21278095,-3.24566674,-4.45844793,338.40557861,0.00000000,6.79795885,0.72821075,-6.06974840,26.22794914,2.04,6.22,0.00832899,1.72574770,0.26734427,0.72651434,0.12325182,0.15287839,0.23649201,0.57931757,0.48328245,2.40186381,10.63339043,14.71325684,0.00013343,0.02441814,11.57877159,0.30828556,0.77369720,-0.02094804,0.00350859,0.11954893,0.11716563,0.37208000,1.12423718,6.21424532,5.30626345,0.02146426,0.05188144,24.58685112,0.33506641,0.69031674,-0.19088693,0.21649179,-0.00674912,0.00032328,0.29704276,0.53061503,4.06980658,2.65070438,0.10383594,0.02458879,15.82112217,0.10408230,0.06525473,-0.08252503,0.04026356,0.05208384,0.01612678,0.57311815,1.96757436,4.49857950,2.59812093,0.10732300,0.03449813,12.02055550,0.15761474,0.12510331,-0.03079831,0.00468074,0.11052395,0.05989214,0.64954364,2.12090516,6.56865788,6.46590471,0.01115419,0.07423497,22.23110199,0.12269662,0.06557942,-0.10291712,0.04483052,0.07061382,0.02107142,0.64895642,1.82697821,6.06543398,7.20631838,0.00739134,0.02458879,15.82112217,0.10408230,0.06525473,-0.08252503,0.04026356,0.05208384,0.01612678,0.57311815,1.96757436,4.49857950,2.59812093,0.10732300,0.03449813,12.02055550,0.15761474,0.12510331,-0.03079831,0.00468074,0.11052395,0.05989214,0.64954364,2.12090516,6.56865788,6.46590471,0.01115419,0.07423497,22.23110199,0.12269662,0.06557942,-0.10291712,0.04483052,0.07061382,0.02107142,0.64895642,1.82697821,6.06543398,7.20631838,0.00739134,
-94.30,-15.62,17.00,0.67,4.89,89.00,17.71775055,17.08632851,16.32080078,18.54365349,17.41713333,439.75445557,0.00000000,8.93,15.33722878,22.29290390,18.57679749,22.36344719,14.89036560,16.47397041,15.73833275,11.99630642,18.80410767,17.36855507,449.74481201,0.00000000,15.68469906,16.85670471,18.59924889,23.57766724,11.87866402,12.48058319,19.72473145,18.60771370,-1.44198620,1.83133578,0.17629279,19.09300804,23.98453522,12.00176239,21.04558372,11.79075527,19.18583298,13.84900570,10.09711742,-2.25643921,4.48820686,0.03438933,10.83619499,25.24782562,23.33124542,20.59648514,21.82604408,18.40685654,12.77193260,8.96902561,-1.11342180,1.09626496,0.29535441,1.15408933,-3.26957870,-4.42366791,353.71954346,0.00000000,3.78041720,-6.50367546,-10.28409290,56.55236816,2.07,6.06,0.02670940,69.82667542,0.41326338,6.83074760,-0.08965619,0.31834942,0.12105162,0.59737092,0.31703970,4.06702757,7.19248247,26.48644447,0.00000032,0.03062579,71.01854706,0.43806830,6.09130430,-0.10962488,0.37568656,0.11935446,0.45569485,0.29401419,2.73707104,7.43385458,29.60772896,0.00000007,0.04712410,78.58702087,0.49291557,5.78738594,-0.15957074,0.58605516,0.10689474,0.27084827,0.30629662,2.18578219,8.02907944,39.96875000,0.00000000,0.02862569,84.28302765,0.18945740,0.85008115,-0.17010026,0.67313832,0.05787864,0.07839637,0.52133816,6.39943218,6.11031008,18.84063148,0.00001574,0.04589805,83.95823669,0.21560895,0.92326838,-0.18381874,0.64989781,0.07518677,0.10934822,0.57472068,6.55176306,7.35355902,31.97511864,0.00000002,0.06901151,74.31189728,0.29720423,1.48906350,-0.09802783,0.15718123,0.18573594,0.56479210,0.64448595,6.96930361,9.68864059,71.11952209,0.00000000,0.02862569,84.28302765,0.18945740,0.85008115,-0.17010026,0.67313832,0.05787864,0.07839637,0.52133816,6.39943218,6.11031008,18.84063148,0.00001574,0.04589805,83.95823669,0.21560895,0.92326838,-0.18381874,0.64989781,0.07518677,0.10934822,0.57472068,6.55176306,7.35355902,31.97511864,0.00000002,0.06901151,74.31189728,0.29720423,1.48906350,-0.09802783,0.15718123,0.18573594,0.56479210,0.64448595,6.96930361,9.68864059,71.11952209,0.00000000,
-95.00,-16.09,13.00,0.60,4.96,103.00,17.63531876,15.98414612,15.77127647,16.35603905,16.43669510,802.41662598,0.00000000,6.24,14.17508984,16.99233818,17.24528503,18.59360695,15.57711315,17.19757271,17.28625679,15.00731564,16.44146156,16.48528099,794.91040039,0.00000000,16.85256767,17.98250771,13.61159992,18.99382591,11.22562218,14.19706154,21.32195091,14.28634739,-0.35375547,0.22799534,0.63312444,14.56729031,18.45750427,16.53512192,15.73195934,15.13590717,14.25210094,17.31329918,14.25345230,-0.59327626,0.61587185,0.43278175,11.16831398,15.30721378,20.94984055,20.13592720,20.96853828,23.38315964,13.12014771,17.13069534,1.17155886,2.49294734,0.11469133,1.04570746,-3.35043454,-4.39614201,392.36056519,0.00000000,7.69043398,-3.56687021,-11.25730419,184.65682983,2.09,5.91,0.03342594,271.48727417,0.41436720,17.04790688,0.01336370,0.01753517,-0.10353220,1.08467531,0.10669007,1.14338279,3.93431997,19.67407036,0.00001026,0.03594039,235.27972412,0.43562716,14.49026012,0.02600117,0.05085920,-0.11927425,1.09465706,0.06805152,0.35271105,4.95838594,31.68690300,0.00000002,0.04931185,199.31248474,0.49375066,13.45009232,0.04923752,0.12927260,-0.11885846,0.77557516,0.08951055,0.43235913,6.74645662,65.35923767,0.00000000,0.03216708,257.26260376,0.15666156,1.40492523,-0.00650365,0.00241004,-0.21306947,2.56675363,0.27940047,4.44309473,3.93757248,18.91258049,0.00001516,0.05200506,261.50283813,0.16996370,1.39194822,-0.00356202,0.00063649,-0.22494005,2.37526751,0.30909908,4.59784031,5.24795055,39.50997162,0.00000000,0.06856664,165.39080811,0.29754716,3.36498237,0.17288211,1.10269558,-0.07281680,0.19570665,0.39079723,5.77744770,8.86584377,134.26829529,0.00000000,0.03216708,257.26260376,0.15666156,1.40492523,-0.00650365,0.00241004,-0.21306947,2.56675363,0.27940047,4.44309473,3.93757248,18.91258049,0.00001516,0.05200506,261.50283813,0.16996370,1.39194822,-0.00356202,0.00063649,-0.22494005,2.37526751,0.30909908,4.59784031,5.24795055,39.50997162,0.00000000,0.06856664,165.39080811,0.29754716,3.36498237,0.17288211,1.10269558,-0.07281680,0.19570665,0.39079723,5.77744770,8.86584377,134.26829529,0.00000000,
