x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
-87.94,-18.01,0.00,0.00,1.67,170.00,-1.05671418,-0.33682889,-1.33532572,-0.78527898,-0.87853694,10.62043667,0.00115797,2.90,-0.84072369,-1.52239406,-0.71689141,-0.99010891,-0.52346522,-0.30755076,-0.98805970,-1.32721961,-0.77080649,-0.88658142,10.52798653,0.00121690,-0.60859734,-0.83222121,1.73024952,-0.05709743,-0.01130597,-0.00324965,-2.37636161,-0.43054944,0.42083511,1.47292161,0.22518789,-0.58118820,-1.65503252,-2.37924457,-1.48706055,-1.39227331,-0.78458154,-0.58338064,-1.77493250,-0.54676521,2.41921616,0.12018900,-1.29279625,-1.92707479,-1.45534408,-1.50720584,0.02724483,-0.11228570,-0.26556838,-1.82858431,-0.27250195,0.59543276,0.44051846,0.04526890,0.17630559,0.13103668,3.11751556,0.07851069,0.97247672,0.81274366,-0.15973307,0.11614246,0.00,0.00,0.00185261,2.92713499,-0.02809827,0.27516219,-0.01942879,0.13019758,0.04603681,0.75277883,-0.00056963,0.00011273,-1.58093560,11.15021229,0.00087293,0.00223563,3.29438639,-0.03398110,0.31902984,-0.02517746,0.17254001,0.04864814,0.65903515,-0.00299464,0.00248097,-1.59769523,11.90514755,0.00058445,0.00370086,4.19358683,-0.03983216,0.32701194,-0.03481960,0.24144927,0.05312850,0.57884610,-0.00755522,0.01151371,-1.60289502,13.78213596,0.00021723,0.00308460,8.45732307,-0.06628900,0.89929914,-0.04324972,0.37604478,0.03701818,0.27701703,-0.00575450,0.00674545,-2.06301641,18.56019592,0.00001818,0.00620891,13.34632874,-0.07687691,1.01961088,-0.06069605,0.61554962,0.02969256,0.14818999,-0.01047544,0.01891545,-2.18620753,24.55019760,0.00000086,0.00584194,4.62735891,-0.06513856,0.62149793,-0.03230266,0.14837359,0.06533202,0.60727030,0.00448212,0.00293585,-1.51520026,15.11491013,0.00010820,0.00308460,8.45732307,-0.06628900,0.89929914,-0.04324972,0.37604478,0.03701818,0.27701703,-0.00575450,0.00674545,-2.06301641,18.56019592,0.00001818,0.00620891,13.34632874,-0.07687691,1.01961088,-0.06069605,0.61554962,0.02969256,0.14818999,-0.01047544,0.01891545,-2.18620753,24.55019760,0.00000086,0.00584194,4.62735891,-0.06513856,0.62149793,-0.03230266,0.14837359,0.06533202,0.60727030,0.00448212,0.00293585,-1.51520026,15.11491013,0.00010820,
-84.54,-16.34,4.00,0.00,2.79,119.00,1.05775881,0.80369759,0.75577563,1.05711019,0.91858554,7.05242014,0.00804782,3.72,0.27652377,0.95994830,1.31198454,1.57253873,0.52819204,0.67875242,1.66785836,0.20980802,1.08266151,0.91999775,6.94839382,0.00852639,-0.26644397,0.71261406,0.60217780,2.65932989,0.77664149,-0.31505626,1.51583147,0.82716095,-0.21752690,0.23672317,0.62669547,0.26102957,0.09007291,2.21860051,0.49043232,-0.13759297,0.45763716,1.18170106,1.50982368,-0.28801572,0.40778849,0.52324852,0.86763364,2.15444517,0.75199348,0.98410583,1.27470100,1.96907496,1.95996571,-1.61595070,-0.03083252,0.00467985,0.94547414,0.96658158,0.55274624,-0.41383538,13.31120682,0.00031293,0.85655028,-1.47606373,-2.33261395,19.26279831,0.00,0.00,0.00303715,4.79337597,-0.06122535,0.79595411,0.03924109,0.32376629,-0.00503173,0.00549455,0.02749079,0.16236392,-0.21492116,0.12555045,0.72316956,0.00477160,9.18230629,-0.07038126,0.83746493,0.02836572,0.13399991,-0.02033951,0.07051901,0.01196933,0.02415034,-0.57706147,0.95028156,0.32989605,0.00998451,18.84728050,-0.08165843,0.84859043,0.00597134,0.00439106,-0.04922011,0.30674714,-0.01659014,0.03429211,-0.96976876,3.11500645,0.07789577,0.00370798,7.42533398,-0.12381507,1.90613425,0.03450290,0.14540705,-0.02297945,0.06481669,0.04953542,0.30335039,-0.50559914,0.67730343,0.41072358,0.00544119,6.18770504,-0.12928937,1.74098003,0.04522566,0.20629811,-0.02084888,0.04409373,0.05671863,0.33465832,-0.24128704,0.18057103,0.67097929,0.00906974,6.79876423,-0.13475819,1.62160170,0.05641101,0.27580789,-0.01316823,0.01500527,0.05858235,0.30499244,-0.05503521,0.01211435,0.91238094,0.00370798,7.42533398,-0.12381507,1.90613425,0.03450290,0.14540705,-0.02297945,0.06481669,0.04953542,0.30335039,-0.50559914,0.67730343,0.41072358,0.00544119,6.18770504,-0.12928937,1.74098003,0.04522566,0.20629811,-0.02084888,0.04409373,0.05671863,0.33465832,-0.24128704,0.18057103,0.67097929,0.00906974,6.79876423,-0.13475819,1.62160170,0.05641101,0.27580789,-0.01316823,0.01500527,0.05858235,0.30499244,-0.05503521,0.01211435,0.91238094,
-84.54,-16.80,7.00,0.28,2.69,109.00,3.52110219,2.88407326,2.96269464,3.32187796,3.17243695,99.60372925,0.00000000,3.42,1.91241944,3.31255364,3.01745749,2.48593545,3.71678591,3.20572209,3.69951797,3.16636729,3.29098558,3.08665967,92.71433258,0.00000000,2.71890640,1.63426125,3.87544179,2.46327972,3.39392090,2.87397814,3.68856215,2.43430066,-0.44738212,1.18243802,0.27713690,0.68941325,4.13888788,2.35415411,2.40618706,3.06926298,3.27527905,3.98977661,3.68442249,-0.36852580,0.79660976,0.37233567,2.53725481,4.10377932,2.98664498,2.99143815,4.97023201,3.97854614,3.37893772,3.22665954,0.17318746,0.17243399,0.67805171,0.89753914,0.57580566,-0.32173347,8.44400692,0.00394568,-3.24053550,-1.43576598,1.80476964,11.11485863,1.66,4.32,0.00576824,20.81517029,-0.01477431,0.05581250,0.01962201,0.09748584,-0.06160221,0.98866677,0.00795163,0.01637167,1.07215095,3.76167989,0.05273593,0.00855891,35.96010208,-0.02002832,0.08255956,-0.00103781,0.00025196,-0.09206241,1.75760305,-0.02206589,0.10002892,0.53604913,0.99810553,0.31802402,0.01242673,35.15220261,-0.02714515,0.11287443,-0.00332673,0.00159451,-0.10650872,1.72945440,-0.02801499,0.11757404,0.83596236,2.78694940,0.09536479,0.00690463,31.23859596,-0.09644426,1.40319872,-0.00107351,0.00016715,-0.11569215,1.99431396,0.02745147,0.11299134,0.57364208,1.05787313,0.30396285,0.01105959,31.05292702,-0.10363765,1.35895205,0.00187978,0.00050137,-0.12491348,1.92323935,0.03084197,0.12024423,0.87620187,2.89187813,0.08935472,0.01807877,32.85418320,-0.10116010,1.11138272,0.01765298,0.03289947,-0.11955053,1.50751579,0.03330759,0.11996169,1.29224420,8.15061378,0.00439843,0.00690463,31.23859596,-0.09644426,1.40319872,-0.00107351,0.00016715,-0.11569215,1.99431396,0.02745147,0.11299134,0.57364208,1.05787313,0.30396285,0.01105959,31.05292702,-0.10363765,1.35895205,0.00187978,0.00050137,-0.12491348,1.92323935,0.03084197,0.12024423,0.87620187,2.89187813,0.08935472,0.01807877,32.85418320,-0.10116010,1.11138272,0.01765298,0.03289947,-0.11955053,1.50751579,0.03330759,0.11996169,1.29224420,8.15061378,0.00439843,
-84.93,-17.12,10.00,0.37,2.52,112.00,3.07022953,3.11628246,3.12308717,2.39443088,2.92600751,79.87226868,0.00000000,3.52,3.06417632,2.95695806,3.74942517,2.32925272,2.96609592,3.05619740,3.08947349,3.47496128,2.38696694,3.00515938,82.57473755,0.00000000,2.30088019,2.35481334,4.41699791,3.23936653,3.67314792,2.45397806,3.89144874,2.61185908,0.72509879,2.93023825,0.08726208,3.77893615,3.58188558,3.30751038,2.35085964,2.90295243,3.22419548,2.00778913,3.84436369,0.72946888,2.91496801,0.08808893,3.31827688,2.82633400,3.55457997,1.43719912,2.29561353,3.54583597,3.53277183,3.90318108,0.70087904,2.66191912,0.10310914,0.72463733,0.62469882,-0.09993853,0.88252151,0.34829648,-1.99962163,-1.15337932,0.84624225,2.16667247,1.68,4.18,0.00564597,18.84989548,0.08474123,1.73515558,0.04563325,0.49824858,0.03231250,0.25713533,0.07179471,1.26004136,0.72684491,1.63409901,0.20144959,0.00738905,25.10713196,0.09429252,1.71398664,0.03997551,0.30345866,0.02106695,0.08623040,0.06003937,0.69322640,0.50078189,0.81604177,0.36656925,0.01323597,37.87771225,0.10890260,1.72593510,0.02114982,0.06289026,0.00403077,0.00231156,0.04515468,0.29021981,0.30023775,0.34147260,0.55911932,0.00535424,17.54273033,0.04344577,0.26598579,0.05393075,0.40256885,0.03197622,0.14228053,0.12511203,2.19266558,0.75606662,1.71618581,0.19050176,0.00876282,18.22108459,0.04642487,0.25484961,0.06046307,0.41863132,0.03424408,0.13503984,0.13521817,2.15930963,0.95300245,3.19753098,0.07406847,0.00853525,6.75050926,0.07889361,0.62314647,0.11474569,1.27947605,0.08368857,0.68094671,0.16406251,2.68203783,1.86862516,15.71070004,0.00007934,0.00535424,17.54273033,0.04344577,0.26598579,0.05393075,0.40256885,0.03197622,0.14228053,0.12511203,2.19266558,0.75606662,1.71618581,0.19050176,0.00876282,18.22108459,0.04642487,0.25484961,0.06046307,0.41863132,0.03424408,0.13503984,0.13521817,2.15930963,0.95300245,3.19753098,0.07406847,0.00853525,6.75050926,0.07889361,0.62314647,0.11474569,1.27947605,0.08368857,0.68094671,0.16406251,2.68203783,1.86862516,15.71070004,0.00007934,
-85.51,-17.44,9.00,0.41,2.28,123.00,2.74036622,2.86381626,3.24640846,3.31577992,3.04159284,116.72853088,0.00000000,3.03,2.21084523,3.14547133,3.17504764,2.86859226,2.93304348,3.15604758,3.03857994,3.04359221,3.31829095,2.98473573,109.84253693,0.00000000,1.41243410,3.20707679,3.18626571,2.21817517,2.62580276,1.69927943,4.02306366,4.24746799,-0.43745485,1.45253122,0.22842330,2.91874290,3.09113288,3.00712967,3.08286476,3.19768763,5.05274153,2.86434126,2.68444300,-0.08965293,0.05973700,0.80696505,2.23702598,3.11581802,3.12648201,3.36480188,2.95173120,2.80349493,2.24129701,2.14777279,-0.59607852,2.59558654,0.10749499,0.53108448,0.68147087,0.15038642,2.09999609,0.14838371,-1.20588660,0.33249715,1.53838372,8.87458229,1.71,4.06,0.00702007,41.17779160,0.03537500,0.42728105,0.11505756,4.47546291,0.15718086,8.59686375,-0.00859994,0.02551096,0.25754771,0.28989732,0.59041260,0.00929586,56.65325546,0.03246739,0.28973514,0.11365635,3.49667573,0.15979235,7.07175827,-0.03968284,0.43174237,-0.05668870,0.01491861,0.90281260,0.01272698,48.89632416,0.03367734,0.23048292,0.13620774,3.64254260,0.19175078,7.43388081,-0.04203824,0.35123327,0.41044617,0.89099288,0.34544863,0.00820334,59.31706619,-0.05214142,0.55166066,0.12171201,2.95313263,0.17023444,5.80856943,0.00968230,0.01888710,-0.27760601,0.33322236,0.56390469,0.01252392,53.25112915,-0.05113748,0.44239706,0.14227647,3.31691623,0.19556858,6.30429792,0.01276722,0.02748918,0.20839144,0.21868427,0.64015164,0.01809760,43.52057648,-0.03461199,0.17207845,0.18842898,4.94789171,0.24575981,8.42099953,0.02136678,0.06529021,0.91924036,5.45206499,0.01975290,0.00820334,59.31706619,-0.05214142,0.55166066,0.12171201,2.95313263,0.17023444,5.80856943,0.00968230,0.01888710,-0.27760601,0.33322236,0.56390469,0.01252392,53.25112915,-0.05113748,0.44239706,0.14227647,3.31691623,0.19556858,6.30429792,0.01276722,0.02748918,0.20839144,0.21868427,0.64015164,0.01809760,43.52057648,-0.03461199,0.17207845,0.18842898,4.94789171,0.24575981,8.42099953,0.02136678,0.06529021,0.91924036,5.45206499,0.01975290,
-85.78,-18.19,8.00,0.41,2.07,122.00,3.55132532,2.77233291,3.66718888,2.84431005,3.20878911,101.47873688,0.00000000,3.43,3.45675778,4.21516180,3.34296560,2.08197594,3.60045195,3.61991429,2.97778702,2.86380053,2.84963059,3.21993756,100.22085571,0.00000000,3.21917081,3.09461331,2.84852052,1.47484386,3.47425151,2.81662726,3.50846982,1.68342996,-0.07546602,0.03355031,0.85470585,4.60057402,4.58639574,3.15429521,2.90678596,4.21706390,3.27170610,2.89547372,3.71561527,0.81804603,3.87689972,0.04924611,2.72163224,4.74095583,4.21365833,2.34897161,3.27366233,4.95769644,2.75983644,3.25096750,0.68552315,2.69902658,0.10074150,0.37598413,0.76073581,0.38475171,14.02619171,0.00021758,2.38801455,0.73600680,-1.65200770,7.99068737,1.71,4.06,0.00534966,17.88139153,0.02783955,0.19786640,0.05556322,0.78048223,0.09772915,2.48513913,-0.03127808,0.25270084,1.13018024,4.17460108,0.04131000,0.00654174,20.71566582,0.02715376,0.14965861,0.05516253,0.60815889,0.10309289,2.17340398,-0.04976142,0.50123620,1.05301893,3.79811502,0.05160468,0.01212621,33.47111130,0.02901324,0.12898131,0.03748306,0.20803167,0.10047005,1.53888047,-0.08324536,1.03847992,0.79941118,2.54849291,0.11073244,0.00840402,47.10856247,-0.05376535,0.44390115,0.01829543,0.05053225,0.06793688,0.70005035,-0.04113597,0.25836101,-0.07394764,0.01795001,0.89344866,0.01329606,45.63072586,-0.05617911,0.40600178,0.02436884,0.07399613,0.08043128,0.81072921,-0.04165322,0.22292292,0.32745111,0.41067430,0.52178217,0.01689543,28.61645126,-0.02990853,0.09692879,0.07474956,0.58750033,0.13375789,1.88197136,-0.03023998,0.09859854,1.31836045,8.46043873,0.00371419,0.00840402,47.10856247,-0.05376535,0.44390115,0.01829543,0.05053225,0.06793688,0.70005035,-0.04113597,0.25836101,-0.07394764,0.01795001,0.89344866,0.01329606,45.63072586,-0.05617911,0.40600178,0.02436884,0.07399613,0.08043128,0.81072921,-0.04165322,0.22292292,0.32745111,0.41067430,0.52178217,0.01689543,28.61645126,-0.02990853,0.09692879,0.07474956,0.58750033,0.13375789,1.88197136,-0.03023998,0.09859854,1.31836045,8.46043873,0.00371419,
-86.91,-18.66,6.00,0.38,1.63,129.00,2.88149047,1.37643039,2.35819793,2.69580030,2.32797980,45.53430939,0.00000000,3.71,2.62022042,2.51740170,2.33965421,1.01492393,2.85052276,2.09555864,1.27288806,2.36477423,2.69137454,2.19417238,39.36119080,0.00000000,0.87616390,2.77183270,0.87983191,1.14598751,1.83735824,1.48980105,2.04574680,-0.05490102,-1.29880977,8.46853542,0.00369802,2.71718788,4.06735563,1.58492911,-0.31160673,4.51690340,2.37706733,1.23118126,2.52919102,-0.37178385,0.69332296,0.40524635,4.42762423,0.48182282,5.04703140,2.90617371,2.09467220,2.52461433,1.16903341,4.64596891,0.23540442,0.27567649,0.59967200,0.23996536,0.84398466,0.60401928,34.98206329,0.00000001,1.09920681,1.76576698,0.66656017,1.27335584,1.75,3.96,0.00606410,19.53833771,0.07418281,1.19473279,-0.05284933,0.60042119,0.05454077,0.65814590,0.03873503,0.32949430,0.02338719,0.00147472,0.96937519,0.00577011,13.58221817,0.07826785,1.04757786,-0.04992731,0.41982684,0.06735443,0.78179222,0.04266593,0.31052527,0.43610403,0.54895061,0.45893007,0.00740692,10.35121250,0.08940496,1.01513708,-0.05252292,0.33854136,0.08519629,0.91726828,0.05395637,0.36163479,0.81820482,2.21293497,0.13719026,0.00792590,35.14885712,0.00559826,0.00399632,-0.10497809,1.39450192,0.02981331,0.11303879,0.06527384,0.54571187,-0.75131077,1.54950202,0.21351628,0.01279225,35.49313354,0.00637975,0.00435471,-0.11560225,1.39893413,0.03442981,0.12478755,0.07071739,0.53984177,-0.42239228,0.57410842,0.44881904,0.01752131,26.06074333,0.02932430,0.07882649,-0.08612630,0.66037506,0.07555534,0.50844848,0.08558344,0.66857582,0.40317249,0.66998976,0.41326066,0.00792590,35.14885712,0.00559826,0.00399632,-0.10497809,1.39450192,0.02981331,0.11303879,0.06527384,0.54571187,-0.75131077,1.54950202,0.21351628,0.01279225,35.49313354,0.00637975,0.00435471,-0.11560225,1.39893413,0.03442981,0.12478755,0.07071739,0.53984177,-0.42239228,0.57410842,0.44881904,0.01752131,26.06074333,0.02932430,0.07882649,-0.08612630,0.66037506,0.07555534,0.50844848,0.08558344,0.66857582,0.40317249,0.66998976,0.41326066,
-86.13,-18.01,0.00,0.31,1.98,127.00,0.66717869,0.51255721,0.15200774,0.42726552,0.43975231,1.70114172,0.19245331,3.63,0.63069427,1.17227674,0.69489008,0.03119836,0.85670042,0.08840112,-0.00555308,-0.14802493,0.43643191,0.41702867,1.49895644,0.22113584,0.03188480,1.10119128,-0.86897939,2.13436103,0.14167821,1.44341493,0.85693967,-0.55474037,0.11144109,0.06544595,0.79814225,0.84724528,1.60200250,1.29266989,-0.64183009,0.30544242,-0.85959989,-0.75962478,-0.54238212,-0.28683645,0.42687857,0.51368317,1.18027592,0.75727612,1.83625555,-1.37943494,2.13192010,-0.08579454,0.00460751,0.82856321,0.24097104,0.29823282,0.58512103,0.11765112,0.85168397,0.73403287,55.29974365,0.00000000,-1.37678397,-0.99255514,0.38422883,0.47067878,1.79,3.88,0.00052557,0.15009953,0.02045208,0.09293244,0.05124372,0.57734460,0.00128381,0.00043091,-0.05208663,0.60944718,0.23559029,0.15778406,0.69129425,0.00040492,0.06879897,0.02203470,0.08546010,0.06140835,0.65351838,0.00511471,0.00466799,-0.05780452,0.58651483,0.29706231,0.26212552,0.60878276,0.00215241,0.90325123,0.02639229,0.09142481,0.05503944,0.38409922,-0.00638409,0.00531874,-0.08080854,0.83813262,0.02420575,0.00201250,0.96422766,0.00045313,0.11561514,0.02557264,0.08480837,0.06936175,0.61261660,0.00539456,0.00373415,-0.05968516,0.45915729,0.24790047,0.16976036,0.68041792,0.00177858,0.69063979,0.02113326,0.04857689,0.06628009,0.46291766,-0.00325301,0.00114975,-0.07263642,0.57329357,0.05373282,0.00934171,0.92302275,0.00066859,0.03856248,0.03233058,0.09737566,0.08810947,0.70202392,0.01100998,0.01098708,-0.07334313,0.49879891,0.34819761,0.50763166,0.47634103,0.00045313,0.11561514,0.02557264,0.08480837,0.06936175,0.61261660,0.00539456,0.00373415,-0.05968516,0.45915729,0.24790047,0.16976036,0.68041792,0.00177858,0.69063979,0.02113326,0.04857689,0.06628009,0.46291766,-0.00325301,0.00114975,-0.07263642,0.57329357,0.05373282,0.00934171,0.92302275,0.00066859,0.03856248,0.03233058,0.09737566,0.08810947,0.70202392,0.01100998,0.01098708,-0.07334313,0.49879891,0.34819761,0.50763166,0.47634103,
-87.44,-19.63,3.00,0.23,1.30,119.00,1.24765682,0.82305861,0.61124694,1.06211960,0.93602049,7.05179548,0.00805061,3.79,0.33343351,1.26394057,1.41638982,0.21038477,1.73632276,1.16830850,0.22273611,0.40528530,1.07799554,0.86966246,5.98177719,0.01463517,-0.92374820,1.41672206,1.99333847,0.87498695,1.85306656,1.28127670,0.23389150,-0.20060758,-0.22722615,0.24893425,0.61794238,0.41897058,0.48446059,0.98475409,-1.94925380,1.35362792,1.48693442,0.68175972,1.31057727,-0.46790802,1.04078197,0.30790022,1.53350031,1.89822686,1.38363695,2.18719435,2.46070504,1.03115070,-0.38126218,-0.01971001,0.15236576,0.10872550,0.74167274,0.05398790,0.71379948,0.65981156,50.94705582,0.00000000,-1.32106090,-0.39128557,0.92977536,2.43884873,0.00,0.00,-0.00193379,1.86075819,0.03357946,0.22926529,0.06609120,0.87944216,0.01957976,0.07944707,0.02684746,0.14823981,1.58296716,6.52215672,0.01080916,-0.00055133,0.11665968,0.04142968,0.27612302,0.05821034,0.53681833,0.00958615,0.01490250,0.01753887,0.04936864,1.05965352,3.04871058,0.08112485,-0.00190235,0.64475018,0.04716470,0.26674110,0.07532886,0.65755850,0.01766424,0.03724260,0.03293132,0.12722912,1.24422395,4.83221102,0.02817361,0.00042675,0.09374977,0.04887772,0.28315318,0.05286889,0.32536682,-0.00255286,0.00078781,0.01044361,0.01286761,0.73622864,1.36882532,0.24230755,0.00130537,0.33995548,0.04889611,0.23771273,0.05044749,0.24506739,-0.00716960,0.00499065,0.00755816,0.00571299,0.62832367,1.16860104,0.27996351,0.00481393,1.83019233,0.04679539,0.18686037,0.04213725,0.14706786,-0.02050336,0.03479378,0.00079783,0.00006577,0.40416068,0.62641960,0.42886945,0.00042675,0.09374977,0.04887772,0.28315318,0.05286889,0.32536682,-0.00255286,0.00078781,0.01044361,0.01286761,0.73622864,1.36882532,0.24230755,0.00130537,0.33995548,0.04889611,0.23771273,0.05044749,0.24506739,-0.00716960,0.00499065,0.00755816,0.00571299,0.62832367,1.16860104,0.27996351,0.00481393,1.83019233,0.04679539,0.18686037,0.04213725,0.14706786,-0.02050336,0.03479378,0.00079783,0.00006577,0.40416068,0.62641960,0.42886945,
-88.07,-19.93,2.00,0.17,1.04,144.00,0.18356386,0.02097006,0.06469901,0.47241342,0.18541159,0.37926865,0.53814180,3.24,0.13375793,-0.63620389,-0.29035512,0.81999403,0.73643446,-0.25134778,0.13035363,0.21017805,0.46541142,0.14632273,0.23228897,0.62994289,-0.66724956,0.27659598,0.74803346,0.97820735,0.79256147,0.73120314,-0.78341842,-1.72458410,-0.44402111,1.30462110,0.25365955,0.84616500,-0.90247142,-0.36669213,-0.05443817,0.12664068,-1.76499569,0.85319579,1.87324107,-0.36757353,0.88404465,0.34733603,0.33967623,-1.05453491,-1.22077751,1.60274220,1.50744009,0.21162924,0.04662446,0.29622683,-0.28728005,0.53176820,0.46604473,0.04038603,0.45932457,0.41893855,24.41634178,0.00000132,-0.52182239,-1.25159788,-0.72977549,1.79178560,0.00,0.00,0.00570567,22.70487213,0.04537811,0.58682311,-0.08789915,2.18026066,-0.06824540,1.35275352,-0.00639167,0.01179914,-1.84748638,12.45206165,0.00043756,0.00452964,10.92145824,0.04427661,0.43741933,-0.07648461,1.28566492,-0.06425925,0.92848009,0.00240056,0.00127501,-1.18737197,5.31014109,0.02141681,0.00496039,6.04781055,0.04980384,0.41039425,-0.07670286,0.94049060,-0.06277356,0.64871109,0.01584591,0.04059541,-0.73133218,2.30315542,0.12944451,0.00277427,5.46393394,0.02228096,0.08112826,-0.07560136,0.91767293,-0.06311892,0.64314067,0.03140551,0.16026454,-0.84356993,2.47848654,0.11574656,0.00562699,8.74029922,0.01542980,0.03279883,-0.09560820,1.21782708,-0.08187879,0.89847004,0.02967849,0.12101953,-0.96103817,3.78267789,0.05208080,0.00664918,4.80369663,0.02945794,0.10188672,-0.08049863,0.73836201,-0.06719718,0.51477224,0.04311181,0.21716531,-0.49108064,1.27231717,0.25961752,0.00277427,5.46393394,0.02228096,0.08112826,-0.07560136,0.91767293,-0.06311892,0.64314067,0.03140551,0.16026454,-0.84356993,2.47848654,0.11574656,0.00562699,8.74029922,0.01542980,0.03279883,-0.09560820,1.21782708,-0.08187879,0.89847004,0.02967849,0.12101953,-0.96103817,3.78267789,0.05208080,0.00664918,4.80369663,0.02945794,0.10188672,-0.08049863,0.73836201,-0.06719718,0.51477224,0.04311181,0.21716531,-0.49108064,1.27231717,0.25961752,
