x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
94.64,14.61,20.00,0.91,3.50,45.00,-6.61757040,-2.25919485,-3.45167279,-2.89358974,-3.80550694,3.13843656,0.07680317,21.54,-4.67923975,-0.13992873,-0.76559937,-13.72037315,-4.94256639,-3.27563047,0.81316698,-5.60725784,-2.54155612,-3.86934733,3.20135736,0.07391298,-7.40620232,13.04761982,-8.05098152,-17.95533752,1.33426356,23.08342552,-9.30403996,-2.52824259,1.75064647,0.37543017,0.54021410,2.57340908,-1.32517946,3.80711365,-13.08427811,1.61052084,-11.39712715,0.23681076,-9.71488380,-0.55304807,0.04157349,0.83848108,-9.79809952,-12.68217468,0.50380301,-11.18339062,-16.99370575,-12.25589466,8.93253613,-2.03393340,-4.01774025,2.11678553,0.14604111,-3.00001764,-4.54328728,-1.54326940,9.81145668,0.00192083,-0.98361051,-6.68850994,-5.70489931,2.51678610,nan,nan,
95.28,14.20,21.00,0.00,4.21,63.00,7.54399109,0.37493375,-2.44883323,3.39171982,2.21545291,1.23840380,0.26607408,19.96,-3.17440414,2.58466887,5.57160473,-6.89165831,1.02109003,9.97498894,8.59620762,-4.83167887,3.29722762,1.79243314,0.80028611,0.37124675,2.78140450,-3.97507119,8.00437450,-0.19246678,-13.80227566,9.36143303,7.89181757,-9.09608746,-3.10982609,1.35645163,0.24446235,-14.21419811,-0.43076721,5.14605331,-16.88529778,10.23133564,3.04048014,0.20095143,-7.65808916,-5.63754845,5.09836578,0.02418749,4.86014509,8.83001328,7.18595076,-3.56797886,3.27360868,20.01808167,16.96010399,2.68635011,4.16531038,2.64195514,0.10442588,-3.24536395,-4.57866526,-1.33330142,5.98064852,0.01508869,-1.46355116,-0.83380473,0.62974644,0.04683891,nan,nan,
95.34,15.02,21.00,0.00,4.17,64.00,4.94793510,1.13111365,0.26755014,3.53699255,2.47089791,1.08166742,0.29860230,23.82,-1.16751909,7.24407434,0.54446501,1.79444301,7.19526958,-7.05152512,7.78287315,-1.29883313,3.46726966,2.05466747,0.73698783,0.39085581,-3.53625894,13.71846581,-9.83650303,-8.41854382,7.38788939,-9.72228718,9.06464195,9.42803955,-2.79342103,0.76869524,0.38085521,-6.05488873,5.55125618,1.76306021,12.31521797,6.82270241,-12.25213718,1.50292695,-7.14034796,-3.12417912,1.08687127,0.29744574,9.39302444,3.21075010,9.17308617,2.34775376,6.83744764,0.26576412,9.13680553,-0.88894266,1.25650036,0.16668077,0.68317594,-4.55903196,-6.69865990,-2.13962841,9.30827045,0.00250324,-11.42059898,-16.98185539,-5.56125689,2.18533254,nan,nan,
93.24,14.52,21.00,0.00,2.11,165.00,16.14573288,9.85429096,5.62842989,9.74760151,10.34401417,7.87299728,0.00512537,36.96,5.68989515,5.68330288,14.95926762,8.36881351,0.99408847,24.40939903,4.06707859,18.88620567,9.48785877,10.27259636,7.63475752,0.00584209,5.53654242,9.58915424,29.17044830,-10.05464077,-11.07699203,43.15309525,13.39007282,8.05019283,0.96638089,0.03842251,0.84464147,16.16745567,-14.42324638,-12.92499256,-4.18561411,17.62256050,25.51691055,-3.98152804,19.24355698,-4.36626244,0.88879257,0.34605799,-4.71706581,21.06858063,30.44954872,50.76135635,-8.89787292,10.77919388,7.70992184,23.22914124,6.96864605,2.18003774,0.14016122,0.15450607,-3.10998607,-3.26449203,76.83979797,0.00000000,23.42690468,24.26728439,0.84037948,0.03711186,nan,nan,
93.91,15.00,19.00,0.00,2.75,177.00,11.35897923,0.86914313,2.91170049,7.28456020,5.60609579,3.51262355,0.06122456,29.99,4.62038708,3.04569769,6.71365738,-3.04833651,4.27821207,12.61845112,10.08887577,1.87062252,7.17718983,5.25748825,3.00924087,0.08313303,0.65196937,13.76265335,2.30439425,-23.03031540,-8.46143055,9.97156143,14.23095989,0.35509539,-6.37322378,2.53072596,0.11200040,1.86019278,5.14901590,5.89695358,3.83794570,3.59247327,5.45373297,1.85373580,-4.50494146,-4.35739374,1.31737494,0.25136905,12.85619164,-14.01875973,12.99169922,13.28162098,17.21866608,22.06527710,15.50511265,9.39932156,4.19531536,1.18401194,0.27683238,-0.89965636,-3.24641442,-2.34675813,42.35607529,0.00000000,22.12832260,20.00458336,-2.12373948,0.61800915,nan,nan,
93.91,13.73,0.00,0.82,2.98,144.00,-1.57855642,0.89598674,9.67540359,-4.97989559,1.00323462,0.10719862,0.74343193,30.73,1.04400194,8.10337448,1.56398356,3.43186808,-5.61576033,0.69960660,8.98346996,9.09297371,-4.78203058,2.49988508,0.64781821,0.42110614,-4.65226984,-2.24762154,-16.98534203,7.03720522,-7.91104317,0.08599074,20.11955833,4.92079353,5.28497458,1.64946127,0.19936313,-10.40449619,30.12995720,39.90287018,6.27458000,-6.30898762,5.30173826,6.63773298,5.05577755,14.99967861,15.40825462,0.00009322,15.52198219,-3.12591124,-22.51464844,-10.56925011,-2.43542743,-6.97160625,-0.89768308,18.19027138,3.07446098,0.61035997,0.43485799,-1.53541768,-3.89087439,-2.35545683,38.84194565,0.00000000,-10.94774437,-24.67185593,-13.72411156,11.84876537,nan,nan,
94.05,14.29,18.00,0.82,2.96,142.00,10.10238838,6.07569981,7.63376379,2.85568333,6.66688395,8.81161308,0.00307200,22.52,10.47716331,7.12970352,7.57876015,6.80920124,2.47106981,0.53374940,14.42265797,14.39230156,3.10186696,7.42772865,10.81229401,0.00104732,-2.08369255,-6.63870764,1.98466003,15.61009884,-17.52430153,-4.71824360,35.56725311,13.94911194,1.82604790,0.38271439,0.53631082,-1.90057909,12.35509872,18.48724747,1.90119624,11.35149384,4.27469730,2.03710938,11.08002663,4.97764730,3.07600927,0.07979600,33.59270477,16.31581497,2.17587519,-2.62538409,9.81204987,-1.23992920,5.56131935,18.23344803,6.70476437,5.46584368,0.01961019,-1.73150814,-3.92639422,-2.19488621,30.32957077,0.00000008,-0.78243560,-1.69942403,-0.91698837,0.14017878,nan,nan,
94.65,13.73,18.00,0.00,3.71,133.00,18.62841415,7.32559919,10.89197636,9.29661751,11.53565216,19.42746925,0.00001170,26.24,10.96986103,13.64251900,3.83576965,1.27944601,9.77639580,18.52713013,27.61915016,13.54226112,9.28324795,12.04081154,21.04658890,0.00000512,6.25125360,14.80214024,1.91134608,1.79091001,-9.87210655,10.02620316,36.08955002,-11.62329674,-2.85250998,0.67226344,0.41248090,5.01147842,16.86731148,0.64126426,3.68614149,17.48182106,14.20720387,10.38179111,18.73805046,1.85154450,0.31285429,0.57607325,23.11924362,3.68368936,13.26634121,-5.80697489,19.38370705,26.23072624,36.06518555,28.95237541,8.84187126,6.97662401,0.00840148,-2.21054721,-4.45907927,-2.24853182,27.33245850,0.00000034,-15.62800217,-17.13036919,-1.50236750,0.29003963,nan,nan,
94.55,15.45,19.00,0.79,3.40,98.00,7.30718613,-0.02004971,3.18248439,3.03302765,3.37566209,1.42284274,0.23324836,28.37,4.50274134,3.17735815,1.96057487,-0.55547053,2.38032174,1.15686464,7.25368881,8.39653301,3.04681468,3.47645640,1.47016466,0.22563754,-5.57840872,-2.58676958,4.48766613,15.97965240,-9.03340816,-11.79160595,3.23868155,-2.87711000,-3.89693499,1.04649496,0.30659090,13.17260456,0.23427241,-3.96216846,-11.13789749,1.70922387,8.39533997,11.02960491,7.17903137,0.04523042,0.00014340,0.99044815,5.54719496,12.04304218,7.85604095,-10.84484673,13.10021782,0.50609672,8.46857643,18.29176521,3.74271107,1.04839981,0.30615135,-2.06799626,-4.63809824,-2.57010221,36.86333466,0.00000000,-1.70684707,-6.04478550,-4.33793831,1.20104992,nan,nan,
94.64,14.61,16.00,0.76,3.50,113.00,4.79231644,1.30899978,6.29590654,6.07910013,4.61908054,5.74711895,0.01671734,19.32,2.86080170,6.48425007,4.98733330,3.60022378,3.34376097,3.19226670,4.56105423,4.86030531,6.00472736,4.42831421,5.13122320,0.02373587,-1.76959145,4.33458138,0.32409859,8.36058235,9.54575062,-3.52139664,-0.35909310,-9.01355076,-4.94806719,3.64052749,0.05670739,8.88750648,10.92516899,10.74949646,-0.31199455,-5.86786747,8.07906532,-1.14744592,18.32736588,0.24844609,0.01048168,0.91847785,-0.47697309,3.51211905,4.27457762,2.36569381,8.97293568,0.38455212,14.91342163,2.86887860,-1.35972834,0.29800156,0.58527342,-1.84502065,-4.18743801,-2.34241724,29.51541519,0.00000012,0.59132403,-2.28764677,-2.87897086,0.88976604,nan,nan,
