x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
-82.91,2.09,3.00,0.00,4.50,nan,-0.62886477,-0.64300573,-0.31019256,-0.15476029,-0.43420583,1.12435865,0.28925250,3.84,-1.30845094,-0.40789649,0.22037986,0.22012642,-1.91634035,-0.52395898,-0.20647663,0.21780916,-0.09972490,-0.42230314,1.06211162,0.30299888,-1.81657159,-0.41215166,0.69548261,0.91638708,-1.69659472,-1.20730376,-0.97195411,-0.50317520,-0.46352196,0.97100019,0.32468469,-0.62194401,-0.81269461,0.71798575,0.83880097,-2.13689160,-0.57694197,0.25065809,0.80170995,-0.12772384,0.07181137,0.78877631,-1.11115479,-0.13762179,-0.78337413,-1.16302395,-1.82097042,0.10366029,-0.27856401,-0.06217812,-0.48508090,1.07490194,0.30010774,-0.37632772,-1.09948599,-0.72315830,58.82153320,0.00000000,-3.28546429,-4.33430529,-1.04884100,3.02807522,nan,nan,
-83.02,2.72,1.00,0.00,4.68,nan,-0.65075237,-0.89036465,0.58682698,-0.30375043,-0.31451011,0.57130969,0.44992711,3.91,-0.17717998,-0.97415447,-0.17365304,-0.71159589,-0.06834107,-0.61590475,1.01499557,-0.13832970,-0.18231677,-0.22493930,0.28717482,0.59216332,-1.04862690,-0.41236362,-0.93062121,-0.80124933,-0.16655011,-2.58241105,-0.45856258,-0.53704208,-0.58625966,1.49883258,0.22115814,2.31575751,-1.54448259,1.72236431,-0.05185566,0.22598788,0.02476700,2.26885605,0.08433274,0.88407469,3.35090995,0.06748468,-1.75943112,-1.28347695,-1.40878749,-1.55242002,-0.46691012,0.43176493,1.04068542,-0.40748921,-0.35247329,0.55210441,0.45764496,-0.48262319,-1.06757450,-0.58495128,37.51323318,0.00000000,-5.11877251,-5.22317791,-0.10440544,0.02851746,nan,nan,
-82.81,1.40,1.00,0.00,4.34,nan,-0.00826962,-0.72052872,-0.94629210,-0.65857410,-0.58341616,1.50602436,0.22005205,4.46,-1.11758852,-1.17705750,0.18585446,-0.36447456,-0.12118156,-0.29612407,-0.94568849,-1.01668596,-0.73609591,-0.62038368,1.68063867,0.19515744,-0.33151659,-1.80512142,0.23253016,-1.45060956,-1.10627687,-0.73670852,-0.35958958,0.34511471,-0.09525152,0.03025471,0.86195104,0.09592517,-2.27042222,0.14838813,-1.07870960,1.13159692,-0.77311313,-2.66878295,-2.18488169,-0.31181774,0.31823790,0.57280324,-2.83950067,0.65778369,0.40199071,1.72247183,-0.12055027,1.10074115,0.37940314,-0.90031201,0.65528297,1.46706486,0.22611410,-0.08183388,-0.67312807,-0.59129417,34.82437515,0.00000001,0.25521913,-0.71836913,-0.97358829,2.69046307,nan,nan,
-81.82,1.40,0.00,0.00,5.04,nan,0.60559058,0.64268267,0.58475167,1.73719728,0.89255553,3.90023494,0.04856977,4.24,0.80127656,0.45400426,0.23251325,2.30193853,0.83544070,-0.04105448,0.38163167,-0.14573711,1.68403697,0.72194964,2.54220104,0.11117597,0.54084241,-0.19198631,0.83329993,1.06354952,2.75547528,0.93309718,-0.80078018,-0.51227534,-1.08152294,4.34108782,0.03747311,0.32361659,0.58459133,1.88147879,2.94851923,-0.94842607,-0.58373559,1.19502413,0.09711914,-1.08764076,4.28513908,0.03871987,1.40275669,1.56203032,-1.88477850,3.11788797,0.74750179,-0.05134492,0.64617813,0.28531444,-1.12179458,4.76330948,0.02931975,-0.38262373,-1.00295389,-0.62033015,40.96915817,0.00000000,3.76858640,2.88520098,-0.88338560,1.38049936,nan,nan,
-82.36,2.56,3.00,0.00,5.07,nan,-0.91977191,-1.23332489,-0.72311175,-0.74956888,-0.90644437,4.16506720,0.04154292,4.17,-1.13127911,-1.79970574,-0.87319040,-1.69905341,-0.82216769,-0.35349905,-0.40952986,-0.38682061,-0.71502620,-0.90912020,4.15210247,0.04186215,-1.77183294,-1.89447069,0.38487345,-3.14551735,-0.74469143,-0.14076777,-1.37830412,-0.70185202,-0.50875276,0.99481046,0.31882644,-1.57284820,-0.51951325,-0.64968234,-1.38455701,-1.19088042,-0.62007046,0.46563029,-0.25763357,0.03029688,0.00344322,0.95322033,-0.11530489,-3.11591196,-2.28784013,-0.24821196,-0.54442966,-0.20345946,-0.42367879,-0.58817124,-0.13049304,0.06640910,0.79669519,-0.56941354,-1.04491627,-0.47550273,22.91778374,0.00000272,4.55750561,4.65590477,0.09839907,0.01926851,nan,nan,
-82.25,1.80,1.00,0.00,4.87,nan,-0.23514134,1.01558840,1.01918423,0.99393076,0.69839054,2.20332146,0.13804683,4.42,1.11079574,1.24978983,1.30678165,-0.19368926,1.32009506,-0.69521612,-0.36988419,1.75785518,1.18571782,0.74061930,2.46089077,0.11704876,2.42138815,1.45176315,0.53387690,-0.71490079,2.95011806,0.84677893,-0.63346905,0.80835474,0.01158912,0.00048297,0.98247122,1.52173948,0.94251198,2.31957173,-0.24639764,1.66841781,-0.93460566,-0.31915817,3.68480611,-0.05773327,0.01124664,0.91556519,-0.55731618,1.08731163,0.77591193,0.18433587,-0.99142182,-2.34349942,-0.39136627,0.11208143,-1.27666461,5.65618467,0.01759313,-0.30062217,-0.68017185,-0.37954968,13.81099606,0.00024328,-1.08468843,-0.48466313,0.60002536,0.80423182,nan,nan,
-82.25,1.80,3.00,0.00,4.87,nan,1.34308612,0.78369737,0.44362104,0.98958540,0.88999748,2.91405463,0.08813901,4.90,-0.61718225,1.39309967,0.95979941,0.31705418,1.57074165,1.10697961,0.55056709,1.10731411,0.92718852,0.81202739,2.40303779,0.12143612,-0.88304198,1.02229011,1.23210871,-0.27370405,1.23273063,1.57117403,-0.02638812,2.54220176,-0.19853361,0.10973193,0.74052345,-0.71045434,0.23642340,2.66977572,-0.97506350,0.57767385,0.85303634,1.88720334,-0.73675245,-0.52915931,0.76040614,0.38342436,0.13629186,3.28908491,-0.67450774,3.24053669,3.46038747,1.65646148,-0.10012381,1.27145302,0.35914883,0.36688456,0.54485374,-0.46575010,-0.83379483,-0.36804470,12.84713936,0.00039747,2.75724745,1.51294136,-1.24430621,2.93661022,nan,nan,
-81.82,2.09,1.00,0.00,5.27,nan,-0.72743303,-0.43480474,-0.53606439,-1.36683345,-0.76628393,2.22062111,0.13651159,4.83,-1.11955166,-1.28930771,-1.00798821,-1.71647358,-1.44142473,1.40389991,-0.04059285,0.94257683,-1.33596766,-0.62213612,1.46995890,0.22565648,-1.93519282,-1.08095169,-1.16553485,-1.25708640,-2.06269169,2.67027926,-0.29849640,1.80563211,0.92840481,2.48705602,0.11512307,-1.15612555,-1.50901973,-0.17707562,-2.30653834,0.43048650,2.21733451,-0.17978168,-1.92928374,0.82969087,1.92706525,0.16540913,-0.48206368,-1.83624935,-1.42447627,-1.83586168,-2.43384910,-1.51766944,-0.01422207,2.32228947,0.60068619,1.05318475,0.30503904,-0.72119701,-0.97987223,-0.25867522,5.78005028,0.01684736,-1.24622393,-1.45372081,-0.20749690,0.04978491,nan,nan,
-84.30,4.42,1.00,0.00,4.63,nan,0.94964361,0.23682880,1.16597009,0.28265178,0.65877354,2.28585291,0.13089232,4.09,0.35869738,2.18313265,1.54665136,0.10974499,1.22812271,-0.10238735,0.90573895,-0.05702852,0.31544048,0.72018051,2.71965480,0.09945322,-0.28636956,1.24991894,1.39137661,-0.13878623,1.09440541,-0.12572904,0.73608065,-2.00574303,-0.03203808,0.00410459,0.94893043,1.11081290,3.03726029,1.65442395,0.16397096,1.89093482,-0.62924904,0.75495964,0.90835607,0.85576057,2.84726381,0.09186170,0.45647961,2.21293378,1.58127260,0.11324736,0.54023355,0.69228774,1.30805326,0.70638412,0.63857317,1.64453673,0.20002063,-0.29624990,-0.98688585,-0.69063598,56.41974640,0.00000000,-1.86656892,-1.90607178,-0.03950282,0.00547477,nan,nan,
-84.22,3.06,1.00,0.19,4.02,nan,2.48468041,2.62453771,2.16501021,2.65164328,2.48146796,45.31700516,0.00000000,3.46,2.35899496,2.80561376,2.45686221,1.23494959,2.99332857,1.94691205,3.14145136,2.37505579,2.67741942,2.44095516,43.63542175,0.00000000,3.13335919,2.67358279,2.74753189,0.41501519,3.52992225,3.05790901,3.32605958,2.38460302,-0.05647820,0.01776238,0.89400399,1.00261331,3.67505717,1.40091455,1.55266821,1.72201157,2.83111238,2.63360095,2.09603810,-0.47605917,1.23006141,0.26767906,2.70008063,1.97542846,3.21048546,1.67900503,3.58984065,-0.31211925,3.80671000,2.65449739,-0.21610536,0.26643816,0.60585268,-0.32792020,-1.38403034,-1.05611014,90.44579315,0.00000000,-0.68810147,-2.46723914,-1.77913761,7.59325361,nan,nan,
