x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
10.38,-0.02,1.00,0.10,113.00,144.00,10.00,10.53,67.00,24.62,0.78,2.62917066,2.29421663,2.25689626,2.05982757,2.31002784,35.93288422,0.00000000,3.89,1.78206897,1.94785583,1.26696181,2.75244379,3.21103716,2.27400017,2.61357522,3.26331615,2.12888288,2.35765576,36.98130417,0.00000000,1.78944683,-0.65802252,-2.44746947,390.90979004,0.00000000,3.37246847,-1.14527273,-4.51774120,60.45189667,0.00,0.00,
10.25,-1.13,4.00,0.26,114.00,143.00,9.00,10.52,94.00,21.49,0.79,5.65314102,5.48095083,4.47771502,5.53656054,5.28709173,127.16970062,0.00000000,4.73,4.36375093,4.05691290,4.79909468,5.03976488,6.50504827,4.73643351,6.31157351,5.62648630,5.56173706,5.21708918,121.97869873,0.00000000,2.17939568,-1.10888839,-3.28828430,354.48373413,0.00000000,5.23310900,-0.19796920,-5.43107796,65.49391174,2.13,5.60,
10.18,-0.54,9.00,0.36,114.00,144.00,9.00,10.24,105.00,23.41,0.80,4.92022705,4.66923094,4.57497501,3.37970853,4.38603544,112.88596344,0.00000000,4.16,5.33158922,4.71834612,5.04234457,3.76866817,3.73014235,4.18399239,5.50639629,5.81864119,3.38267326,4.60458994,123.04830170,0.00000000,2.38511801,-1.11733484,-3.50245285,435.57360840,0.00000000,-0.15959916,-4.78338099,-4.62378168,37.88068771,2.16,5.39,
9.85,-0.42,1.00,0.18,114.00,144.00,10.00,9.56,79.00,24.60,0.76,3.76025772,3.73452663,3.38080549,3.43373799,3.57733178,80.23952484,0.00000000,4.03,3.45962477,4.27492905,2.35646272,4.34772873,2.70711040,3.67890739,3.10120773,5.11488771,3.44793773,3.60625648,81.10813904,0.00000000,1.93131208,-0.67838675,-2.60969877,411.09866333,0.00000000,11.29579258,6.68763781,-4.60815477,70.73088074,2.21,5.35,
10.34,0.05,0.00,0.47,114.00,145.00,9.00,10.42,98.00,28.70,0.77,2.04242682,1.61367190,1.79292428,1.48650348,1.73388159,17.44213867,0.00003239,4.19,2.18925619,2.39416480,1.11126876,1.92460668,1.48989952,1.77635694,1.93328547,1.91255021,1.51066816,1.80286825,18.48348808,0.00001895,2.37151003,-0.96992695,-3.34143686,486.26785278,0.00000000,3.00426817,-0.33488736,-3.33915567,37.68724442,2.16,5.39,
10.11,0.26,2.00,0.29,114.00,145.00,10.00,9.91,89.00,25.78,0.76,2.49949384,2.29828048,1.85819542,2.50399566,2.28999138,32.80507660,0.00000001,4.03,2.43644881,2.47894979,2.12835312,2.54640961,0.65127838,2.46844053,1.84482515,3.07651877,2.44554210,2.22852111,30.66329384,0.00000004,2.15137053,-0.55672634,-2.70809698,459.71582031,0.00000000,-0.90688097,-3.38671494,-2.47983408,14.51694965,2.16,5.39,
9.73,0.47,2.00,0.15,114.00,145.00,11.00,9.10,78.00,23.64,0.72,3.38629055,3.45899248,2.79002738,3.12522507,3.19013381,67.83533478,0.00000000,3.91,2.72247815,3.15040445,2.96903253,3.35722995,3.42758894,1.79300213,3.56701326,4.82374811,3.16425633,3.21619773,68.33916473,0.00000000,1.80230045,-0.32034522,-2.12264562,369.28955078,0.00000000,1.89994657,0.25750199,-1.64244461,5.24771690,2.25,5.18,
9.45,0.75,1.00,0.06,114.00,145.00,12.00,8.49,71.00,24.30,0.71,3.61524391,3.94882011,3.65278578,3.33268189,3.63738298,75.28276062,0.00000000,4.23,4.38167524,3.84753370,4.56415606,3.44263124,3.57155848,2.94425488,3.36040092,3.90336108,3.30318356,3.69838190,76.47452545,0.00000000,1.42914605,-0.31721881,-1.74636483,268.72125244,0.00000000,1.96337688,-0.41574535,-2.37912226,11.63922310,0.00,0.00,
10.51,0.61,0.00,0.57,114.00,146.00,9.00,10.64,109.00,21.88,0.76,3.73090339,3.62747765,3.18879414,3.38849115,3.48391652,75.07083893,0.00000000,4.06,1.44362187,3.57905650,5.25596142,3.88607693,3.65120268,2.29337978,2.92449188,4.36581373,3.34829021,3.41301632,72.51033783,0.00000000,2.36431885,-0.84926754,-3.21358633,502.31985474,0.00000000,2.10497499,-3.64532375,-5.75029850,95.52476501,2.20,5.23,
10.31,0.79,8.00,0.38,114.00,146.00,10.00,10.18,95.00,27.04,0.73,3.95594072,4.40228987,4.20922565,5.35081387,4.47956753,113.92515564,0.00000000,4.23,3.79265285,3.51874542,3.85636997,3.77112675,3.14313126,5.16362286,6.29823160,4.25669956,5.34065008,4.34467649,106.71475220,0.00000000,2.30906916,-0.49789131,-2.80696034,483.78570557,0.00000000,4.04730463,-0.52907234,-4.57637691,53.88671112,2.20,5.23,
