x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
-6.46,-1.18,0.00,0.15,79.00,159.00,2.00,3.90,142.00,20.28,0.70,0.09365159,-0.55489951,-0.86016679,0.00497202,-0.32911068,0.48846596,0.48478275,4.48,0.61882001,0.14440881,-0.63263535,-0.11778440,-0.36102843,-1.48292780,-0.19375937,-1.53902555,0.01118033,-0.39435545,0.69170088,0.40579567,1.35160160,0.89235622,-0.45924535,9.21408749,0.00262033,-0.59964049,-1.34049749,-0.74085701,0.86259657,6.28,0.00,
-6.61,-1.69,0.00,0.21,79.00,160.00,2.00,4.16,145.00,22.21,0.74,-0.02596413,-0.48972803,-0.05575152,-0.26320896,-0.20866317,0.16199324,0.68741815,4.94,-0.10348828,-0.70822901,-0.18237381,-1.13243294,0.14961849,0.37012115,0.71616834,-0.59902525,-0.27318332,-0.19567353,0.14014916,0.70821640,1.70274472,1.39327145,-0.30947325,3.30341959,0.07017125,-0.54715961,-0.18928950,0.35787010,0.25921085,6.28,0.00,
-6.48,-2.01,0.00,0.16,79.00,160.00,3.00,4.24,144.00,22.02,0.72,0.72030801,0.51749200,0.37200126,0.58785266,0.54941344,1.05814528,0.30389931,5.09,0.30659428,0.16905016,1.13756299,0.19316415,0.43834388,1.76560628,0.01749913,0.25467986,0.59440655,0.54133672,1.01094770,0.31493220,1.12953734,0.68042207,-0.44911528,11.53106117,0.00078032,2.96943259,3.31914401,0.34971154,0.25103793,6.28,0.00,
-6.88,-2.27,0.00,0.23,79.00,161.00,2.00,4.57,154.00,20.38,0.74,1.42084837,0.23223870,0.42428395,0.08641119,0.54094553,1.14543402,0.28477771,4.81,0.63573176,1.24748886,1.17999303,0.16329752,0.25673598,1.37995696,-0.18170869,0.66251081,0.04426914,0.59809858,1.37132132,0.24187894,1.54903758,1.24571431,-0.30332330,2.15327311,0.14335372,1.00500774,2.67788506,1.67287731,5.10864449,6.28,0.00,
-6.52,-2.53,0.00,0.22,79.00,161.00,3.00,4.52,152.00,21.77,0.69,-1.05847549,-0.23931277,-0.84990245,-1.14985466,-0.82438636,2.92018962,0.08780284,4.59,-1.50346959,0.21120881,-0.25359809,-0.82817930,-1.37192976,-0.42805758,-0.97649872,-0.58795452,-1.13480735,-0.76293474,2.45849276,0.11722426,0.95908535,0.55653632,-0.40254906,8.06233120,0.00484018,1.86937213,3.56700468,1.69763255,5.63746452,6.28,0.00,
-6.21,-2.87,0.00,0.21,79.00,161.00,4.00,4.55,154.00,22.83,0.61,-0.73761827,-0.28334054,0.01891090,0.18937901,-0.20316723,0.18653615,0.66591292,4.48,-0.20393181,-0.44003826,0.20907374,-1.14104199,-1.35994601,0.01324656,0.60350823,-0.23721230,0.17965078,-0.26381272,0.30963540,0.57803519,0.73116612,0.21704753,-0.51411861,15.67049599,0.00009497,5.35590935,5.17089653,-0.18501277,0.05485765,6.28,0.00,
-6.01,-3.23,0.00,0.21,79.00,161.00,5.00,4.67,152.00,20.00,0.64,0.39565462,1.35132635,0.97474962,0.75751388,0.86981112,3.03632021,0.08174252,4.75,0.36653095,1.05250418,-0.04659758,-0.25859678,1.47334766,1.97439706,1.36775243,1.75821090,0.83238149,0.94571227,3.54341030,0.06008818,0.56762981,-0.07775754,-0.64538735,23.39140511,0.00000215,3.83950949,4.54679728,0.70728767,0.87591803,6.28,0.00,
-5.90,-3.72,0.00,0.19,79.00,161.00,6.00,4.93,153.00,19.71,0.66,0.17837891,0.73354977,1.15540516,0.41524285,0.62064415,1.29009163,0.25631632,5.20,0.11587320,1.04002070,1.64496934,-0.68977368,0.27780291,1.40356255,1.03232801,0.32982275,0.34989890,0.61100000,1.23143303,0.26740964,0.29100767,-0.46138218,-0.75238985,31.71474075,0.00000004,4.14401054,1.95963252,-2.18437839,6.48246622,6.28,0.00,
-6.97,-2.63,0.00,0.18,79.00,162.00,2.00,4.80,148.00,23.25,0.71,0.04825336,-0.09596439,-0.17436269,-0.01887631,-0.06023751,0.01839726,0.89213726,4.23,0.01927604,0.05412655,0.56298006,-0.58688825,-0.28643769,-0.65856379,-0.22607352,0.11602928,-0.07177967,-0.11958373,0.07109599,0.78980558,0.55904055,0.16635482,-0.39268574,2.49347377,0.11541302,-0.69987679,-1.03411078,-0.33423400,0.22866818,6.28,0.00,
-6.73,-3.06,0.00,0.25,79.00,162.00,3.00,4.92,151.00,19.20,0.67,-2.74890351,-1.87874770,-1.60690725,-2.25620651,-2.12269115,20.39134407,0.00000710,4.48,-1.89977324,-2.71970844,-1.48800397,-1.36839628,-2.34571075,-2.23900414,-2.76075912,-2.02458000,-2.28938746,-2.12402105,19.99343681,0.00000871,0.44284001,0.04415339,-0.39868662,6.81957340,0.00948723,-1.82015800,-0.17116702,1.64899099,4.47356176,6.28,0.00,
-6.44,-3.39,0.00,0.31,79.00,162.00,4.00,4.98,154.00,19.72,0.63,-1.38921750,-1.04724765,-1.00459695,-1.31145918,-1.18813026,5.75702667,0.01661379,4.72,-1.90599442,-0.96332318,-1.59872997,-1.08115935,-0.87238359,-1.56271589,-0.05284900,-1.00199151,-1.29615593,-1.14721859,5.28313971,0.02174949,0.43645078,-0.06153906,-0.49798983,14.90758324,0.00013936,1.20992291,0.98323965,-0.22668329,0.09065881,6.28,0.00,
-6.21,-3.75,0.00,0.33,79.00,162.00,5.00,5.10,155.00,20.34,0.64,-0.26911351,-0.03924589,0.45646816,-0.25779629,-0.02742188,0.00296722,0.95657034,4.80,-0.17063740,0.39753363,-0.36965823,-0.81411034,1.41297865,-0.52946723,0.03973098,-0.10219648,-0.32846248,-0.05153607,0.01030189,0.91917640,0.41108167,-0.26925808,-0.68033975,26.98563385,0.00000039,-1.54107130,-1.26842225,0.27264902,0.11999027,6.28,0.00,
