x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
5.86,6.56,0.00,0.88,110.00,143.00,9.00,3.68,115.00,6.95,0.71,2.62180734,1.08728993,2.31240726,0.45281106,1.61857891,1.06562972,0.30219630,14.93,1.01329601,2.47194719,2.90221214,4.57400084,0.50432521,1.44343984,2.57032418,0.60133010,0.38368505,1.82756627,1.33392179,0.24839945,0.29674277,-2.98046088,-3.27720380,127.34968567,0.00000000,-14.89108181,-11.88529491,3.00578642,2.04221082,0.00,0.00,
5.56,6.44,0.00,0.88,110.00,144.00,9.00,3.47,129.00,5.34,0.79,1.65004635,-1.42253137,-1.78672719,-0.48264894,-0.51046526,0.08927585,0.76516486,16.27,2.63706899,-1.10368955,1.85690057,-3.01809525,-4.14880466,-0.35907429,0.39602375,-0.34876174,-0.51472694,-0.51095062,0.08789352,0.76693726,0.68978530,-3.00874352,-3.69852877,150.84242249,0.00000000,-21.63822174,-14.84158325,6.79663754,6.49764347,0.00,0.00,
7.32,6.66,19.00,0.85,111.00,141.00,7.00,4.73,46.00,18.22,0.69,3.78233004,3.91459084,3.38779879,4.47833014,3.89076233,50.52986145,0.00000000,5.21,4.59349060,3.19463849,3.46782303,3.73703480,4.05516291,3.99225760,2.65682077,3.94011855,4.51855850,3.79130554,47.20640564,0.00000000,2.12554812,-3.20615816,-5.33170652,235.93663025,0.00000000,7.13818979,1.24033248,-5.89785767,54.54592896,2.44,6.35,
7.18,6.70,21.00,0.91,111.00,141.00,8.00,4.63,85.00,24.39,0.69,2.14177966,2.07456994,1.84524715,2.04360509,2.02630043,27.68941498,0.00000018,3.67,2.11063051,2.66008615,1.98634446,2.12858820,2.04884052,2.21365952,1.48153555,1.51621413,2.05130267,2.01988935,27.04633904,0.00000024,2.14340067,-2.69089580,-4.83429670,220.38395691,0.00000000,0.67402476,-3.57067919,-4.24470425,52.01158905,0.00,0.00,
6.42,6.92,0.00,0.90,111.00,141.00,9.00,4.05,142.00,15.15,0.64,16.86299706,12.03709316,15.65935135,14.12966061,14.67227554,345.96170044,0.00000000,7.51,16.67703247,16.45897865,14.28990555,12.85693073,12.73970699,17.41476822,13.59774399,15.04697037,13.97037220,14.76881790,338.68759155,0.00000000,2.11366081,-1.74873650,-3.86239743,170.04995728,0.00000000,1.50350845,1.36314189,-0.14036646,0.02176781,0.00,0.00,
6.84,5.95,0.00,0.77,111.00,142.00,6.00,4.46,84.00,18.79,0.62,3.30595613,3.35622191,3.78689432,2.81447124,3.31588602,37.18374634,0.00000000,5.18,3.35327744,3.08349395,4.12479496,1.86252582,5.08579302,3.82630920,2.76879716,2.83041072,2.70534801,3.29012322,36.28744125,0.00000000,1.14798510,-3.91197705,-5.05996227,220.51593018,0.00000000,3.02498984,-1.63519335,-4.66018295,31.97533607,2.36,6.44,
6.63,6.14,0.00,0.79,111.00,142.00,7.00,4.28,56.00,21.32,0.64,3.47955728,3.67031240,3.11316562,3.03307438,3.32402754,39.75308990,0.00000000,5.02,4.15738869,3.01430297,3.54217243,3.75590086,3.01119375,3.58347011,2.50682855,3.94051480,3.07224798,3.39482641,40.77159882,0.00000000,1.40044081,-3.31789756,-4.71833849,212.34173584,0.00000000,-0.02580791,-3.64815116,-3.62234330,20.62988853,2.37,6.30,
6.36,6.45,19.00,0.79,111.00,142.00,8.00,4.05,88.00,20.09,0.61,4.43960619,4.39387465,4.05060816,3.36780787,4.06297445,61.73910522,0.00000000,4.92,4.25654745,5.13194895,4.19659758,5.16203070,3.40767217,4.44420004,4.41971254,3.75686789,3.42172885,4.23990107,66.18383789,0.00000000,1.55550432,-2.59506392,-4.15056801,188.68997192,0.00000000,2.78137159,-0.21372192,-2.99509358,15.67398930,2.36,6.16,
6.16,6.65,21.00,0.74,111.00,142.00,9.00,3.89,144.00,9.24,0.64,17.28834915,15.02265930,16.75856590,12.84439659,15.47849274,204.57727051,0.00000000,10.30,16.88602257,16.87693596,14.88813114,15.76721478,16.46482468,19.93202972,16.69422722,14.40585709,12.90554047,16.07510757,217.27835083,0.00000000,1.66129971,-1.61187303,-3.27317262,137.29676819,0.00000000,5.99805403,0.92929196,-5.06876230,11.94652748,0.00,0.00,
6.10,6.87,0.00,0.80,111.00,142.00,10.00,3.83,130.00,10.01,0.62,21.52956581,19.64631462,21.54220200,19.41573906,20.53345490,355.80639648,0.00000000,10.37,20.82089996,20.58108521,20.44159698,19.32401657,19.49513626,25.14759827,20.50830269,21.87532997,19.43480873,20.82679367,361.17422485,0.00000000,1.82029545,-0.60039818,-2.42069364,83.06282043,0.00000000,-2.47290301,-7.30400419,-4.83110142,14.42982960,0.00,0.00,
6.63,5.52,14.00,0.71,111.00,143.00,5.00,4.37,109.00,13.62,0.65,4.37598658,4.05273199,4.34409618,3.36068344,4.03337479,36.35409164,0.00000000,6.37,4.42366314,4.30901623,5.45462942,6.47000647,3.42617774,3.47546172,2.29872775,3.68818164,3.28070426,4.08774900,37.07811356,0.00000000,0.67252320,-4.68312597,-5.35564899,249.98648071,0.00000000,8.23269653,2.71244860,-5.52024794,19.89788246,2.31,6.39,
6.41,5.60,16.00,0.66,111.00,143.00,6.00,4.19,96.00,17.92,0.62,2.23443890,1.57970667,1.34990859,2.40558577,1.89240992,10.08890343,0.00153955,5.67,3.27667260,1.66638064,0.84135783,1.99479187,1.26281381,1.03450572,1.75927436,2.38865614,2.46195412,1.85219121,9.52098751,0.00209024,0.93303001,-3.96144056,-4.89447069,224.27976990,0.00000000,-4.49054146,-5.84100294,-1.35046172,1.85531509,2.31,6.39,
6.19,5.80,0.00,0.73,111.00,143.00,7.00,4.00,79.00,13.53,0.61,6.12251186,3.43973494,3.44843411,4.45294285,4.36590576,38.21089172,0.00000000,6.73,5.60240650,5.80796623,3.34969211,3.95782208,3.36035180,5.29711151,3.85344815,4.16052723,4.51352978,4.42921686,38.23842621,0.00000000,1.23656344,-3.19298625,-4.42954969,208.88700867,0.00000000,2.23401666,-3.29931831,-5.53333473,24.96730423,2.30,6.25,
6.00,6.22,0.00,0.70,111.00,143.00,8.00,3.81,102.00,12.82,0.68,11.25090694,9.83355522,11.33096313,10.22659302,10.66050434,150.71144104,0.00000000,8.27,10.61248875,10.97965717,10.78522015,9.16800213,10.20792866,12.28100491,10.21749306,12.11322594,10.14095306,10.71216297,149.40425110,0.00000000,1.44677663,-2.37102008,-3.81779671,179.52914429,0.00000000,5.37101460,-2.66143799,-8.03245258,40.91071701,2.30,6.10,
5.92,6.52,0.00,0.66,111.00,143.00,9.00,3.73,142.00,8.82,0.20,13.13822079,13.56086445,15.20578098,13.15350151,13.76459217,87.13288879,0.00000000,14.04,15.22406387,15.67560863,9.24429226,11.51721859,15.60230637,16.40526009,10.18708038,18.65719604,13.19463444,13.95355034,89.42317963,0.00000000,1.58418870,-1.44245112,-3.02663994,127.11614227,0.00000000,1.95093393,3.59853315,1.64759910,1.04322076,0.00,0.00,
5.77,6.78,0.00,0.77,111.00,143.00,10.00,3.60,135.00,9.86,0.63,11.73360634,9.92366314,11.78585434,9.94747448,10.84764957,106.14658356,0.00000000,10.03,12.87916660,11.09232616,9.20545387,9.98944187,10.36388016,13.19810963,11.62916756,11.94945717,9.99558067,11.13358688,109.93421936,0.00000000,1.80036831,-0.61249590,-2.41286421,84.92267609,0.00000000,8.62530708,7.08623505,-1.53907263,1.30346799,0.00,0.00,
5.33,8.10,0.00,0.82,111.00,143.00,12.00,3.27,156.00,15.34,0.67,4.90069628,4.03473425,3.76485157,3.55693746,4.06430483,36.94294357,0.00000000,6.37,3.60072827,3.02155089,4.50842476,4.19050503,4.60288620,5.61283064,2.89500618,5.45000553,3.57417727,4.15762854,38.12934494,0.00000000,2.19922566,-0.49178833,-2.69101405,91.25085449,0.00000000,-0.21473731,-4.36372423,-4.14898682,22.83619499,0.00,0.00,
5.40,8.57,0.00,0.82,111.00,143.00,13.00,3.32,175.00,11.44,0.70,7.74912643,7.24714088,8.12450123,6.11290932,7.30841923,68.71901703,0.00000000,8.39,7.17357826,6.76445389,10.04445362,5.89748907,7.00446987,10.27989864,5.81842709,7.89010620,5.97819662,7.42046928,70.33915710,0.00000000,2.08668375,-1.16568124,-3.25236487,107.51308441,0.00000000,-3.22526646,-7.84035826,-4.61509180,9.37535286,0.00,0.00,
6.33,4.99,18.00,0.85,111.00,144.00,4.00,4.21,80.00,8.82,0.65,10.47532177,10.17807388,9.66688728,7.62332821,9.48590279,91.00541687,0.00000000,9.47,8.44496822,10.48719406,8.39223194,9.87259483,13.00522137,11.86894512,10.05226517,9.06380367,7.71957636,9.86865520,97.43396759,0.00000000,0.81649780,-5.41391373,-6.23041153,318.91345215,0.00000000,-0.94112736,-14.57570457,-13.63457775,56.58393097,0.00,0.00,
6.14,5.16,0.00,0.75,111.00,144.00,5.00,4.05,94.00,14.84,0.63,5.20773172,4.76055956,4.39672852,3.80598640,4.54275131,37.94637680,0.00000000,7.02,5.25431490,3.90431643,3.99901533,5.27692223,6.15780926,7.45947742,2.92485762,3.84775758,3.91270971,4.74382734,41.13335419,0.00000000,0.97387534,-4.76375866,-5.73763418,282.15213013,0.00000000,-1.10022330,-6.41411161,-5.31388807,20.73404503,2.31,6.39,
5.94,5.34,19.00,0.67,111.00,144.00,6.00,3.87,96.00,15.35,0.61,4.08045149,4.89743662,4.19854307,3.11568761,4.07302952,32.91085815,0.00000001,6.76,3.59723234,5.20008564,3.06501317,5.48928165,5.67032814,6.90860033,3.81365156,2.26310611,3.27766037,4.36063051,37.59408951,0.00000000,1.24303246,-3.83046126,-5.07349396,248.64749146,0.00000000,-0.30586120,-1.65990198,-1.35404074,1.73010218,2.31,6.39,
5.62,5.45,0.00,0.68,111.00,144.00,7.00,3.62,105.00,13.54,0.61,11.16772461,9.29796314,9.96114254,8.85312080,9.81998825,160.74017334,0.00000000,7.38,9.28414631,11.31410313,10.24542618,8.33554554,10.26620197,12.25758076,8.57046986,10.58870220,8.78333378,9.95065212,162.70132446,0.00000000,1.57814181,-2.83802319,-4.41616488,225.19165039,0.00000000,7.06373644,2.49598455,-4.56775236,17.57049370,2.30,6.25,
5.47,5.85,19.00,0.67,111.00,144.00,8.00,3.46,128.00,8.90,0.67,12.21599865,7.36768436,10.89584446,9.17202663,9.91288853,89.85418701,0.00000000,9.96,12.45172310,8.04871845,8.60066032,8.12696362,9.81630421,10.31151676,10.43861580,13.66922760,9.02611542,10.04437256,90.08573914,0.00000000,1.79594827,-1.87202001,-3.66796827,184.08570862,0.00000000,3.66197968,2.83211780,-0.82986170,0.27443978,2.30,6.10,
5.45,6.30,0.00,0.65,111.00,144.00,9.00,3.41,139.00,5.81,0.68,7.85764265,1.33036780,8.24049950,5.28480434,5.67832851,10.33778286,0.00134714,16.82,10.24530125,4.24761438,6.45975971,1.21545422,2.28037286,9.31111431,4.53856182,7.96364498,4.91944647,5.68112087,10.10679817,0.00152508,1.87482107,-0.97967941,-2.85450053,120.61738586,0.00000000,-16.87890816,-10.13117599,6.74773216,11.17146492,2.32,5.96,
5.43,6.54,0.00,0.73,111.00,144.00,10.00,3.37,139.00,13.74,0.57,7.25939846,5.73117828,8.38939571,6.16442251,6.88609886,74.12398529,0.00000000,7.62,6.29091549,7.08845329,7.57954884,5.49280548,8.72321320,8.89419937,5.66282654,6.21261930,5.94390917,6.86962271,72.36578369,0.00000000,1.98996532,-0.32400495,-2.31397033,79.58325195,0.00000000,8.09527016,1.15222824,-6.94304180,45.08078003,2.32,5.96,
5.18,6.80,0.00,0.85,111.00,144.00,11.00,3.18,138.00,16.62,0.64,4.08232164,3.29242539,4.30733395,2.75051260,3.60814834,32.36562347,0.00000002,6.04,2.15537143,4.03018093,4.40529394,2.45878315,5.43726444,5.80429745,4.28020287,2.07415104,2.66512918,3.69748497,33.92681122,0.00000001,2.15990305,-0.06282454,-2.22272754,71.60144806,0.00000000,7.71768332,4.35324097,-3.36444235,13.54648876,0.00,0.00,
5.00,7.98,0.00,0.82,111.00,144.00,12.00,3.06,163.00,18.65,0.67,4.10046673,2.22198462,2.36260462,3.37865543,3.01592779,24.59156227,0.00000084,5.79,2.99187183,1.64163375,3.04937172,1.13949466,4.01967382,5.89598989,2.41272473,2.15342808,3.40555906,2.96478200,23.58798790,0.00000140,2.21719241,-0.23943272,-2.45662522,79.66233826,0.00000000,3.68204713,2.77831101,-0.90373605,1.29601514,0.00,0.00,
