x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
5.28,4.77,0.00,0.21,60.00,155.00,1.00,4.46,128.00,22.10,0.68,1.11753941,0.85251606,1.55327666,-0.13946716,0.84596628,4.42037010,0.03577443,4.22,0.68148428,1.44202185,1.66255295,2.57704282,0.28549355,1.46242154,0.11095538,1.07878125,-0.13760711,1.01710927,6.26860428,0.01245689,0.31325763,-0.27768400,-0.59094161,22.47795677,0.00000334,-5.70177650,-4.20774984,1.49402654,5.03807402,6.28,0.00,
5.10,4.57,0.00,0.18,60.00,155.00,2.00,4.30,130.00,26.29,0.68,0.51923287,-0.24916570,0.83029783,0.84029454,0.48516488,1.53192401,0.21612908,4.11,0.90348375,0.07107672,1.66539025,0.01925053,-0.96360207,0.01200837,0.38231337,0.83583713,0.84128523,0.41814181,1.11360681,0.29156839,0.32944468,-0.36329970,-0.69274437,34.99848938,0.00000001,-1.28060627,-2.45389462,-1.17328835,3.51343226,6.28,0.00,
5.17,5.24,0.00,0.20,60.00,156.00,1.00,4.58,131.00,22.67,0.70,0.11285844,0.42105356,0.21292917,0.02827230,0.19377837,0.20223746,0.65302324,4.52,0.96704113,0.20435031,1.12383151,0.18699259,-0.09587127,-0.80923337,0.23918010,0.31736326,0.01962068,0.23901352,0.30032012,0.58381095,0.07088406,-0.51813024,-0.58901429,21.62125969,0.00000506,-2.46252513,-3.20660210,-0.74407697,1.21260440,6.28,0.00,
5.16,5.02,0.00,0.17,60.00,156.00,2.00,4.50,132.00,21.50,0.68,0.54773754,-0.35332859,0.57938147,-0.17884241,0.14873700,0.10429282,0.74680857,4.83,1.91562176,0.51848733,0.03727004,0.48835933,-1.21154487,0.36087826,-0.11828631,-0.34266958,-0.26027086,0.15405080,0.10955027,0.74072995,0.04107669,-0.65557730,-0.69665402,34.87679672,0.00000001,-4.07965708,-5.71623564,-1.63657832,6.68906641,6.28,0.00,
4.49,5.35,0.00,0.16,60.00,157.00,2.00,4.33,133.00,20.06,0.69,-0.46070141,-0.90960962,-0.48028240,-0.53065276,-0.59531152,1.76538765,0.18427231,4.70,-1.22693014,-1.41592813,-0.35524040,0.19143933,0.91177523,-1.81222188,-0.10119281,-0.21909185,-0.39016420,-0.49034861,1.17574668,0.27849956,-0.33576351,-1.06576467,-0.73000121,40.44547272,0.00000000,0.66467315,-0.98083729,-1.64551044,6.71485662,6.28,0.00,
3.85,5.92,0.00,0.19,60.00,158.00,1.00,4.30,121.00,27.66,0.75,0.74906617,0.58948237,1.41392505,1.58061171,1.08327138,5.82483053,0.01598943,4.71,1.04785585,2.74177885,-0.81146950,-0.34506601,1.21603382,1.21482730,0.19961624,1.44745469,1.47594976,0.90875489,4.04639769,0.04454859,-0.78241605,-1.49896610,-0.71654999,35.89448166,0.00000001,2.40091920,2.44079542,0.03987629,0.00449645,6.28,0.00,
4.04,5.73,0.00,0.17,60.00,158.00,2.00,4.30,122.00,22.24,0.69,1.36724901,0.72718149,0.33774042,1.07611585,0.87707168,3.55984235,0.05949745,4.87,0.62883437,2.09375930,1.32743514,1.85224032,0.23017013,0.69479525,0.04868675,-0.79817027,1.03157628,0.78913534,2.82761121,0.09298580,-0.63240296,-1.39456022,-0.76215720,46.16657257,0.00000000,9.25078678,8.74952984,-0.50125653,0.61796451,6.28,0.00,
6.78,4.04,0.00,0.10,60.00,158.00,6.00,4.91,136.00,14.34,0.78,0.92158943,1.50218463,0.40156844,-0.69438094,0.53274041,0.71499747,0.39800222,6.60,1.84725702,-0.63104737,1.27729392,0.86749107,1.33676052,0.35405391,1.67297947,1.16087437,-0.67354244,0.80054539,1.57102764,0.21036720,-0.50683451,-0.76384521,-0.25701073,3.94416118,0.04797889,-0.43397012,1.74639690,2.18036699,3.95174861,6.28,0.00,
3.61,6.27,0.00,0.19,60.00,159.00,1.00,4.36,113.00,23.05,0.75,1.75864828,1.01252615,1.76087308,0.77703857,1.32727146,7.10600710,0.00781275,5.22,3.01497579,-0.20069005,1.47845900,-0.04369760,2.53509760,1.39682567,2.60641098,1.59078193,0.81486261,1.46442592,8.52149582,0.00359287,-1.00249994,-1.77601528,-0.77351534,40.13889694,0.00000000,-0.74978793,-0.66076720,0.08902068,0.01860584,6.28,0.00,
3.99,6.02,0.00,0.16,60.00,159.00,2.00,4.40,114.00,23.16,0.72,1.63343310,0.87652677,1.34412479,1.02371347,1.21944952,8.11028481,0.00449620,4.49,0.99995941,0.13435678,2.68069291,1.51448381,1.44857717,1.87894952,0.75488710,0.81954509,1.06090558,1.25345170,8.38519764,0.00386987,-0.70289487,-1.46789718,-0.76500231,46.69184875,0.00000000,-6.01023245,-7.40156651,-1.39133406,4.55038786,6.28,0.00,
6.12,4.65,0.00,0.16,60.00,159.00,5.00,4.80,128.00,17.94,0.72,-1.76140690,-2.91846180,-2.70026374,-2.24608517,-2.40655446,22.70159531,0.00000219,5.30,-2.22745180,-2.79621983,-3.07957530,-1.45521688,-3.04367709,-2.54920244,-2.18746924,-2.29855442,-2.23981786,-2.42836761,22.42702484,0.00000252,-0.37756282,-0.74050122,-0.36293843,9.25854588,0.00255942,-6.20296955,-6.56506157,-0.36209205,0.20177008,6.28,0.00,
6.65,4.31,0.00,0.18,60.00,159.00,6.00,4.93,129.00,13.06,0.73,-2.64339066,-2.00870562,-2.70738912,-2.04353881,-2.35075593,14.23212814,0.00017157,6.53,-3.33195114,-4.38247156,-1.86013508,-0.63501310,-0.77201331,-3.47981954,-2.59589505,-1.58879745,-1.90414023,-2.28107619,13.18024063,0.00029807,-0.49284065,-0.68789935,-0.19505870,2.22323251,0.13703882,-10.74773407,-10.80180836,-0.05407468,0.00190678,6.28,0.00,
6.71,4.29,0.00,0.12,60.00,159.00,7.00,4.95,126.00,13.32,0.78,1.27511573,0.74669957,1.33623970,0.98669976,1.08618867,2.31604362,0.12837741,7.48,-0.77157533,0.54819083,2.24689794,3.71583796,1.16942286,1.91832221,-1.14494538,1.19458532,1.03442240,1.10013866,2.34231973,0.12623590,-0.53350306,-0.57103872,-0.03753566,0.07007448,0.79141707,0.83889455,1.55263674,0.71374226,0.36015731,6.28,0.00,
3.65,6.72,0.00,0.19,60.00,160.00,1.00,4.57,105.00,20.71,0.69,1.07502127,1.21469665,1.82327604,0.59921801,1.17805302,5.24509001,0.02222673,5.39,1.09613931,2.64254904,1.05733836,1.37735939,0.53638667,1.01767731,0.96970367,2.14418912,0.56561410,1.26617229,5.90069962,0.01532001,-0.81742269,-1.59281600,-0.77539325,29.80737495,0.00000010,1.11273456,-1.11053514,-2.22326970,12.97318745,6.28,0.00,
3.99,6.44,0.00,0.16,60.00,160.00,2.00,4.58,108.00,21.35,0.73,-0.74427301,-0.88145518,-0.85651833,-1.53768349,-1.00498247,4.23649216,0.03983556,5.12,-0.49091962,-1.50069129,-1.09117198,-0.93688864,-0.98774040,-0.99073982,0.74544948,-0.84930354,-1.46728957,-0.84019178,2.89092493,0.08940811,-0.53764749,-1.27002001,-0.73237252,39.84381104,0.00000000,-5.93466949,-6.38384581,-0.44917622,0.47508031,6.28,0.00,
6.15,5.01,0.00,0.20,60.00,160.00,5.00,4.94,127.00,16.54,0.72,-0.46684781,-0.10917215,-0.83760673,-0.17955542,-0.39829552,0.62338752,0.42998784,5.29,-0.86351150,0.06439389,-1.59081805,-0.15561472,-0.60916567,-0.47929910,-0.53839409,0.24716680,-0.22008912,-0.46013179,0.80966985,0.36844663,0.14310850,-0.15755360,-0.30066210,5.73663998,0.01725113,6.12128067,7.68053675,1.55925596,4.64626217,6.28,0.00,
6.62,4.71,0.00,0.19,60.00,160.00,6.00,5.05,129.00,16.08,0.72,0.44083083,0.37635404,1.12980640,0.54172480,0.62217903,1.06833863,0.30158350,6.31,-0.73412830,1.63965690,-1.21967793,1.29844928,0.57803416,2.42675328,-0.22730625,1.00205135,0.51311272,0.58574092,0.93000901,0.33510678,0.12822765,0.02243301,-0.10579464,0.61166686,0.43480120,-10.81157970,-12.12005329,-1.30847275,2.09474206,6.28,0.00,
3.98,7.11,0.00,0.16,60.00,161.00,1.00,4.88,108.00,20.61,0.72,-0.46323255,-0.61587054,-0.03853266,0.50681865,-0.15270428,0.09974995,0.75219913,5.07,-0.45957288,-0.04630072,-1.91576517,-1.13798189,1.39079010,-1.19990015,0.54369295,0.37774411,0.56938696,-0.20844764,0.18311939,0.66880338,-0.38792145,-1.09737730,-0.70945591,14.35483170,0.00018422,-2.90930963,-4.51771593,-1.60840642,5.40671492,6.28,0.00,
6.30,5.24,0.00,0.17,60.00,161.00,5.00,5.09,127.00,20.12,0.73,0.19003494,0.00764768,-0.82764614,0.04961641,-0.14508677,0.07451537,0.78493161,5.57,0.31697422,-0.66083634,-0.20843731,-1.03176165,-0.35304564,1.66251254,-3.05730057,-0.04548475,-0.18485828,-0.39540839,0.54631621,0.46000997,0.56327188,0.38004994,-0.18322192,1.86748302,0.17282586,-2.31267428,-3.63411021,-1.32143581,3.12305140,6.28,0.00,
6.54,5.01,0.00,0.12,60.00,161.00,6.00,5.12,125.00,15.79,0.73,1.16918719,0.48814252,0.50787950,-0.00044483,0.54119110,0.63523400,0.42564065,7.12,1.51065838,0.36304814,0.16519116,-0.95112377,2.10268164,0.74865025,1.26166344,0.41131777,-0.02108651,0.62060106,0.81465989,0.36697564,0.86398715,0.95648909,0.09250192,0.41849712,0.51820137,6.13941860,7.18582487,1.04640627,1.01529205,6.28,0.00,
