x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
-4.90,-4.12,0.00,0.17,75.00,148.00,3.00,4.47,162.00,25.82,0.78,-0.95584053,-0.09860010,-0.28826442,-0.80040675,-0.53577793,2.68105412,0.10188425,3.37,-0.74168783,0.71449268,-0.59922010,-0.91232133,-1.32961929,-0.17582792,0.69929165,-1.13121033,-0.78464144,-0.47294256,2.08144259,0.14943519,-0.52953029,-1.08146429,-0.55193406,29.27751350,0.00000013,2.57095575,1.92627466,-0.64468122,1.38741863,6.28,0.00,
-0.17,-5.07,0.00,0.13,75.00,148.00,9.00,3.50,103.00,20.79,0.84,0.76172572,0.99023372,1.38701689,0.72472996,0.96592659,4.50806046,0.03399705,4.69,1.13610733,1.09289181,0.48402995,2.11722040,2.18109822,1.52603972,0.72978055,-0.10827413,0.86555761,1.11271417,5.93937349,0.01499245,-1.59857142,-1.91424000,-0.31566861,7.43600368,0.00678957,-1.34724319,-0.38478646,0.96245670,1.53704941,6.28,0.00,
-5.29,-4.21,0.00,0.29,75.00,149.00,2.00,4.70,155.00,26.19,0.74,-0.37320417,0.22312066,0.17421691,0.04686831,0.01775043,0.00254753,0.95975619,3.63,-0.38457543,0.79062289,-0.39474332,0.12466403,-0.25808001,0.75306588,0.64153463,-0.88227743,0.11756452,0.05636310,0.02544954,0.87328659,0.45948920,-0.34174937,-0.80123854,45.98387909,0.00000000,1.72647870,1.38800728,-0.33847144,0.30643013,6.28,0.00,
-4.81,-4.53,0.00,0.27,75.00,149.00,3.00,4.42,160.00,23.92,0.77,-0.43824318,0.15207264,-0.42141181,-0.71184117,-0.35485587,0.95641857,0.32834329,3.74,0.23659153,0.06540482,-0.74594980,-0.75842863,-0.11814599,0.37091783,-0.37260193,-0.43386325,-0.68681657,-0.27116102,0.55099225,0.45809957,-0.34136292,-0.98828691,-0.64692402,41.54981995,0.00000000,2.92381239,1.44831097,-1.47550130,5.58673239,6.28,0.00,
-0.34,-5.54,0.00,0.13,75.00,149.00,9.00,3.83,134.00,19.20,0.84,1.98059011,1.63728547,1.71678007,1.44211745,1.69419324,9.33626461,0.00231025,5.72,2.50899458,1.90549278,1.87484884,2.36797476,2.17558813,1.64570570,0.12935278,1.94736719,1.48596132,1.78058279,10.19902515,0.00145229,-1.54161310,-2.09234142,-0.55072826,22.20880890,0.00000383,-1.29539692,0.31437334,1.60977030,4.03952837,6.28,0.00,
0.05,-5.70,0.00,0.13,75.00,149.00,10.00,4.03,124.00,14.90,0.79,-0.68481505,-0.45631623,-0.27351418,-0.86578327,-0.57010716,0.73734474,0.39073239,6.85,-1.28235030,-0.70922947,-0.76611167,0.49936941,-0.74153221,0.89888233,0.18906215,-1.47851896,-0.76003134,-0.46070105,0.47637856,0.49023911,-1.51268327,-2.11477947,-0.60209632,28.14037514,0.00000023,-12.99078751,-12.53332710,0.45746088,0.14334770,6.28,0.00,
-5.55,-4.65,0.00,0.30,75.00,150.00,2.00,4.82,157.00,22.83,0.70,0.38772640,-0.36701053,0.24297149,-0.11708845,0.03664972,0.00758246,0.93062866,4.35,0.05886672,0.35195971,-0.95200360,-0.78744078,0.10557898,0.73265964,0.65980345,0.35235867,-0.11230484,0.04545205,0.01151448,0.91456968,0.63329327,-0.35586560,-0.98915887,56.92934418,0.00000000,-4.31093740,-6.05550766,-1.74457026,7.77425575,6.28,0.00,
-5.04,-4.92,0.00,0.25,75.00,150.00,3.00,4.55,159.00,25.85,0.67,1.21153069,0.57230234,0.99544317,0.73740578,0.87917048,5.03304482,0.02510108,4.04,0.48661131,1.34440875,0.68375379,0.89905089,1.24023545,0.40892053,0.43426344,1.69216931,0.70705092,0.87650758,4.93927145,0.02649244,-0.30439952,-1.05127740,-0.74687785,54.23473740,0.00000000,0.21593343,0.35418311,0.13824968,0.05834882,6.28,0.00,
-3.47,-5.44,0.00,0.09,75.00,150.00,5.00,4.01,161.00,22.33,0.79,-0.34001586,-0.01703355,0.05212885,-0.68228042,-0.24680024,0.28253713,0.59516908,4.79,0.28032199,0.36305955,0.10534371,-0.51490897,0.14988612,0.14865963,-1.15170050,0.09733790,-0.64754069,-0.12981908,0.07712675,0.78129118,-0.82551581,-1.51591885,-0.69040298,49.90913391,0.00000000,0.41960365,-0.77302271,-1.19262636,3.42507243,6.28,0.00,
-5.46,-5.12,0.00,0.18,75.00,151.00,3.00,4.78,151.00,21.80,0.67,0.08206453,-0.57746583,0.20942731,-0.26562139,-0.13789883,0.10992020,0.74030914,4.29,-0.30266744,-1.03926265,0.10458058,-0.39764419,0.24454053,-0.05458211,0.34593993,0.19113426,-0.28208262,-0.13209486,0.09930528,0.75273546,-0.49684161,-1.38469875,-0.88785708,68.34844971,0.00000000,-1.84278667,-1.69831347,0.14447312,0.05410350,6.28,0.00,
-3.68,-5.58,0.00,0.10,75.00,151.00,5.00,4.12,162.00,22.97,0.79,0.62680393,0.60833406,0.38971746,0.79372084,0.60464412,2.37610221,0.12354224,4.05,0.38412133,1.71430528,-0.11753382,-0.37328732,0.71232063,0.98724049,1.43234169,-0.43246785,0.80720526,0.56768131,2.08748913,0.14884609,-0.74341303,-1.43204868,-0.68863565,48.44450760,0.00000000,0.47622836,-0.06474943,-0.54097778,0.65186089,6.28,0.00,
-4.42,-3.40,0.00,0.17,76.00,146.00,3.00,4.26,164.00,26.19,0.71,1.25266230,0.37083459,0.53264928,0.17783239,0.58349466,2.76133537,0.09690210,3.62,0.57506824,-0.29631501,1.61183274,0.26594204,0.95831084,0.71716076,0.71394372,0.83662498,0.11904522,0.61067909,2.98749995,0.08424082,-0.77934229,-1.03461266,-0.25527036,6.08810949,0.01419721,2.20437932,4.14261961,1.93824017,11.81008911,6.28,0.00,
0.12,-4.46,0.00,0.16,76.00,146.00,9.00,3.09,110.00,23.78,0.78,0.12271728,-0.16341989,-0.96648836,-0.36041787,-0.34190220,0.87044054,0.35107372,3.78,-0.81583935,-0.59403574,-0.42295766,0.21765949,-0.31483641,-1.09520113,-0.44026375,0.21854027,-0.44793263,-0.41013023,1.23133028,0.26743471,-0.87842458,-0.89996058,-0.02153599,0.04491293,0.83231569,-4.64207029,-3.79523683,0.84683341,1.52148759,6.28,0.00,
0.48,-4.57,0.00,0.12,76.00,146.00,10.00,3.24,110.00,22.28,0.74,1.22920632,1.29083860,1.50527954,1.65302610,1.41958761,13.32840061,0.00027588,4.01,2.11738467,1.31342030,2.45438337,1.37917352,1.56235361,1.32572877,1.29918110,-0.17138727,1.71173263,1.44210875,13.70773411,0.00022611,-0.73213160,-0.87571144,-0.14357987,1.93391001,0.16541619,-0.97725552,-0.99781096,-0.02055540,0.00128950,6.28,0.00,
-4.85,-3.48,0.00,0.25,76.00,147.00,2.00,4.52,160.00,26.25,0.72,-0.01731317,-0.62834877,-0.51138389,-0.13639864,-0.32336113,0.62451959,0.42957267,4.22,0.01400043,-1.62791133,0.00622163,-1.26866412,0.68548310,-0.79346013,0.09675153,-0.49257335,-0.19804250,-0.39717960,0.93737745,0.33320438,-0.61624521,-1.22024953,-0.60400432,35.25712204,0.00000001,2.42743063,1.87759805,-0.54983264,1.04960489,6.28,0.00,
-4.49,-3.54,0.00,0.30,76.00,147.00,3.00,4.29,165.00,23.18,0.72,-0.90911084,0.44197562,0.24623926,0.02127784,-0.04990453,0.01864801,0.89140974,3.77,0.87845552,-0.70841968,0.37170354,-0.56524408,0.22434248,1.19852948,-0.62829930,-0.63133472,0.12268139,0.02912802,0.00629121,0.93679740,-0.86443335,-1.35199869,-0.48756537,22.56275749,0.00000323,-3.53127933,-3.62753558,-0.09625641,0.02354704,6.28,0.00,
