x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
9.38,2.90,0.00,0.25,96.00,162.00,15.00,4.26,155.00,14.84,0.45,3.16787028,3.00774455,2.47142839,3.58761120,3.05866361,18.50730896,0.00001867,7.45,3.99781799,3.80466652,0.53550816,1.88965428,1.60275376,3.58043218,1.33254361,4.85829067,3.32077670,2.76639128,14.89887142,0.00012112,-0.94948047,-2.90920925,-1.95972872,124.04627228,0.00000000,-2.74525619,-5.82466841,-3.07941222,12.66738987,0.00,0.00,
9.74,2.52,0.00,0.28,96.00,163.00,14.00,4.47,154.00,21.73,0.17,0.86860925,0.05562568,0.35597020,0.58614284,0.46658701,0.79878867,0.37168167,5.47,-1.24514699,0.84249091,0.85427535,0.92156267,0.76353359,-0.41680944,0.83846736,1.31895721,0.68235010,0.50612456,0.91847038,0.33812152,-0.90195161,-2.78319025,-1.88123870,112.36222076,0.00000000,-4.49605751,-6.07156134,-1.57550395,3.89677310,0.00,0.00,
9.75,2.85,0.00,0.41,96.00,163.00,15.00,4.44,149.00,15.98,0.47,3.41798329,2.22102165,4.04473066,2.83666682,3.13010049,25.73736572,0.00000047,6.47,1.85891354,2.36860299,2.04382730,3.34862709,3.21791959,4.50054884,3.88428283,4.93634510,2.93564081,3.22951269,26.71590233,0.00000029,-0.93287951,-3.17258930,-2.23970985,131.03823853,0.00000000,-9.66008377,-10.98432541,-1.32424247,2.30838227,0.00,0.00,
10.00,2.07,0.00,0.24,96.00,164.00,13.00,4.64,153.00,12.61,0.19,2.00144529,1.98728514,2.78061438,0.03777155,1.70177913,4.63174438,0.03163648,8.29,2.41813302,0.01142676,3.11970234,2.32135010,2.03432345,2.59253931,3.72042131,2.68449306,0.17912889,2.11804867,6.99649811,0.00830218,-0.13210617,-1.88311040,-1.75100422,93.72505188,0.00000000,-5.66532946,-6.79930258,-1.13397288,0.62044632,0.00,0.00,
10.09,2.33,0.00,0.40,96.00,164.00,14.00,4.66,140.00,14.43,0.19,3.98738503,2.76611638,3.57285452,4.31117439,3.65938258,28.63232040,0.00000011,7.17,3.10422397,3.85733986,4.13084078,2.55085516,5.09876680,1.95201218,3.42750645,3.69805336,4.36728430,3.57274413,26.59698677,0.00000031,-0.51351291,-2.57898521,-2.06547236,108.65287781,0.00000000,4.35197592,3.29335666,-1.05861938,0.91303366,0.00,0.00,
1.82,9.02,0.00,0.87,96.00,174.00,13.00,3.42,105.00,5.84,0.53,13.75855732,8.36052608,6.27425575,8.81430340,9.30191040,38.77259827,0.00000000,15.66,11.93490124,8.29059982,7.52234030,9.03817558,5.96938610,7.50572109,14.78107262,10.57446003,8.75641823,9.36541176,37.93603516,0.00000000,1.43534648,-4.73617744,-6.17152405,273.41448975,0.00000000,2.47017932,5.68282175,3.21264243,1.94335330,0.00,0.00,
9.07,2.98,0.00,0.20,97.00,161.00,15.00,4.10,168.00,15.21,0.62,-0.12954429,0.55612940,-1.91592109,0.19857490,-0.32269025,0.17570083,0.67518877,8.07,-2.87652779,-1.94511294,-0.62371653,-0.15843567,2.52258492,0.46035516,-0.29745716,-0.82431102,0.29114008,-0.38311440,0.24181914,0.62300927,-0.44574669,-2.21557474,-1.76982796,112.19824219,0.00000000,-2.00133109,-0.68139297,1.31993818,1.58165908,0.00,0.00,
9.08,2.53,0.00,0.27,97.00,162.00,14.00,4.15,161.00,16.65,0.57,3.06335282,2.78701305,2.86144638,2.86810803,2.89498019,19.80693817,0.00000958,6.82,3.10485482,3.17164397,2.19859004,3.38485932,3.23873210,1.27480614,1.50539994,5.22275591,2.79805112,2.87486601,19.17115021,0.00001328,-1.14181173,-3.04752541,-1.90571368,118.78469849,0.00000000,-5.25922680,-5.59319067,-0.33396387,0.11626905,0.00,0.00,
9.11,2.88,0.00,0.41,97.00,162.00,15.00,4.13,158.00,17.27,0.56,3.86600566,1.76760852,2.46607780,3.46117592,2.89021707,14.90885639,0.00012045,7.85,4.06498432,4.27103043,0.55725479,3.02366185,2.14260626,0.98641771,3.62148976,2.92846346,3.41224813,2.77590537,13.40846729,0.00026436,-0.96364200,-3.03919792,-2.07555580,129.30245972,0.00000000,-0.82373416,-4.05117702,-3.22744298,11.25931168,0.00,0.00,
9.26,2.06,0.00,0.28,97.00,163.00,13.00,4.28,158.00,18.96,0.52,-0.18547845,-0.36312258,0.66981721,-0.23586051,-0.02866108,0.00215394,0.96299276,6.49,0.60235602,-0.22174528,0.55691785,0.19755571,-2.62928486,0.29329452,1.30748534,0.49429950,-0.20322967,0.04413905,0.00495779,0.94388092,-0.66318357,-2.51713037,-1.85394692,119.75434113,0.00000000,-7.86403894,-9.67358112,-1.80954206,4.45080519,0.00,0.00,
