x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
6.09,8.26,0.00,0.35,84.00,138.00,8.00,6.37,nan,20.59,0.69,0.29252616,0.50987250,0.90472919,1.89812124,0.90131229,3.43955231,0.06396134,5.16,0.12816940,0.47709423,0.80063468,1.66850269,1.42006147,0.36449140,0.09851418,-0.54029459,1.82819235,0.69323564,2.01032972,0.15655962,-0.64866984,-0.98315758,-0.33448777,13.40278339,0.00029867,-1.88195074,-1.36848998,0.51346070,0.51238894,4.45,5.09,
6.02,8.01,0.00,0.14,84.00,138.00,9.00,6.17,nan,20.71,0.66,1.65763581,2.38079429,1.72815979,2.28190660,2.01212406,21.32509804,0.00000441,4.62,1.35486388,1.99356639,0.92526138,2.56533146,1.21097302,1.88342977,2.27595711,3.27013350,2.29529190,1.97300375,20.29413414,0.00000747,-0.82930946,-1.06149757,-0.23218817,6.70090151,0.01012388,0.61540103,3.02350831,2.40810728,10.30197430,6.28,0.00,
5.63,8.68,5.00,0.48,84.00,139.00,7.00,6.87,nan,24.62,0.70,0.31389129,0.18196268,0.92125005,0.10156349,0.37966689,1.00655961,0.31598286,4.02,0.56829453,-1.21008813,0.34824607,1.04060674,0.88544393,1.01010466,0.36415803,0.78958851,0.11564162,0.43423155,1.30526900,0.25354117,-0.55634624,-1.12228549,-0.56593925,30.11817932,0.00000009,1.23218894,-0.50542980,-1.73761880,6.79856205,4.47,5.16,
5.51,8.38,0.00,0.36,84.00,139.00,8.00,6.65,nan,19.95,0.69,0.71283394,-0.41934770,0.25839180,-0.35542530,0.04911318,0.01118529,0.91579458,4.92,-0.46751526,0.22553581,-1.03433824,1.41539752,-1.04432654,0.53004760,1.11507761,0.64649367,-0.30036706,0.12054656,0.06686554,0.79601252,-0.79937935,-1.20798302,-0.40860364,17.66866875,0.00003509,-1.11711371,0.18022300,1.29733670,2.25630927,4.47,4.93,
5.56,8.11,0.00,0.14,84.00,139.00,9.00,6.39,nan,19.79,0.68,0.60121936,0.90653604,0.70220715,0.22854926,0.60962796,1.92354357,0.16579050,4.67,-0.91370559,1.49115682,1.18394661,0.66727614,0.97148287,0.47598827,0.27507541,2.13260102,0.20705433,0.72048724,2.67405438,0.10232751,-1.00404286,-1.31807470,-0.31403184,11.39578438,0.00083689,-3.22775984,-1.70917523,1.51858461,5.19943142,6.28,0.00,
5.03,8.86,0.00,0.51,84.00,140.00,7.00,7.25,nan,22.37,0.72,0.45310113,0.64050770,0.36983976,-0.26443726,0.29975283,0.52640688,0.46829935,4.39,0.03702046,-0.53015536,-0.39895600,0.28047073,1.90083790,0.80879718,0.84343117,1.11595488,-0.23817816,0.42393374,1.04631341,0.30661835,-0.68496680,-1.22032285,-0.53535604,22.96477509,0.00000264,-0.51334935,-1.32712257,-0.81377321,0.91077429,4.49,4.99,
4.92,8.59,4.00,0.38,84.00,140.00,8.00,7.03,nan,19.08,0.70,0.20007142,0.32298893,-0.41438049,0.12459236,0.05831806,0.01452191,0.90410698,5.13,-0.07335798,-1.16382027,-1.24352956,0.72626340,-0.05979276,1.53092933,0.71586651,-0.10753215,0.15874815,0.05369899,0.01220149,0.91206764,-0.90013379,-1.34146583,-0.44133210,17.90880013,0.00003116,-0.41354358,-0.88352197,-0.46997836,0.23769851,4.48,4.78,
4.77,8.39,0.00,0.15,84.00,140.00,9.00,6.91,nan,23.03,0.69,1.18819964,-0.06376450,0.76585644,0.47460821,0.59122497,1.85912514,0.17304747,4.60,-1.27029407,2.55904579,1.73325098,1.40687907,-0.27381012,0.15287736,0.41612202,0.49496406,0.45254165,0.62954503,2.10757589,0.14690184,-1.07695878,-1.43712795,-0.36016914,14.04342842,0.00021568,0.66979474,0.71493220,0.04513750,0.00431750,6.28,0.00,
4.46,9.22,3.00,0.57,84.00,141.00,7.00,7.81,nan,16.34,0.73,0.61174303,0.60086894,0.71732533,0.14141396,0.51783782,0.65157288,0.41975209,6.81,0.04778702,0.02769995,-0.34017214,0.46514612,1.45349860,0.63069302,0.77152616,2.23763466,0.16479364,0.60590541,0.88106412,0.34814922,-0.74914992,-1.23780203,-0.48865205,17.17363930,0.00004485,-2.86638570,-2.73954201,0.12684380,0.01823176,4.50,4.64,
4.37,8.88,2.00,0.40,84.00,141.00,8.00,7.51,nan,17.03,0.71,-0.50374436,0.39928156,-0.58347088,0.33114651,-0.08919679,0.03075863,0.86081718,5.39,1.07857311,-1.39580607,-0.76955640,-0.47933426,-0.50740111,-0.27875933,0.18032436,0.29082167,0.37135676,-0.16758573,0.10726737,0.74334914,-0.93352801,-1.34440982,-0.41088188,13.56149864,0.00027549,-0.46622759,-3.22969723,-2.76346946,7.79552603,4.50,4.64,
