x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
-5.53,-4.76,0.00,0.12,67.00,148.00,6.00,4.23,90.00,23.35,0.62,1.00458086,1.74462712,1.78210247,1.44076061,1.49301779,14.26888371,0.00016848,3.99,1.39963388,0.77678448,2.32291269,0.31154364,1.86890984,2.31104660,1.41764414,1.53865910,1.42542720,1.48435438,13.89108181,0.00020541,-1.17150319,-2.37024570,-1.19874239,136.16497803,0.00000000,3.89829421,1.97906387,-1.91923034,10.02848339,4.47,1.58,
-5.17,-4.99,2.00,0.20,68.00,147.00,6.00,4.09,78.00,28.05,0.63,1.37587714,0.60829574,0.88971359,0.94747329,0.95533997,6.76551676,0.00944039,3.71,0.61911172,1.13126552,2.22980666,0.75101811,0.78648186,1.10789526,1.31263983,-0.60924613,0.88978684,0.91228235,6.10902166,0.01362747,-1.07729399,-2.49981165,-1.42251754,156.02067566,0.00000000,-5.39453745,-5.52076721,-0.12622967,0.05643199,6.28,0.00,
-5.46,-4.82,5.00,0.31,68.00,148.00,6.00,4.20,76.00,31.00,0.68,1.31204867,1.50523245,2.14590406,1.43093133,1.59852910,29.05256081,0.00000009,2.99,1.83239305,2.79172945,0.95643473,2.51908398,1.86398005,1.51165938,0.48006517,1.43473756,1.47224879,1.64971888,30.71939468,0.00000004,-1.04227185,-2.85674405,-1.81447208,247.50596619,0.00000000,-0.84865123,-4.83906174,-3.99041033,56.22453308,4.47,1.58,
-5.59,-4.71,3.00,0.30,68.00,149.00,6.00,4.25,79.00,29.64,0.71,2.63738322,3.71508551,2.93394256,2.49628615,2.94567442,81.82501221,0.00000000,3.29,3.19655871,2.48066950,3.41949630,2.53631139,2.47482538,3.29021001,4.60392427,3.07109666,2.45695257,3.05583501,86.69484711,0.00000000,-1.05177808,-2.96568418,-1.91390610,279.40512085,0.00000000,-0.04916824,-3.84489155,-3.79572320,67.84223938,4.47,1.58,
-5.91,-4.52,1.00,0.16,68.00,150.00,6.00,4.40,83.00,29.09,0.73,3.83000112,3.44281316,3.53544402,2.96282649,3.44277120,96.59661865,0.00000000,3.53,3.82263708,3.85832000,4.10493565,2.77682066,3.50109982,3.64401937,2.22905755,4.57857466,2.95367670,3.49307466,98.57555389,0.00000000,-1.32761729,-2.97051406,-1.64289665,219.85786438,0.00000000,-4.02902555,-5.76016378,-1.73113823,11.83116245,6.28,0.00,
-5.11,-4.40,0.00,0.15,69.00,146.00,5.00,4.00,79.00,21.81,0.69,0.03481404,-0.20557986,-0.62493730,-0.52025729,-0.32899010,0.46757358,0.49427498,4.85,-1.10153949,-0.41209388,-0.01954253,-1.07532024,-1.32622969,0.61203331,0.36197644,0.52812886,-0.56070310,-0.33225521,0.46977958,0.49325939,-1.24331129,-2.19884276,-0.95553148,71.27437592,0.00000000,-8.74800014,-10.37564564,-1.62764537,5.23481512,6.28,0.00,
-4.94,-4.73,0.00,0.14,69.00,146.00,6.00,3.95,87.00,22.88,0.73,-1.34387743,-1.82402527,-1.29257488,-1.03653407,-1.37425292,8.46160030,0.00371311,4.77,-0.33282059,-2.39544988,-0.38222036,-1.61313784,-2.27071571,-1.30075777,-2.04338861,-1.63724935,-1.09295356,-1.45062506,9.29441833,0.00236357,-0.93447363,-2.25751495,-1.32304132,124.11259460,0.00000000,-6.27474117,-5.79899502,0.47574589,0.59043872,6.28,0.00,
-5.24,-4.18,0.00,0.13,69.00,147.00,4.00,4.06,80.00,26.48,0.68,-0.28091228,0.64298642,0.11528692,-0.55117673,-0.01845392,0.00202834,0.96408732,4.17,1.00500000,0.15946959,0.22664653,-1.79079258,0.55612427,1.11365986,0.85785508,-0.57989758,-0.56464708,0.10915940,0.06923203,0.79251652,-0.83332247,-1.74850571,-0.91518319,77.22152710,0.00000000,-1.06929576,-0.62064219,0.44865361,0.65874660,6.28,0.00,
-5.24,-4.38,3.00,0.24,69.00,147.00,5.00,4.06,79.00,23.10,0.66,0.30224288,0.04853863,0.50445729,-0.02504273,0.20754901,0.23002043,0.63162084,4.37,0.32913628,-1.07008493,0.54327822,0.97793311,-1.34627330,1.17481601,0.06856704,1.40291345,-0.07185878,0.22293541,0.26412743,0.60742071,-1.07705116,-2.46393943,-1.38688838,157.28320312,0.00000000,-3.32772183,-4.41815233,-1.09043062,4.03777266,4.47,1.78,
-5.05,-4.80,7.00,0.33,69.00,147.00,6.00,4.01,89.00,34.05,0.68,1.12907469,0.64420432,0.98669553,1.66340959,1.10584605,10.93787575,0.00097809,3.37,1.06702423,0.65369147,0.93748564,1.16070843,0.57538772,0.75500447,0.43754065,1.70194411,1.67186594,0.99463248,8.67988110,0.00329768,-1.08605123,-2.97767329,-1.89162195,222.06388855,0.00000000,-3.45990539,-5.32645273,-1.86654711,12.70008564,4.44,1.72,
