x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
-9.77,0.19,0.00,0.86,94.00,168.00,16.00,5.37,74.00,2.96,0.22,-2.69539309,4.31795692,2.61438608,-0.82240540,0.85363621,0.06907903,0.79274024,33.48,12.31685352,1.49068737,-8.34764767,3.80078840,5.26497030,4.08502626,-6.99165297,4.39315081,-0.11978837,1.76405501,0.29344821,0.58814874,-11.61740112,-12.39456844,-0.77716744,0.92975754,0.33574338,-30.24496841,-33.61455536,-3.36958861,0.51375288,0.00,0.00,
-9.53,-0.02,0.00,0.89,94.00,168.00,17.00,5.25,109.00,3.55,0.00,-9.11437511,-6.80876970,-3.79072785,-3.71022511,-5.85602427,4.90675068,0.02699176,27.26,-13.64399815,6.69871044,-5.16730881,-8.93722343,-3.40725827,-13.90786076,-9.39625359,-4.44999599,-3.80418468,-6.21770620,5.54310131,0.01876033,-12.05376339,-12.34543514,-0.29167196,0.09333287,0.76020512,6.49839258,14.00727654,7.50888395,2.23730707,0.00,0.00,
-8.55,-1.50,0.00,0.86,95.00,165.00,18.00,4.92,94.00,3.98,0.68,1.13134360,2.36183548,-1.52539897,4.30811882,1.56897461,0.35618117,0.55077897,27.11,-1.80064774,-3.25389051,3.00686550,1.19172192,5.60322142,3.65192747,-5.11292124,1.63456547,4.30626392,1.02420878,0.15021048,0.69842279,-8.26878834,-9.31838226,-1.04959452,1.23814917,0.26676571,-11.19790840,-16.05549812,-4.85759020,1.94090188,0.00,0.00,
-8.25,-2.02,0.00,0.83,95.00,165.00,19.00,4.91,109.00,3.73,0.00,-2.41421461,-4.36032152,-5.60905123,-5.87491465,-4.56462526,3.16299033,0.07564927,26.47,-5.86472321,-9.52682590,-4.10827541,-4.91459465,-0.88331497,-8.78722572,-3.93469763,1.74160659,-6.43714046,-4.74138641,3.37959385,0.06632640,-9.19234467,-10.13338089,-0.94103640,0.82085383,0.36569596,-22.19347191,-21.67176247,0.52171046,0.01464048,0.00,0.00,
-8.17,-2.13,0.00,0.85,95.00,165.00,20.00,4.91,120.00,4.53,0.00,4.83412933,0.90282881,-0.31499255,0.18982719,1.40294814,0.51096725,0.47489849,20.24,6.63268471,0.09922167,4.47720814,-1.12358534,2.50229073,-1.07663858,3.17377138,-1.38409495,-0.10481615,1.46476066,0.54987866,0.45855409,-10.52911758,-11.41702271,-0.88790447,0.66677189,0.41486134,-10.80332375,-13.99224377,-3.18891978,0.80046827,0.00,0.00,
-9.21,-0.74,0.00,0.82,95.00,166.00,17.00,5.15,91.00,4.93,0.42,3.00106215,3.95681643,3.03071642,0.98665529,2.74381256,1.55935907,0.21207099,22.66,7.40704346,0.60617155,6.74551535,1.28535342,13.92823696,1.05355692,-1.07502055,-1.20025730,1.13866329,3.31770825,2.28633094,0.13085713,-7.59652281,-8.11138630,-0.51486355,0.40520376,0.52492490,-40.78929901,-44.26292038,-3.47362304,1.11915493,0.00,0.00,
-8.83,-1.17,0.00,0.80,95.00,166.00,18.00,5.01,97.00,4.65,0.59,1.50283539,1.12475383,1.61699891,0.87763631,1.28055608,0.32692027,0.56761533,23.10,2.27186799,1.04447067,2.77183533,-0.49358556,13.75121403,2.06441665,-11.28358555,3.27081013,1.15750623,1.61559939,0.52705055,0.46803178,-8.64295673,-8.92019272,-0.27723643,0.08426509,0.77180970,-14.59600163,-12.55190563,2.04409647,0.46401930,0.00,0.00,
-8.33,-1.77,0.00,0.71,95.00,166.00,19.00,4.87,99.00,4.40,0.58,-5.07181168,-1.85030723,-5.25993919,-1.71946728,-3.47538137,2.71477795,0.09975807,21.75,0.35564145,-8.58681488,0.28909954,-6.65593576,-1.30757153,-6.26242542,-8.95307541,-1.47743142,-1.95563841,-3.83551097,3.28275537,0.07033305,-10.10809517,-10.21237946,-0.10428461,0.01050125,0.91845124,-6.97247553,-10.18921375,-3.21673846,0.57800752,0.00,0.00,
-8.28,-1.90,0.00,0.81,95.00,166.00,20.00,4.89,107.00,4.69,0.67,0.34812269,2.89348984,-0.13381894,4.13642120,1.81105363,1.02653694,0.31123498,18.43,0.81462801,-3.90165734,0.44712207,6.30900621,-0.31490305,4.08800316,4.73930168,-3.13242412,4.34041929,1.48623407,0.68798727,0.40706222,-12.33812332,-12.41418648,-0.07606328,0.00531304,0.94194430,-5.05986214,-4.50400162,0.55586094,0.02378689,0.00,0.00,
-9.89,0.07,0.00,0.71,95.00,167.00,16.00,5.45,109.00,3.66,0.52,1.02171218,5.47699976,5.55054522,6.15032196,4.54989481,2.76911950,0.09643337,28.20,6.76525307,0.75316840,12.32757759,8.35119247,13.65808582,6.89500046,-4.58872890,-5.73407650,6.99335241,5.04171181,3.41646218,0.06486582,-6.72067404,-7.28387642,-0.56320214,0.78910017,0.37512145,-21.46564102,-21.91078377,-0.44514281,0.01093037,0.00,0.00,
-9.48,-0.36,0.00,0.73,95.00,167.00,17.00,5.25,92.00,3.65,0.42,0.17445959,-0.62188262,-0.05036655,1.13143241,0.15841071,0.00390539,0.95018344,26.20,2.91541576,-2.36266065,6.34276581,-3.64195538,6.70513487,-3.02886629,-1.38339210,-5.65005875,1.11912858,0.11272179,0.00200776,0.96426995,-7.62210512,-7.72906828,-0.10696326,0.01685222,0.89680348,-30.64928246,-25.71475601,4.93452644,1.58271611,0.00,0.00,
-9.10,-0.79,0.00,0.79,95.00,167.00,18.00,5.09,96.00,3.07,0.42,5.40258694,1.07158387,3.64327669,3.96535802,3.52070141,1.24713254,0.26438713,32.51,7.70241261,-2.76230454,5.22895098,6.00041151,10.78757572,-2.18071032,0.44803184,2.51145387,3.94630313,3.51671600,1.23259473,0.26718937,-8.87407207,-8.64051914,0.23355296,0.06176778,0.80390239,-27.64686966,-17.13464165,10.51222706,3.77905512,0.00,0.00,
-8.42,-1.37,0.00,0.83,95.00,167.00,19.00,4.80,87.00,6.05,0.42,-0.66969550,0.45423555,0.29791594,0.74186438,0.20608009,0.01624989,0.89859176,16.64,0.48870787,-2.55561233,-2.15229988,0.55883104,-0.58242953,1.12149930,-0.99109304,4.02263880,0.72791880,0.07083589,0.00193577,0.96491587,-11.00520515,-10.60118008,0.40402511,0.17231977,0.67837066,-11.06593418,-9.01707554,2.04885888,0.62918472,0.00,0.00,
-9.80,0.20,0.00,0.64,95.00,168.00,16.00,5.39,129.00,4.46,0.39,2.68190002,4.65597630,-2.35938883,2.92203069,1.97512960,0.53438640,0.46495130,27.86,2.96940708,-1.29535103,2.83263540,-4.54233646,11.25691509,0.40571937,1.90262604,-1.79884505,2.57647133,1.58810377,0.34200844,0.55881374,-6.87159348,-7.42719507,-0.55560201,0.71204728,0.39947270,-17.16022110,-21.89425850,-4.73403692,1.36854827,0.00,0.00,
-9.46,-0.11,0.00,0.66,95.00,168.00,17.00,5.21,108.00,3.06,0.37,-0.64696771,-0.97152525,-3.98590970,0.48990151,-1.27862537,0.20587556,0.65012455,29.06,0.63209683,-7.39738321,6.31858349,-0.62518841,6.67516994,-7.52713680,-8.34153938,-4.30918121,0.29094678,-1.58548319,0.31590739,0.57421274,-7.59927702,-7.67032194,-0.07104533,0.00745863,0.93123820,-29.33579636,-19.23308372,10.10271263,2.20656037,0.00,0.00,
-9.25,-0.49,0.00,0.81,95.00,168.00,18.00,5.13,86.00,4.53,0.42,1.04707575,3.22791076,3.05649400,4.55883217,2.97257829,1.29665458,0.25511625,26.92,4.65295792,-10.02335835,5.84714985,8.60431290,8.49755859,4.31857395,-1.02862573,1.12328398,4.90357828,2.98539281,1.30991471,0.25270394,-9.04443550,-8.78139496,0.26304102,0.08110660,0.77601018,-1.31627309,2.58778954,3.90406251,1.18879652,0.00,0.00,
-9.65,0.46,0.00,0.75,95.00,169.00,16.00,5.30,124.00,6.03,0.41,1.41135848,0.58901972,0.59377724,-0.66417712,0.48249459,0.06163039,0.80399175,20.04,-2.06334043,1.76145804,-3.71379042,-0.57125825,5.95718908,4.95266342,1.68958807,-0.90412790,-0.44538045,0.73959309,0.14403163,0.70439193,-7.46496058,-8.28711796,-0.82215780,1.54953563,0.21422662,-17.55653381,-17.47831535,0.07821756,0.00066572,0.00,0.00,
-9.55,0.30,0.00,0.74,95.00,169.00,17.00,5.24,104.00,4.07,0.38,-1.03056133,1.57098341,0.68221521,-0.41165334,0.20274599,0.01113922,0.91596792,19.83,2.80082440,1.43547392,3.16418839,-0.03297110,7.85680342,-3.87826347,-4.86047888,-1.31697619,-0.31924152,0.53827882,0.07818187,0.77983861,-7.91979218,-8.39404964,-0.47425717,0.36422575,0.54664869,-11.69493008,-17.83577347,-6.14084291,3.23472071,0.00,0.00,
-9.32,-0.14,0.00,0.84,95.00,169.00,18.00,5.13,86.00,7.39,0.00,1.63266277,1.10217404,0.95067084,-0.22744703,0.86451513,0.60006332,0.43874929,11.51,1.21648943,-0.15603723,1.56815040,2.52595329,2.72226954,3.97969723,-1.64910281,0.45384139,-0.03224998,1.17982030,1.10912085,0.29254609,-9.38412285,-9.62420177,-0.24007879,0.07383651,0.78602733,-3.27962232,-2.01130581,1.26831651,0.38017014,0.00,0.00,
-8.28,-2.00,0.00,0.88,96.00,163.00,17.00,4.92,136.00,5.93,0.17,-1.84804106,-0.71438265,1.69729578,-1.14151669,-0.50166118,0.09049009,0.76362177,17.20,2.57404542,-3.85871792,0.13244794,-1.24163365,0.73838025,3.35536289,2.90011978,-4.66113758,-0.77779496,-0.09312096,0.00312653,0.95542118,-2.96871138,-4.86241913,-1.89370763,25.20405769,0.00000091,-1.66430056,-3.29943824,-1.63513780,0.52494687,0.00,0.00,
-8.57,-1.61,0.00,0.78,96.00,164.00,17.00,4.97,142.00,5.67,0.17,0.09535924,1.39580619,0.82081157,2.12767649,1.10991335,0.46416384,0.49585274,16.80,5.79998875,2.71070957,3.00590181,-1.18635333,0.83785534,3.28569102,-2.90121174,-3.02176881,2.42649651,1.21626127,0.55499208,0.45647289,-3.10074401,-4.57383442,-1.47309017,10.68034172,0.00121542,-14.77010250,-16.71566010,-1.94555771,0.79578859,0.00,0.00,
-8.13,-2.01,0.00,0.73,96.00,164.00,18.00,4.84,139.00,6.30,0.65,4.10782719,3.20178270,3.67657113,2.60990334,3.39902115,4.66730213,0.03099511,16.23,4.81096935,3.06932878,0.18175352,3.58422136,6.98398352,3.35930324,0.82118046,6.51337051,2.64721751,3.54881740,5.04408884,0.02494369,-3.88305306,-5.33652830,-1.45347548,5.44138432,0.02036120,-3.06037354,-6.27174234,-3.21136880,2.00418687,0.00,0.00,
-8.04,-2.10,0.00,0.80,96.00,164.00,19.00,4.81,135.00,7.47,0.82,3.57579732,2.28065443,4.65382099,2.63328385,3.28588915,7.11931133,0.00775750,12.70,4.38564682,4.57752752,5.34781361,2.62364244,6.09510517,1.29565072,1.12562263,3.35788012,2.67350388,3.49454570,7.96070862,0.00488196,-4.49525166,-5.83002758,-1.33477616,2.90090656,0.08961991,-18.03284836,-18.10898972,-0.07614057,0.00120992,0.00,0.00,
-7.51,-2.64,0.00,0.84,96.00,164.00,21.00,4.71,87.00,8.00,0.91,1.24174404,0.68214238,-0.76793116,1.13169551,0.57191271,0.22012050,0.63905726,12.57,3.04572940,1.76860321,-1.98216450,0.30603597,2.68239355,0.33265430,0.89020121,-3.29231024,1.24676991,0.55476832,0.20548248,0.65043699,-6.23756075,-7.26898527,-1.03142440,1.07507730,0.30068033,13.08123302,10.83017063,-2.25106192,1.31494629,0.00,0.00,
-9.29,-0.85,0.00,0.65,96.00,165.00,16.00,5.22,132.00,6.44,0.17,6.94477510,4.00489712,7.38465929,4.83775616,5.79302216,11.90879440,0.00058364,17.31,11.16176701,4.94919205,4.96630716,2.94210625,9.83420277,0.61350930,4.61365366,9.54095268,4.64136600,5.91219950,12.36411953,0.00045876,-2.76602411,-3.79426289,-1.02823877,7.99768305,0.00501581,15.11887264,17.26803017,2.14915729,0.94319493,0.00,0.00,
