x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
9.11,-3.97,0.00,0.00,75.00,152.00,9.00,6.62,177.00,29.90,0.73,-0.66989058,-0.89348078,-0.55459249,-0.83274645,-0.73767757,5.06779099,0.02460183,3.53,0.17418765,-0.18874337,-1.35148716,0.59496117,-0.57894403,-1.88866317,-1.21009064,-1.12439740,-0.82717836,-0.71043944,4.64282608,0.03143518,1.70000768,1.19609880,-0.50390887,17.66076660,0.00003523,7.99393797,8.57141590,0.57747787,1.16540396,6.28,0.00,-0.00104507,0.41145518,4.36479855,4.03896570,2.74214435,0.89971530,1.04157186,0.16481066,-4.14971781,2.34498978,-0.47532400,1.24030876,0.26569414,-0.00130245,0.42650798,5.57547712,3.95428920,3.81113243,1.21587169,-0.21740071,0.00373528,-5.87163258,2.65342093,-0.45666948,1.17630827,0.27838487,-0.00237096,0.67779881,6.94783306,3.90430117,3.66764116,0.90861183,-1.62829518,0.15189281,-8.59606171,2.79995203,-0.41995421,1.04372942,0.30721660,-0.00175034,1.27544284,5.19094896,5.72301960,1.90352213,0.55825412,2.68264532,1.48425424,-2.28402686,0.95276892,-0.38903937,0.87627590,0.34946236,-0.00297400,2.60051799,6.90341568,5.79988575,2.29743361,0.48910651,2.32516408,0.59365302,-4.71070719,2.39646888,-0.26573482,0.41742182,0.51838285,-0.00574287,6.68259478,7.78849268,5.39765739,5.66867590,3.15899324,0.63081926,0.03125213,-1.16771913,0.12133182,-0.08029889,0.04036734,0.84080721,-0.00175034,1.27544284,5.19094896,5.72301960,1.90352213,0.55825412,2.68264532,1.48425424,-2.28402686,0.95276892,-0.38903937,0.87627590,0.34946236,-0.00297400,2.60051799,6.90341568,5.79988575,2.29743361,0.48910651,2.32516408,0.59365302,-4.71070719,2.39646888,-0.26573482,0.41742182,0.51838285,-0.00574287,6.68259478,7.78849268,5.39765739,5.66867590,3.15899324,0.63081926,0.03125213,-1.16771913,0.12133182,-0.08029889,0.04036734,0.84080721,
9.22,-4.43,0.00,0.00,75.00,152.00,10.00,6.77,189.00,29.88,0.73,-0.18695530,0.13786857,0.46196705,-0.34378138,0.01727474,0.00288113,0.95720441,3.49,-0.36026061,-0.09286900,0.31420845,0.58561754,0.86219925,-0.97162920,-0.28561836,1.14471352,-0.34297970,0.09472539,0.08404513,0.77195208,1.56629574,1.08202529,-0.48427045,16.71275902,0.00005641,-0.52623820,-0.24368887,0.28254935,0.36173314,6.28,0.00,0.00012802,0.00629480,-3.08892345,2.06313992,-2.19261360,0.58673751,-1.47840035,0.33859804,-0.35542333,0.01756327,-0.05447894,0.01663071,0.89741661,-0.00020939,0.01129567,-4.44892454,2.57292080,-3.61896849,1.12037504,-1.36011744,0.15050511,3.67277503,1.06093633,-0.04207366,0.01020506,0.91955590,-0.00160592,0.31695846,-3.80056620,1.19080937,0.15000671,0.00155448,-1.62772775,0.15467076,5.40179634,1.12699795,0.08203307,0.04057193,0.84040972,-0.00152313,0.98578745,-2.38640499,1.23456955,-0.06426670,0.00062273,-1.98291504,0.82769090,-0.33667004,0.02109510,0.22061774,0.28762513,0.59187239,-0.00089869,0.24287528,-3.37358427,1.41630363,-7.26421213,4.99972963,-0.38648406,0.01680122,1.37889862,0.20997615,0.09051975,0.04954406,0.82390656,-0.00099105,0.20198295,-4.93587971,2.20035481,-2.34048653,0.54662901,0.64886153,0.03366382,-0.98067641,0.08691953,0.06580237,0.02752193,0.86827315,-0.00152313,0.98578745,-2.38640499,1.23456955,-0.06426670,0.00062273,-1.98291504,0.82769090,-0.33667004,0.02109510,0.22061774,0.28762513,0.59187239,-0.00089869,0.24287528,-3.37358427,1.41630363,-7.26421213,4.99972963,-0.38648406,0.01680122,1.37889862,0.20997615,0.09051975,0.04954406,0.82390656,-0.00099105,0.20198295,-4.93587971,2.20035481,-2.34048653,0.54662901,0.64886153,0.03366382,-0.98067641,0.08691953,0.06580237,0.02752193,0.86827315,
8.95,-3.22,0.00,0.00,75.00,153.00,8.00,6.41,180.00,25.65,0.67,-0.29958794,-0.52546191,0.01596237,0.47244492,-0.08416064,0.05354762,0.81705100,3.92,-2.09550333,0.22725023,1.58918440,-0.99643958,0.73089701,0.75963259,-1.22377694,-0.33082584,0.51051193,-0.09202673,0.06406507,0.80023754,1.38980210,0.66058642,-0.72921562,28.65816116,0.00000018,-1.26934612,-2.44136786,-1.17202163,3.38567281,6.28,0.00,0.00357656,3.90826440,-3.32075191,1.89610338,-3.99259114,1.54700327,1.12414408,0.15567057,2.25433660,0.56131631,-0.73399359,2.39877272,0.12176459,0.00486462,4.82231617,-4.36382389,1.96341622,-5.16148520,1.80758858,-0.81483459,0.04288041,2.06126642,0.26506767,-0.77691072,2.75942254,0.09701413,0.00773644,5.85871840,-4.10213995,1.10497475,-4.78966856,1.25799978,1.03788543,0.05014171,5.55834675,0.95040208,-0.79615676,3.04533505,0.08129376,0.00314500,3.32789063,-2.55623364,1.12162375,-4.00828409,2.00059271,0.03566657,0.00024654,0.50173748,0.03716557,-0.63152456,1.86604464,0.17225308,0.00456192,4.94190502,-3.40998745,1.14290845,-1.11858594,0.09363245,0.94107652,0.07857226,0.47480834,0.01968936,-0.72171605,2.48653722,0.11515808,0.00456878,3.40207553,-2.18845224,0.34281376,-4.99291515,1.97130239,-0.23126410,0.00338871,0.67419511,0.03253157,-0.57048112,1.63970220,0.20067987,0.00314500,3.32789063,-2.55623364,1.12162375,-4.00828409,2.00059271,0.03566657,0.00024654,0.50173748,0.03716557,-0.63152456,1.86604464,0.17225308,0.00456192,4.94190502,-3.40998745,1.14290845,-1.11858594,0.09363245,0.94107652,0.07857226,0.47480834,0.01968936,-0.72171605,2.48653722,0.11515808,0.00456878,3.40207553,-2.18845224,0.34281376,-4.99291515,1.97130239,-0.23126410,0.00338871,0.67419511,0.03253157,-0.57048112,1.63970220,0.20067987,
9.25,-3.75,0.00,0.00,75.00,153.00,9.00,6.66,178.00,32.72,0.67,0.12317611,0.30239606,-0.24468528,-0.11483034,0.01651414,0.00312360,0.95544180,3.21,-0.27341750,0.36120757,0.35796848,-0.49915162,-0.52663523,0.39642218,0.49988469,0.09275181,-0.12283688,0.03176748,0.01109767,0.91612397,1.40296948,0.68828344,-0.71468610,28.35813522,0.00000020,4.60859156,5.03653526,0.42794374,0.75860161,6.28,0.00,-0.00025771,0.03018963,1.43136454,0.52313393,2.35555887,0.79961222,1.44657981,0.38283017,3.82849407,2.40379190,0.06289124,0.02615211,0.87156389,0.00086945,0.22882712,0.90651917,0.12584116,2.39229584,0.57679486,0.01183566,0.00000000,5.21091890,2.51636410,-0.10061051,0.06874910,0.79322389,0.00188729,0.51656234,1.68916023,0.27754220,2.82859182,0.65001374,1.12566686,0.08731665,4.96056318,1.12154198,-0.14354289,0.14665894,0.70183480,0.00034492,0.05955357,0.59280670,0.08974329,-1.29465652,0.31070632,-2.09785581,1.09206021,3.23431873,2.29873109,-0.01801545,0.00220229,0.96258006,0.00062713,0.13856636,-0.17221163,0.00430444,0.69824964,0.05412605,-1.64245272,0.35497898,3.22941327,1.34967113,-0.06414282,0.02912366,0.86453027,0.00140695,0.47969070,2.66055703,0.75324994,0.83266884,0.08144481,0.72237539,0.04910508,1.85026276,0.36434871,-0.09773503,0.07155050,0.78915073,0.00034492,0.05955357,0.59280670,0.08974329,-1.29465652,0.31070632,-2.09785581,1.09206021,3.23431873,2.29873109,-0.01801545,0.00220229,0.96258006,0.00062713,0.13856636,-0.17221163,0.00430444,0.69824964,0.05412605,-1.64245272,0.35497898,3.22941327,1.34967113,-0.06414282,0.02912366,0.86453027,0.00140695,0.47969070,2.66055703,0.75324994,0.83266884,0.08144481,0.72237539,0.04910508,1.85026276,0.36434871,-0.09773503,0.07155050,0.78915073,
9.05,-2.55,2.00,0.00,75.00,154.00,7.00,6.38,174.00,28.15,0.61,0.57688230,-0.71515894,0.20501967,0.29877377,0.09137921,0.06508281,0.79869067,3.86,-0.71460986,1.04864836,-0.77519071,0.05592946,-0.21760479,0.53150302,0.57522696,-0.17230460,0.31188664,0.07142678,0.03854753,0.84438990,1.02215803,0.18567125,-0.83648676,36.97495651,0.00000000,-2.68921614,-3.24630022,-0.55708402,0.98286295,6.28,0.00,0.00250290,1.97863090,-2.50281239,1.11344302,-2.74290800,0.75479543,4.89855862,3.05578756,3.41362095,1.33045864,-0.38555622,0.68426692,0.40832967,0.00324216,2.20347929,-4.20367575,1.87417781,-2.86984134,0.57483178,1.64360356,0.17930125,2.29453254,0.33788210,-0.40124467,0.75712031,0.38445172,0.00233602,0.54717541,-2.06792164,0.28763330,-3.80916739,0.81502438,1.15066826,0.06309416,5.44514418,0.93430090,-0.14436868,0.10253594,0.74887801,0.00441661,6.78867292,-0.63155037,0.07083023,-2.61437917,0.88037324,0.45639738,0.03589327,-0.61252117,0.05731447,-0.62586576,1.89577663,0.16887721,0.00360226,3.17257380,-1.55258560,0.24390237,2.56462216,0.50674242,-0.80231762,0.05878314,-0.94807518,0.08070766,-0.39725503,0.77561969,0.37870760,0.00244805,1.00548279,0.31278709,0.00723050,-1.07497299,0.09405986,-2.48167276,0.40141934,4.43579817,1.45009482,-0.14531720,0.10953566,0.74074661,0.00441661,6.78867292,-0.63155037,0.07083023,-2.61437917,0.88037324,0.45639738,0.03589327,-0.61252117,0.05731447,-0.62586576,1.89577663,0.16887721,0.00360226,3.17257380,-1.55258560,0.24390237,2.56462216,0.50674242,-0.80231762,0.05878314,-0.94807518,0.08070766,-0.39725503,0.77561969,0.37870760,0.00244805,1.00548279,0.31278709,0.00723050,-1.07497299,0.09405986,-2.48167276,0.40141934,4.43579817,1.45009482,-0.14531720,0.10953566,0.74074661,
9.27,-3.02,0.00,0.00,75.00,154.00,8.00,6.56,172.00,27.54,0.65,0.85180718,0.85274816,1.28248608,1.18218589,1.04230678,9.75854683,0.00183890,3.59,1.53074777,1.41047525,1.95628941,-0.11774123,1.89833426,0.15357855,0.85192019,0.72225630,1.19349492,1.06552851,10.03242588,0.00158732,1.06020689,0.16494137,-0.89526546,38.94682312,0.00000000,-3.94718170,-5.14726305,-1.20008159,3.35232949,6.28,0.00,0.00469442,8.08714485,1.94750905,0.78330690,3.43028688,1.37162220,0.40426138,0.02419767,2.06942320,0.56812578,0.29488957,0.46510008,0.49541680,0.00606832,8.98384190,2.32903075,0.66959572,1.90373385,0.29440910,-0.83729380,0.05414760,0.53970164,0.02174781,0.31069425,0.52830899,0.46749829,0.00955320,10.68391323,2.62853003,0.54259104,1.39012647,0.12674524,0.17194015,0.00170277,-3.28777480,0.39770761,0.28991696,0.48299414,0.48723970,0.00374920,5.68357277,0.78824055,0.12814185,5.51393652,4.54970264,-1.50749266,0.45523691,-0.18703495,0.00622192,0.48999360,1.35000777,0.24556951,0.00329517,3.09199882,1.20634973,0.17149399,8.62258244,6.67205620,0.64048272,0.04359515,-0.14734140,0.00229448,0.63049304,2.27560759,0.13175714,0.00453691,3.99998188,0.54391158,0.02527124,3.54589438,1.18547094,-0.39605987,0.01182753,1.24456835,0.13223323,0.59609526,2.13453817,0.14434553,0.00374920,5.68357277,0.78824055,0.12814185,5.51393652,4.54970264,-1.50749266,0.45523691,-0.18703495,0.00622192,0.48999360,1.35000777,0.24556951,0.00329517,3.09199882,1.20634973,0.17149399,8.62258244,6.67205620,0.64048272,0.04359515,-0.14734140,0.00229448,0.63049304,2.27560759,0.13175714,0.00453691,3.99998188,0.54391158,0.02527124,3.54589438,1.18547094,-0.39605987,0.01182753,1.24456835,0.13223323,0.59609526,2.13453817,0.14434553,
9.49,-3.49,2.00,0.00,75.00,154.00,9.00,6.75,175.00,25.58,0.61,0.45532092,0.11919230,0.04016687,0.49331966,0.27699995,0.62187707,0.43054693,3.78,0.17012788,1.17271006,0.67600477,-0.97264969,-0.04276372,-0.50983036,0.80483079,0.53166652,0.49683231,0.25828907,0.52990240,0.46682784,1.10892653,0.24633157,-0.86259496,37.24665070,0.00000000,2.89977312,2.96809721,0.06832404,0.01618191,6.28,0.00,0.00085700,0.24140176,3.08785653,1.76380849,7.72070122,6.22332525,-2.00208092,0.53120357,0.03981994,0.00019945,0.17841409,0.15251325,0.69623291,0.00123676,0.33413056,2.80933380,0.87224960,7.18491840,3.75438237,-3.08790970,0.65945250,-0.99712175,0.06649496,0.16314626,0.13040695,0.71809102,0.00167658,0.29508090,3.66280890,0.94472355,10.42511845,6.39100742,1.26509452,0.07979465,0.21491778,0.00152685,0.16120306,0.13389835,0.71450558,0.00012241,0.00540504,-0.06433123,0.00073402,6.08515835,4.99198532,-0.68805069,0.08541293,-6.91840744,7.64859438,0.25342870,0.32530314,0.56857324,-0.00078582,0.15791547,1.41424870,0.21168382,10.09704304,8.21545887,1.51498461,0.21919411,-3.31915092,1.03469193,0.39630392,0.80738938,0.36912161,-0.00187722,0.61869752,3.59323907,0.99547786,9.55717564,7.78031111,1.24132144,0.10512947,1.32370603,0.13512854,0.51192236,1.42230082,0.23332380,0.00012241,0.00540504,-0.06433123,0.00073402,6.08515835,4.99198532,-0.68805069,0.08541293,-6.91840744,7.64859438,0.25342870,0.32530314,0.56857324,-0.00078582,0.15791547,1.41424870,0.21168382,10.09704304,8.21545887,1.51498461,0.21919411,-3.31915092,1.03469193,0.39630392,0.80738938,0.36912161,-0.00187722,0.61869752,3.59323907,0.99547786,9.55717564,7.78031111,1.24132144,0.10512947,1.32370603,0.13512854,0.51192236,1.42230082,0.23332380,
9.16,-1.66,1.00,0.00,75.00,155.00,6.00,6.38,157.00,25.80,0.67,1.29473317,0.69912767,0.91497409,1.49063337,1.09986711,8.68074036,0.00329427,4.02,1.22467077,1.39070737,0.13236050,0.22825687,0.55882549,2.53100204,1.27837837,0.38509867,1.50526130,1.02503633,7.40167093,0.00663576,0.89894462,0.11892499,-0.78001964,39.17625046,0.00000000,1.62032056,1.56205785,-0.05826266,0.00935013,4.50,2.33,0.00248721,1.79254127,-2.54581380,1.05692184,0.96279585,0.08527817,0.08458973,0.00082055,4.68549013,2.29958010,0.62085909,1.62767017,0.20233844,0.00445004,3.82432222,-3.11183023,0.94619936,-0.03597388,0.00011711,-0.08217570,0.00040989,1.86860478,0.20646691,0.47138485,0.96271199,0.32675513,0.00519442,2.50350833,-2.40548611,0.36010855,3.97349405,0.82061559,2.24557853,0.22227329,7.83150387,1.78839636,0.59346235,1.60391188,0.20566114,0.00023452,0.01761637,-3.80262017,2.35684729,-0.60988891,0.04401165,2.63261867,1.09695530,2.75270128,1.06201518,1.01240003,4.55385971,0.03310098,0.00230554,1.20180297,-2.17851090,0.44410881,-4.51752090,1.45415223,2.95639896,0.73800695,6.98267269,4.04910660,0.77549261,2.73347020,0.09859699,0.00356712,1.97660518,-1.43794811,0.14105605,-0.23585206,0.00416943,0.57834738,0.02014248,8.26256752,4.65831470,0.73609686,2.60196161,0.10706470,0.00023452,0.01761637,-3.80262017,2.35684729,-0.60988891,0.04401165,2.63261867,1.09695530,2.75270128,1.06201518,1.01240003,4.55385971,0.03310098,0.00230554,1.20180297,-2.17851090,0.44410881,-4.51752090,1.45415223,2.95639896,0.73800695,6.98267269,4.04910660,0.77549261,2.73347020,0.09859699,0.00356712,1.97660518,-1.43794811,0.14105605,-0.23585206,0.00416943,0.57834738,0.02014248,8.26256752,4.65831470,0.73609686,2.60196161,0.10706470,
9.30,-2.25,5.00,0.00,75.00,155.00,7.00,6.50,164.00,25.44,0.66,0.73076868,0.12285520,0.55034685,0.76015854,0.54103231,2.03854585,0.15368413,4.08,-0.35326502,0.59664214,1.43474519,0.79384989,0.53335303,0.06009172,0.72889590,0.20189746,0.75841916,0.52776390,1.88734448,0.16982684,0.86252201,-0.02284551,-0.88536751,43.91132355,0.00000000,-3.36275697,-2.82539487,0.53736216,0.87457502,4.48,2.22,0.00175087,0.86173469,-3.13569331,1.55551195,3.91833997,1.37083817,-4.06431389,1.87220907,-1.56847978,0.25000313,0.19183350,0.15078652,0.69787214,0.00320618,1.92915154,-3.16639709,0.95197195,4.29158592,1.15084481,-6.90825081,2.83588648,0.07701648,0.00034141,0.07340766,0.02276084,0.88011280,0.00547693,2.69615769,-4.03068733,0.97954762,3.17323661,0.50702518,-6.75954056,1.95125115,-1.87540472,0.09935874,0.03890818,0.00676413,0.93446982,-0.00013798,0.00591527,-5.23515320,4.34118366,0.60479552,0.04203255,-2.42644596,0.90560526,1.52841830,0.31817335,0.49538371,1.05957294,0.30357544,0.00164579,0.59117013,-5.40721369,2.64128971,1.17320001,0.09468025,-1.26879203,0.13127029,1.97641540,0.31314260,0.25936621,0.29521632,0.58702489,0.00483571,3.53529406,-10.41350079,7.19952250,1.82193542,0.24352369,-0.80795789,0.03834883,-0.59904772,0.02383229,-0.04280183,0.00862992,0.92600476,-0.00013798,0.00591527,-5.23515320,4.34118366,0.60479552,0.04203255,-2.42644596,0.90560526,1.52841830,0.31817335,0.49538371,1.05957294,0.30357544,0.00164579,0.59117013,-5.40721369,2.64128971,1.17320001,0.09468025,-1.26879203,0.13127029,1.97641540,0.31314260,0.25936621,0.29521632,0.58702489,0.00483571,3.53529406,-10.41350079,7.19952250,1.82193542,0.24352369,-0.80795789,0.03834883,-0.59904772,0.02383229,-0.04280183,0.00862992,0.92600476,
9.50,-2.83,3.00,0.00,75.00,155.00,8.00,6.67,163.00,23.40,0.63,1.17792559,1.93591428,1.39653361,0.84932280,1.33992410,12.20774841,0.00049783,4.13,-0.02951438,0.35816061,0.64067012,2.81199288,2.08904052,1.18718982,2.62722039,1.49698925,0.75973022,1.32550418,11.80369949,0.00061681,0.89904946,-0.04074474,-0.93979418,45.25838470,0.00000000,-1.15176487,-1.61766112,-0.46589628,0.52244759,4.48,2.22,0.00457048,5.75012350,-4.86514616,3.66679215,-1.86169887,0.30310693,-4.65455961,2.40458894,-2.34210181,0.54585975,0.51961726,1.08314514,0.29826066,0.00533958,5.22815561,-4.98313570,2.30383110,-3.55892611,0.77328128,-6.30371618,2.30716705,-0.85042232,0.04058782,0.58812129,1.42290878,0.23322400,0.01060785,9.95382023,-7.64046669,3.46387172,-2.75632858,0.37648347,-10.04389763,4.23977423,-4.49659204,0.56209594,0.38814396,0.65406311,0.41886687,-0.00062540,0.11853877,-4.50126505,3.13433385,-1.72523928,0.33406380,-1.42329967,0.30429024,3.59909058,1.72308934,1.37989748,8.02930737,0.00470042,0.00102105,0.22235823,-4.83950567,2.06809783,-1.60592282,0.17333961,-0.82701254,0.05445281,5.35442734,2.24653888,1.14880753,5.66009808,0.01755247,0.00312935,1.43976426,-5.87200499,2.22623229,-1.52403104,0.16563070,1.56783426,0.14039703,6.33344173,2.59050846,0.97326034,4.30517530,0.03826615,-0.00062540,0.11853877,-4.50126505,3.13433385,-1.72523928,0.33406380,-1.42329967,0.30429024,3.59909058,1.72308934,1.37989748,8.02930737,0.00470042,0.00102105,0.22235823,-4.83950567,2.06809783,-1.60592282,0.17333961,-0.82701254,0.05445281,5.35442734,2.24653888,1.14880753,5.66009808,0.01755247,0.00312935,1.43976426,-5.87200499,2.22623229,-1.52403104,0.16563070,1.56783426,0.14039703,6.33344173,2.59050846,0.97326034,4.30517530,0.03826615,
