x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
-8.06,-1.64,0.00,0.07,66.00,143.00,7.00,4.82,151.00,25.15,0.62,1.17827463,1.34485078,1.33960509,1.21277690,1.26887679,12.56133938,0.00041291,3.90,1.17331219,2.07687354,1.41435266,1.46988893,2.01666069,0.73106706,0.65352327,1.01469660,1.24253726,1.30901325,13.05449295,0.00031844,0.22601235,-0.72418404,-0.95019639,121.17857361,0.00000000,-2.65506363,-3.88615537,-1.23109174,5.01738691,6.28,0.00,0.00604539,13.49463940,3.34746146,1.64512420,-0.16055642,0.00406266,6.48092175,4.35637999,-0.79099756,0.08537938,0.14774218,0.09921782,0.75283955,0.00501496,6.98359776,1.06109297,0.08654980,-0.14783503,0.00195557,9.58488178,6.22950411,4.20338535,1.49285793,0.39031935,0.71006167,0.39963566,0.00804008,10.54238892,-0.56623495,0.01636662,-2.15836310,0.29827854,10.56875896,4.76788902,7.45507002,3.53328753,0.20054515,0.18739149,0.66519494,0.00404663,5.43428564,2.77521944,1.26441789,-1.26449263,0.29921964,5.77932358,3.81974220,1.57398725,0.18020968,0.58924365,1.63525689,0.20129011,0.00362899,3.16876674,3.31733322,1.17291725,0.98919421,0.13585939,9.18224144,7.28071022,9.34835529,4.59955788,0.70080698,2.30967283,0.12890419,0.00379782,2.10726094,3.05752397,0.67254472,-1.04143023,0.11421281,10.32798004,6.15068293,6.01087093,1.64777541,0.86907417,3.76224899,0.05271806,0.00404663,5.43428564,2.77521944,1.26441789,-1.26449263,0.29921964,5.77932358,3.81974220,1.57398725,0.18020968,0.58924365,1.63525689,0.20129011,0.00362899,3.16876674,3.31733322,1.17291725,0.98919421,0.13585939,9.18224144,7.28071022,9.34835529,4.59955788,0.70080698,2.30967283,0.12890419,0.00379782,2.10726094,3.05752397,0.67254472,-1.04143023,0.11421281,10.32798004,6.15068293,6.01087093,1.64777541,0.86907417,3.76224899,0.05271806,
-8.65,-1.27,0.00,0.14,66.00,144.00,6.00,5.10,130.00,26.16,0.62,0.65296859,1.80140591,0.89272046,1.43780839,1.19622588,10.23786831,0.00142127,4.07,0.69095373,2.34433651,0.95929521,0.20404480,1.64991152,1.25019574,0.79560113,1.21746755,1.48612368,1.17637026,9.63014412,0.00197076,0.22891852,-1.08259189,-1.31151044,171.35385132,0.00000000,1.08317125,0.71595913,-0.36721215,0.39211142,6.28,0.00,0.00920015,28.93660927,-3.81148005,1.97475791,1.14285409,0.18971781,-1.68884218,0.27393889,2.00230384,0.50661945,-0.54959303,1.27107406,0.25985025,0.01257220,41.43872833,-5.66649723,2.33016777,1.19266343,0.11917967,-3.15499425,0.63723296,2.57260251,0.52794027,-0.78963453,2.74363375,0.09797307,0.01611484,39.77400208,-8.72372627,3.64852524,-0.21182124,0.00268090,-5.93779993,1.41337013,4.97222233,1.47604358,-0.76745158,2.57759523,0.10871890,0.01273792,51.41358948,-4.40980387,3.04821062,-1.09950936,0.21599981,-2.36675072,0.61167985,0.23624372,0.00389567,-0.93237525,3.90927315,0.04830942,0.01575360,56.94914246,-5.88375950,3.51894069,-1.16967821,0.18117736,-2.67904568,0.59110248,-0.05988312,0.00018088,-1.06843805,5.11993361,0.02387784,0.02267477,73.69001007,-8.91291142,5.60649824,-5.05499125,2.64050555,-3.68558931,0.76837081,5.80141306,1.50579274,-1.11417305,6.06617928,0.01395608,0.01273792,51.41358948,-4.40980387,3.04821062,-1.09950936,0.21599981,-2.36675072,0.61167985,0.23624372,0.00389567,-0.93237525,3.90927315,0.04830942,0.01575360,56.94914246,-5.88375950,3.51894069,-1.16967821,0.18117736,-2.67904568,0.59110248,-0.05988312,0.00018088,-1.06843805,5.11993361,0.02387784,0.02267477,73.69001007,-8.91291142,5.60649824,-5.05499125,2.64050555,-3.68558931,0.76837081,5.80141306,1.50579274,-1.11417305,6.06617928,0.01395608,
-8.53,-1.84,0.00,0.12,66.00,144.00,7.00,5.09,136.00,30.46,0.62,-0.13081062,0.58251417,0.46190152,0.89438379,0.45199722,1.94469953,0.16348381,3.53,0.84195566,-0.62932515,2.00359368,0.30681005,-1.50632596,0.23412554,1.01970220,-0.36182725,0.83821309,0.30490834,0.88379711,0.34740301,0.13911660,-0.98935181,-1.12846839,151.26890564,0.00000000,-2.34528661,-3.54934740,-1.20406055,5.47124338,6.28,0.00,0.00365039,5.91210938,-4.68338346,3.86940312,0.02243706,0.00007627,-0.04740687,0.00030510,1.36962748,0.30761489,-0.27585271,0.41554326,0.51932508,0.00531072,9.55611897,-6.31989813,3.74602747,-2.42600608,0.63719261,-0.23947722,0.00477240,6.17299557,3.92861032,-0.41418567,0.97557127,0.32354639,0.00596167,7.01084232,-8.20916843,4.16106653,-2.26920724,0.39875835,-0.34130365,0.00598483,6.61834240,3.36815381,-0.32214838,0.58490187,0.44458747,0.00241240,2.33873367,1.71514821,0.58481646,-2.87049556,1.86709535,2.18592191,0.66173798,0.01318537,0.00000000,0.08153505,0.03792870,0.84562806,0.00410054,4.88259983,-1.08889735,0.15251687,-3.12210131,1.63297570,2.80071282,0.81744158,4.56619072,1.32435608,-0.11982011,0.08148475,0.77535761,0.00271733,1.30498350,1.56148267,0.21221156,-4.17604303,2.22211385,-1.36083949,0.12913267,2.01405835,0.22374398,0.21810232,0.28664115,0.59250648,0.00241240,2.33873367,1.71514821,0.58481646,-2.87049556,1.86709535,2.18592191,0.66173798,0.01318537,0.00000000,0.08153505,0.03792870,0.84562806,0.00410054,4.88259983,-1.08889735,0.15251687,-3.12210131,1.63297570,2.80071282,0.81744158,4.56619072,1.32435608,-0.11982011,0.08148475,0.77535761,0.00271733,1.30498350,1.56148267,0.21221156,-4.17604303,2.22211385,-1.36083949,0.12913267,2.01405835,0.22374398,0.21810232,0.28664115,0.59250648,
-9.55,-0.96,0.00,0.16,66.00,145.00,4.00,5.57,128.00,22.07,0.57,2.84625316,2.88160658,2.82737541,2.66428113,2.80487895,51.58009720,0.00000000,4.26,3.15062952,3.20963621,3.69253111,3.21486640,1.17026067,2.39926696,3.93037963,1.69052303,2.63083506,2.78487110,50.21694946,0.00000000,0.01087027,-1.46438479,-1.47525501,201.11331177,0.00000000,-6.08425379,-7.51293850,-1.42868471,4.13830805,6.28,0.00,0.00697299,15.00554180,-2.33598709,0.66966480,0.10189298,0.00137944,-4.73800611,1.94607067,2.02320910,0.46688718,1.52464533,8.82989788,0.00303810,0.00935352,20.55427361,-1.69735360,0.18734030,3.30279183,0.81885326,-4.54140615,1.18317950,-0.10028324,0.00064048,1.34468102,7.13003349,0.00770993,0.01181880,19.13079071,-2.76962113,0.32880148,1.90104926,0.19423367,-8.85040379,2.80781126,-0.19562012,0.00202438,1.41994631,7.89017010,0.00507248,0.01023221,29.91692162,-2.32642794,0.76508009,-0.29918495,0.01437633,-3.49632597,1.20372021,7.05351496,3.11566377,1.11899948,5.07776213,0.02446222,0.01131233,26.14495087,-5.40133381,2.64031529,-3.29818463,1.28220570,-4.34840155,1.38645267,4.71942616,0.99533862,1.23059189,6.04707670,0.01410688,0.01517200,28.79790115,-4.14035511,1.05598676,0.31807569,0.00902277,-6.70882082,2.22228765,1.00290608,0.03920610,1.25736058,6.74344969,0.00955481,0.01023221,29.91692162,-2.32642794,0.76508009,-0.29918495,0.01437633,-3.49632597,1.20372021,7.05351496,3.11566377,1.11899948,5.07776213,0.02446222,0.01131233,26.14495087,-5.40133381,2.64031529,-3.29818463,1.28220570,-4.34840155,1.38645267,4.71942616,0.99533862,1.23059189,6.04707670,0.01410688,0.01517200,28.79790115,-4.14035511,1.05598676,0.31807569,0.00902277,-6.70882082,2.22228765,1.00290608,0.03920610,1.25736058,6.74344969,0.00955481,
-9.39,-1.29,0.00,0.20,66.00,145.00,5.00,5.51,134.00,22.86,0.62,-1.14868295,0.63324487,-0.56515896,-0.26428470,-0.33622044,0.84587467,0.35795449,3.98,-0.67539203,-0.66745096,-1.04464877,-0.56227428,-0.60871208,0.44341353,-0.18985449,0.35204688,-0.25615141,-0.35620162,0.91347623,0.33943715,0.02259422,-1.52863801,-1.55123222,198.35333252,0.00000000,-2.42429876,-2.48335719,-0.05905829,0.00729791,6.28,0.00,0.00264213,2.42730880,-5.98587179,4.95372820,0.40646607,0.02438906,-0.50652629,0.02504660,-1.56812596,0.31604153,-0.88776052,3.37292290,0.06658871,0.00489957,6.35208941,-8.43873405,5.21594143,-2.79903936,0.66239232,-1.32544625,0.11349458,3.30105495,0.87735873,-1.12196243,5.59062958,0.01825729,0.00562152,4.87149525,-10.27734756,5.09671259,-3.20663548,0.62228596,-0.55817270,0.01259203,1.83980346,0.20339121,-1.03679764,4.73478174,0.02980468,0.00603837,11.59116936,-2.08673406,0.68473732,-1.52095687,0.41464248,0.19658405,0.00420896,-2.55589938,0.45510861,-1.34645796,8.17914772,0.00433037,0.00551784,6.95496035,-4.08210373,1.68616366,-4.54073143,2.71728396,1.25901508,0.13000038,1.07177126,0.05743784,-1.10714746,5.47273970,0.01952193,0.00851658,10.14814091,-1.70967615,0.20133388,-1.89208627,0.36110362,2.02489638,0.22638050,-0.85249484,0.03171369,-1.21653533,7.05984020,0.00801550,0.00603837,11.59116936,-2.08673406,0.68473732,-1.52095687,0.41464248,0.19658405,0.00420896,-2.55589938,0.45510861,-1.34645796,8.17914772,0.00433037,0.00551784,6.95496035,-4.08210373,1.68616366,-4.54073143,2.71728396,1.25901508,0.13000038,1.07177126,0.05743784,-1.10714746,5.47273970,0.01952193,0.00851658,10.14814091,-1.70967615,0.20133388,-1.89208627,0.36110362,2.02489638,0.22638050,-0.85249484,0.03171369,-1.21653533,7.05984020,0.00801550,
-9.22,-1.69,0.00,0.21,66.00,145.00,6.00,5.45,137.00,30.17,0.62,0.72023088,1.13254941,2.34417462,0.43387794,1.15770817,11.00188923,0.00094456,3.80,0.48296514,1.79627097,0.91594535,1.52110398,0.49712920,1.90985358,1.45583999,2.55575204,0.42721185,1.28339005,13.10108948,0.00031072,0.02363247,-1.47193301,-1.49556553,191.46046448,0.00000000,-1.94203734,-4.54482746,-2.60279012,20.55006218,6.28,0.00,0.00056916,0.12440848,3.44371533,1.81118679,5.01540136,4.10468769,0.44351238,0.02119699,6.40068626,5.81616259,0.99625903,4.69245815,0.03054364,0.00000268,0.00000000,4.56384420,1.67223620,-0.55517763,0.02853173,3.00516438,0.63962471,9.51958561,7.99797773,1.11362398,6.03739309,0.01418396,-0.00021633,0.00791321,5.18913174,1.42892766,3.33072352,0.73830235,1.84068978,0.15035096,11.71729565,9.07335091,1.08139956,5.66467047,0.01750664,0.00567648,11.28807926,1.80220592,0.56287670,-3.21708894,2.04437876,1.70107758,0.34932148,2.10921001,0.34156910,0.25362134,0.31976962,0.57187979,0.00603605,9.23028183,2.41621661,0.65518838,-5.13186407,3.84932327,1.15422380,0.12114628,8.79086971,4.28252125,0.37202179,0.68534184,0.40796146,0.00805563,10.03749657,3.87929034,1.14616919,-5.65451193,3.56566787,0.10443155,0.00066402,6.02013445,1.74989843,0.39958948,0.84204692,0.35904515,0.00567648,11.28807926,1.80220592,0.56287670,-3.21708894,2.04437876,1.70107758,0.34932148,2.10921001,0.34156910,0.25362134,0.31976962,0.57187979,0.00603605,9.23028183,2.41621661,0.65518838,-5.13186407,3.84932327,1.15422380,0.12114628,8.79086971,4.28252125,0.37202179,0.68534184,0.40796146,0.00805563,10.03749657,3.87929034,1.14616919,-5.65451193,3.56566787,0.10443155,0.00066402,6.02013445,1.74989843,0.39958948,0.84204692,0.35904515,
-9.07,-2.06,0.00,0.17,66.00,145.00,7.00,5.41,132.00,30.64,0.62,-0.11007741,-0.20921254,0.73086601,0.51515210,0.23168203,0.64671415,0.42149026,3.14,-0.84588349,0.23575246,0.84558469,-0.40746325,1.08748877,-0.29449895,0.34676841,0.16318557,0.51768249,0.18299645,0.39421877,0.53024118,0.04582697,-1.25789428,-1.30372131,168.70280457,0.00000000,1.20484173,-0.23692603,-1.44176781,7.79515409,6.28,0.00,-0.00216691,2.62298155,0.84027129,0.15682955,-1.00361192,0.23903783,-2.35940433,0.87346286,0.90551156,0.16921842,0.67097753,3.09558296,0.07882722,-0.00213091,1.92784083,1.24521160,0.18219388,0.21928291,0.00655859,-6.64185429,4.57346153,4.17384911,2.25056219,0.60397190,2.59942150,0.10723521,-0.00364724,3.29149318,1.84710741,0.26428962,-1.41863656,0.19547422,-5.77509308,2.15993714,1.52278304,0.22367409,0.72904074,3.75770545,0.05286091,0.00004845,0.00125134,0.74039054,0.13803230,-2.76901913,2.20023894,1.54872501,0.42064241,-5.61237049,3.51318216,0.24332367,0.42766914,0.51329332,0.00165402,0.99811339,0.29179969,0.01370824,-2.38748717,1.19980669,0.10068322,0.00124620,-2.55458379,0.52072144,0.01667946,0.00191724,0.96508399,0.00156699,0.54743677,-0.73262578,0.05895473,-1.19822752,0.23074651,0.69395703,0.04239764,0.49030629,0.01674850,0.07289486,0.04038782,0.84076728,0.00004845,0.00125134,0.74039054,0.13803230,-2.76901913,2.20023894,1.54872501,0.42064241,-5.61237049,3.51318216,0.24332367,0.42766914,0.51329332,0.00165402,0.99811339,0.29179969,0.01370824,-2.38748717,1.19980669,0.10068322,0.00124620,-2.55458379,0.52072144,0.01667946,0.00191724,0.96508399,0.00156699,0.54743677,-0.73262578,0.05895473,-1.19822752,0.23074651,0.69395703,0.04239764,0.49030629,0.01674850,0.07289486,0.04038782,0.84076728,
-10.24,-0.35,0.00,0.14,66.00,146.00,3.00,5.92,130.00,19.22,0.60,1.91602314,1.60322404,1.85234821,1.55371904,1.73132861,15.43070316,0.00009175,4.80,1.13146079,1.73804259,1.40565503,1.52359951,2.27642322,2.02421427,0.80569440,3.52345848,1.55975842,1.77470207,15.89818668,0.00007198,-0.27108604,-1.53737819,-1.26629210,157.98835754,0.00000000,1.60328841,-0.26822048,-1.87150884,6.85835552,6.28,0.00,0.00220457,1.15806949,1.29343271,0.15853304,-3.10280609,0.97454804,1.39973271,0.13116868,-0.43082383,0.01630391,1.37686002,5.55996227,0.01857788,0.00197911,0.70543098,1.75172043,0.15295249,-0.82581341,0.03919970,-0.39691108,0.00687427,-3.41062021,0.63750666,1.46955884,6.52859163,0.01077040,0.00583973,3.59748363,1.02246583,0.03454937,-2.25724292,0.21107119,-0.54237264,0.00812444,-3.53002954,0.51241392,1.09307492,3.60134077,0.05803626,0.00714923,11.25561523,3.90998077,1.66542518,1.35137284,0.22675507,3.11978984,0.73866171,-8.24440002,3.28045106,0.50978363,0.81221968,0.36769347,0.01107126,19.58345032,0.30949295,0.00680051,1.57152319,0.22760715,4.99966908,1.43331206,-10.85045815,4.11447573,0.05783550,0.01041066,0.91875234,0.01149292,12.82883453,-2.51194739,0.30178723,-1.09805155,0.08439035,7.56650972,2.19464946,-12.57397842,4.79348850,0.48903850,0.79195172,0.37373616,0.00714923,11.25561523,3.90998077,1.66542518,1.35137284,0.22675507,3.11978984,0.73866171,-8.24440002,3.28045106,0.50978363,0.81221968,0.36769347,0.01107126,19.58345032,0.30949295,0.00680051,1.57152319,0.22760715,4.99966908,1.43331206,-10.85045815,4.11447573,0.05783550,0.01041066,0.91875234,0.01149292,12.82883453,-2.51194739,0.30178723,-1.09805155,0.08439035,7.56650972,2.19464946,-12.57397842,4.79348850,0.48903850,0.79195172,0.37373616,
-10.13,-0.97,2.00,0.21,66.00,146.00,4.00,5.89,136.00,23.01,0.54,2.24700928,2.48472905,2.32991290,2.23094988,2.32315040,33.39602661,0.00000001,4.38,1.52745056,2.44906044,3.52372837,1.97415590,1.49125695,1.84039533,2.62273955,3.03017116,2.19614768,2.29271674,31.85489655,0.00000002,-0.25844851,-1.75332773,-1.49487925,194.86106873,0.00000000,0.90489244,0.13032238,-0.77457005,1.35176170,6.28,0.00,0.00357561,3.68645144,0.89672077,0.09220094,-3.57408857,1.56483829,2.22111058,0.39963654,3.76621151,1.51169884,1.70194423,10.28020668,0.00138960,0.00338133,2.49031401,-0.42584831,0.01088640,2.08061028,0.30125642,0.61435717,0.01999139,6.67064190,2.94912624,1.72709596,10.90500736,0.00099485,0.00448156,2.54937148,-1.18679643,0.05598999,0.38483986,0.00740608,-0.72311044,0.01737961,5.73159695,1.62548721,1.74290466,11.01738930,0.00093696,0.00896507,21.50904083,-0.00964763,0.00000000,1.83129501,0.50597596,3.31768870,1.01509023,5.35714054,1.68324578,0.78668052,2.35038900,0.12558503,0.00846783,13.77617264,0.35360885,0.01070166,2.66954136,0.78990400,5.20582199,1.86865199,10.17241669,4.34871244,1.05617452,4.18889427,0.04096467,0.01339782,21.15386772,-0.93758249,0.05099609,2.58126378,0.56611735,2.67647386,0.33319470,9.40033436,3.25079846,0.93558019,3.51701021,0.06104879,0.00896507,21.50904083,-0.00964763,0.00000000,1.83129501,0.50597596,3.31768870,1.01509023,5.35714054,1.68324578,0.78668052,2.35038900,0.12558503,0.00846783,13.77617264,0.35360885,0.01070166,2.66954136,0.78990400,5.20582199,1.86865199,10.17241669,4.34871244,1.05617452,4.18889427,0.04096467,0.01339782,21.15386772,-0.93758249,0.05099609,2.58126378,0.56611735,2.67647386,0.33319470,9.40033436,3.25079846,0.93558019,3.51701021,0.06104879,
-10.01,-1.51,0.00,0.25,66.00,146.00,5.00,5.86,128.00,23.91,0.57,2.80729294,2.39365411,3.60377479,3.42865753,3.05834484,58.54887390,0.00000000,4.36,2.06673717,3.46969342,3.27955294,3.74157882,3.81793523,2.15222073,2.70818472,2.48605394,3.44286871,3.01529574,55.42119980,0.00000000,-0.19894764,-1.82593083,-1.62698317,205.73309326,0.00000000,2.86587095,1.83706677,-1.02880406,2.15034747,6.28,0.00,0.00885500,23.24380112,-1.94067276,0.44387966,-0.37072229,0.01732711,-4.60915565,1.76899552,-2.30411482,0.58168113,1.45308948,7.70403862,0.00561808,0.00938634,19.73044014,1.05179918,0.06858125,0.19659747,0.00274732,-5.03639221,1.38719320,-3.07594657,0.64470446,1.67177832,10.50524330,0.00123180,0.01270428,21.12618256,-0.47625935,0.00926641,2.89799356,0.43154973,-1.38982260,0.06618861,-1.25227058,0.08003730,1.51938140,8.63394737,0.00337943,0.00866607,20.20056152,2.04406404,0.55596572,-2.27024150,0.78164870,-1.83902633,0.31349385,-2.77734351,0.45472378,1.66095722,10.53109360,0.00121488,0.01207179,28.47763634,1.35729468,0.15947558,-4.26743460,2.05315828,0.25359800,0.00451830,-7.07604218,2.14034104,1.36047733,7.06939936,0.00797317,0.01382504,22.74879646,2.59159565,0.39363897,-2.62774014,0.59250230,0.23947968,0.00265696,-9.35073566,3.24864578,1.65133369,11.06583309,0.00091308,0.00866607,20.20056152,2.04406404,0.55596572,-2.27024150,0.78164870,-1.83902633,0.31349385,-2.77734351,0.45472378,1.66095722,10.53109360,0.00121488,0.01207179,28.47763634,1.35729468,0.15947558,-4.26743460,2.05315828,0.25359800,0.00451830,-7.07604218,2.14034104,1.36047733,7.06939936,0.00797317,0.01382504,22.74879646,2.59159565,0.39363897,-2.62774014,0.59250230,0.23947968,0.00265696,-9.35073566,3.24864578,1.65133369,11.06583309,0.00091308,
