label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,0.01,6.00,1.07,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,1.81,8.00,1.06,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,3.01,12.00,0.84,b,0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,4.81,16.00,1.07,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,6.31,16.00,0.79,b,0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,7.51,16.00,1.00,r,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,9.31,16.00,1.05,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,10.51,16.00,1.03,r,0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,12.01,16.00,0.83,b,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,13.21,16.00,0.77,r,0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,14.71,16.00,0.81,b,0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,16.51,16.00,1.07,[],0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,18.31,16.00,1.07,[],0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,20.11,16.00,1.07,[],0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,21.31,16.00,0.86,r,0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,22.51,16.00,0.77,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,23.71,16.00,0.82,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,24.91,16.00,0.82,r,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,26.71,12.00,1.07,[],0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,28.51,16.00,1.07,[],0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,30.01,16.00,1.07,[],0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,31.81,16.00,0.85,r,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,33.01,16.00,0.84,b,0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,34.51,16.00,0.85,r,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,36.31,16.00,1.06,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,37.51,16.00,0.82,b,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,38.71,16.00,0.77,b,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,40.21,16.00,0.94,b,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,42.01,12.00,1.06,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,43.51,16.00,1.06,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,45.31,16.00,0.76,r,0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,46.51,16.00,0.88,r,1
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,47.71,16.00,1.06,[],0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,49.51,16.00,1.06,[],0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,51.01,16.00,0.82,r,0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,52.21,16.00,1.06,[],0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,53.71,16.00,0.76,b,1
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,54.91,16.00,1.06,[],0
