label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,0.01,6.00,1.06,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,1.81,8.00,0.92,b,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,3.31,8.00,0.79,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,4.81,8.00,0.76,b,0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,6.61,12.00,0.77,b,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,8.11,12.00,0.78,b,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,9.61,12.00,0.78,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,10.81,8.00,0.88,b,1
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,12.31,8.00,1.06,[],0
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,13.81,12.00,1.06,[],0
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,15.61,16.00,1.06,[],0
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,16.81,16.00,1.06,[],0
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,18.31,16.00,0.95,r,1
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,19.51,16.00,1.06,[],0
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,21.01,16.00,0.76,b,1
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,22.81,16.00,1.01,b,1
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,24.31,16.00,0.86,b,0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,25.81,16.00,0.97,b,1
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,27.01,16.00,1.06,[],0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,28.81,16.00,0.95,r,0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,30.61,16.00,0.87,r,0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,31.81,16.00,1.06,[],0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,33.31,16.00,1.06,[],0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,34.81,16.00,1.06,[],0
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,36.61,16.00,0.98,r,1
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,38.11,16.00,0.83,r,1
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,39.31,16.00,0.92,r,1
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,41.11,12.00,0.82,b,1
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,42.61,12.00,0.81,b,1
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,44.41,12.00,0.93,b,1
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,45.61,8.00,0.88,r,1
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,46.81,8.00,1.06,[],0
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,48.61,12.00,0.83,b,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,50.41,12.00,0.99,r,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,52.21,12.00,0.84,b,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,53.71,8.00,0.87,b,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,54.91,8.00,0.87,b,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,56.41,8.00,0.79,r,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,57.61,6.00,1.06,[],0
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,58.81,8.00,1.06,[],0
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,60.61,12.00,1.07,[],0
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,61.81,16.00,1.04,r,1
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,63.31,16.00,0.99,b,1
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,64.51,16.00,0.90,b,1
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,66.01,12.00,1.07,[],0
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,67.21,16.00,1.06,b,1
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,69.01,16.00,0.83,b,1
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,70.81,16.00,0.78,b,1
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,72.01,12.00,1.07,[],0
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,73.81,16.00,0.81,r,1
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,75.61,16.00,0.87,b,1
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,76.81,16.00,0.90,b,1
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,78.01,12.00,0.86,b,1
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,79.81,12.00,0.79,b,1
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,81.31,12.00,0.88,r,1
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,82.81,8.00,0.93,r,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,84.01,8.00,1.06,[],0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,85.51,12.00,1.06,[],0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,87.01,16.00,1.04,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,88.51,16.00,1.00,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,90.31,16.00,0.93,r,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,91.81,12.00,1.01,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,93.01,12.00,1.06,[],0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,94.81,16.00,0.90,b,1
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,96.61,16.00,0.81,r,0
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,98.11,16.00,1.04,r,1
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,99.31,16.00,1.06,[],0
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,100.51,16.00,0.76,r,0
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,102.01,16.00,0.82,r,0
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,103.81,16.00,1.06,[],0
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,105.01,16.00,1.06,[],0
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,106.81,16.00,0.84,r,1
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,108.61,16.00,0.94,b,1
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,109.81,16.00,1.05,b,1
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,111.01,12.00,1.06,[],0
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,112.21,16.00,1.06,[],0
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,114.01,16.00,0.87,b,1
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,115.21,16.00,1.06,[],0
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,117.01,16.00,1.06,[],0
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,118.81,16.00,1.06,[],0
rest_112,112.50,202.50,0.00,0.00,0.0000,0.40,120.01,16.00,1.06,[],0
rest_112,112.50,202.50,0.00,0.00,0.0000,0.40,121.81,16.00,0.94,b,1
rest_112,112.50,202.50,0.00,0.00,0.0000,0.40,123.01,16.00,0.95,b,1
