label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,0.01,6.00,1.06,[],0
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,1.51,8.00,1.06,[],0
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,3.31,12.00,1.04,b,1
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,4.81,12.00,1.06,[],0
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,6.61,16.00,0.97,b,1
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,8.11,16.00,1.04,b,1
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,9.61,16.00,0.87,b,1
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,10.81,12.00,1.06,[],0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,12.01,16.00,1.06,[],0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,13.81,16.00,0.84,r,0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,15.01,16.00,0.93,b,0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,16.81,16.00,0.78,r,0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,18.01,16.00,0.79,r,0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,19.81,16.00,1.06,[],0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,21.31,16.00,0.87,b,0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,22.81,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,24.61,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,26.41,16.00,0.80,r,0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,27.91,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,29.11,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,30.61,16.00,0.81,b,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,32.41,16.00,0.82,b,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,33.61,16.00,0.97,r,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,34.81,12.00,1.06,[],0
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,36.61,16.00,0.86,r,1
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,37.81,16.00,1.03,r,1
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,39.01,16.00,0.85,b,1
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,40.21,12.00,0.78,b,1
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,41.71,12.00,0.81,b,0
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,43.51,16.00,0.78,b,1
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,45.01,16.00,0.81,r,1
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,46.81,16.00,1.06,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,48.31,16.00,1.06,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,49.81,16.00,1.06,[],0
