label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,0.30,6.00,1.06,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,1.80,6.00,0.90,b,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,3.00,4.00,0.77,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,4.20,4.00,0.81,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,5.40,4.00,1.07,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,6.90,6.00,0.77,b,0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,8.70,8.00,1.07,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,10.50,12.00,0.89,b,0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,12.00,16.00,0.98,r,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,13.80,16.00,0.86,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,15.30,16.00,0.92,r,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,16.80,12.00,0.81,r,0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,18.00,16.00,1.06,[],0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,19.20,16.00,0.77,r,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,20.70,16.00,0.90,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,22.50,16.00,0.87,r,1
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,24.30,12.00,0.85,r,0
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,26.10,16.00,0.86,b,1
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,27.60,16.00,0.89,r,1
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,29.40,16.00,0.91,b,1
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,30.60,12.00,0.80,r,1
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,31.80,12.00,0.92,r,1
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,33.00,12.00,0.88,b,1
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,34.50,8.00,0.90,r,1
orth_45,45.00,135.00,0.00,0.00,0.4000,0.40,36.00,8.00,0.93,r,0
orth_45,45.00,135.00,0.00,0.00,0.4000,0.40,37.50,12.00,0.89,b,0
orth_45,45.00,135.00,0.00,0.00,0.4000,0.40,39.00,16.00,0.76,r,1
orth_45,45.00,135.00,0.00,0.00,0.4000,0.40,40.50,16.00,1.06,[],0
orth_45,45.00,135.00,0.00,0.00,0.4000,0.40,41.70,16.00,0.94,b,1
orth_45,45.00,135.00,0.00,0.00,0.4000,0.40,43.20,16.00,0.81,r,1
orth_45,45.00,135.00,0.00,0.00,0.4000,0.40,44.70,16.00,0.76,r,1
orth_45,45.00,135.00,0.00,0.00,0.4000,0.40,46.50,12.00,1.06,[],0
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,47.70,16.00,0.79,r,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,49.20,16.00,0.76,r,0
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,51.00,16.00,0.82,r,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,52.50,16.00,0.80,r,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,53.70,16.00,0.91,b,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,55.20,12.00,0.80,r,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,57.00,12.00,0.77,r,0
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,58.50,16.00,0.79,r,0
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,60.30,16.00,0.76,b,1
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,61.80,16.00,0.76,r,1
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,63.60,16.00,0.89,r,0
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,64.80,16.00,1.06,[],0
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,66.30,16.00,0.76,b,1
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,67.80,16.00,0.86,b,1
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,69.00,16.00,0.84,b,1
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,70.50,12.00,0.82,b,1
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,72.30,12.00,0.93,r,1
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,73.50,12.00,0.87,b,1
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,75.00,8.00,0.78,r,1
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,76.50,8.00,0.82,b,1
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,77.70,8.00,0.80,r,1
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,79.50,6.00,0.84,r,1
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,81.30,6.00,1.06,[],0
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,82.50,8.00,0.76,r,1
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,84.30,8.00,1.00,b,1
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,85.80,8.00,1.03,r,1
