label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
surround_0,157.50,0.00,0.00,0.00,0.0000,0.40,0.01,6.00,1.04,[],0
surround_0,157.50,0.00,0.00,0.00,0.0000,0.40,1.21,8.00,0.79,b,1
surround_0,157.50,0.00,0.00,0.00,0.0000,0.40,3.01,8.00,0.82,r,1
surround_0,157.50,0.00,0.00,0.00,0.0000,0.40,4.51,8.00,0.81,b,1
surround_0,157.50,0.00,0.00,0.00,0.0000,0.40,5.71,6.00,0.82,r,1
surround_0,157.50,0.00,0.00,0.00,0.0000,0.40,7.51,6.00,0.85,b,1
surround_0,157.50,0.00,0.00,0.00,0.0000,0.40,9.01,6.00,1.04,[],0
surround_0,157.50,0.00,0.00,0.00,0.0000,0.40,10.81,8.00,0.85,r,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,12.61,8.00,0.83,b,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,13.81,8.00,0.76,b,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,15.01,6.00,0.73,b,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,16.81,6.00,0.79,r,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,18.31,6.00,1.04,[],0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,19.51,8.00,0.74,r,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,21.31,8.00,0.83,r,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,22.81,8.00,0.74,r,0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,24.61,12.00,0.81,b,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,25.81,12.00,1.06,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,27.31,16.00,0.88,r,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,28.51,16.00,0.89,r,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,30.31,16.00,1.06,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,32.11,16.00,0.93,b,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,33.61,16.00,0.77,r,0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,34.81,16.00,1.06,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,36.01,16.00,0.89,r,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,37.81,16.00,0.81,b,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,39.31,16.00,1.06,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,40.51,16.00,0.78,b,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,42.01,16.00,0.77,r,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,43.51,16.00,0.89,r,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,45.01,12.00,0.79,r,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,46.81,12.00,0.83,b,1
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,48.01,12.00,1.03,[],0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,49.21,16.00,0.77,r,0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,50.41,16.00,0.73,b,0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,52.21,16.00,1.03,[],0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,54.01,16.00,0.79,r,1
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,55.51,16.00,0.82,b,1
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,57.01,16.00,0.81,r,1
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,58.81,12.00,0.85,r,1
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,60.31,12.00,0.79,b,1
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,61.51,12.00,0.76,b,1
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,62.71,8.00,0.77,b,1
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,64.21,8.00,1.04,[],0
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,66.01,12.00,1.04,[],0
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,67.51,16.00,0.80,r,1
center_0,0.00,0.00,0.50,0.00,0.4000,0.40,69.01,16.00,0.78,r,1
