norm_depths,avg,sd,alpha,df,test statistic,p-vals,Npermutations
0.0,0.2942325117015092,0.4784131119559719,0.05,12,0.2942325117015092,0.08110894097222222,4096.0
0.16666666666666666,0.47891364910963174,0.2913740820127455,0.05,12,0.47891364910963174,0.0019362877155172415,4096.0
0.3333333333333333,0.5832755632580916,0.5059901913127706,0.05,12,0.5832755632580916,0.003369140625,4096.0
0.5,0.6675234811742566,0.3683203393567794,0.05,12,0.6675234811742566,0.0019362877155172415,4096.0
0.6666666666666666,0.6254821984360076,0.5226535569077825,0.05,12,0.6254821984360076,0.006016322544642857,4096.0
0.8333333333333333,1.2274551290623925,0.8576854551833478,0.05,12,1.2274551290623925,0.0019362877155172415,4096.0
1.0,0.7052097024860222,0.5615670143048492,0.05,12,0.7052097024860222,0.005199291087962963,4096.0
