Subject,0.0,0.5,1.0
pnr143,29.0,43.0,32.0
pnr256,25.0,53.0,23.0
pnr328,24.0,97.0,121.0
pnr495,21.0,73.0,63.0
pnr510,21.0,43.0,32.0
pnr579,10.0,18.0,14.0
pnr668,43.0,109.0,92.0
pnr685,24.0,85.0,54.0
pnr713,27.0,67.0,70.0
pnr739,22.0,41.0,56.0
pnr756,17.0,64.0,63.0
Average,23.90909090909091,63.0,56.36363636363637
Std Dev,7.763018923712435,25.729360660537214,29.882414187711646
