Subject,0.0,0.5,1.0
pnr143,109.0,270.0,227.0
pnr256,218.0,549.0,350.0
pnr328,234.0,833.0,790.0
pnr495,206.0,633.0,443.0
pnr510,132.0,336.0,182.0
pnr579,55.0,175.0,124.0
pnr668,282.0,896.0,781.0
pnr685,170.0,593.0,446.0
pnr713,246.0,738.0,510.0
pnr739,157.0,395.0,409.0
pnr756,172.0,531.0,457.0
Average,180.0909090909091,540.8181818181819,429.0
Std Dev,62.85546847614273,219.95198574474807,205.27896761591174
