norm_depths,avg,sd,alpha,df,test statistic,p-vals,Npermutations
0.0,0.9964813989899888,0.38953164509256283,0.05,11,0.9964813989899888,0.0023894614361702126,2048.0
0.5,0.9055790153425426,0.3010146932370349,0.05,11,0.9055790153425426,0.0023894614361702126,2048.0
1.0,0.7590959404386876,0.39479410203599846,0.05,11,0.7590959404386876,0.0023894614361702126,2048.0
