Subject,0.0,0.5,1.0
pnr143,225.0,763.0,575.0
pnr256,130.0,247.0,195.0
pnr328,326.0,1135.0,994.0
pnr495,132.0,401.0,416.0
pnr510,433.0,1195.0,622.0
pnr579,200.0,713.0,416.0
pnr668,230.0,810.0,518.0
pnr685,243.0,941.0,724.0
pnr713,247.0,1037.0,950.0
pnr739,223.0,718.0,520.0
pnr756,224.0,861.0,863.0
pnr822,403.0,1119.0,814.0
Average,251.33333333333334,828.3333333333334,633.9166666666666
Std Dev,89.4262576403349,277.0259715060826,230.9839310187808
