rad (sigma),avg,sd,alpha,df,test statistic,p-vals,Npermutations
0.5,0.3383146072409658,0.356893703599916,0.05,12,0.3383146072409658,0.01928416792168675,4096.0
1.5,0.47758157436701637,0.3253965762033734,0.05,12,0.47758157436701637,0.0016919513081395346,4096.0
2.5,0.515343760021367,0.28081677418022827,0.05,12,0.515343760021367,0.0024251302083333334,4096.0
3.5,0.3926934024456217,0.31073182330011667,0.05,12,0.3926934024456217,0.00341033935546875,4096.0
4.5,0.27974382463303765,0.3210062543330667,0.05,12,0.27974382463303765,0.006790364583333332,4096.0
