rad (sigma),avg,sd,alpha,df,test statistic,p-vals,Npermutations
0.5,1.1078517922428004,0.7635481566606623,0.05,12,1.1078517922428004,0.0016919513081395346,4096.0
1.5,0.9882480700959748,0.5267206172063635,0.05,12,0.9882480700959748,0.0016919513081395346,4096.0
2.5,1.0679489507852835,0.508202966928961,0.05,12,1.0679489507852835,0.0016919513081395346,4096.0
3.5,0.8341663918626642,0.6736138880403835,0.05,12,0.8341663918626642,0.0016919513081395346,4096.0
4.5,0.5623667273236458,0.5890225983666074,0.05,12,0.5623667273236458,0.0016919513081395346,4096.0
