rad (sigma),avg,sd,alpha,df,test statistic,p-vals,Npermutations
0.5,0.35388463690908356,0.5687542826222305,0.05,12,0.35388463690908356,0.08743232593201754,4096.0
1.5,0.6125260509183023,0.3239756179355176,0.05,12,0.6125260509183023,0.0016919513081395346,4096.0
2.5,0.6387719461340916,0.4005643082477086,0.05,12,0.6387719461340916,0.0016919513081395346,4096.0
3.5,0.5245884885042531,0.4571365213630244,0.05,12,0.5245884885042531,0.0016919513081395346,4096.0
4.5,0.39465779686363067,0.4494542814516013,0.05,12,0.39465779686363067,0.009327423878205128,4096.0
