rad (sigma),avg,sd,alpha,df,test statistic,p-vals,Npermutations
0.5,0.5777175801436613,0.5041790818741742,0.05,12,0.5777175801436613,0.00341033935546875,4096.0
1.5,0.42471150738329405,0.36522090507213606,0.05,12,0.42471150738329405,0.009327423878205128,4096.0
2.5,0.4136714039466624,0.5940277274421218,0.05,12,0.4136714039466624,0.035228207236842106,4096.0
3.5,0.3181103390095887,0.4317358156129871,0.05,12,0.3181103390095887,0.046821820853960396,4096.0
4.5,0.24544573370456732,0.42508807368672435,0.05,12,0.24544573370456732,0.08627454369469026,4096.0
