rad (sigma),avg,sd,alpha,df,test statistic,p-vals,Npermutations
0.5,1.8667834287234613,1.134997834941831,0.05,12,1.8667834287234613,0.0016919513081395346,4096.0
1.5,1.56895565357138,0.7415948967182493,0.05,12,1.56895565357138,0.0016919513081395346,4096.0
2.5,1.5644219080855837,0.682039661681777,0.05,12,1.5644219080855837,0.0016919513081395346,4096.0
3.5,1.1307289042063415,0.6961397761233691,0.05,12,1.1307289042063415,0.0016919513081395346,4096.0
4.5,0.8634665677049159,0.7794831738366007,0.05,12,0.8634665677049159,0.0016919513081395346,4096.0
