rad (sigma),avg,sd,alpha,df,test statistic,p-vals,Npermutations
0.5,0.015570029668117824,0.37487325015964346,0.05,12,0.015570029668117824,0.9104204569777397,4096.0
1.5,0.1349444765512857,0.2500206706148301,0.05,12,0.1349444765512857,0.12560930822649574,4096.0
2.5,0.12342818611272462,0.2268794629063784,0.05,12,0.12342818611272462,0.12560930822649574,4096.0
3.5,0.13189508605863143,0.286016482292748,0.05,12,0.13189508605863143,0.19120448088842973,4096.0
4.5,0.11491397223059303,0.2768344881940427,0.05,12,0.11491397223059303,0.23586347026209678,4096.0
