label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
surround_112,90.00,112.50,0.00,0.00,0.0000,0.40,0.01,6.00,1.07,[],0
surround_112,90.00,112.50,0.00,0.00,0.0000,0.40,1.81,8.00,1.06,[],0
surround_112,90.00,112.50,0.00,0.00,0.0000,0.40,3.01,12.00,1.06,[],0
surround_112,90.00,112.50,0.00,0.00,0.0000,0.40,4.51,16.00,1.06,[],0
surround_112,90.00,112.50,0.00,0.00,0.0000,0.40,5.71,16.00,1.06,[],0
surround_112,90.00,112.50,0.00,0.00,0.0000,0.40,7.21,16.00,1.06,[],0
surround_112,90.00,112.50,0.00,0.00,0.0000,0.40,8.71,16.00,1.06,[],0
surround_112,90.00,112.50,0.00,0.00,0.0000,0.40,10.51,16.00,1.06,[],0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,12.01,16.00,1.06,[],0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,13.21,16.00,1.06,[],0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,14.41,16.00,1.06,[],0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,16.21,16.00,1.06,[],0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,18.01,16.00,0.76,r,0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,19.81,16.00,0.76,r,0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,21.31,16.00,1.06,[],0
center_157,157.50,0.00,0.50,0.00,0.4000,0.40,22.51,16.00,0.80,r,0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,24.01,16.00,1.06,[],0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,25.51,16.00,0.79,r,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,26.71,16.00,1.04,r,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,28.51,16.00,0.99,b,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,29.71,12.00,1.06,[],0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,31.21,16.00,0.76,r,0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,32.71,16.00,0.76,r,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,34.51,16.00,1.06,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,36.01,16.00,0.98,r,0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,37.81,16.00,0.89,b,0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,39.31,16.00,0.93,r,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,40.81,16.00,1.00,r,0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,42.01,16.00,1.06,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,43.21,16.00,0.76,b,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,45.01,16.00,1.06,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,46.51,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,48.31,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,49.81,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,51.31,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,52.51,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,54.31,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,55.81,16.00,0.81,b,1
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,57.01,16.00,1.06,[],0
surround_22,0.00,22.50,0.00,0.00,0.0000,0.40,58.51,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,60.31,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,61.81,16.00,0.78,b,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,63.01,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,64.21,16.00,0.76,b,0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,65.71,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,67.51,16.00,0.80,r,0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,69.01,16.00,0.76,b,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,70.51,16.00,0.78,b,0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,72.31,16.00,1.06,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,73.51,16.00,0.76,b,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,75.01,16.00,1.02,r,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,76.21,16.00,1.06,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,77.71,16.00,1.06,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,79.51,16.00,0.76,r,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,81.01,16.00,0.77,b,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,82.51,16.00,1.05,r,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,84.01,12.00,0.96,b,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,85.21,12.00,1.06,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,87.01,16.00,0.76,b,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,88.81,16.00,1.06,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,90.01,16.00,1.06,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,91.51,16.00,1.06,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,93.01,16.00,0.98,b,0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,94.51,16.00,1.05,[],0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,96.31,16.00,0.89,b,1
