label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
surround_22,90.00,22.50,0.00,0.00,0.0000,0.40,0.01,6.00,1.06,[],0
surround_22,90.00,22.50,0.00,0.00,0.0000,0.40,1.81,8.00,0.76,r,1
surround_22,90.00,22.50,0.00,0.00,0.0000,0.40,3.61,8.00,0.76,r,1
surround_22,90.00,22.50,0.00,0.00,0.0000,0.40,4.81,8.00,0.80,r,1
surround_22,90.00,22.50,0.00,0.00,0.0000,0.40,6.01,6.00,1.06,[],0
surround_22,90.00,22.50,0.00,0.00,0.0000,0.40,7.81,8.00,0.94,b,1
surround_22,90.00,22.50,0.00,0.00,0.0000,0.40,9.01,8.00,0.85,r,1
surround_22,90.00,22.50,0.00,0.00,0.0000,0.40,10.81,8.00,0.81,r,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,12.31,6.00,1.06,[],0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,14.11,8.00,1.06,[],0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,15.31,12.00,0.84,r,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,17.11,12.00,0.76,b,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,18.61,12.00,0.76,b,1
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,20.41,8.00,1.06,[],0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,21.61,12.00,1.06,[],0
center_45,45.00,0.00,0.50,0.00,0.4000,0.40,22.81,16.00,0.76,b,1
surround_0,0.00,0.00,0.00,0.00,0.0000,0.40,24.31,16.00,0.80,r,1
surround_0,0.00,0.00,0.00,0.00,0.0000,0.40,25.81,16.00,1.06,[],0
surround_0,0.00,0.00,0.00,0.00,0.0000,0.40,27.31,16.00,1.06,[],0
surround_0,0.00,0.00,0.00,0.00,0.0000,0.40,28.81,16.00,0.76,b,1
surround_0,0.00,0.00,0.00,0.00,0.0000,0.40,30.01,16.00,1.06,[],0
surround_0,0.00,0.00,0.00,0.00,0.0000,0.40,31.51,16.00,1.06,[],0
surround_0,0.00,0.00,0.00,0.00,0.0000,0.40,33.01,16.00,0.76,r,1
surround_0,0.00,0.00,0.00,0.00,0.0000,0.40,34.81,16.00,1.06,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,36.01,16.00,0.91,r,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,37.21,16.00,0.76,r,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,39.01,16.00,0.76,b,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,40.51,12.00,1.06,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,41.71,16.00,1.06,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,43.51,16.00,1.06,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,45.31,16.00,0.76,r,1
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,46.81,16.00,0.76,r,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,48.61,16.00,1.06,[],0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,50.41,16.00,0.76,b,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,51.61,16.00,0.80,r,0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,52.81,16.00,0.88,r,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,54.01,16.00,0.84,b,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,55.81,16.00,1.06,[],0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,57.31,16.00,1.06,[],0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,58.81,16.00,0.76,b,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,60.31,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,61.81,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,63.61,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,64.81,16.00,0.76,r,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,66.01,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,67.51,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,69.31,16.00,0.76,b,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,70.81,16.00,0.76,b,1
surround_67,0.00,67.50,0.00,0.00,0.0000,0.40,72.61,16.00,1.07,[],0
surround_67,0.00,67.50,0.00,0.00,0.0000,0.40,73.82,16.00,1.07,[],0
surround_67,0.00,67.50,0.00,0.00,0.0000,0.40,75.02,16.00,0.88,b,0
surround_67,0.00,67.50,0.00,0.00,0.0000,0.40,76.82,16.00,0.91,r,1
surround_67,0.00,67.50,0.00,0.00,0.0000,0.40,78.02,16.00,1.07,[],0
surround_67,0.00,67.50,0.00,0.00,0.0000,0.40,79.52,16.00,1.07,[],0
surround_67,0.00,67.50,0.00,0.00,0.0000,0.40,81.02,16.00,1.07,[],0
surround_67,0.00,67.50,0.00,0.00,0.0000,0.40,82.82,16.00,0.77,b,1
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,84.02,16.00,1.07,[],0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,85.82,16.00,1.06,[],0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,87.62,16.00,1.06,[],0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,89.12,16.00,0.76,r,1
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,90.62,16.00,0.76,r,1
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,91.82,16.00,1.06,[],0
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,93.32,16.00,0.76,r,1
center_67,67.50,0.00,0.50,0.00,0.4000,0.40,94.82,16.00,0.76,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,96.32,16.00,0.77,b,0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,98.12,16.00,0.77,r,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,99.62,16.00,0.89,b,0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,101.12,16.00,0.77,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,102.32,16.00,0.94,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,103.82,16.00,0.78,r,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,105.32,12.00,0.78,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,106.82,12.00,0.78,r,1
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,108.02,12.00,1.06,[],0
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,109.82,16.00,1.06,[],0
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,111.32,16.00,1.06,[],0
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,112.82,16.00,0.76,r,1
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,114.62,16.00,1.06,[],0
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,116.42,16.00,1.06,[],0
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,117.62,16.00,1.06,[],0
center_90,90.00,0.00,0.50,0.00,0.4000,0.40,118.82,16.00,0.76,r,1
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,120.62,16.00,1.06,[],0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,122.12,16.00,0.78,r,1
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,123.32,16.00,0.82,r,1
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,124.52,16.00,0.90,r,0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,126.32,16.00,1.06,[],0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,127.82,16.00,1.06,[],0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,129.62,16.00,1.06,[],0
surround_45,0.00,45.00,0.00,0.00,0.0000,0.40,130.82,16.00,0.76,b,0
