rad (sigma),avg,sd,alpha,df,test statistic,p-vals,Npermutations
0.5,1.8327367574517686,0.7922136927890215,0.05,12,1.8327367574517686,0.0020461309523809525,4096.0
1.5,1.6225490272996774,0.373699779247064,0.05,12,1.6225490272996774,0.0020461309523809525,4096.0
2.5,0.03407104551972646,0.2835902471911124,0.05,12,0.03407104551972646,0.7822516025641025,4096.0
3.5,-1.656290964270683,0.619143765197771,0.05,12,-1.656290964270683,0.0020461309523809525,4096.0
4.5,-2.2711042188105495,0.8762330452738394,0.05,12,-2.2711042188105495,0.0020461309523809525,4096.0
