rad (sigma),avg,sd,alpha,df,test statistic,p-vals,Npermutations
0.5,1.5342032586352528,0.9352520411075327,0.05,12,1.5342032586352528,0.00318287037037037,4096.0
1.5,1.8116448808684062,0.8856480756197934,0.05,12,1.8116448808684062,0.0020461309523809525,4096.0
2.5,0.851593528693163,0.9404760884867858,0.05,12,0.851593528693163,0.022799744897959186,4096.0
3.5,-0.29093415330566713,1.4857441896449393,0.05,12,-0.29093415330566713,0.6321703767123288,4096.0
4.5,-1.4828024278796887,1.3793137941289342,0.05,12,-1.4828024278796887,0.01623263888888889,4096.0
