x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0.00,0.00,21.00,0.00,42.00,-0.37015063,-6.47908068,-4.48730326,-9.07069588,-5.10180759,2.34472656,0.12608056,31.62,0.25034075,7.72055721,-5.69655466,-2.37728333,-9.46134758,3.92997766,-12.90346050,-23.48754692,-11.07760048,2.61840606,0.36254457,0.54725873,-5.61073875,-24.25764084,-13.39263725,1.75144064,23.55061150,11.04536819,-25.35801315,-0.92649984,5.10032272,1.44333708,0.22993831,-3.79683304,2.00688648,0.67477018,-12.33314705,10.48796558,-13.44602680,5.51163673,7.60972166,8.65375042,4.09502792,0.04332532,-4.47353077,-5.95277357,-1.47924292,3.49992490,0.06254454,-24.22925758,-29.73259735,-5.50333977,1.69340861,6.28,0.00,
0.00,0.00,1.00,0.00,125.00,1.74000633,0.12160382,-0.24094340,1.17893016,0.69989920,0.54206657,0.46178114,9.02,0.49367445,4.26512432,0.34031373,0.29531032,3.23815417,3.43853140,-2.18564200,-2.09182954,-7.27507496,-1.06572151,0.74532145,0.38820768,-0.30159771,0.41467771,-3.26989198,-0.93200737,3.91660976,-5.80586529,-3.90503335,6.86285400,-1.50711727,1.53773034,0.21530183,-1.17957759,0.35636380,-2.68504262,7.15655708,5.66377735,-1.62808406,-2.57927394,8.79026890,0.46144554,0.14624885,0.70224280,-0.46279961,-0.25904655,0.20375302,0.62236184,0.43092145,0.96610832,-2.33248472,-3.29859304,3.97299504,4.19,1.05,
0.00,0.00,1.00,0.00,109.00,-2.01377416,-1.09372783,-0.60433471,-0.44104367,-1.03822005,1.43357551,0.23151638,8.23,0.13923012,-1.48233306,0.14661108,0.29776934,2.87210846,-7.34059954,-1.73669970,-1.88842618,-0.87517673,-0.76852220,0.46276602,0.49652132,-3.85349321,-0.86580151,-3.81059217,3.48292303,7.02760983,-0.68514258,-0.25340006,-4.96791220,0.10293489,0.00864876,0.92592674,-7.93345451,0.02071486,-5.37405682,-6.33853722,1.53990555,-0.42087567,-0.73505300,1.16785622,-1.57790339,2.03587675,0.15399672,-0.49594292,-0.26322642,0.23271652,0.84344864,0.35930106,17.37723351,13.70545483,-3.67177844,4.34600687,4.13,1.02,
0.00,0.00,1.00,0.08,98.00,-0.54468113,-0.45247331,-0.36699316,-0.75014603,-0.52857339,0.57886738,0.44696812,6.59,0.45920275,4.83245802,-5.34121466,-2.99307466,-0.71020353,-1.53038847,1.16873312,-3.40080571,4.51837635,0.34436154,0.14707977,0.70143873,-2.52447438,2.19463825,-1.80988836,3.27343011,3.41305184,-2.78360367,-2.05326843,-2.95413709,0.43782511,0.24254097,0.62250543,-1.84613514,2.56241679,2.39598703,-0.52542418,-1.96171248,-3.94873548,-1.60309315,0.73653436,0.17196904,0.03740330,0.84669295,0.06231343,-0.04028451,-0.10259793,0.17677563,0.67452159,-3.37372303,-4.41972303,-1.04599988,0.76821345,4.32,1.14,
0.00,0.00,0.00,0.13,97.00,-1.21166074,-1.62257791,-2.56186485,-0.68723935,-1.52083576,3.92151642,0.04799470,7.29,0.03745045,2.99206185,-6.55996132,0.19868641,-2.35861874,-2.48046255,-4.24278259,-2.01202273,1.45984519,-0.87324744,0.76394331,0.38234680,-0.09038284,-1.64619148,-10.08979893,-5.38799334,-1.42828310,-0.43224970,1.54652035,-2.31027627,-1.75386775,3.20781827,0.07364666,0.99462944,1.82461333,-3.24589491,-4.68392897,0.71954495,-5.78666449,-1.08984339,1.22791874,-0.57319570,0.34157768,0.55907671,0.07188172,0.00546867,-0.06641304,0.07100382,0.79010132,-1.97429812,-1.67931938,0.29497868,0.06029848,4.32,1.14,
0.00,0.00,2.00,0.16,94.00,-1.23149550,-0.57014298,0.06756191,-0.10433394,-0.45960262,0.35638946,0.55067766,7.31,0.47078159,-3.45732236,-1.17208660,-0.13357162,2.63123870,-2.32691908,-2.27030396,-1.36114550,2.46765828,-0.53965485,0.28841290,0.59138143,-0.72046596,0.55148906,-2.29068875,-2.34460020,5.16156149,3.91650414,4.11898899,-5.99526215,0.48638806,0.24573910,0.62022093,0.95201576,0.52020997,0.85977465,-3.58499360,-3.42958856,-3.07386971,-1.68974841,-0.11833686,-1.10624814,1.25334382,0.26323442,0.19540972,0.19330913,-0.00210058,0.00005159,0.99427513,-1.38343906,0.02010733,1.40354633,1.11077154,4.26,1.09,
0.00,0.00,0.00,0.16,120.00,-0.82226139,1.53982651,0.85854703,1.50268936,0.76970035,1.02353370,0.31197084,7.22,0.49941771,-0.51517868,0.57009292,5.15812397,3.81470203,-5.19552994,1.12744880,5.55310488,1.14838064,-0.05623829,0.00328279,0.95432331,0.22469342,1.36687696,-1.35532761,-0.96775156,-0.52863503,1.03177404,5.03645849,2.38594007,-0.56802070,0.33655035,0.56198261,-3.12516642,-1.86599314,1.13334548,-3.60672235,-2.47278333,0.49919194,0.71245325,1.87886846,-2.25359058,5.33572292,0.02113400,0.36192855,0.40549657,0.04356803,0.02743524,0.86857792,-1.41098213,-3.26988125,-1.85889912,2.04610324,4.19,1.05,
0.00,0.00,0.00,0.16,126.00,0.06679048,-1.85157084,0.22072506,0.86955464,-0.17362517,0.03746650,0.84656469,8.51,0.72085172,-3.57051444,-0.65908909,-1.82085180,-2.26616311,-4.68848181,2.13795733,-0.30012444,-3.42549062,-2.78811955,5.65221024,0.01765609,3.74466515,1.40768921,-6.14818239,0.49771598,0.48950943,5.12339020,-1.76272058,-1.63240170,-0.66274422,0.33255801,0.56431102,-0.85771221,-0.43176258,1.96799839,-2.59252477,2.45316124,-2.48459578,0.52105218,2.30492496,-0.78401703,0.46242332,0.49668074,0.39227059,0.54492247,0.15265186,0.33340171,0.56418459,5.83190727,6.46540260,0.63349491,0.21576126,4.19,1.05,
0.00,0.00,2.00,0.15,135.00,-2.25574422,-1.31636333,-1.60127306,-2.44649625,-1.90496922,5.28720856,0.02172484,7.86,0.02580430,1.82928300,-0.88904005,-0.49695712,-2.44636750,-1.85396755,-2.53354573,-2.61118197,-1.38580465,1.16653776,1.15687621,0.28242280,-2.72665954,-3.84672403,-1.60553277,-0.31455389,-3.81166577,-0.61129326,-0.35974041,0.50370395,0.85490561,0.64054883,0.42373815,-7.06294250,1.81725037,-4.78574467,-0.61570895,-1.37976551,-4.28431702,2.25534749,-5.44718504,0.06456751,0.00381299,0.95077706,-0.02250925,0.35922793,0.38173717,2.05390668,0.15307057,2.93946648,3.80710673,0.86764008,0.32145318,4.18,0.95,
0.00,0.00,2.00,0.00,100.00,0.53135151,0.31490207,-0.91595727,0.87681162,0.20177698,0.07348695,0.78639181,7.06,0.87293313,5.21220255,-0.26343271,-0.13297237,-2.43020463,6.64634228,2.88135648,-2.54699135,-6.37848806,-0.52844334,0.30402049,0.58151930,-2.06143451,1.57148778,-3.27149200,-1.29265118,3.94738007,-4.29693604,-3.25918341,0.87901759,-1.76798761,3.43115807,0.06432745,-0.11546390,-0.82327867,3.55599070,5.86762619,-1.98819387,-0.12728132,-2.03295135,0.98088992,-0.35672894,0.14059353,0.70778621,-0.04795445,-0.24973494,-0.20178050,0.62052202,0.43160258,-5.27476978,-6.95931959,-1.68454945,1.50312984,4.43,1.11,
0.00,0.00,0.00,0.15,95.00,-2.12018180,-1.68199468,-2.31837201,-3.27057648,-2.34778118,8.44700909,0.00375166,7.67,0.00806545,0.56950778,-1.86006463,-0.44913861,0.30503416,4.53761530,-5.58499050,-3.03123927,-8.73203754,1.60619211,2.36691689,0.12430774,1.02943707,-0.54856247,-5.89852428,-5.87030602,-3.86877513,-1.77700567,-2.64281583,0.55557346,0.85017174,0.67236710,0.41245988,-1.14407349,-1.12376356,-2.82896328,0.88909125,-1.28314984,-3.15703034,-4.56068230,-3.43633795,1.09461868,1.11176515,0.29200139,-0.01411565,-0.27240142,-0.25828576,1.04286802,0.30814653,9.92691040,9.64530087,-0.28160992,0.05327621,4.37,1.06,
0.00,0.00,0.00,0.22,94.00,-2.82266879,-3.59123707,-4.24478722,-4.02917433,-3.67196679,17.00697517,0.00004091,8.45,0.00009155,-8.35914421,-1.06395555,-3.45262265,-2.72273111,0.16249657,-1.45677495,-1.65078366,-10.37706280,0.36307299,0.09845746,0.75376646,-3.88232636,-4.07474899,-4.41740704,-5.30957842,-6.66824532,-1.36997509,-3.28166938,-4.76557541,-0.21055220,0.03353195,0.85475010,-6.46261740,-2.81638336,6.18230915,-4.89352608,-2.13391829,-2.71006989,-4.65653801,-3.98692799,1.28888440,1.29045963,0.25628687,0.08428050,-0.11818164,-0.20246214,0.62295419,0.43070250,-2.64044929,-1.49867284,1.14177632,0.89993095,4.37,1.06,
0.00,0.00,4.00,0.25,101.00,-3.28349829,-3.03077412,-3.62553930,-5.84977865,-3.94739771,25.69919968,0.00000049,7.39,0.00000290,-6.17640066,-3.83945346,-3.45665455,-2.87179375,3.98890400,2.31021404,-6.32125616,-8.56426620,2.67667532,7.09198618,0.00789096,-4.14336348,-3.64836645,-6.96301508,-5.26161146,-2.36927652,-3.63504553,-1.48670137,-1.22215986,2.31309938,5.32004833,0.02132369,-6.52195501,-1.08285594,-8.44615746,-1.92193973,0.30845997,-1.50086987,-3.73502946,-4.81611681,2.48511195,6.24233532,0.01266303,0.31930372,0.21404488,-0.10525884,0.15915430,0.69027825,4.57855415,3.77658033,-0.80197394,0.38235527,4.31,1.01,
0.00,0.00,0.00,0.26,97.00,-0.84526348,-0.38376701,-2.38551426,-3.13898492,-1.68838239,5.51926613,0.01903670,6.82,0.05224214,0.33317485,0.09135497,0.78303945,-0.80497068,5.09970856,1.29083312,-2.89165521,-7.41386890,2.69263411,8.37928486,0.00389342,-0.34365919,2.88139677,-1.91686273,-4.89959574,-9.62883854,-5.39095306,-5.13560820,3.20352960,0.40264469,0.19582467,0.65822616,2.95693088,-1.17616737,-3.72857857,0.72309917,2.37081885,-3.06008530,-3.14426231,-1.17003632,2.23904872,5.93741465,0.01502922,0.57850492,0.55956322,-0.01894170,0.00509625,0.94314623,0.80645192,-0.03371611,-0.84016806,0.46339056,4.24,0.99,
0.00,0.00,5.00,0.26,104.00,-1.15326405,-0.77606744,-1.73747027,-1.04755545,-1.17858934,3.28422666,0.07030214,6.17,0.05385320,0.92497051,0.34794956,-3.07601380,-0.05051723,4.13487005,-0.61663795,-4.64675665,-3.51481080,0.27979827,0.10983996,0.74040898,-0.87166601,2.14936614,-5.25052500,-0.32434508,-7.47366476,-0.07886351,-2.83218145,-0.47002691,-0.85196406,1.05261981,0.30519949,-3.38710117,0.96839607,1.01559353,-3.62395120,1.04188883,-3.38561153,-1.72040403,-0.21337697,-0.11405322,0.01874482,0.89113334,0.58345711,0.72957259,0.14611551,0.29631761,0.58668734,-7.78168964,-10.20977211,-2.42808223,4.98125553,4.24,0.99,
0.00,0.00,0.00,0.25,116.00,-0.06490839,1.09596145,1.14528239,0.16806509,0.58610016,0.72978085,0.39319549,6.51,0.36419288,2.42298746,1.33151412,2.14447546,0.26073375,2.60747075,-0.88408101,-0.36129588,1.18111467,0.95363969,1.12807202,0.28849185,1.16207719,1.93923306,3.30546093,0.09248078,-1.73845398,-0.40743491,1.18914425,3.09565878,0.87348199,0.97727722,0.32315627,-3.54145432,0.41017830,0.41015607,2.22900867,2.33149815,-2.28083944,0.36840728,-0.44185293,-0.29515919,0.11256108,0.73733069,0.02942383,0.50819308,0.47876924,2.96034718,0.08657192,0.63997442,2.10001016,1.46003580,1.02340734,4.18,0.95,
0.00,0.00,1.00,0.14,108.00,-0.64945066,0.38741234,-2.77487326,-1.98841059,-1.25633049,1.31157994,0.25243191,10.41,0.30653570,6.48559141,4.74514675,0.11263180,6.88140345,-4.68540049,-3.46966839,-2.64937758,-5.91323280,2.33063459,2.69958353,0.10074825,-1.00976896,-9.27031040,-3.52123570,-2.77462053,-11.38945770,2.96757126,-0.28681353,3.16955447,-0.87991863,0.39487341,0.52991940,1.78205216,-0.50765663,2.26039982,-2.11240339,1.42706490,-4.18919086,-2.97716379,0.26293084,1.34722102,0.91267985,0.33967889,-1.22162890,-1.00907981,0.21254909,0.68258417,0.40948922,-25.66658020,-25.66558075,0.00099968,0.00000000,4.96,1.22,
0.00,0.00,1.00,0.11,93.00,-3.95161438,-1.82387888,-4.56982422,-3.81685495,-3.54054308,13.57009792,0.00024439,9.12,0.00029159,-3.09913325,4.77811527,-0.80976254,-5.52750731,3.27570987,1.63923490,-8.68067169,-6.28201771,1.89086413,2.30513477,0.12932291,-4.49242735,-2.25163722,1.54889965,-6.19008160,-9.21697617,-4.79314137,-9.10921478,-3.21712303,-0.99110442,0.64621091,0.42169780,-2.68725777,-5.69493675,-0.75476909,-2.05397296,-6.13059664,-5.68262434,-5.10636950,-2.34363890,-0.11201262,0.00824150,0.92768685,-1.28247249,-1.18562388,0.09684859,0.16755702,0.68264404,-6.30679321,-6.80870247,-0.50190949,0.09391245,4.87,1.23,
0.00,0.00,1.00,0.00,94.00,1.36963665,-1.25957561,0.59309423,-0.14648296,0.13916807,0.02653002,0.87065141,8.11,0.69994215,-4.47319937,0.73717421,-2.11224675,-3.32185936,-2.50802827,-1.88546348,2.36332345,2.19659233,-1.03496277,0.86099911,0.35372547,0.97718257,2.14645362,-1.17437541,-2.05217218,8.42862988,-0.08993475,0.11875760,-2.72799444,0.91164738,0.69288111,0.40542244,2.76799917,2.21298504,3.85215282,0.42300701,2.09522653,0.01647115,0.32856131,-0.11358122,1.52255046,1.91672611,0.16658524,-0.96102941,-0.90475768,0.05627171,0.06184994,0.80380057,0.93844622,3.12457609,2.18612981,2.26172209,4.77,1.21,
0.00,0.00,1.00,0.00,96.00,-1.07166278,-0.80364048,0.36710617,-0.58863276,-0.52420747,0.55491590,0.45652238,6.68,0.45620329,-2.94073200,2.52661920,1.63059294,-4.65201187,-0.13845699,-0.14903852,-1.71264219,-0.53472042,-0.23653455,0.06646666,0.79661563,-0.30792204,1.17132223,-2.11524773,1.21550143,-4.26631165,1.26996803,6.91400862,-0.61564589,1.02382469,1.29733586,0.25502476,1.54332423,1.11575305,-0.67834973,-3.61289644,-0.07615184,-3.32653451,-0.89985353,-2.50118995,-0.49876440,0.30529749,0.58072709,-0.81548190,-0.76123917,0.05424277,0.06030586,0.80621545,5.20905399,6.78947258,1.58041859,1.90420747,4.69,1.14,
0.00,0.00,1.00,0.00,97.00,1.94796336,1.90949237,1.06354308,-0.00737778,1.22840524,3.49610543,0.06185772,6.23,0.01626115,-0.79340321,1.60947680,3.39384508,2.38417149,2.79155040,0.97524071,5.24981785,-0.35593688,1.90896940,4.95560598,0.02627048,3.77261257,-1.71311486,6.36284351,-2.31146479,-4.06591606,1.57660520,7.21261168,-1.32492256,1.05270159,1.61269724,0.20446432,6.95485401,-0.11341423,3.16080236,2.78727221,-0.55548984,1.18861520,1.51196909,1.78964567,1.98886740,5.59715986,0.01821552,-0.68695575,-0.63253224,0.05442350,0.05616334,0.81286090,-6.89675522,-4.49120998,2.40554500,5.14307690,4.58,1.15,
0.00,0.00,0.00,0.10,101.00,1.47049057,0.52827322,1.23322117,0.82415247,1.01403439,1.95897281,0.16198892,6.87,0.13806136,0.82330751,0.57368898,-2.00008798,0.06041702,5.27765179,-0.15940794,0.74532920,-0.57210714,-0.20971647,0.04918572,0.82454012,2.50583816,4.09416151,-1.03448296,0.93874049,3.65562725,-2.18212295,4.56690931,-2.38949251,0.47250992,0.25899842,0.61094257,4.32623529,4.30160141,0.53520393,2.10507321,0.85235614,0.00319783,-1.35129154,1.06314766,0.60237265,0.42016959,0.51702936,-0.46337044,-0.45032674,0.01304368,0.00276675,0.95809289,-9.81996918,-9.05868340,0.76128620,0.38996354,4.58,1.15,
0.00,0.00,0.00,0.14,100.00,0.98756719,-0.60965055,-0.01338005,-0.12745315,0.05927086,0.00494721,0.94394249,8.00,0.79571017,3.39941573,1.29348993,-2.69638824,-0.29146594,1.15318000,-1.07499957,0.70327175,-6.77610445,-0.38846451,0.12540066,0.72333805,0.13317499,1.18916368,-0.67925197,-2.06174898,-5.24644899,2.10447478,2.92180681,1.43363178,0.08174711,0.00569575,0.93985856,7.47118855,-0.25360209,1.20839345,-1.00589252,6.18280745,-3.20028758,-2.62830567,1.69030595,1.11622536,1.08067966,0.29884433,-0.25984392,-0.34602168,-0.08617776,0.10864335,0.74197108,3.57031178,4.40196848,0.83165699,0.45319378,4.51,1.13,
0.00,0.00,3.00,0.19,100.00,0.47321886,0.39934584,-0.26458043,0.93300593,0.38524756,0.34025919,0.55983475,6.27,0.63238248,-0.86479378,2.23184347,4.19112730,-0.02629150,0.44944286,-5.06686306,1.94298995,0.13432327,-0.50395602,0.34535882,0.55690997,0.67638844,-0.20992099,-3.87337375,-0.01114189,-0.89654022,-0.20519051,1.46280813,0.89357591,-1.18824673,1.95214319,0.16272460,-2.96498179,0.50513220,5.14689398,2.04760766,0.55524361,-1.18053734,0.63857234,-0.33109099,-0.46547627,0.30383492,0.58163461,-0.16146138,-0.35672539,-0.19526403,0.53433871,0.46547575,-6.58477354,-8.36098671,-1.77621341,2.11717916,4.49,1.02,
0.00,0.00,0.00,0.25,106.00,0.26524270,-0.69235581,-1.57800102,0.42195469,-0.39578986,0.38187325,0.53676833,6.08,0.46491426,-5.53455210,5.74678946,0.87436336,-0.44017702,-5.27707005,-2.60835433,0.11385767,1.40625060,-1.16402721,1.99248612,0.15845103,-0.16875516,-5.27622080,-0.90117705,-2.26464105,-1.92370796,0.17712282,6.03721952,-6.48984623,-1.81085789,4.97335720,0.02600383,1.37680137,1.72593665,2.75532413,-3.24829769,-2.15008068,1.15984440,3.44194365,-3.09149456,-0.11231184,0.01887108,0.89076960,-0.10971325,-0.33123460,-0.22152136,0.70258337,0.40272088,1.02832615,1.07643914,0.04811301,0.00166045,4.49,1.02,
0.00,0.00,7.00,0.31,99.00,-1.86888337,-1.26886201,-2.63951755,-2.86500621,-2.16056728,10.45369434,0.00127135,6.34,0.00263036,0.03989528,1.45070887,-1.80235863,-2.45866609,-2.09821916,1.79441428,-4.89880037,-2.19994688,1.54097068,3.12695289,0.07737004,-3.67332745,-2.52796316,-1.07143903,2.47994971,-5.01331902,-3.83845615,-4.63698387,-3.63360953,0.11746050,0.01883722,0.89086704,-1.56490552,-1.44576514,1.79446220,-5.19843912,1.41046214,-3.67019153,-3.09788370,-2.45085096,1.02846682,1.44687247,0.22936898,-0.00938203,-0.14312246,-0.13374044,0.25942227,0.61096842,-0.07124458,-3.12670898,-3.05546427,9.58232689,4.43,0.96,
0.00,0.00,0.00,0.35,109.00,-0.71232074,-0.87731051,-0.20682462,0.92031169,-0.21903603,0.07514635,0.78405274,7.59,0.57796588,2.02471542,1.09839082,-1.00829685,-0.40899396,-9.30913258,-3.33611631,2.38694406,2.11914015,-1.71316099,2.73940849,0.09827409,-3.53702593,-0.12991780,0.80055368,2.09814501,-1.56741929,-0.62361133,5.83547688,-3.73701429,-0.96072888,0.88025427,0.34840141,1.03148031,1.81912267,-0.00475945,-4.68916368,-4.45173311,-0.49097687,1.58418965,-1.05933154,-1.59926355,2.44140840,0.11854628,0.23627669,0.24097542,0.00469874,0.00031502,0.98585354,15.32431698,15.12293148,-0.20138527,0.02251027,4.37,0.94,
0.00,0.00,8.00,0.36,87.00,2.10434699,1.80101991,3.60861278,3.73151970,2.81137490,14.80875874,0.00012791,6.93,0.00036782,0.69824171,3.12808371,2.64231706,2.19301176,-2.12115169,4.06906700,-1.24776638,4.40632486,-2.04636145,4.61530352,0.03197287,4.74649286,6.02310276,4.18322372,3.61415124,2.01834631,5.51649380,4.65840006,-1.64865136,-0.11979658,0.01627516,0.89851650,4.26664400,2.56898117,4.58501434,-0.26823345,0.51101428,1.47293901,4.33938313,-0.26734126,-1.59482646,2.89790606,0.08906424,0.56481045,0.69151378,0.12670329,0.21694997,0.64178094,8.81636333,8.01962757,-0.79673511,0.52441388,4.29,0.91,
0.00,0.00,7.00,0.36,83.00,0.91689152,2.29872751,1.55776656,0.81378615,1.39679301,4.36240816,0.03703804,6.35,0.03229914,-0.26410064,4.94213915,0.62449044,4.54652214,1.88450181,4.90566158,-0.55304331,1.54106295,1.37383354,2.48592329,0.11524498,0.34907150,2.83742785,2.31671739,0.64750016,1.17050636,-1.33953929,3.98970771,2.43086576,0.76049566,0.77976137,0.37746647,3.86044884,1.41585565,5.22591543,-2.85009408,1.76051033,-0.59489870,1.53581631,-2.07751632,0.15053506,0.03115241,0.85994329,0.62742925,0.90423882,0.27680957,0.97873539,0.32347159,7.04874802,5.88252258,-1.16622508,1.16391611,4.29,0.91,
0.00,0.00,8.00,0.36,98.00,0.10423557,0.74767745,2.02907896,-0.51885903,0.59053326,0.78940451,0.37453220,6.31,0.25856993,0.83677465,-3.72668982,0.97219110,1.45490313,0.69453388,4.65382576,0.26447162,0.40198955,1.17950904,1.85547745,0.17351239,0.90392900,4.74561310,0.24417159,0.73289251,3.62868595,0.76176202,1.02946973,3.79236484,2.55746698,8.93489647,0.00287919,1.38178098,1.31997311,1.41895318,-3.44235015,-0.45456183,-0.78622091,1.36255193,-0.00664022,0.65101653,0.58234346,0.44560922,0.00773632,0.57277220,0.56503588,3.69672227,0.05566018,14.30793190,15.36976242,1.06182981,0.66445005,4.23,0.89,
0.00,0.00,1.00,0.11,92.00,-3.15614605,0.47012392,-0.62158382,-1.04629087,-1.08847427,1.42897308,0.23226629,8.64,0.12012105,-6.88709927,1.74073386,-3.77384782,-2.03386283,6.56814909,7.41410971,-0.05817182,1.61145592,1.46958554,1.56313169,0.21155503,-1.75187862,9.65503597,-4.50849056,2.96157503,-1.45089197,-0.72265440,-5.31667042,-5.49168396,0.30954462,0.07173833,0.78888806,-9.73370743,-0.18509546,1.01877880,-3.35620475,-2.78269887,-4.29485178,-1.70146036,-4.65841913,-2.13786197,3.37196231,0.06666755,-5.42979527,-5.10456324,0.32523197,0.49553412,0.48212677,-6.25517797,-4.28971243,1.96546578,1.95540202,5.28,1.16,
0.00,0.00,2.00,0.12,82.00,1.49230194,1.81908548,2.50984192,0.77680933,1.64950967,4.30745602,0.03824660,7.54,0.02917482,-0.50510055,2.67785788,1.08829832,1.71179640,1.31534302,1.57650566,2.33829999,4.49992132,1.04910052,1.01687789,0.31355077,0.66053349,5.28885698,4.59419298,3.07595396,2.31664109,0.90125787,5.28447104,-1.76608527,1.80229127,3.11502504,0.07793619,-0.69498205,4.82223272,1.52409387,-0.84318066,0.01535858,-0.43839541,3.31599689,3.33434796,0.68967819,0.45771670,0.49887904,-2.01599789,-1.71724856,0.29874927,0.93405986,0.33474793,10.53641033,10.12107563,-0.41533461,0.07816004,5.14,1.19,
0.00,0.00,2.00,0.13,95.00,0.66214949,0.31526202,2.60171461,-0.29026338,0.82221574,0.74628407,0.38789955,9.03,0.27145495,-4.15330696,0.60713774,-1.39991331,1.06287825,1.83327484,0.00438022,3.32634163,1.54002690,0.63139451,0.25748044,0.61198947,-0.41562021,0.79771125,7.33060074,4.75707960,5.76619530,-0.11408639,2.45444131,0.67544854,2.97828197,5.92839146,0.01510581,1.10802853,1.93998373,7.12614298,-2.19178367,-3.33603144,4.13470316,-1.28483295,-1.69720268,1.06237054,0.76362610,0.38244558,-1.86710501,-1.55129457,0.31581047,1.36837602,0.24320958,-12.02728462,-13.25232792,-1.22504342,0.61984617,4.96,1.22,
0.00,0.00,1.00,0.13,84.00,0.91841000,1.55130231,1.57107377,1.08775878,1.28213620,2.54727864,0.11085699,7.62,0.11394107,-3.65158558,4.81993103,-2.29904509,3.22451258,3.23564196,6.32702398,0.53586131,0.03909214,0.37114045,0.12661678,0.72205524,1.21268702,2.09876585,4.86864185,1.05808175,3.99333334,4.57265902,0.77592111,-5.08254957,0.59177428,0.33081853,0.56533134,1.26683581,-2.77029610,4.29636574,0.87592006,-4.09039593,1.57275331,8.28435421,-1.53822041,-0.10250213,0.01020083,0.91957522,-2.05682874,-1.81648219,0.24034648,0.84123129,0.35993235,-2.72290874,-4.97058916,-2.24768043,2.69370055,4.87,1.23,
0.00,0.00,0.00,0.12,95.00,-0.88294011,-0.38080171,-0.67755401,-0.73085099,-0.66803670,0.82326382,0.36448538,6.99,0.33842369,1.89925504,-0.18053204,-0.52352101,-0.46281871,3.84957790,-0.60137266,-7.30402470,-0.51842862,0.30622968,0.10253348,0.74888982,0.34725481,4.49921751,-2.86170626,2.68660188,-3.84708548,-1.77489614,-1.11816931,-4.36678553,-0.07192588,0.00580361,0.93929287,-1.10546184,-0.52046168,-0.31482968,-3.24031568,-0.20827386,-1.27911592,-3.07504869,2.65838981,-0.12012538,0.01614887,0.89890886,-1.71638238,-1.52469802,0.19168434,0.57765883,0.44795047,-6.75726843,-7.38241482,-0.62514645,0.26003438,4.91,1.15,
0.00,0.00,0.00,0.11,107.00,-0.11255043,-0.67686677,-0.16975775,-2.22014403,-0.79482973,1.08832026,0.29714099,7.23,0.59121736,-1.18932128,0.47754258,-0.14948370,-3.16506338,0.61963171,-1.24044025,-0.42695054,0.24811155,1.58842134,2.53583074,0.11166407,2.12409139,-3.02798486,-1.66761422,-0.10536409,4.62924957,-0.24782585,1.62326491,-3.54550600,2.18167853,4.97593212,0.02596539,6.20598221,-1.35028768,2.96971297,0.93037015,0.18397336,-0.54794431,-4.41829252,-3.03247619,2.14180207,4.86078072,0.02774395,-1.22242618,-1.00968301,0.21274322,0.81386548,0.36785171,1.69463503,1.80442333,0.10978839,0.00879867,4.83,1.12,
0.00,0.00,2.00,0.12,101.00,-0.12648484,-0.77017742,0.35493845,-2.04834795,-0.64751798,0.81126606,0.36800192,6.82,0.58685872,-1.25574315,-1.47618532,-2.37986326,-0.36012769,2.08918381,1.23448837,0.35762578,-4.17174721,1.28159428,1.86358547,0.17257662,-0.13506095,2.64893723,-2.37360573,-2.26558232,0.03929036,5.25831795,-0.25439587,0.12821184,2.47193003,7.17978239,0.00751707,-0.09509298,1.33851886,0.23575196,-2.67656589,-0.24541838,1.09097791,0.38363221,-1.45903206,1.94341719,4.41854668,0.03584714,-1.01547205,-0.75379050,0.26168159,1.42044401,0.23446501,1.77068222,3.06297684,1.29229450,1.16473246,4.75,1.07,
0.00,0.00,2.00,0.14,95.00,-1.32466626,-1.83601213,0.63539821,-1.38158560,-0.97671646,1.68853235,0.19414770,7.13,0.23007108,-2.16726899,-1.13098788,-1.22771049,-0.82224196,-2.36319590,-4.81948090,-2.06449652,-0.41919205,-0.43998563,0.19993208,0.65489080,1.07044387,2.58409405,-2.65923715,2.94677591,-1.91416359,0.18445088,0.58346212,1.49799871,1.93446326,3.99809122,0.04587310,2.08676434,1.47895825,1.24299908,-3.83682942,-0.76448005,-6.55612564,-5.66508627,2.31155205,0.04840475,0.00256590,0.95961271,-0.83340722,-0.56322628,0.27018097,1.48942661,0.22345995,-4.32859325,-3.68482566,0.64376754,0.26694542,4.75,1.07,
