x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0.00,0.00,10.00,0.39,103.00,-0.86572802,-1.24018705,-0.39048499,-1.03432441,-0.88268113,1.29791486,0.25491616,7.35,0.20890165,-3.13677359,1.96011269,-2.80017543,0.05087311,-0.98736882,-2.20632219,-5.72730350,2.27051997,-0.24908598,0.06087441,0.80517942,-2.18701982,0.27206534,-1.78507078,-1.31878412,-0.45436496,3.39831448,0.87411511,-1.37459469,0.77000505,0.59513414,0.44065731,-6.58718681,5.65875244,-1.56890428,4.85006952,-0.06800156,-5.49146795,-0.71269780,-3.90546656,-0.02764453,0.00077375,0.97781528,-0.25803328,0.09313273,0.35116598,1.12061918,0.29081101,-6.53033781,-6.63105488,-0.10071691,0.00298102,0.00,0.00,
0.00,0.00,3.00,0.25,111.00,-1.53805602,-1.22293496,-1.88488841,-0.98677057,-1.40816247,3.69441915,0.05492957,6.95,0.04219041,0.08633898,-0.63547391,-0.60512805,-5.12937975,-1.75313807,-1.94115543,-1.33542192,2.49658370,-0.15345320,0.02573073,0.87259820,1.17767775,-0.90119433,-0.76921964,-1.25291145,-8.57116127,-1.14304280,-2.74417138,-1.80380595,-1.13004184,1.44721663,0.22931365,-1.82026577,-0.43651196,-3.77209973,-1.94480801,-5.49310493,0.05031139,2.20141864,-2.15002704,-0.55709964,0.35224077,0.55300700,-1.04730368,-0.38322642,0.66407728,7.42729425,0.00688001,-8.22413635,-8.02376556,0.20037057,0.02768288,2.43,0.91,
0.00,0.00,7.00,0.35,105.00,-1.48774350,-2.55277753,-2.89774251,-2.95682359,-2.47377181,14.03964615,0.00019111,6.26,0.00065743,-3.26592064,-0.56475997,-1.77253842,-4.27833319,-2.36552715,-0.62072247,-0.80913305,-6.22320127,0.39631596,0.21150964,0.64570559,-2.93379164,-0.67755711,-5.84418678,-1.35028470,-2.60461617,-3.88323402,-2.06339359,-4.07175016,0.07124191,0.00703455,0.93317798,1.45013893,0.13583447,5.27944946,-9.23234940,-0.66168666,-0.58433419,-1.96820009,-5.50049877,1.58694458,3.67019057,0.05573265,0.69183105,1.50844824,0.81661725,10.54402924,0.00132581,7.76571417,10.29787827,2.53216410,5.78011847,2.56,0.87,
0.00,0.00,13.00,0.46,87.00,-0.98447728,-0.01728806,-2.33510256,-0.74299228,-1.01996505,1.99106431,0.15859640,6.86,0.14144561,2.41752982,1.76021779,1.82543993,-3.75876355,0.03459042,5.84747744,-3.74246073,-4.30880547,0.62881029,0.45209786,0.50152508,-1.59307897,-1.59928060,-6.83125734,-0.39242232,-2.37371063,-2.05734539,-4.40086126,-0.14225903,-1.65248573,3.16398001,0.07564060,-1.91105163,-1.91517282,2.28142428,-5.28724957,0.80811256,-0.04090830,1.72533810,-3.34982157,-0.17266536,0.03491763,0.85181343,1.72581029,2.50422120,0.77841097,9.89828110,0.00185556,11.14403439,10.49190235,-0.65213221,0.26171333,2.65,0.87,
0.00,0.00,14.00,0.54,100.00,-0.28747123,-0.90206957,-2.37989068,-1.52531874,-1.27368760,3.50738096,0.06143983,6.45,0.10083481,2.16955090,-2.74425960,0.55710244,0.75963628,-2.44151258,-1.31761003,-1.66960740,-3.18622017,0.58514583,0.43444920,0.50999426,-3.55012512,-3.25647473,-3.31024957,-1.12443614,-0.42166868,-1.59004712,-3.17926979,-2.42014408,-0.78844088,0.80753905,0.36910604,-0.51267189,1.77241170,3.54378915,-4.58860493,0.35203567,-1.64192986,0.79629469,-1.86189699,1.26959062,2.13349175,0.14448562,1.74095953,2.31010842,0.56914890,5.36685371,0.02133520,5.88067675,7.95147896,2.07080245,2.93609071,2.58,1.01,
0.00,0.00,15.00,0.57,99.00,0.97298747,-0.09995581,-0.69769794,0.36909869,0.13610810,0.06131062,0.80449626,5.22,0.79923267,-2.39173317,0.71272564,-2.49325204,-3.16926432,0.93224269,2.01786280,4.69343185,0.56267601,-0.36312690,0.26035088,0.61001308,1.32100487,-2.56817579,1.17965162,3.41696000,-2.61051393,-0.75119776,-4.51483488,-1.74642003,-1.23868251,3.12049627,0.07767595,0.76426256,2.41185689,-0.02810427,-2.26911306,1.81327355,1.77618206,1.84501338,0.78333640,0.61716092,0.76599610,0.38170843,1.11894381,1.44876754,0.32982379,1.36029458,0.24460230,6.36724377,7.59174395,1.22450042,1.15584159,2.72,1.00,
0.00,0.00,13.00,0.56,97.00,0.39191154,-0.42773029,-0.77755588,-0.20985276,-0.25580686,0.13928929,0.70908185,6.50,0.81241740,-0.20976242,3.13785195,1.44817781,-2.10569453,-2.28895044,-2.27674937,0.94227797,-1.62983203,-0.18306310,0.04187071,0.83791592,-0.61244470,-1.28539741,2.16133189,-0.54295188,-0.63779444,-2.65655184,0.14751762,-2.59636998,-0.57498652,0.42368808,0.51528027,0.35974237,0.04757927,3.03510499,-2.74091816,-1.81807232,5.23421001,0.02811887,-1.14851952,0.70669645,0.65123719,0.41989886,0.73708475,0.96620351,0.22911881,0.52623552,0.46887505,0.55159783,1.62310433,1.07150650,0.43124792,2.85,1.02,
0.00,0.00,0.00,0.27,121.00,-2.94045711,-1.78832722,-0.92036861,-0.72036237,-1.59237885,3.26084018,0.07130726,8.37,0.04598882,-2.33489990,-1.63384676,1.80349410,-1.41700292,-3.87506938,-1.83250856,-1.89559472,-3.78926492,-1.15961897,1.01044703,0.31508490,-0.01995880,0.30193934,1.44664669,2.28121734,-7.30196381,-4.77391386,0.31762329,-0.74217606,-0.41540033,0.13487916,0.71351824,-3.25621247,-5.73614693,-5.91477823,-3.59483576,0.19259216,-4.39007902,0.66260999,-1.65696096,-2.23557878,3.90831494,0.04837400,-0.86720467,-0.31814250,0.54906213,4.90142584,0.02774106,2.48911357,2.92278075,0.43366718,0.08325981,2.43,0.91,
0.00,0.00,5.00,0.40,108.00,0.40158296,0.09327211,-2.09939003,1.15001011,-0.11363119,0.02267959,0.88032910,7.16,0.65208028,-1.39561296,-0.45182994,1.94712782,-0.02172808,1.06733763,2.76600981,-2.76580477,-1.14725435,-1.18405604,1.44118142,0.23028629,-3.93658161,-0.81125963,-3.52069616,-3.41002512,-4.64330530,5.97391462,-5.08352089,-1.40373135,-3.21637225,11.14754009,0.00087843,-2.88890028,2.01630902,3.53634453,-3.04261613,4.61769295,-1.27190328,-1.23528230,1.53373659,-0.73520094,0.58149779,0.44593966,0.60398549,1.39251196,0.78852654,9.07634258,0.00285639,-2.38509822,-1.79846692,0.58663118,0.20681018,2.56,0.87,
0.00,0.00,0.00,0.52,88.00,-2.20370936,-1.58706295,-0.26747039,-1.71500516,-1.44331193,4.34424973,0.03743290,6.57,0.04313973,-0.91597319,-2.49287629,-2.15170097,-3.34227514,-1.93422282,3.54604912,-0.52184755,-4.28683329,0.09920625,0.01208097,0.91250423,-2.16552448,2.04619360,-1.01124239,-1.63972175,-2.55074477,3.91712117,2.10200644,-2.38399911,1.55221570,3.05410361,0.08089838,0.53055382,-1.44921339,0.13059337,-2.68739414,-1.52282465,-5.79719019,-1.22548723,-4.71615648,-0.51161206,0.33248708,0.56435256,1.66707110,2.51037860,0.84330755,10.02216530,0.00173936,-7.99873018,-6.17846155,1.82026887,2.62836194,2.56,0.87,
0.00,0.00,13.00,0.62,89.00,0.25167966,0.13264197,-0.24439250,1.58409643,0.43100640,0.30438668,0.58129070,7.41,0.81022475,4.78763533,1.17367005,-0.68408597,-2.23620749,-0.57188624,3.12205100,0.63770813,-4.22353697,-1.40107155,1.89988947,0.16845725,-1.54818821,1.18819845,-2.13055706,2.36355877,-5.80843544,1.32022059,-1.04011023,2.64245844,-1.94305241,3.75476956,0.05299151,-3.24963069,-0.77388138,0.04041004,-2.77661800,0.72183460,0.05883095,4.93515444,2.30497336,-1.30643964,1.70649505,0.19179790,1.96962416,2.64734507,0.67772090,6.33265352,0.01248296,-2.06314492,-1.54017615,0.52296883,0.12906487,2.65,0.87,
0.00,0.00,18.00,0.68,88.00,-0.67564172,-0.19504726,0.66990858,-1.31206739,-0.37821195,0.21370640,0.64399633,7.76,0.85168463,-2.50691080,0.09737264,0.88101619,-1.04415607,-2.14328814,6.56092024,0.26857194,-3.74122739,0.97168660,0.83423030,0.36131390,2.02615833,2.47676849,3.54584789,-2.31738353,5.15870047,2.15967655,-1.24382079,-5.62514305,2.05778813,3.86937213,0.04950328,-1.32380641,-2.11371803,4.65440178,-0.47478500,0.93193239,-4.61046886,-0.21542501,-0.84551573,0.64566159,0.37935773,0.53811383,1.65106976,2.07712626,0.42605644,2.03302336,0.15516660,0.13192049,-3.66697216,-3.79889274,7.23419142,2.72,1.00,
0.00,0.00,19.00,0.69,92.00,-3.26887345,-0.16805503,-4.04993439,-4.19945002,-2.92157817,12.37547874,0.00045813,7.88,0.00117865,-4.12477446,0.13488546,-0.86453825,-1.28352833,3.35020828,3.27669907,-0.66820937,-1.06410849,3.97155547,13.42074394,0.00026443,-4.37002134,-3.59650826,1.74170411,-3.55381918,-4.24059200,-4.87287140,-6.64056206,-7.01635551,0.07645137,0.00517345,0.94267733,-5.23334932,-6.48284292,0.92711294,-4.72142506,-2.52154064,0.98265743,-0.69397080,-7.93769264,1.02659214,0.93896925,0.33282165,1.39192176,1.70085108,0.30892935,0.90105647,0.34341897,-0.28551203,1.04687202,1.33238399,0.45546615,2.85,1.02,
0.00,0.00,0.00,0.25,118.00,-0.63331652,-0.05212943,-1.68930328,-2.39634466,-1.19277346,1.37546873,0.24120384,9.65,0.29023056,-2.08934927,-3.04090858,2.99196172,1.47385597,-7.09042072,2.38174891,0.03921901,3.95276046,2.18568444,2.72607207,0.09909515,-4.73812389,-2.10321593,-3.07653093,3.68717432,-8.16309166,-3.71992016,1.30328178,2.31035304,0.62929922,0.23337266,0.62915998,1.32272029,6.65854836,-2.06296134,-3.89691639,-4.34031820,-3.79816318,2.41472745,-2.62881684,1.68742514,1.69014287,0.19393832,-0.56100619,-0.13113451,0.42987168,2.82464576,0.09408133,-2.19487691,-1.96291757,0.23195933,0.01824205,2.23,0.99,
0.00,0.00,5.00,0.36,122.00,1.61637139,1.02934909,1.12520897,0.70845640,1.11984646,1.87339771,0.17144891,7.76,0.12326830,-3.69585395,-2.85520482,-0.16971658,0.55024177,0.71524310,5.07629633,8.16937065,1.35860765,0.32770333,0.09560833,0.75724144,0.80359644,2.60975647,0.36230183,1.06712663,-0.65598422,4.45397568,1.02447414,-0.61011732,0.43351424,0.16884544,0.68124462,8.83581066,2.48317075,4.45421886,-4.74953794,1.18263495,-2.31293344,4.85830450,-0.84482127,0.95413136,0.84638530,0.35784074,0.62645411,1.37537611,0.74892205,7.01903915,0.00858072,-0.63059098,-0.13984078,0.49075019,0.11180084,2.56,0.84,
0.00,0.00,9.00,0.50,103.00,-2.73698521,-1.38340759,-1.42817914,-3.32807422,-2.21916151,9.33041573,0.00232430,6.89,0.00619637,0.56326264,-4.91897011,-3.50244880,1.93242908,-3.44376636,1.66930521,0.90595573,-4.52891445,1.91496384,4.12036896,0.04268418,0.57702363,-1.50615144,3.59303427,0.35821491,-5.14387989,-3.81610036,1.03874099,-6.48465586,1.79505134,3.75063324,0.05312218,1.48590267,-5.47419643,0.05391736,-4.45440912,-5.94739723,-4.30155516,-2.28852797,0.21568953,0.66961199,0.52112210,0.47056408,1.66427386,2.59351587,0.92924213,9.38615417,0.00242658,1.91139662,4.08914518,2.17774868,3.01947212,2.56,0.84,
0.00,0.00,0.00,0.63,100.00,-0.61815232,1.56685352,0.25920179,-0.06863266,0.28481758,0.17611253,0.67484187,6.44,0.72605429,4.27841425,2.58296013,1.70507979,6.59686422,-4.34299898,-0.03743103,1.48753810,-0.85593671,1.57743371,3.23547220,0.07241798,0.01182222,-0.37182039,1.12133825,0.67546684,-2.57697725,0.52116728,3.33552861,-0.41250765,0.33970454,0.15103720,0.69764450,-0.82448441,0.95935601,0.66177309,-2.32950878,-1.72737527,-1.52340424,0.95386422,-1.29534400,-0.54795951,0.39461595,0.53005354,2.14537001,3.02830338,0.88293344,7.63322353,0.00615786,10.68292809,11.97746754,1.29453886,1.13672543,2.66,0.83,
0.00,0.00,17.00,0.71,83.00,-2.34169531,1.66307747,-0.38054404,-0.52671748,-0.39646986,0.25887907,0.61102365,7.39,0.48041585,10.05594635,1.74458528,5.05957365,0.28092033,-5.88350391,3.24056959,-3.31596398,1.65466869,2.11975431,4.49059868,0.03437425,-2.75642014,-2.36437225,0.19308826,2.46036363,-6.39028597,-0.43278140,2.59957790,3.24142909,0.10278226,0.01059715,0.91803318,-1.49799383,-0.89939779,-2.13931131,-1.47256672,-1.48444843,-4.49671221,-5.61450291,-0.78820705,-1.84791124,3.40726399,0.06526127,2.00378394,2.71278429,0.70900053,4.03480530,0.04565046,6.51521444,4.50057650,-2.01463795,1.70077777,2.70,0.95,
0.00,0.00,20.00,0.74,85.00,0.22748715,5.10071230,2.01527572,3.09073853,2.60855341,2.63174224,0.10511841,15.26,0.13952013,28.86674309,4.51913881,4.81485987,9.31172657,-2.25518441,-4.92391777,-6.92297268,5.90703297,2.17052460,1.11746573,0.29076835,-0.83419621,-7.78566456,9.32117367,-1.22916722,-13.53493214,1.26070738,6.49763632,21.38836670,-1.34883392,0.44299424,0.50586329,9.91123390,-2.35601664,-2.50729966,7.06870317,-6.40490770,4.44196033,-9.95210934,3.01063108,-2.82158852,1.89424849,0.16908985,1.81055725,2.42750120,0.61694384,2.65699267,0.10435979,-9.62251568,-6.95334196,2.66917396,0.87088114,2.81,0.98,
0.00,0.00,2.00,0.00,114.00,-2.60955691,-0.86067015,0.72037017,0.05331973,-0.67413431,0.50131446,0.47911769,9.03,0.36581026,4.94234371,-3.31847882,-3.40933037,1.32636213,-3.89323974,-1.17069674,0.36108810,-1.53192961,-0.83504653,0.45213893,0.50150565,-3.76440310,-0.23126528,-0.24096145,-1.34764612,6.73687553,6.00764084,1.64144051,-1.39452541,1.01453805,0.69145465,0.40590607,-3.13530922,-3.51848769,2.34095907,-3.13340449,-1.36023140,-3.02427244,-5.36831284,-2.57466722,-2.61381412,4.56640530,0.03289285,0.77433360,1.56834328,0.79400969,6.94571972,0.00892937,-7.45108604,-10.70108891,-3.25000310,4.47766924,0.00,0.00,
0.00,0.00,6.00,0.42,104.00,-5.16638994,-4.63692808,-2.28535652,-4.79766893,-4.22158575,19.27194786,0.00001277,9.13,0.00002266,-0.65959644,1.17376804,-8.08482361,-4.69654036,-6.75160074,-0.53081328,-7.27308893,-9.84933567,0.15415378,0.01524190,0.90177385,-1.57381058,-1.20353663,-2.94873357,-0.53106809,0.61899823,-3.01604962,-4.03619432,-5.59572840,2.52377963,4.14396095,0.04209628,-2.69589424,-7.59939146,-5.18796349,-7.14019346,-2.70473027,-7.24730158,-4.15915060,-3.90600753,-0.34460449,0.07769615,0.78051266,1.75234973,2.78828311,1.03593338,9.46595001,0.00232699,3.07287335,5.87305641,2.80018306,3.09503889,0.00,0.00,
0.00,0.00,11.00,0.60,88.00,-0.15074824,-1.27601874,-0.27337039,-0.62009895,-0.58005911,0.34316590,0.55816335,9.40,0.59408957,1.48065293,-2.29589510,-1.52309012,-3.51825666,-4.03366423,3.77194047,-2.01290536,-1.53896201,-0.68613106,0.28145665,0.59588812,-2.95250082,0.25502560,0.87347567,-4.51251602,3.62746263,4.89790916,-3.76357603,0.06278251,0.49528059,0.15186220,0.69686075,-3.52182269,3.30844736,-3.20085073,-3.71398640,4.02399874,-3.03324437,2.93045664,0.57393104,0.39623520,0.09776490,0.75460602,2.28839254,3.35755396,1.06916142,8.24835300,0.00443032,11.47941971,13.29106712,1.81164753,0.87975287,2.68,0.78,
0.00,0.00,14.00,0.72,93.00,-1.93238962,-7.22206879,-4.21056318,-6.88626337,-5.06282139,10.64997196,0.00114477,14.72,0.00465758,-20.82117271,4.88000059,-9.45806503,-12.51380062,-10.45735264,4.60900259,-6.78165388,-5.89926481,-0.52817470,0.06957208,0.79202546,-2.28669643,7.41484737,0.05492401,0.96932852,-10.49310493,-3.23918509,-11.56054020,-16.60636520,2.33175611,1.39189208,0.23841945,1.75658274,-13.44396400,5.12608433,-11.11216068,2.67426872,-9.12521744,14.13267708,-2.87201571,5.11333466,6.82621622,0.00914328,2.23790622,3.21399188,0.97608566,5.34119749,0.02164453,13.58538532,16.61285782,3.02747178,1.49463809,2.68,0.90,
0.00,0.00,0.00,0.76,97.00,-5.35827732,-7.77687597,3.70099425,-2.62944841,-3.01590180,0.72842491,0.39363523,33.53,0.27796401,-26.05623245,-3.49520707,-20.54234123,-16.16044617,-13.38657093,14.34741688,10.17770481,-1.54998517,-5.07838583,1.22364843,0.26896216,-14.92442513,39.70621872,-17.95145607,7.12628412,7.11220980,37.76121140,3.95381427,-31.28089142,7.36075926,2.76585937,0.09666755,-23.92487335,14.95070839,-19.77665520,-6.61301756,21.81156540,-40.65678024,4.20742130,2.75494337,-3.48470855,0.61130458,0.43451709,2.09071302,3.01063013,0.91991693,4.10546684,0.04381098,-11.95844841,-14.74221992,-2.78377223,0.24838790,2.79,0.93,
0.00,0.00,9.00,0.38,101.00,-4.87444019,-2.20665479,-5.90790033,-3.90348363,-4.22311974,11.01982784,0.00093989,12.07,0.00088326,-5.43639231,0.93476284,-2.96974087,-3.84444094,1.07718623,2.97254825,-0.97479242,-8.89047337,1.63777876,0.97269249,0.32429325,-0.75865197,-8.88256454,-6.47416878,-3.87380385,-6.54857445,-7.42994261,-5.27303839,-7.96463108,-2.11492229,1.66344845,0.19749292,-2.21196151,-4.29025602,0.02538907,-6.00203705,-10.82267952,-9.44782162,1.57717395,-6.98264217,-0.96264786,0.34981471,0.55437697,1.61278045,2.72946072,1.11668026,10.44008541,0.00139931,-1.78338110,2.68781972,4.47120094,3.54109526,2.07,1.11,
0.00,0.00,11.00,0.58,99.00,-3.01155710,-1.09701073,0.51777798,1.43590128,-0.53872210,0.09030959,0.76385760,17.02,0.64627484,0.30491096,-9.77383041,5.04604769,1.86716950,4.50817156,-3.09179139,-8.82833385,-1.66092038,-2.73916984,1.37061131,0.24203850,8.04290676,-2.95106030,3.25474644,4.62480783,-4.32094240,6.18084955,-10.70791531,-1.33542597,-1.33655369,0.33717462,0.56162020,-9.58773136,-2.37994266,1.39704311,-9.23863125,0.40778145,-12.40789509,7.45871735,0.02230985,-4.47940540,3.81964159,0.05098611,2.16744733,3.25770569,1.09025836,7.63196659,0.00616203,-7.76517773,-11.14332962,-3.37815166,1.24459040,0.00,0.00,
0.00,0.00,0.00,0.72,112.00,-1.01269066,0.75666195,-4.17895079,-6.71770811,-2.78817177,1.18764603,0.27611448,24.28,0.45893076,16.80681610,-4.87887192,10.48210239,5.80367422,-9.44465733,-19.05463409,-2.46950507,6.48471642,7.61848688,5.26902390,0.02195350,-4.12187481,-14.03995705,-11.65159035,-4.26851892,-4.19796848,-23.47151756,7.22552156,20.03644753,2.45343852,0.56808430,0.45123213,23.92654037,-8.84121037,-4.79394579,-1.31359005,-16.65530396,3.86709738,-6.97159004,5.30461502,5.93394279,3.32630372,0.06853471,2.23615551,3.18900728,0.95285171,4.32045126,0.03868114,-0.01354314,7.09773254,7.11127567,3.44486904,0.00,0.00,
0.00,0.00,18.00,0.78,112.00,1.69753039,3.80462480,-8.44413757,-2.51784492,-1.36495697,0.24523690,0.62057736,26.16,0.80174234,-4.80148792,6.35907125,1.86014938,-6.07846498,-1.29533148,-0.13630505,27.42294693,12.83309364,6.80390978,3.60391331,0.05798583,16.71057701,-21.36500931,1.66723394,-24.45504379,-4.77247238,-11.48685074,-16.30065918,-6.67250967,-6.51132154,3.44350433,0.06385054,5.40391588,-0.98330438,11.26960182,-0.49819085,-10.26683998,3.73064637,17.97638321,-11.98001289,4.33852482,1.51702654,0.21841430,2.16523123,3.04711795,0.88188660,3.17763400,0.07587107,12.96230698,19.71207809,6.74977112,1.69332361,0.00,0.00,
0.00,0.00,1.00,0.00,105.00,1.60096550,0.56594771,-0.17322290,0.33117437,0.58121616,0.12743180,0.72119866,15.45,0.70222741,6.45741558,-2.08884525,-6.01067019,-1.09941518,1.02335215,-1.81141186,-0.75333393,10.29661846,0.48852387,0.05288503,0.81817299,2.04097795,4.96093178,5.53037930,2.00764608,-7.36570501,0.43996590,-10.79267216,-0.77668464,-0.97363329,0.21688846,0.64154164,1.66730368,9.11768818,-4.12989521,-2.18424082,5.27974176,-3.30715609,4.77723646,-0.29329067,1.12006307,0.28817698,0.59153312,-0.83555657,-1.58318388,-0.74762732,3.24645734,0.07278753,-3.69599533,-11.91305447,-8.21705914,7.74166727,0.00,0.00,
0.00,0.00,1.00,0.12,109.00,0.14978996,-0.67269915,0.95528251,2.32344079,0.68895352,0.38162774,0.53689924,10.58,0.74188502,1.27344453,0.06479905,-3.65108848,-3.05218673,-0.38632050,2.50579357,-0.91319555,-0.14955670,-2.93149018,4.03380919,0.04491641,2.29557705,1.69323587,-3.90940094,0.13841863,4.40976238,3.07746792,1.68321621,-1.13710201,-1.24631929,0.75238007,0.38597115,-2.96674323,1.57656753,3.60827947,0.77939969,1.95554888,1.17629135,-5.35173702,0.74560654,-2.15893769,2.27387357,0.13194623,-1.04854178,-1.02609849,0.02244321,0.00324656,0.95460794,0.06586342,-1.51502061,-1.58088398,0.56453884,0.71,0.53,
0.00,0.00,2.00,0.12,103.00,-4.68142176,-0.64382011,-0.60042936,-2.97313166,-2.22470069,2.44370866,0.11837004,13.50,0.12783786,-4.13693666,-1.14650643,2.97946429,-2.50808859,4.03857517,7.20378351,-10.55425739,-2.70468855,2.01494384,1.18373919,0.27690778,3.24618435,-5.30066490,-0.51136118,-1.42667162,0.39568162,-3.64048147,1.86752641,1.03590238,2.33912158,1.62513614,0.20272920,-0.18597049,-0.38850322,-1.56563306,-8.63700581,-8.82211590,-1.30838692,-7.42721272,-9.12444401,-1.63936126,0.80729342,0.36917883,-1.92405629,-2.39600086,-0.47194460,1.01819587,0.31392688,-13.31742382,-13.94152737,-0.62410277,0.05886961,0.00,0.00,
0.00,0.00,1.00,0.00,105.00,-1.79982185,-0.64825350,-0.73359644,-1.14421415,-1.08147156,1.18562627,0.27652291,9.42,0.28037394,-1.62917674,2.56522512,1.08113599,-3.15114117,-1.36311936,2.31547546,-2.80838060,-2.11978769,0.41619384,0.10265845,0.74874201,-0.59322518,2.58662033,2.32463288,-0.74908972,-1.22012568,1.23130834,-4.49014711,-5.26740885,0.34252173,0.07194238,0.78859516,5.81220627,-3.27883601,-0.80426037,-2.91168356,-0.56242853,-0.27689451,-5.80179834,-5.17500639,-0.59674686,0.22057249,0.63872580,-1.75643301,-1.86833227,-0.11189926,0.08482584,0.77110353,-0.40827504,2.54879689,2.95707202,1.63685942,0.00,0.00,
0.00,0.00,1.00,0.00,99.00,0.62442863,-0.75978595,1.27228129,0.75502974,0.47298843,0.23063289,0.63117880,9.35,0.62965269,-0.30365786,-4.32314873,-1.56116509,-0.78744596,2.62359691,-3.50426364,-1.78966165,3.53023458,-1.44583058,1.26390314,0.26123435,-2.45129395,3.13665414,1.94266868,0.71283656,-3.71063137,-1.36330795,7.01257133,4.61657095,0.54064953,0.18322605,0.66872495,1.18504834,3.88333559,3.83271146,-2.68117666,-3.65622854,1.07901406,0.94636917,0.13894367,-0.08746434,0.00479186,0.94482839,-1.01735532,-0.91793174,0.09942352,0.07379669,0.78611205,-12.98529816,-12.26402569,0.72127253,0.15138838,0.00,0.00,
0.00,0.00,2.00,0.00,95.00,-1.39060891,0.17807826,-0.43864155,-0.29197240,-0.48578614,0.41629043,0.51896839,7.14,0.43295410,1.92893338,-1.73807061,-0.67371190,1.36685812,-1.22556162,0.87916732,-2.04834151,2.50518560,0.44368935,0.20297542,0.65244594,-3.28353572,2.99059272,0.19337824,-0.68267798,-4.53696012,0.58678800,2.66072941,-1.54200196,-0.11103243,0.01321027,0.90852335,0.40111852,0.18784893,0.91403615,-5.73987055,-1.16561997,-1.67031121,-1.44373286,-2.45723438,-1.05431521,1.19196784,0.27524564,-0.65542126,-0.49422652,0.16119477,0.17163526,0.67901923,3.15235662,1.42648411,-1.72587240,1.30294180,0.24,0.50,
0.00,0.00,3.00,0.23,85.00,-4.10674429,-4.44291449,-4.51710939,-4.64439774,-4.42779160,21.43622208,0.00000423,9.07,0.00000660,-8.10429668,-2.52857327,-5.82406330,-8.07852936,-4.55522966,-3.46203780,-3.18601251,1.39447880,0.26396719,0.04490928,0.83222227,-3.56346202,-2.79617310,-4.07050705,0.69698781,-13.38935757,-2.09305549,-7.00008202,-5.39325190,-0.13069898,0.01142149,0.91491651,-6.86720037,0.20820281,1.51999974,-9.38151932,2.18293333,-9.37350750,-4.18205881,-6.57311487,0.51030445,0.17651314,0.67449440,-1.17347217,-0.98584872,0.18762349,0.18463737,0.66778948,-3.59146762,-2.11949015,1.47197747,0.89718777,0.54,0.52,
0.00,0.00,0.00,0.35,96.00,2.63582826,-4.47449017,-3.42523122,-0.80884528,-1.51818466,0.34800643,0.55540097,24.42,0.56355022,-6.95404053,-7.49213314,2.77466130,-6.16377926,0.56578833,-10.93752098,-9.30797958,0.31093061,-3.73451042,1.23028159,0.26766935,-5.99179745,4.28543234,-13.08006382,-4.35508060,-10.44184208,14.36156082,-9.32060814,-3.67115355,-2.58818984,0.61353636,0.43367993,12.97218418,15.31357956,-6.21225023,-11.11718464,-9.59631348,9.98381519,-2.97533846,8.87961292,3.54559660,1.16801584,0.28011912,-2.13491440,-1.93012333,0.20479099,0.17244688,0.67830389,-22.83757973,-24.23369980,-1.39611936,0.09674076,0.54,0.52,
0.00,0.00,6.00,0.24,95.00,3.08600354,2.40308499,1.29593813,0.47596952,1.81524909,0.73950946,0.39006110,20.03,0.31639954,7.17490625,6.48372746,-0.31507722,-4.29658890,0.94407576,1.85828149,9.78642845,0.95652139,2.23632360,0.65624928,0.41811637,-5.82612181,-5.53593111,10.76120186,1.96501303,-1.64832413,12.56661129,4.12879562,-3.66205525,1.14212716,0.17764160,0.67351560,0.98352206,3.68801999,6.58237076,2.86956716,-7.86143589,5.11783695,7.96068382,4.73742628,2.67827725,0.97580451,0.32352092,-3.53963876,-3.40775967,0.13187897,0.05920332,0.80795992,-10.85916233,-10.23719501,0.62196738,0.02311465,0.58,0.51,
0.00,0.00,0.00,0.23,86.00,-0.45370942,-0.51181787,0.71325248,-2.56114507,-0.70335495,0.35273913,0.55272505,11.24,0.74050755,5.72369480,-1.27693379,-0.75026637,-5.29814148,-0.02623696,-2.94508338,-5.78771257,7.10136938,2.18503785,2.01484752,0.15613745,-1.52614403,6.26119328,0.45171994,1.78727102,-1.64417446,-3.86250091,-0.08573014,2.87459898,3.14794683,4.26325274,0.03925133,-7.18827438,3.98355865,-2.61720300,-1.76028311,-0.98926532,-3.59351110,8.94919777,-2.52027082,1.99477828,1.74509764,0.18685353,-2.65180469,-2.11387205,0.53793257,1.49185407,0.22308418,12.70251465,15.79498672,3.09247231,1.49288702,0.44,0.52,
