,x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,tgt_theta p-val,tgt_theta_first_half p-val,tgt_theta_second_half p-val,0,23,45,67,90,112,135,157,theta all,theta F,sur_theta p-val,0a,23a,45a,67a,90a,112a,135a,157a,theta first half all,theta first half F,sur_theta_first_half p-val,0b,23b,45b,67b,90b,112b,135b,157b,theta second half all,theta second half F,sur_theta_second_half p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
921,0.0,0.0,11.0,0.53,90.0,-2.94065285,6.48237276,-1.18173397,-1.46625435,0.22343288,0.00395758,0.94985355,33.83,1.0,0.47585311,0.35932855,-2.29829359,4.41800022,10.90996075,-5.06790018,2.49457741,-4.3980875,-7.52724457,0.18082759,-0.16102004,0.00207809,0.96365097,-3.41606951,-11.74181652,-2.03437829,-0.86494875,-8.66792011,-7.63510656,0.32790807,0.67521399,-4.16963959,0.51737869,0.47240065,-6.43855524,-1.60189831,7.27922583,20.15091133,-2.48615241,5.60167599,8.45744133,-3.99949241,3.37039447,0.57175654,0.44996006,-3.01602077,-16.47147751,18.18622017,11.324893,8.64479637,13.37705135,10.92446327,5.4534831,7.48777771,2.59348059,0.10767954,-3.80845404,-4.33234406,-12.58626366,21.61640167,-13.19528484,-5.73945236,4.5877552,1.62353551,0.09488592,0.00047302,0.98265335,-19.55570602,-9.88133526,2.32191133,9.52831268,0.82352126,-5.00593376,5.73248577,-6.84726095,-1.58421099,0.11997657,0.72914655,-14.43857098,-14.69188404,-0.2533128,0.05599262,0.81314025,-9.98259258,-6.63975334,3.34283924,0.42889148,6.28,0.0
922,0.0,0.0,9.0,0.5,63.0,-4.99135494,-1.01194465,4.19074297,-3.81685567,-1.40735316,0.16011645,0.6891501,33.38,0.8003654,0.86895434,0.88478535,-4.60366726,8.34136772,1.37345576,-7.23740911,0.64079285,-9.07303143,8.57318306,-10.67901707,-1.5830406,0.2044007,0.6513081,-9.33112144,-0.48479682,3.68550277,-1.31670225,18.37949181,-6.41537952,5.28017712,-5.7942071,0.5003705,0.01041749,0.91875762,-6.80396223,-8.47109604,15.29312325,0.43105534,3.39697742,-12.68948936,-3.38866806,-6.94409037,-2.39701867,0.2246432,0.635756,-17.19369125,7.37385273,14.92311954,-5.85570431,7.05829906,14.94244862,-13.41702461,-19.54786491,1.99800193,0.19087605,0.66230064,-1.33012986,-0.2755543,15.24377823,5.68282032,15.79186535,-14.80002213,-5.51558828,16.9299221,7.8214345,2.99671221,0.08380043,0.75862586,-12.25060463,14.1333971,-5.05881214,-9.31808472,-16.66359901,-12.48408413,6.90047932,-0.99011934,0.04823212,0.82622187,-14.31081772,-13.65236664,0.65845126,0.3485553,0.55546751,-51.54903793,-42.46669388,9.08234596,2.51680827,6.28,0.0
923,0.0,0.0,0.0,0.47,45.0,-3.63469982,-9.28964806,-1.95978606,0.72466892,-3.53986621,1.04059446,0.30797419,32.93,0.21858734,0.28052944,0.63536112,-0.20817311,-2.31918597,-11.5707798,-0.10946326,-5.30738497,0.6644085,-5.43383789,-4.19309807,-3.55968928,1.04625833,0.30666349,-12.28376293,-2.56121659,-0.74057978,-6.65862989,-8.03948021,0.36935347,-9.603899,5.2592001,-4.28237677,0.69160175,0.40613828,8.66682243,-3.26986217,-8.42252827,11.50411034,2.90541863,-9.23621368,-5.13187408,-4.20118189,-0.8981635,0.03605493,0.84948829,-15.31566525,3.08213139,-9.95653629,4.43621445,-21.75460815,-27.6489296,-9.55953979,-0.59312981,-10.01824474,4.90728951,0.02701079,2.80708432,-0.74925619,-8.82992363,9.38384628,-8.92306328,-9.5936985,-10.40211201,6.50391626,-3.28517079,0.54000956,0.46263362,1.78359234,-2.93786454,-12.84583569,-4.53617811,10.08447933,-13.31394958,-2.86732697,-4.26515293,-4.55435085,1.04334176,0.30733927,-14.18587112,-13.11457539,1.07129562,0.87546772,0.35035259,-1.53913128,-2.00009966,-0.46096846,0.00727687,6.28,0.0
924,0.0,0.0,0.0,0.46,37.0,-3.03133082,-7.96187639,-2.69674802,-5.37887955,-4.76720858,1.58580446,0.20827309,35.92,0.20345451,0.00989488,0.5404997,-7.28765869,-1.2574774,1.89674115,3.13222122,-11.0344038,-17.95315361,-7.83161354,2.38835621,-4.74337339,1.58497822,0.20839317,-21.62805176,-20.22318268,-26.00444603,-5.74935102,-31.75246429,2.25401139,-17.77576447,-6.62658119,-15.93822861,7.49472809,0.0064766,5.42946339,-6.07407665,2.41170597,10.66881847,-3.11317945,4.12233019,10.49032974,8.14258003,4.00974655,0.65330094,0.41936492,-20.54654312,-9.56605053,-14.05632877,10.51723194,-35.00792313,-2.9646666,7.25353384,-1.47165835,-2.86500955,0.3387292,0.56071965,0.13049513,-12.38966274,7.38675356,-3.74554372,-29.35266113,-14.75495148,20.90229607,9.79700565,2.30030107,0.22531638,0.63514186,-2.90228701,15.72368431,-14.03482819,14.42524624,-7.10021448,-25.55731392,-17.64492989,11.66000366,1.76195741,0.13314697,0.71528295,-13.05788136,-12.22630119,0.83158088,0.54180622,0.46237798,-65.64466858,-67.08271027,-1.438043,0.05423398,6.28,0.0
925,0.0,0.0,9.0,0.47,43.0,7.88677168,2.99364734,11.35494614,15.49387264,9.43230915,7.61924601,0.00589948,32.43,0.01712248,0.01516137,0.28099651,15.4675169,6.82361031,6.96135473,9.29240704,11.82555676,7.6712575,9.43254089,10.129879,9.70051575,7.96063375,0.00489281,5.27239513,9.53314495,8.91101933,14.93464184,7.1027832,17.68011475,14.91387272,19.50005341,12.23100281,7.39640903,0.00683299,8.38130856,8.22198105,5.09751701,7.14006233,9.03236675,14.85853958,7.61108303,5.85802889,8.2751112,2.54351211,0.11145496,3.71902061,0.1522494,4.63487196,-5.96425009,7.14814711,7.66758537,14.23740578,-4.31069088,-12.30875301,7.57457256,0.00604719,0.8458246,14.15760803,15.56611824,28.85247612,4.33575296,16.53277016,11.06469154,-0.98695636,-4.0314393,0.84185708,0.35912923,-14.48300934,12.07014561,3.21563649,20.18274307,25.80623436,3.07135534,-0.76031619,12.19567299,-7.93442583,3.29883575,0.06968492,-11.82919121,-11.28159904,0.54759204,0.2520498,0.61607908,18.47591972,8.91186047,-9.56406021,3.25831008,4.87,1.05
926,0.0,0.0,11.0,0.51,42.0,-0.01458546,-3.55993867,-2.48890328,3.50818014,-0.63881183,0.06771251,0.79476012,23.29,0.61105029,0.08114549,0.31737058,-2.94138503,2.61564422,-3.40952778,3.90267563,-0.7925247,3.01490259,-1.35986567,-2.66644621,-0.2045659,0.00692617,0.93369346,-4.22193575,-10.72313881,0.27042919,-9.48510456,0.76984608,-11.09905529,-5.40235233,2.97363806,-4.6147089,1.54620802,0.2144567,13.58113766,6.00099611,-3.57382965,5.8070097,4.94205332,1.90825939,-1.18727863,3.15816689,3.82956433,1.31827354,0.2515162,15.58686447,-11.45644855,-4.13512564,-7.74699163,0.14338958,-12.84271431,-6.42917776,-0.13991812,-6.66634941,4.35483932,0.03720457,6.63880062,-1.9347527,-7.36226273,-2.83317471,-15.08772755,-6.13664293,0.02373551,4.62811279,-6.48812103,4.22377872,0.04016965,4.53515577,14.59990311,-9.65266418,13.86180305,-4.66134977,-7.74345398,-4.83188963,-7.65446138,-3.94663787,1.58949888,0.2077474,-11.65305805,-11.13653469,0.51652318,0.22671394,0.63438868,-36.57862473,-41.32368469,-4.74505997,1.0216651,4.78,1.05
927,0.0,0.0,12.0,0.57,45.0,5.25727892,10.84857655,4.7222991,9.33094978,7.53977633,8.57463837,0.00350002,24.43,0.0063148,0.56220837,0.00041702,5.84846449,2.70805287,5.4620595,14.72555351,-1.66589439,13.04766083,9.93333817,10.70769596,7.5958662,8.78261471,0.00312662,-12.1156292,-2.82463145,1.48201942,-8.44445229,4.6131382,-3.70870614,-1.86477792,6.70987892,-2.01914501,0.28058198,0.59662693,8.83242893,18.55729866,18.00997925,12.47025871,6.01491213,8.05882072,14.85424805,16.71247482,12.93880272,14.89126015,0.00013066,9.46540451,8.32220459,14.54983902,-7.94647503,22.09590721,15.10594368,13.29850578,16.17287636,1.75574982,0.27455041,0.60043358,-4.51927519,-4.31336927,-0.88371581,4.2709136,31.28881264,11.10096931,4.75357294,0.67096359,-3.64725161,1.22743225,0.26822374,-12.48852921,1.23401451,23.4837265,19.38862228,0.94722593,3.75757122,2.36454892,5.97255421,-4.06757545,1.53859901,0.2151724,-12.26914501,-11.7168932,0.55225128,0.25199234,0.61611928,8.40787029,10.44128895,2.03341842,0.13663481,4.74,1.0
928,0.0,0.0,13.0,0.67,48.0,-4.25710535,7.90529776,-0.02139446,-0.57978541,0.76175308,0.04952807,0.82394009,32.5,0.87564046,0.24988691,0.30789223,7.08652353,9.57796955,-9.84340382,-3.62457871,-2.68769026,-3.30645037,0.11508076,4.19345474,0.18886302,0.00307093,0.95582021,-2.19046974,-21.90518761,-0.90657771,-2.35236692,-15.30412579,8.5780344,-5.46993732,-32.59157944,-9.01777649,2.54045415,0.11178774,-3.78400326,10.75502491,13.60237694,9.41323566,7.42490339,5.48631477,3.0118506,6.06245565,6.49652004,2.45606542,0.11777932,2.86988878,-0.16265833,7.83784628,11.09705353,14.76526833,13.31003666,10.64514542,1.92638516,8.33684444,3.45640779,0.06335614,-0.31959018,-2.44268656,11.88678741,-6.99566984,-7.84645844,10.77637768,4.03170347,-7.19015503,0.65471286,0.02201165,0.88209168,-16.39125061,-6.42682266,-7.43015671,-11.5404768,-12.06409264,-9.40783596,11.5588665,14.47030735,-3.63341117,0.68656641,0.40756982,-13.09268093,-12.55437756,0.53830355,0.24065693,0.62416407,26.93508148,26.17046356,-0.76461852,0.01166625,4.65,0.99
929,0.0,0.0,15.0,0.78,41.0,4.97791147,2.61614299,-0.56317776,-7.20448446,-0.04340192,0.00019651,0.98881866,28.69,0.63649966,0.43465067,0.84930071,-0.54235303,-3.50296116,0.77706277,-3.17232442,6.78452539,1.82409894,-1.87288654,-1.71387732,-0.17733939,0.00343,0.95331149,-6.07971096,7.39485025,0.91997182,2.41770625,-7.97959852,6.8764286,-2.91062737,3.3471365,0.4982695,0.01355777,0.90736659,-3.39983702,-10.39821148,4.85014343,2.68038559,9.46082878,-6.06587887,7.8883872,-10.64938354,-0.70419556,0.02998858,0.86259453,-4.54150629,9.73556519,-6.34875011,7.60343409,-10.15840435,6.01081562,10.55682945,9.15843773,9.85768127,6.23175192,0.01273835,4.18965387,-22.81244278,14.26896095,2.39695907,-0.02893483,-1.78211617,1.83091295,-0.10502176,6.62422037,2.91353679,0.08820818,11.13814449,3.52891421,2.50146246,-3.59518719,-2.72256708,16.45992279,5.90563822,5.28653288,12.40989017,10.20194626,0.00145516,-13.82221889,-13.28154469,0.54067475,0.26060605,0.61015636,-50.91567612,-57.29134369,-6.37566662,1.26735175,4.65,0.99
930,0.0,0.0,16.0,0.75,54.0,-3.63383198,-0.42555282,3.79802418,9.05340195,2.19801021,0.3292284,0.56626593,36.35,0.88319969,0.85281556,0.68612202,2.06958747,-2.64994311,-11.40027428,15.02379608,-6.5776701,8.16137791,5.64034271,1.47188699,1.4673878,0.14779386,0.70074945,-23.93739891,15.93692017,-10.06426907,36.59631729,-5.19052792,1.57671177,-7.64248705,21.95876694,3.65425396,0.21502019,0.64312418,-2.91999245,1.64336646,8.04194546,2.41857982,-8.05791283,-2.86032128,-5.86108589,-1.56932032,-1.14559269,0.27548769,0.59993432,-3.90052152,2.16601801,12.84780502,25.65359306,-38.15567398,-22.68359756,14.2512064,0.19878936,-9.77998734,3.91512156,0.04817943,-7.28130627,-5.74608135,16.00630569,9.13447475,-10.40119171,-4.66601372,-0.85168737,30.70670128,-5.71205521,1.35213745,0.24523463,18.01940918,2.94549727,-9.32697392,16.36096382,3.24760914,-11.11960506,-33.77058029,-10.88169861,-13.01333332,7.11153316,0.0078061,-49.12466431,-50.34275818,-1.21809387,0.29461324,0.58776481,-371.25537109,-356.87963867,14.37575436,0.604505,6.28,0.0
931,0.0,0.0,14.0,0.65,53.0,-3.95462298,-1.0703795,1.30256212,-4.00251198,-1.93123806,0.26881993,0.60425973,35.35,0.64971653,0.39362725,0.26049683,-6.57374573,4.06365204,3.8557241,-0.04165818,-9.8639164,-10.42415333,2.22707677,-3.80113363,-2.56976938,0.47701794,0.48996608,8.72156048,3.07983875,11.437747,1.53125858,-20.95782089,9.73531818,0.51856762,0.1228523,1.77366507,0.08558629,0.77002353,-0.71539676,6.81768417,1.17851603,-14.481884,2.17272687,-3.82345557,-16.41957664,-10.49280643,-4.47052431,0.95122987,0.32993395,17.81225204,0.61656481,-3.15588498,7.19097281,1.61875939,-14.75831604,-13.29099941,-7.03075218,3.08660293,0.40305397,0.52568893,-12.04355907,12.33511257,10.50758266,-2.02598262,12.27750969,3.05395865,-6.24863625,-6.89532614,5.6638155,1.39519238,0.2378641,-18.16689873,-6.223207,-9.91707134,-4.60410166,4.92096615,-1.15997267,2.12005973,-1.29216969,-0.00521861,0.0,1.0,-18.42629814,-19.5865097,-1.16021049,1.22764003,0.26893559,-7.08314085,-2.70351529,4.37962532,0.52910227,6.28,0.0
932,0.0,0.0,0.0,0.6,74.0,-9.90390873,-5.19113636,-3.58031631,-6.61873817,-6.32352495,3.09404945,0.07893965,34.11,0.06605766,0.00481319,0.85179664,-4.58084679,-2.16369104,-5.99132252,-4.48635101,-10.17630577,-12.55580997,-14.62218666,-1.04407358,-6.9525733,3.74118614,0.05342072,-16.01164055,-7.88591623,-16.84592247,-1.98163486,-32.40398407,-9.88664627,-25.27770615,-13.59999561,-15.48668098,8.86193085,0.00309678,-1.45295,-15.02242374,11.17347336,-2.03574276,9.94203663,2.22866488,-2.04996276,3.52304125,0.7882672,0.02593037,0.87214323,22.65005684,-12.67254734,-16.46034622,-0.44346866,-9.07131481,-1.33771813,-21.63120842,-3.29376912,1.56159186,0.11141536,0.7386217,-16.92432785,-6.2073822,10.9473896,-10.9620266,-10.45086479,10.48733425,-15.98943996,9.80338097,3.01828098,0.42763108,0.5133324,-29.5198822,-7.14627266,-23.68828773,-0.44843593,-6.52288628,-20.36879349,-1.76430321,6.05017614,-3.63976884,0.62586343,0.42909975,-15.29918003,-15.87784004,-0.57865959,0.3176159,0.57355112,-90.21016693,-98.52971649,-8.31954861,1.92306614,6.28,0.0
