x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_roi_manual_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_roi_manual_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_roi_manual_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_roi_manual_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_roi_manual_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_roi_manual_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_roi_manual_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_roi_manual_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_roi_manual_deveined_sur_L0 p-val,Subject ID,Visual Region,Subregion,hemi,xy_dist,ellipse_a,ellipse_b,ellipse_theta,ellipse_comX,ellipse_comY,d_norm,no_vein,sig,iso0_loc,in_tgt,d_bin,all depths,odss,fgm,dsi,iso-sur,ctr-iso0
0.62,-3.22,13.0,0.81,114.0,160.0,11.0,3.77,137.0,14.53,0.69,5.38992691,1.26463783,4.11082602,2.20811129,3.24337554,30.19127655,5e-08,6.36,2.33156443,2.57284856,6.15791798,4.10171509,2.44284034,-0.0963316,6.3803134,5.28903675,2.21971273,3.48535776,34.14449692,1e-08,2.60219622,1.80873251,-3.14251828,13.64071369,0.00026461,1.62013602,-1.52238226,-3.14251828,9.01004219,2.35,5.58,0.01796978,47.174366,-10.31895161,7.23501396,4.42213345,1.20984042,7.29355907,2.8172543,0.44871441,0.00851013,-0.23086044,0.09561384,0.7572261,0.02207698,41.95392609,-8.91506958,3.55274463,5.74389172,1.34713626,-3.70003414,0.37549573,-1.57120538,0.06364501,0.26252121,0.12778035,0.72082429,0.03499179,36.89996719,-11.92656517,3.00678635,-1.59785056,0.065405,-6.78454494,0.90383112,0.96069461,0.01678793,0.6606276,0.85327327,0.35586329,0.0256392,106.81982422,-12.01173592,11.64600182,1.09452808,0.05570503,4.49479771,1.57262075,1.88235617,0.2196002,-1.03399277,2.26780677,0.13242018,0.01289012,14.63674259,-9.63121128,3.39602447,10.55925465,3.57077742,5.27551889,0.72636229,-1.05453038,0.05124554,1.5846951,4.84788513,0.02792054,0.02731295,44.74409866,-16.81783104,7.92453527,1.60156024,0.06554612,4.48288536,0.60092205,5.63796854,0.57087594,0.42745522,0.36908117,0.54365118,0.0256392,106.81982422,-12.01173592,11.64600182,1.09452808,0.05570503,4.49479771,1.57262075,1.88235617,0.2196002,-1.03399277,2.26780677,0.13242018,0.01289012,14.63674259,-9.63121128,3.39602447,10.55925465,3.57077742,5.27551889,0.72636229,-1.05453038,0.05124554,1.5846951,4.84788513,0.02792054,0.02731295,44.74409866,-16.81783104,7.92453527,1.60156024,0.06554612,4.48288536,0.60092205,5.63796854,0.57087594,0.42745522,0.36908117,0.54365118,pnr256,V1,tgt,lh,4.154900580078175,3.7837106656275843,1.3433150780456435,0.24574946150684301,1.4166523605150214,0.8578111587982833,0.8705882352941176,True,True,-0.9434734600000001,False,6,True,1.2791008899999996,2.8461881900000003,4.12528908,-0.9434734600000001,-0.5789088
0.56,-3.76,0.0,0.67,114.0,160.0,12.0,4.27,155.0,16.92,0.68,3.96652007,1.5902077,4.16571236,3.03194547,3.18859625,34.36324692,1e-08,5.86,6.49210691,5.96477318,0.17491774,3.3667357,0.98684293,1.8372401,3.75337458,3.75929284,3.12944818,3.2705853,36.28362274,0.0,2.57772875,1.67340446,1.8886537600000004,17.16600418,4.503e-05,3.39403057,5.28268433,1.88865387,3.60252905,2.4,5.52,0.0166545,47.72130203,2.03561568,0.33155963,-4.64291239,1.57060456,3.31081438,0.68363541,-18.81815338,17.61333847,0.3792896,0.30408686,0.58146168,0.02269708,53.22428513,-1.05586088,0.05979437,-5.09880018,1.27416146,9.94938564,3.25902843,-10.10459137,3.16203928,0.2893936,0.18638659,0.66603947,0.02610328,24.38307953,13.48096561,4.56156111,-13.3812952,5.44189787,12.74422741,3.78659987,-3.58630228,0.27683362,1.48171055,5.09679222,0.02419718,0.01420187,35.79886627,6.95865202,4.2692771,2.44645977,0.30440405,4.72569275,1.89875913,-10.51445675,7.48501015,0.98992056,2.27045679,0.13219452,0.02376685,62.86080933,8.53107929,3.36609721,0.9878813,0.03946137,10.38391876,3.55540276,-6.26822233,2.2879715,0.4733724,0.54645813,0.45995171,0.02671788,50.89234161,10.71400738,3.82286763,-7.47875834,1.69712055,3.17885303,0.35920233,-19.79498863,8.36408138,0.62679303,0.94329655,0.33167949,0.01420187,35.79886627,6.95865202,4.2692771,2.44645977,0.30440405,4.72569275,1.89875913,-10.51445675,7.48501015,0.98992056,2.27045679,0.13219452,0.02376685,62.86080933,8.53107929,3.36609721,0.9878813,0.03946137,10.38391876,3.55540276,-6.26822233,2.2879715,0.4733724,0.54645813,0.45995171,0.02671788,50.89234161,10.71400738,3.82286763,-7.47875834,1.69712055,3.17885303,0.35920233,-19.79498863,8.36408138,0.62679303,0.94329655,0.33167949,pnr256,V1,tgt,lh,4.696598041678455,3.7837106656275843,1.3433150780456435,0.24574946150684301,1.4166523605150214,0.8578111587982833,0.7058823529411765,True,True,-1.4417377700000003,False,5,True,-0.1991922899999996,2.57550466,2.37631237,-1.4417377700000003,6.724422100000001
0.52,-4.35,10.0,0.61,114.0,160.0,13.0,4.82,156.0,11.11,0.7,1.07939887,1.81306171,2.65115809,2.92218208,2.11645007,7.07201815,0.0079612,8.57,4.02562571,2.81351399,-4.24064302,-0.67103881,2.0800488,6.17930174,1.46327364,2.49146795,2.97347188,1.8997674,5.77977991,0.01640278,2.54307795,1.4137553,-0.9810256900000001,25.34205627,8.5e-07,6.23735332,5.25632763,-0.98102546,0.46452123,2.46,5.43,0.01064909,8.6332922,9.37031937,3.10889101,-11.53645706,4.2908206,-7.99501324,1.76407707,-0.78164375,0.01346066,0.47097611,0.20744027,0.64888554,0.01466282,9.87979221,7.57824087,1.370489,-12.98007202,3.67275143,10.11839962,1.49917197,2.07420039,0.05926326,0.37022033,0.1356982,0.71267793,0.02840329,13.21341991,14.91953945,2.55722523,-7.22229147,0.72558784,16.95069122,3.06605434,-13.95607758,1.91855168,0.30828154,0.1009431,0.75077084,-0.00576728,2.62456536,12.53350925,6.15737772,-10.97122288,2.7213006,-6.78371716,1.73945999,4.76546764,0.68350446,3.2234199,10.70246887,0.00110857,0.01911185,17.79454231,8.02652168,1.30440581,-10.0209465,1.77855194,-3.27782416,0.15507665,16.0847435,6.59537506,-0.03953451,0.00169831,0.96713675,0.00411393,0.52887607,18.15565681,4.81123257,-11.0567131,1.62578499,-7.90056419,0.97230953,-0.60555089,0.00351275,1.87611246,3.70368195,0.05459189,-0.00576728,2.62456536,12.53350925,6.15737772,-10.97122288,2.7213006,-6.78371716,1.73945999,4.76546764,0.68350446,3.2234199,10.70246887,0.00110857,0.01911185,17.79454231,8.02652168,1.30440581,-10.0209465,1.77855194,-3.27782416,0.15507665,16.0847435,6.59537506,-0.03953451,0.00169831,0.96713675,0.00411393,0.52887607,18.15565681,4.81123257,-11.0567131,1.62578499,-7.90056419,0.97230953,-0.60555089,0.00351275,1.87611246,3.70368195,0.05459189,pnr256,V1,tgt,lh,5.284437767759317,3.7837106656275843,1.3433150780456435,0.24574946150684301,1.4166523605150214,0.8578111587982833,0.6352941176470588,False,True,-1.1091203699999999,False,4,True,-1.5717592200000001,0.8380963800000001,-0.73366284,-1.1091203699999999,6.365448000000001
0.37,-4.97,0.0,0.63,114.0,160.0,14.0,5.39,166.0,11.48,0.7,4.32015467,3.72923994,3.37312579,3.84660935,3.81728244,16.79296684,4.524e-05,10.03,-1.69945014,1.36785042,3.5125072,5.19671297,6.51660156,6.69872427,3.93321776,4.28723145,3.76527405,3.72723246,15.93298244,7.07e-05,2.53368378,1.14138365,-2.9672174400000007,36.98702621,0.0,-8.11615372,-11.08337116,-2.96721792,2.80522919,2.53,5.34,0.02365582,31.85721779,-1.79825008,0.08559846,2.19779015,0.11642014,-5.81540346,0.69797468,8.85750294,1.29123366,-0.50951564,0.18157485,0.67012015,0.02587179,22.5864048,0.60896748,0.00653535,2.8995955,0.13462824,-8.30093861,0.74095505,-1.62190974,0.02660272,0.56229973,0.22981371,0.63177268,0.06490419,52.03149414,-17.81863403,2.75071168,9.21191406,0.89017713,-23.6161499,4.48811245,-21.07914162,3.30067921,-0.79262048,0.50343412,0.47816973,0.01751688,17.82811165,-5.74832726,0.9536767,-9.81062794,1.60225356,-13.82021141,5.31595135,11.56921577,2.96649098,0.94959044,0.68388402,0.40846079,0.0219894,17.03820992,-8.82900143,1.14162326,4.44482851,0.25312254,-7.49073935,0.58585924,11.52809811,2.45045948,1.10555482,0.94385451,0.3315366,0.02716689,17.1328125,-18.55433273,3.73313451,0.21816216,0.00046055,-15.0940094,2.63664389,17.81242943,2.2052629,1.09096968,0.93046278,0.33498895,0.01751688,17.82811165,-5.74832726,0.9536767,-9.81062794,1.60225356,-13.82021141,5.31595135,11.56921577,2.96649098,0.94959044,0.68388402,0.40846079,0.0219894,17.03820992,-8.82900143,1.14162326,4.44482851,0.25312254,-7.49073935,0.58585924,11.52809811,2.45045948,1.10555482,0.94385451,0.3315366,0.02716689,17.1328125,-18.55433273,3.73313451,0.21816216,0.00046055,-15.0940094,2.63664389,17.81242943,2.2052629,1.09096968,0.93046278,0.33498895,pnr256,V1,tgt,lh,5.921052614728691,3.7837106656275843,1.3433150780456435,0.24574946150684301,1.4166523605150214,0.8578111587982833,0.6588235294117647,False,True,-0.11736941000000023,False,5,True,0.94702888,-0.3561141499999998,0.5909147300000002,-0.11736941000000023,-10.96600175
0.76,-3.57,0.0,0.9,114.0,161.0,11.0,4.11,119.0,12.17,0.67,4.09696674,2.8664844,4.89259434,4.87917805,4.18380594,32.68249893,1e-08,7.88,5.24713945,3.80362439,3.70490551,0.25444189,4.33123875,8.51316166,2.06822586,4.75297594,5.0415287,4.18661404,32.59329605,2e-08,2.67491937,1.44761407,-2.5912122699999998,26.27620506,5.4e-07,13.2846508,10.69343853,-2.59121275,3.33653092,2.35,5.58,0.02310223,50.73684692,5.6300149,1.40143573,4.20422316,0.71156532,-20.192276,14.05123234,0.81536293,0.01824192,0.20129187,0.0472987,0.82787908,0.02967602,50.18526077,0.26699361,0.00214242,11.9650507,3.87012291,-12.55291176,2.86143184,2.82706594,0.13653071,0.41765451,0.21411236,0.6436694,0.05671608,65.59007263,3.01390767,0.12993568,10.59235668,1.94299471,-10.3467989,1.42220151,-8.06389427,0.79740721,0.28059146,0.10413238,0.74699709,0.00888405,7.40984821,10.88460445,5.5250783,5.49870348,0.81333953,-11.79285336,6.25439262,3.99465322,0.57149565,2.92970634,10.51871967,0.00122304,0.02878178,50.09321976,9.6223402,2.32694364,8.85492611,1.72378147,-17.97914124,5.79170036,12.90348053,5.26844597,0.9502939,1.1967063,0.27425915,0.02352682,20.95167923,12.88019466,2.93340421,0.40403384,0.00262839,-18.24699402,6.28303194,6.39847803,0.46397275,2.08502817,5.54157686,0.01877329,0.00888405,7.40984821,10.88460445,5.5250783,5.49870348,0.81333953,-11.79285336,6.25439262,3.99465322,0.57149565,2.92970634,10.51871967,0.00122304,0.02878178,50.09321976,9.6223402,2.32694364,8.85492611,1.72378147,-17.97914124,5.79170036,12.90348053,5.26844597,0.9502939,1.1967063,0.27425915,0.02352682,20.95167923,12.88019466,2.93340421,0.40403384,0.00262839,-18.24699402,6.28303194,6.39847803,0.46397275,2.08502817,5.54157686,0.01877329,pnr256,V1,tgt,lh,4.47623770375843,3.7837106656275843,1.3433150780456435,0.24574946150684301,1.4166523605150214,0.8578111587982833,0.9764705882352941,False,True,-2.01269365,False,7,True,-0.7956275999999995,2.0261099399999996,1.23048234,-2.01269365,12.70613218
0.77,-3.92,16.0,0.85,114.0,161.0,12.0,4.45,116.0,12.48,0.66,8.20333004,5.01819468,8.04787636,6.86646795,7.03396702,107.18934631,0.0,7.32,4.50557518,4.68988371,8.26715183,7.48337793,7.58945227,8.31958199,9.42072964,6.53015947,6.8482213,7.06560898,105.0356369,0.0,2.62464356,1.35262561,-0.638587,26.09900856,5.9e-07,0.41634232,-0.22224468,-0.638587,0.28023833,2.4,5.52,0.02574949,77.21639252,-2.22918773,0.26920655,5.00174856,1.23381686,7.81592226,2.57905149,17.2782917,10.05115032,2.21375513,7.01062441,0.00823742,0.03153067,67.46266174,2.23498082,0.17602988,6.30421877,1.27936697,-0.11938421,0.00030923,12.55196476,3.20464063,2.98971319,13.06378269,0.00031692,0.05824095,81.57352448,-6.09860802,0.62739569,10.43959522,2.22593045,-13.53395271,2.86989784,2.97083902,0.12769385,2.8793292,12.93432522,0.00033928,0.02245958,58.801651,-6.42032766,2.38688684,4.3488307,0.63167804,4.123703,0.94959599,10.21082497,4.63610411,3.36394548,17.21923256,3.63e-05,0.02520763,44.14325714,-4.27543688,0.5277971,12.69178867,4.06836653,5.05334091,0.52560234,6.83285284,1.69721508,3.99716496,24.32422638,9.6e-07,0.0316268,46.45113373,-10.33351707,2.31644511,19.04534721,7.16914892,2.63094807,0.16031082,26.33890152,9.64582825,3.92264867,24.06374359,1.1e-06,0.02245958,58.801651,-6.42032766,2.38688684,4.3488307,0.63167804,4.123703,0.94959599,10.21082497,4.63610411,3.36394548,17.21923256,3.63e-05,0.02520763,44.14325714,-4.27543688,0.5277971,12.69178867,4.06836653,5.05334091,0.52560234,6.83285284,1.69721508,3.99716496,24.32422638,9.6e-07,0.0316268,46.45113373,-10.33351707,2.31644511,19.04534721,7.16914892,2.63094807,0.16031082,26.33890152,9.64582825,3.92264867,24.06374359,1.1e-06,pnr256,V1,tgt,lh,4.821373118158046,3.7837106656275843,1.3433150780456435,0.24574946150684301,1.4166523605150214,0.8578111587982833,0.9176470588235294,True,True,-1.84827327,False,6,True,0.15545368000000082,3.0296816800000004,3.185135360000001,-1.84827327,1.62602859
0.69,-4.44,0.0,0.82,114.0,161.0,13.0,4.93,130.0,12.35,0.68,6.36402702,2.53773904,4.17971849,4.07674694,4.28955793,37.28954697,0.0,7.56,1.04595721,4.94094944,7.06120348,7.23067093,4.86057281,-0.4466525,5.47582722,5.42436218,4.05896854,4.40135622,39.05438232,0.0,2.54090476,1.11627567,-1.0126243900000003,30.00417328,9e-08,-1.459957,-2.47258139,-1.0126245,0.67724556,2.46,5.43,0.02993491,97.28103638,-9.22700787,4.29872417,-0.74139076,0.0252214,6.1328578,1.48017645,4.10441065,0.52868229,-1.3099817,2.28837729,0.13067977,0.03727592,88.18724823,-5.07411242,0.84865725,-8.35257626,2.10049343,-11.19748592,2.53584886,2.19336891,0.09153958,-0.52022243,0.36999056,0.54315527,0.05686465,71.52766418,-6.84185696,0.72630471,-18.68376732,6.55803967,-19.51314545,5.48742199,10.87384892,1.57298362,0.18701236,0.05021524,0.82273749,0.04273149,234.8085022,-11.23376369,8.06111526,-3.47772741,0.44566911,-0.25722808,0.00407702,0.99065262,0.04815979,-2.71943259,12.41375732,0.00044655,0.03415995,76.61941528,-11.94639301,3.89466834,-3.55307865,0.30135611,-5.45558786,0.57903576,-8.67578602,2.586169,0.06481624,0.00608005,0.93786465,0.05238332,125.86138916,-11.34427071,2.75740957,-3.31542301,0.21460505,-3.03185606,0.21020679,11.88738823,1.94062114,-0.89792091,1.24539185,0.26471753,0.04273149,234.8085022,-11.23376369,8.06111526,-3.47772741,0.44566911,-0.25722808,0.00407702,0.99065262,0.04815979,-2.71943259,12.41375732,0.00044655,0.03415995,76.61941528,-11.94639301,3.89466834,-3.55307865,0.30135611,-5.45558786,0.57903576,-8.67578602,2.586169,0.06481624,0.00608005,0.93786465,0.05238332,125.86138916,-11.34427071,2.75740957,-3.31542301,0.21460505,-3.03185606,0.21020679,11.88738823,1.94062114,-0.89792091,1.24539185,0.26471753,pnr256,V1,tgt,lh,5.347413087403074,3.7837106656275843,1.3433150780456435,0.24574946150684301,1.4166523605150214,0.8578111587982833,0.8823529411764705,True,True,-1.5390078999999997,False,6,True,2.18430853,1.64197945,3.82628798,-1.5390078999999997,-0.9335734900000006
0.62,-5.08,0.0,0.85,114.0,161.0,14.0,5.53,157.0,14.13,0.62,4.64950371,1.09232831,3.58502936,1.84902751,2.79397225,18.99323654,1.454e-05,6.9,5.65232706,3.907305,3.26151299,3.77710438,2.30458045,-1.35385919,4.08500957,3.83822346,1.90435505,3.03879809,22.02549744,3.09e-06,2.41760683,0.82527125,-1.36223487,35.92538452,1e-08,0.1850913,-1.17714357,-1.36223495,1.28393185,2.53,5.34,0.01838115,41.4066391,-3.33583641,0.63428462,1.56159115,0.12657136,2.6452508,0.31084314,-20.63394928,15.08441639,-0.44260576,0.29488522,0.58723463,0.02426289,42.83670807,-6.26888609,1.48499775,-3.15746999,0.34412023,1.13262129,0.0297613,-12.09958363,3.1932466,-0.36946946,0.21396635,0.64378248,0.02736266,18.87427902,3.85986042,0.26348662,-6.69819975,0.96059787,9.35907459,1.43862391,-2.77563167,0.11680753,0.90198618,1.3305831,0.24899256,0.02305444,70.61031342,-2.28571296,0.34476674,3.96364307,0.59801102,7.565166,3.64211965,-12.3220644,7.69420338,-0.95834565,1.59264851,0.20725887,0.02273654,39.52763367,-3.22981834,0.33152732,2.25146937,0.14094076,1.25204623,0.03556838,-14.01795673,7.86227846,0.04495088,0.00341523,0.9534105,0.03444106,61.72594833,1.51458895,0.05574902,0.48557976,0.00516195,10.72210312,2.98240042,-17.46516609,4.75243139,-0.6092748,0.65049124,0.4201396,0.02305444,70.61031342,-2.28571296,0.34476674,3.96364307,0.59801102,7.565166,3.64211965,-12.3220644,7.69420338,-0.95834565,1.59264851,0.20725887,0.02273654,39.52763367,-3.22981834,0.33152732,2.25146937,0.14094076,1.25204623,0.03556838,-14.01795673,7.86227846,0.04495088,0.00341523,0.9534105,0.03444106,61.72594833,1.51458895,0.05574902,0.48557976,0.00516195,10.72210312,2.98240042,-17.46516609,4.75243139,-0.6092748,0.65049124,0.4201396,pnr256,V1,tgt,lh,5.991014633687983,3.7837106656275843,1.3433150780456435,0.24574946150684301,1.4166523605150214,0.8578111587982833,0.9176470588235294,True,True,-0.7566991999999999,False,6,True,1.0644743500000002,2.49270105,3.5571754,-0.7566991999999999,-0.42044437
2.28,2.35,0.0,0.16,115.0,155.0,3.0,1.36,147.0,16.98,0.72,0.9563815,0.44295371,1.16349244,1.69551778,1.0645864,3.01871896,0.08263186,6.6,-0.43120179,0.5433138,1.47578943,0.74536997,2.76630235,3.89442086,-0.44303796,-1.16890001,1.71782756,1.01008713,2.69443917,0.10103095,0.98564106,1.63405836,1.3619313300000009,13.82917023,0.00024045,6.64924192,8.01117325,1.36193085,2.39443588,0.0,0.0,0.00462633,2.7160871,2.57126832,0.39023641,-7.40554953,2.94725466,-3.38506889,0.52712792,-2.44042087,0.21846977,0.34125164,0.18150733,0.67017786,0.00480093,1.75739324,2.11342144,0.1768599,-7.9510932,2.28666997,-5.52232218,0.74088317,-6.00331497,0.82366681,0.55436617,0.50469357,0.47761995,0.00794698,1.70200181,3.29932427,0.20575365,2.28803015,0.11975539,-8.9160881,1.39575779,-4.31920338,0.30233899,0.57665652,0.58133435,0.44597963,0.00277956,1.01899767,-1.56250679,0.15995894,-11.55462742,5.04558945,-5.90497112,2.20309472,-3.71833491,0.69559491,0.584575,0.58834571,0.44325072,0.00396145,1.25077295,4.66782999,0.72172332,-8.28487015,1.98890686,-1.79930997,0.07640959,-3.59225488,0.53816664,0.64938265,0.73657107,0.39097867,0.00574181,1.73317313,2.28388166,0.12811279,-5.92808342,0.7862336,-11.87070274,3.6931076,-3.26978707,0.16826755,0.55719537,0.54965085,0.4586442,0.00277956,1.01899767,-1.56250679,0.15995894,-11.55462742,5.04558945,-5.90497112,2.20309472,-3.71833491,0.69559491,0.584575,0.58834571,0.44325072,0.00396145,1.25077295,4.66782999,0.72172332,-8.28487015,1.98890686,-1.79930997,0.07640959,-3.59225488,0.53816664,0.64938265,0.73657107,0.39097867,0.00574181,1.73317313,2.28388166,0.12811279,-5.92808342,0.7862336,-11.87070274,3.6931076,-3.26978707,0.16826755,0.55719537,0.54965085,0.4586442,pnr256,V1,tgt,lh,1.7239479935343778,3.7837106656275843,1.3433150780456435,0.24574946150684301,1.4166523605150214,0.8578111587982833,0.10588235294117646,True,False,-1.25256407,False,1,True,-0.20711093999999997,0.7205387299999999,0.5134277899999999,-1.25256407,9.26373732
2.22,1.71,0.0,0.19,115.0,155.0,4.0,0.81,142.0,16.91,0.72,2.94345284,1.62283766,2.58892179,2.64847016,2.45092058,18.79830742,1.608e-05,6.09,-0.40362498,4.24869108,2.43913412,2.94316602,3.4290216,4.50806379,-0.21063183,3.24146986,2.74829721,2.54673815,20.23772049,7.69e-06,1.29102314,2.06134033,2.0421762500000007,19.06656075,1.761e-05,9.28709507,11.32927132,2.04217601,4.13824797,0.0,0.0,0.01930022,59.27594376,0.19401428,0.00283547,-6.5502286,2.89141107,-5.22420788,1.57444656,5.19969416,1.24378765,-1.00061238,1.95712531,0.16214852,0.02354173,52.48594284,0.66167808,0.0214707,-8.37871456,3.1538198,-10.88457203,3.57524967,2.53854036,0.1828786,-0.4963477,0.50245762,0.47859671,0.03899334,50.69716644,-0.5638938,0.00751549,-6.83676863,1.32369339,-16.33637238,5.79745245,1.79178047,0.06441852,-0.28438652,0.17500366,0.6757975,0.01340342,28.62895393,-0.0571502,0.00021052,-7.58055449,2.62377954,-3.12418485,0.74512517,5.68152857,1.96222961,0.30907732,0.19872811,0.65585134,0.02224546,49.2583847,-4.99928474,1.03395617,-6.41053247,1.48711848,-6.42394066,1.21710789,11.08578205,6.4012022,-0.25457019,0.14140312,0.70697431,0.02400402,36.86250305,-3.99322915,0.47660056,-8.71405602,2.06759596,-8.18066025,2.13454866,6.13772392,0.72167015,0.0955402,0.01967326,0.88848329,0.01340342,28.62895393,-0.0571502,0.00021052,-7.58055449,2.62377954,-3.12418485,0.74512517,5.68152857,1.96222961,0.30907732,0.19872811,0.65585134,0.02224546,49.2583847,-4.99928474,1.03395617,-6.41053247,1.48711848,-6.42394066,1.21710789,11.08578205,6.4012022,-0.25457019,0.14140312,0.70697431,0.02400402,36.86250305,-3.99322915,0.47660056,-8.71405602,2.06759596,-8.18066025,2.13454866,6.13772392,0.72167015,0.0955402,0.01967326,0.88848329,pnr256,V1,tgt,lh,1.1711503963773449,3.7837106656275843,1.3433150780456435,0.24574946150684301,1.4166523605150214,0.8578111587982833,0.14117647058823526,True,True,-1.0256325,True,1,True,0.35453104999999985,0.96608413,1.3206151799999999,-1.0256325,12.35490382
