x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_roi_manual_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_roi_manual_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_roi_manual_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_roi_manual_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_roi_manual_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_roi_manual_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_roi_manual_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_roi_manual_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_roi_manual_deveined_sur_L0 p-val,Subject ID,Visual Region,Subregion,hemi,xy_dist,ellipse_a,ellipse_b,ellipse_theta,ellipse_comX,ellipse_comY,d_norm,no_vein,sig,iso0_loc,in_tgt,d_bin,all depths,odss,fgm,dsi,iso-sur,ctr-iso0
2.56,-4.48,14.0,0.48,85.0,157.0,14.0,3.15,159.0,14.24,0.75,4.38110542,2.4825449,3.8674078,3.65434527,3.59635091,40.25532532,0.0,6.1,4.91113758,3.71530795,4.33654594,2.77451968,3.54222989,4.56132126,3.36069894,2.08614445,3.7137661,3.6631856,40.49290466,0.0,1.30559659,1.7551223,2.24687708,5.03049088,0.02566271,1.71855056,3.96542764,2.24687719,6.65609121,4.1,4.23,0.02029518,65.73332214,-3.86197066,1.10703921,-1.63475335,0.18067859,3.02174592,0.52825522,-5.64035416,1.46774018,-0.08602539,0.01454616,0.90402755,0.02880505,80.56354523,-7.21434259,2.62431264,-3.8877933,0.69612205,3.55050159,0.38993013,-4.17039394,0.50619018,-0.20850113,0.09081777,0.76320625,0.04297404,62.48064423,-6.91962957,1.13614249,-4.19368982,0.5052669,4.80067301,0.50799042,6.88056469,0.96325356,0.45317829,0.45068765,0.5021723,0.02114466,74.86417389,2.56196427,0.54592341,-4.53205252,0.98544925,0.82011515,0.05397298,-3.55233407,0.80605543,0.23313963,0.11878479,0.73043276,0.02773304,79.93190002,3.69307113,0.58906525,-2.85701346,0.30840164,9.05905437,2.52704811,3.99259782,0.86684185,0.34302285,0.26792675,0.60484681,0.03617986,88.60501099,-3.49107623,0.38542017,-6.43222713,1.1919601,3.12968397,0.33058399,3.08879995,0.19338156,0.01364427,0.00044764,0.98312442,0.02114466,74.86417389,2.56196427,0.54592341,-4.53205252,0.98544925,0.82011515,0.05397298,-3.55233407,0.80605543,0.23313963,0.11878479,0.73043276,0.02773304,79.93190002,3.69307113,0.58906525,-2.85701346,0.30840164,9.05905437,2.52704811,3.99259782,0.86684185,0.34302285,0.26792675,0.60484681,0.03617986,88.60501099,-3.49107623,0.38542017,-6.43222713,1.1919601,3.12968397,0.33058399,3.08879995,0.19338156,0.01364427,0.00044764,0.98312442,pnr256,V1,tgt,rh,5.138136581192654,3.8822553542005864,2.320011806230823,0.8604062800453557,-2.2113913043478264,-2.573623188405797,0.488095238095238,True,True,-1.1718003699999997,False,3,True,0.5136976199999999,1.3848629,1.8985605199999998,-1.1718003699999997,5.137228009999999
2.7,-5.03,17.0,0.6,85.0,157.0,15.0,3.4,161.0,19.62,0.75,2.5872767,0.22697991,2.06676269,1.26905644,1.53751898,9.06258583,0.00267774,5.5,0.25486138,0.63955164,2.90613794,0.74487591,1.46317613,3.12942791,1.40539503,3.15513515,1.35236442,1.67065275,10.37936783,0.00131778,1.20424569,1.50782001,0.5769125300000002,2.41786265,0.12105289,-2.5018611,-1.92494857,0.57691246,0.59073871,4.06,4.17,0.00765152,10.89220047,-1.17412961,0.11927838,3.24973583,0.83207989,7.91684294,4.22721052,-1.80832434,0.17588939,0.1183394,0.03200307,0.85805918,0.01073137,12.80813789,-2.5911746,0.38778749,0.58717871,0.01818249,4.48260498,0.71209466,-7.57256031,1.91169548,0.13388993,0.04295375,0.83585694,0.02412635,23.14398384,-7.48912191,1.56420648,2.41849613,0.19755028,-0.14133507,0.00051212,1.65637374,0.06561537,-0.24740656,0.15792501,0.69116369,0.01370352,37.16718292,-5.9661665,3.49954128,2.5886004,0.37997001,-1.07797909,0.11020634,1.61591363,0.19714253,-0.73841614,1.40869319,0.2355711,0.01580616,29.83192062,-7.77707148,3.00154638,3.43101692,0.51102191,6.55186653,1.51875687,-4.72628689,1.39570057,-0.45497856,0.54172099,0.46190263,0.0231671,42.61840439,-3.34049916,0.41392833,2.63894773,0.23538646,-0.29272491,0.0034133,4.05858898,0.39161059,-0.73757613,1.4547224,0.22807295,0.01370352,37.16718292,-5.9661665,3.49954128,2.5886004,0.37997001,-1.07797909,0.11020634,1.61591363,0.19714253,-0.73841614,1.40869319,0.2355711,0.01580616,29.83192062,-7.77707148,3.00154638,3.43101692,0.51102191,6.55186653,1.51875687,-4.72628689,1.39570057,-0.45497856,0.54172099,0.46190263,0.0231671,42.61840439,-3.34049916,0.41392833,2.63894773,0.23538646,-0.29272491,0.0034133,4.05858898,0.39161059,-0.73757613,1.4547224,0.22807295,pnr256,V1,tgt,rh,5.491407067861674,3.8822553542005864,2.320011806230823,0.8604062800453557,-2.2113913043478264,-2.573623188405797,0.6309523809523809,True,True,-1.04207653,False,4,True,0.5205140099999999,1.83978278,2.36029679,-1.04207653,-0.8828720400000001
2.82,-5.57,19.0,0.8,85.0,157.0,16.0,3.66,143.0,17.74,0.77,3.97848392,1.89648318,3.974962,2.01833105,2.9670651,33.83852005,1e-08,5.49,1.3895154,2.57935214,3.90903497,3.11256695,5.04806566,3.29592013,3.40646529,4.03160286,2.04090738,3.19829082,38.11129761,0.0,1.28812623,1.42337453,0.98847175,0.47218275,0.49253575,-3.92970395,-2.9412322,0.98847157,1.25472283,4.02,4.11,0.01452026,40.65829468,-0.53371954,0.02557279,3.38501763,0.93575275,2.34461427,0.38431874,0.8798005,0.04314996,0.32847542,0.25559574,0.61327986,0.01897209,41.39462662,-0.09406997,0.00052408,1.79259503,0.17530575,-2.90769958,0.30986404,-4.49064922,0.69519603,0.57307237,0.8135078,0.36731453,0.03519192,50.78152084,-1.26782811,0.04621093,1.44991493,0.07321131,-8.44293022,1.90428638,-6.21321726,0.95194513,0.52049363,0.72062641,0.39615304,0.01723846,60.89926529,-2.05878162,0.43146855,2.1776104,0.27844104,-1.19407678,0.13996501,5.85093927,2.67612028,0.18789949,0.09441547,0.75870466,0.02216077,60.94136429,-2.01847267,0.21014427,2.29425621,0.23745152,0.4540104,0.00757033,3.44086123,0.76879412,0.31333256,0.26698932,0.60547919,0.02400529,46.41120911,3.52663279,0.46790564,4.11916971,0.58155322,-1.6496582,0.10925344,11.14017963,2.99258542,0.6846543,1.27136111,0.25979709,0.01723846,60.89926529,-2.05878162,0.43146855,2.1776104,0.27844104,-1.19407678,0.13996501,5.85093927,2.67612028,0.18789949,0.09441547,0.75870466,0.02216077,60.94136429,-2.01847267,0.21014427,2.29425621,0.23745152,0.4540104,0.00757033,3.44086123,0.76879412,0.31333256,0.26698932,0.60547919,0.02400529,46.41120911,3.52663279,0.46790564,4.11916971,0.58155322,-1.6496582,0.10925344,11.14017963,2.99258542,0.6846543,1.27136111,0.25979709,pnr256,V1,tgt,rh,5.856037265465988,3.8822553542005864,2.320011806230823,0.8604062800453557,-2.2113913043478264,-2.573623188405797,0.869047619047619,True,True,-0.12184787000000008,False,6,True,0.003521919999999845,2.07847882,2.08200074,-0.12184787000000008,-2.81938433
2.06,1.91,18.0,0.85,85.0,158.0,4.0,3.32,102.0,14.9,0.82,6.69863892,4.79077291,6.01962185,4.75658131,5.56640339,61.41395569,0.0,7.65,3.99172068,4.80602407,3.97460222,6.90737534,7.07717943,6.47255707,6.75269365,6.24620247,4.72310352,5.65561199,61.79053116,0.0,3.2591629,1.49376273,-1.4022848599999995,42.11841965,0.0,4.96223736,3.5599525,-1.4022851,2.0424726,4.46,3.98,0.02418884,58.82575607,-1.88902771,0.16688177,-4.93237543,1.03581083,0.73246336,0.0195683,-10.48233891,3.19369817,1.27827537,2.01794648,0.1557784,0.03201123,61.87935257,-4.72866917,0.70124424,-14.03001118,5.63877964,-7.26425076,1.01543856,-19.09517479,6.60007524,1.52535355,3.026227,0.08225323,0.05399252,62.63433838,-10.71111965,1.72896373,0.76979625,0.01079262,-3.24992228,0.14784504,-22.20593262,6.37172699,1.76689196,4.35143185,0.03724498,0.02311261,55.56962967,3.15975571,0.51587856,-13.75473785,5.63893461,0.18164352,0.00164905,-5.17072439,1.06089032,1.88745177,4.83749485,0.02808837,0.03204234,65.64937592,-0.57746702,0.00884647,-17.15186882,6.83873987,5.76261377,0.62914425,-6.56375313,1.44148707,1.71944594,4.14279509,0.04209007,0.0320851,42.04915237,0.99973136,0.01904351,-4.07978249,0.28936684,-0.4779717,0.00465958,-6.60859156,0.53409624,2.43393397,8.14866447,0.00440332,0.02311261,55.56962967,3.15975571,0.51587856,-13.75473785,5.63893461,0.18164352,0.00164905,-5.17072439,1.06089032,1.88745177,4.83749485,0.02808837,0.03204234,65.64937592,-0.57746702,0.00884647,-17.15186882,6.83873987,5.76261377,0.62914425,-6.56375313,1.44148707,1.71944594,4.14279509,0.04209007,0.0320851,42.04915237,0.99973136,0.01904351,-4.07978249,0.28936684,-0.4779717,0.00465958,-6.60859156,0.53409624,2.43393397,8.14866447,0.00440332,pnr256,V1,tgt,rh,6.1925487943550666,3.8822553542005864,2.320011806230823,0.8604062800453557,-2.2113913043478264,-2.573623188405797,0.9285714285714285,True,True,0.034191600000000655,False,6,True,0.6790170699999996,1.2288489399999998,1.9078660099999993,0.034191600000000655,3.5257608999999994
1.83,1.36,15.0,0.82,85.0,158.0,5.0,3.01,130.0,15.44,0.83,7.72866488,4.74007607,6.26524067,5.47250462,6.05162144,120.84516144,0.0,5.93,3.96437049,6.23062229,6.81585121,8.32266331,5.87226295,5.36364317,7.46808577,6.10093164,5.46268368,6.17172384,121.47109222,0.0,3.03731155,1.77956247,0.24410224000000014,28.17974854,2.2e-07,2.44524384,2.68934608,0.24410227,0.07485678,4.41,4.19,0.02419728,103.72664642,-0.80838674,0.05384531,-0.54273468,0.02209661,0.84194976,0.04552873,0.4390673,0.00989491,1.6943028,6.24696636,0.01260893,0.03119406,102.29909515,-1.60958409,0.14145036,-3.57671785,0.63802379,-3.00381303,0.30230373,-4.02232409,0.50986809,2.07575011,9.75648212,0.00184123,0.05150915,98.14518738,-6.83447695,1.21190941,-2.45830655,0.1898652,-2.57251406,0.15949154,-11.56078529,2.97334385,2.41264439,13.9686718,0.00019701,0.02457521,113.07967377,3.63466954,1.2286886,-2.45097852,0.32222933,0.84705532,0.06437166,4.55864906,1.48419654,2.17083979,11.51788902,0.00071788,0.02691304,77.94232941,-1.31589782,0.07742934,-1.46382737,0.08381829,-2.09584475,0.14002928,-5.14016056,1.48774529,2.8378334,18.99128914,1.457e-05,0.03420607,84.98482513,-5.00556707,0.850128,5.00363111,0.77393532,6.947999,1.74804914,7.49023056,1.2200439,2.66459107,17.36659241,3.364e-05,0.02457521,113.07967377,3.63466954,1.2286886,-2.45097852,0.32222933,0.84705532,0.06437166,4.55864906,1.48419654,2.17083979,11.51788902,0.00071788,0.02691304,77.94232941,-1.31589782,0.07742934,-1.46382737,0.08381829,-2.09584475,0.14002928,-5.14016056,1.48774529,2.8378334,18.99128914,1.457e-05,0.03420607,84.98482513,-5.00556707,0.850128,5.00363111,0.77393532,6.947999,1.74804914,7.49023056,1.2200439,2.66459107,17.36659241,3.364e-05,pnr256,V1,tgt,rh,5.6397016821124515,3.8822553542005864,2.320011806230823,0.8604062800453557,-2.2113913043478264,-2.573623188405797,0.8928571428571428,True,True,-0.7324285499999998,False,6,True,1.4634242100000003,1.5251646,2.9885888100000004,-0.7324285499999998,3.42177463
1.82,0.78,15.0,0.73,85.0,158.0,6.0,2.79,147.0,15.3,0.82,6.21058702,3.13983369,5.81863451,4.1529665,4.83050537,97.45522308,0.0,5.27,5.16633272,4.92185545,4.79868603,5.43711424,3.53126884,4.01872873,6.92757559,5.85914946,4.19050026,4.97848463,98.77485657,0.0,2.60440445,1.88936353,1.34766364,11.99407005,0.00061447,-4.77481508,-3.42715144,1.34766364,2.44932795,4.41,4.19,0.0129714,34.90301514,2.69462156,0.70057797,2.79859638,0.68806767,-3.46404195,0.90237802,-6.84885073,2.81297421,2.60853887,17.33838081,3.413e-05,0.01598958,31.77579498,3.98086905,1.0228126,2.97532058,0.52191979,-2.77372909,0.3047128,-9.19334126,3.1486516,2.91607189,22.76305008,2.12e-06,0.02672821,31.22722435,-2.00832248,0.12364946,1.28722179,0.06150804,0.55407637,0.00872654,-6.97991896,1.28076065,2.96055746,24.85480881,7.3e-07,0.01546002,52.6346283,2.49594784,0.68146598,3.53291774,0.78757685,-2.75357842,0.79986793,1.322034,0.14683883,2.39355969,16.46900368,5.353e-05,0.01654937,35.78649902,-0.374515,0.00761544,5.81780481,1.60785341,-2.56695437,0.2551527,-3.70533991,0.93876261,2.87193537,23.61781502,1.37e-06,0.02588194,59.16592026,3.96779323,0.64951622,4.13924074,0.64404029,-2.67837286,0.31585062,-5.25895309,0.73136288,2.35908294,16.55324554,5.124e-05,0.01546002,52.6346283,2.49594784,0.68146598,3.53291774,0.78757685,-2.75357842,0.79986793,1.322034,0.14683883,2.39355969,16.46900368,5.353e-05,0.01654937,35.78649902,-0.374515,0.00761544,5.81780481,1.60785341,-2.56695437,0.2551527,-3.70533991,0.93876261,2.87193537,23.61781502,1.37e-06,0.02588194,59.16592026,3.96779323,0.64951622,4.13924074,0.64404029,-2.67837286,0.31585062,-5.25895309,0.73136288,2.35908294,16.55324554,5.124e-05,pnr256,V1,tgt,rh,5.243939772593153,3.8822553542005864,2.320011806230823,0.8604062800453557,-2.2113913043478264,-2.573623188405797,0.7857142857142856,True,True,-1.0131328099999997,False,5,True,0.3919525100000003,2.6788008199999997,3.07075333,-1.0131328099999997,-2.41401863
1.82,0.19,12.0,0.68,85.0,158.0,7.0,2.6,154.0,19.35,0.75,4.85803413,1.86387956,3.25954866,2.59823489,3.1449244,50.96444321,0.0,4.74,2.44336677,3.20803189,3.31328249,3.3441062,1.60614908,4.095994,3.92024851,4.97530937,2.66869235,3.28284502,53.06199265,0.0,2.25165796,1.99202561,2.6607706500000003,1.96135664,0.16244102,2.32465959,4.98543024,2.66077065,9.7646122,4.34,4.37,0.01461726,55.63738632,-2.14518785,0.55731881,-5.42448711,3.2447803,0.90399551,0.07718232,-1.50794709,0.17122875,0.50727022,0.82304007,0.3645236,0.01818168,51.35973358,0.48104462,0.01867382,-6.47211456,3.08728695,-5.34576178,1.41478527,-3.19584942,0.47569567,0.87992382,2.59097052,0.10780773,0.02972694,48.44179916,-3.87899399,0.57852149,-13.30649948,8.24333572,-12.30757523,5.40986013,1.03812277,0.03556738,1.02273846,3.71974754,0.05407112,0.01846811,96.16770935,-1.59243655,0.35515618,-3.93664694,1.25189292,-0.63830519,0.05503338,-2.80818224,0.84812862,0.15428025,0.08762506,0.7672833,0.01831559,55.38228607,-3.41735697,0.80132681,-5.05241728,1.53215194,5.17386532,1.30940628,-10.9561491,10.36985779,0.90295011,2.94973874,0.08621837,0.03056277,105.5682373,-0.59337062,0.01859166,-10.88680553,5.70100784,-2.6557312,0.39733842,-5.65051556,1.08037186,0.14023437,0.07483379,0.78448423,0.01846811,96.16770935,-1.59243655,0.35515618,-3.93664694,1.25189292,-0.63830519,0.05503338,-2.80818224,0.84812862,0.15428025,0.08762506,0.7672833,0.01831559,55.38228607,-3.41735697,0.80132681,-5.05241728,1.53215194,5.17386532,1.30940628,-10.9561491,10.36985779,0.90295011,2.94973874,0.08621837,0.03056277,105.5682373,-0.59337062,0.01859166,-10.88680553,5.70100784,-2.6557312,0.39733842,-5.65051556,1.08037186,0.14023437,0.07483379,0.78448423,pnr256,V1,tgt,rh,4.887712039008179,3.8822553542005864,2.320011806230823,0.8604062800453557,-2.2113913043478264,-2.573623188405797,0.7261904761904763,True,True,-0.7343553300000001,False,5,True,1.59848547,1.3956691,2.99415457,-0.7343553300000001,5.719785570000001
1.62,-0.37,15.0,0.64,85.0,158.0,8.0,2.36,153.0,13.13,0.7,3.76771998,0.9397921,3.59200788,2.08102012,2.59513497,20.48897934,6.76e-06,6.17,1.23472047,4.6318469,4.4725132,1.63373661,1.70303881,2.77778554,2.62649035,4.48551512,2.20618892,2.8606739,24.0675354,1.09e-06,2.05321383,2.12372375,-0.11851168000000012,0.16062623,0.68887675,-4.90626526,-5.02477694,-0.11851185,0.01506375,4.3,4.44,0.01416888,30.14443588,-2.30595446,0.3713811,3.81039286,0.9232561,1.76274264,0.16917443,-4.82367611,1.01010716,0.02214395,0.00092614,0.97572853,0.01698684,25.93026924,2.45316815,0.28082365,3.4972384,0.52141261,0.40311843,0.0047094,1.81405616,0.08865959,0.46130368,0.41186786,0.52117828,0.0253935,20.23828506,-4.35309315,0.41708106,-6.39854431,1.0912627,-2.42510939,0.12026326,4.13589621,0.32289168,0.74275565,1.12329924,0.28947939,0.02101995,71.66043854,-1.54277194,0.19175783,-0.50589746,0.01189113,-3.63551736,1.02692211,-5.51545191,1.88201201,-0.80582213,1.37476444,0.24128983,0.02071342,40.78541183,-5.47029018,1.18222189,-0.03098778,0.0,-1.66786921,0.07839365,-4.3388567,0.93647796,0.05985738,0.0074562,0.93120701,0.02169029,29.13323975,2.95584655,0.25266841,-3.5390718,0.330066,2.31946206,0.16605678,-6.86456347,0.8736921,0.4817543,0.48393983,0.48681381,0.02101995,71.66043854,-1.54277194,0.19175783,-0.50589746,0.01189113,-3.63551736,1.02692211,-5.51545191,1.88201201,-0.80582213,1.37476444,0.24128983,0.02071342,40.78541183,-5.47029018,1.18222189,-0.03098778,0.0,-1.66786921,0.07839365,-4.3388567,0.93647796,0.05985738,0.0074562,0.93120701,0.02169029,29.13323975,2.95584655,0.25266841,-3.5390718,0.330066,2.31946206,0.16605678,-6.86456347,0.8736921,0.4817543,0.48393983,0.48681381,pnr256,V1,tgt,rh,4.419899827316438,3.8822553542005864,2.320011806230823,0.8604062800453557,-2.2113913043478264,-2.573623188405797,0.6785714285714286,True,True,-1.1412280199999998,False,5,True,0.1757120999999997,2.65221578,2.82792788,-1.1412280199999998,-3.88354892
1.55,-0.87,11.0,0.53,85.0,158.0,9.0,2.22,160.0,14.19,0.67,2.32758141,1.00009918,0.53739589,1.70638216,1.3928647,4.32856846,0.03774468,7.21,-0.38633612,2.62627125,1.127442,0.42515352,1.681795,1.79508317,1.00523269,2.29726672,1.72862983,1.36535978,4.03671598,0.04480375,1.85293186,2.17916536,0.46013402999999986,3.25921607,0.07206367,4.68607712,5.14621115,0.46013406,0.24231777,4.24,4.49,0.0040819,1.77440977,7.90591192,3.09587502,3.30561543,0.49279431,-1.47016239,0.08342178,-2.90863872,0.26041025,0.83669502,0.91574204,0.33883969,0.00393763,0.99708873,11.37372112,4.32000971,8.64934921,2.28216839,3.25808382,0.21751332,6.185184,0.73745006,1.06103265,1.55929732,0.21207673,0.01350365,4.14390278,9.95681381,1.5802151,5.0977459,0.50154173,6.32611895,0.5924983,3.39635539,0.15769222,0.51889098,0.39697462,0.52880783,0.00066281,0.04855853,7.28146887,2.91154003,8.45284748,2.26319242,0.40188682,0.00854338,-6.90529013,2.01076102,1.38150609,2.75418115,0.09733156,0.00787365,4.19439268,10.26689911,2.96401691,11.87328529,3.46757674,3.31415629,0.2201601,1.34020901,0.06353465,0.61796838,0.56621021,0.45195581,0.00952764,4.03324795,17.65375137,6.46831417,1.59124362,0.0478933,-4.2053051,0.3917408,-10.44154739,1.450315,0.62800777,0.59014541,0.44255441,0.00066281,0.04855853,7.28146887,2.91154003,8.45284748,2.26319242,0.40188682,0.00854338,-6.90529013,2.01076102,1.38150609,2.75418115,0.09733156,0.00787365,4.19439268,10.26689911,2.96401691,11.87328529,3.46757674,3.31415629,0.2201601,1.34020901,0.06353465,0.61796838,0.56621021,0.45195581,0.00952764,4.03324795,17.65375137,6.46831417,1.59124362,0.0478933,-4.2053051,0.3917408,-10.44154739,1.450315,0.62800777,0.59014541,0.44255441,pnr256,V1,tgt,rh,4.1292125777801,3.8822553542005864,2.320011806230823,0.8604062800453557,-2.2113913043478264,-2.573623188405797,0.5476190476190476,True,False,-0.7062829799999999,False,4,True,1.79018552,-0.4627032900000001,1.32748223,-0.7062829799999999,5.85249413
1.62,-1.45,9.0,0.43,85.0,158.0,10.0,2.18,152.0,16.84,0.68,4.3250103,2.62209129,4.30070066,3.53839159,3.69654846,37.13670349,0.0,6.53,2.74732375,1.93378437,3.89680195,2.21745944,4.01694202,7.0946393,3.40961862,5.00460196,3.61453915,3.76686382,38.00927734,0.0,1.52362776,2.07098651,-0.5538425499999997,8.08928967,0.00477066,6.07500887,5.52116632,-0.5538426,0.44107774,4.24,4.49,0.01643687,36.99719238,-5.72466946,2.08719349,10.15600204,5.98153591,-1.17186975,0.0681341,7.28547335,2.10127068,0.55132985,0.51128733,0.47475835,0.02377338,46.44066238,-9.09985161,3.53357339,6.51063585,1.65229619,-3.32728982,0.28992414,4.14031887,0.42220145,0.46737224,0.38662794,0.5342269,0.04300869,54.23731613,-11.6396246,2.78638792,11.10988522,3.07369399,-6.94564915,0.9215889,-1.85879791,0.06099236,0.56991827,0.61785454,0.4320423,0.01499169,31.48234177,0.45640072,0.01443359,8.31243706,2.77309966,-2.13839412,0.3068063,1.29272687,0.0892847,1.30851495,3.13079357,0.07714812,0.02619652,60.00432205,-4.13800573,0.62219435,7.41550589,1.74799275,-7.02233648,1.27753687,0.2326256,0.00247659,0.5504427,0.58056867,0.44627922,0.02868341,47.35744476,-4.83487463,0.62855989,18.87472916,8.72760868,-4.58801556,0.60410267,5.362391,0.49561542,0.93104678,1.68031526,0.19519837,0.01499169,31.48234177,0.45640072,0.01443359,8.31243706,2.77309966,-2.13839412,0.3068063,1.29272687,0.0892847,1.30851495,3.13079357,0.07714812,0.02619652,60.00432205,-4.13800573,0.62219435,7.41550589,1.74799275,-7.02233648,1.27753687,0.2326256,0.00247659,0.5504427,0.58056867,0.44627922,0.02868341,47.35744476,-4.83487463,0.62855989,18.87472916,8.72760868,-4.58801556,0.60410267,5.362391,0.49561542,0.93104678,1.68031526,0.19519837,pnr256,V1,tgt,rh,3.992754487387792,3.8822553542005864,2.320011806230823,0.8604062800453557,-2.2113913043478264,-2.573623188405797,0.4285714285714285,True,True,-0.9163002999999996,False,3,True,0.024309639999999355,1.6786093700000002,1.7029190099999996,-0.9163002999999996,6.4374666199999995
