x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,Subject ID,Visual Region,Subregion,hemi,xy_dist,ellipse_a,ellipse_b,ellipse_theta,ellipse_comX,ellipse_comY,d_norm,no_vein,sig,iso0_loc,in_tgt,d_bin,all depths,odss,fgm,dsi,iso-sur,ctr-iso0
4.89,6.97,15.0,0.8,112.0,167.0,6.0,5.07,103.0,5.28,0.83,9.62428761,11.95090866,10.78727436,10.14169312,10.62604046,28.83576393,1e-07,19.84,7.57919741,11.25902367,7.18384314,4.82865906,18.72232246,9.89697552,14.06498623,12.42523193,10.12429428,10.66538334,28.7267971,1.1e-07,-5.11586142,-9.77076817,-8.565275189999998,78.13702393,0.0,-29.52286339,-38.08813858,-8.56527615,9.60414982,0.82,1.67,pnr143,V1,tgt,lh,6.878524463934249,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8369565217391305,False,True,1.8092155400000003,False,6,True,-1.16298675,-1.1636343,-2.32662105,1.8092155400000003,-39.89735412
4.74,7.01,0.0,0.71,112.0,167.0,7.0,5.05,147.0,7.09,0.8,13.16257191,10.69716072,10.37251282,11.80323219,11.50886917,50.40523529,0.0,16.25,8.64588165,12.51588249,7.03377676,13.11000061,9.77953053,15.45812035,11.24217415,13.29778767,11.58947945,11.39666271,48.46385574,0.0,-2.32048368,-6.38792229,-3.4554067899999996,88.12893677,0.0,-0.31175625,-3.76716304,-3.45540667,2.92401719,0.82,1.67,pnr143,V1,tgt,lh,6.8336002179083355,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.7391304347826086,True,True,-1.1060714699999998,False,5,True,2.7900590899999997,-0.32464789999999866,2.465411190000001,-1.1060714699999998,-2.66109157
4.24,7.21,9.0,0.64,112.0,167.0,8.0,5.06,174.0,6.8,0.79,6.1418643,4.61971807,4.9123435,8.97217655,6.16152573,12.16713524,0.00050979,17.71,7.0634656,0.47523266,5.87496328,6.56734276,5.58645821,3.02303123,6.67742586,6.38780165,9.0003624,5.62282515,9.91789246,0.00169073,-0.16694342,-3.81954694,-7.05462813,95.65267181,0.0,4.68307638,-2.37155175,-7.05462837,10.0334034,0.87,1.6,pnr143,V1,tgt,lh,6.7672005809568505,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.6630434782608696,True,True,-4.35245848,False,5,True,1.2295207999999995,0.2926254300000002,1.5221462299999997,-4.35245848,1.98090673
3.75,7.33,5.0,0.58,112.0,167.0,9.0,5.05,173.0,6.22,0.76,3.75396395,2.22768664,0.92321378,1.25699675,2.04046535,1.34891641,0.24577353,17.61,2.52279449,4.46650314,4.59222984,-4.43129349,5.95747089,-2.70372987,2.04676056,5.13040924,1.3855474,2.10530281,1.41834593,0.2339895,0.89518058,-2.43651652,-3.85996335,93.31232452,0.0,4.81731176,0.95734841,-3.85996366,2.3799901,0.91,1.46,pnr143,V1,tgt,lh,6.673016689782697,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.5978260869565217,True,False,0.9706898899999998,False,4,True,2.83075017,-1.30447286,1.5262773100000002,0.9706898899999998,-0.013341479999999795
3.37,7.51,4.0,0.58,112.0,167.0,10.0,5.14,161.0,6.19,0.75,5.48038006,2.41997147,-1.76412797,3.36986208,2.37652135,1.9843992,0.15927081,16.91,1.71192837,5.66218901,-1.89484775,-4.78251886,3.28473639,0.61212522,3.7131393,6.85349512,3.42872024,2.06337547,1.46467888,0.22650453,0.79519129,-2.14773154,-1.9715690600000002,78.48648834,0.0,12.76089382,10.78932476,-1.97156823,0.5551585,0.97,1.41,pnr143,V1,tgt,lh,6.707784823048105,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.5978260869565217,True,False,-0.9498906099999997,False,4,True,7.24450803,-4.184099440000001,3.0604085899999998,-0.9498906099999997,11.73921537
2.92,7.72,6.0,0.64,112.0,167.0,11.0,5.27,157.0,7.11,0.74,9.37092304,6.50093842,5.8037734,8.20503998,7.47016859,26.12656212,3.9e-07,14.65,3.84512782,7.03779507,7.52770996,5.00330448,10.25592804,7.92955303,6.64166975,8.57375336,8.0432806,7.19925165,23.67764664,1.34e-06,0.09851144,-2.33191681,-2.95526552,55.6594696,0.0,1.94057786,-1.01468766,-2.95526552,1.75095856,0.97,1.41,pnr143,V1,tgt,lh,6.779466675837051,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.6630434782608696,True,True,-1.7041015600000007,False,5,True,3.5671496399999993,-0.6971650199999999,2.8699846199999994,-1.7041015600000007,0.6894139000000006
2.6,7.86,8.0,0.8,112.0,167.0,12.0,5.38,174.0,7.45,0.67,7.1074791,1.84079814,6.01416063,6.15237856,5.27870417,12.55655479,0.00041499,14.94,6.68357229,1.2625773,6.47832537,-0.07213927,4.63645363,9.98622704,4.4218049,7.67650986,6.11230803,5.23760605,12.1322546,0.00051942,-0.48923731,-2.36984015,0.09880769000000011,34.71233368,1e-08,-1.93714297,-1.83833528,0.0988077,0.00250783,1.02,1.4,pnr143,V1,tgt,lh,6.842775765249872,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8369565217391305,True,True,-4.31158042,False,6,True,1.0933184699999998,4.173362490000001,5.26668096,-4.31158042,2.4732451400000004
4.7,7.35,0.0,0.89,112.0,168.0,6.0,5.28,110.0,5.35,0.83,5.61985302,2.37313652,4.09907579,4.59125137,4.1708293,4.34656906,0.03736309,20.06,-1.4735986,7.60768318,2.77094126,0.27225259,6.22011662,5.16463757,5.55614853,5.83004665,4.41156816,4.03593731,3.98941946,0.04608716,-6.73814392,-10.54176426,1.37291884,40.63838577,0.0,-4.98850393,-3.61558509,1.37291896,0.18038668,0.74,1.58,pnr143,V1,tgt,lh,7.107061786161317,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.9347826086956522,False,False,-2.21811485,False,6,True,1.5207772300000002,1.7259392699999996,3.2467165,-2.21811485,-1.39747024
4.58,7.39,0.0,0.84,112.0,168.0,7.0,5.28,140.0,7.28,0.83,4.95223618,3.29036927,3.73509192,6.07458735,4.51307106,6.33689737,0.0119967,17.98,5.62315941,4.66840887,5.60921574,-2.30733752,8.18822479,2.90405464,3.50034285,3.70394611,6.15261507,4.22273207,5.45209503,0.01976365,-3.7880156,-7.44289255,-3.19673371,55.4593277,0.0,1.19133329,-2.00540042,-3.19673371,1.85485899,0.74,1.58,pnr143,V1,tgt,lh,7.084009733122984,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8804347826086957,True,False,-2.78421808,False,6,True,1.21714426,0.4447226500000001,1.66186691,-2.78421808,0.7788176600000001
4.07,7.63,13.0,0.78,112.0,168.0,8.0,5.34,163.0,5.71,0.79,7.62230301,3.3646121,2.92396498,0.49710661,3.60199666,3.18801498,0.07451445,20.23,1.49887669,2.54838419,3.03740025,1.33015895,1.55445218,1.92177713,13.97842789,10.63831711,0.56881368,4.11550331,4.11913633,0.04269419,-1.27889037,-4.76154089,-5.17018986,66.82537842,0.0,-6.03816414,-11.208354,-5.17018938,3.65467358,0.78,1.51,pnr143,V1,tgt,lh,7.074652543048564,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8152173913043479,False,False,2.86750549,False,6,True,4.69833803,-0.44064711999999995,4.257690910000001,2.86750549,-14.07585949
3.66,7.76,8.0,0.73,112.0,168.0,9.0,5.37,182.0,4.88,0.75,5.50611973,7.48305368,5.36701632,6.02377939,6.09499216,8.13100243,0.00445035,21.43,5.24891663,4.77116251,3.56765246,8.08269691,8.2591486,8.27599812,2.43587875,7.93091059,5.89221621,6.04556847,7.82107925,0.00527398,0.25326848,-2.95297837,-5.68109763,62.7979393,0.0,4.84421921,-0.83687842,-5.68109751,3.41515446,0.81,1.38,pnr143,V1,tgt,lh,7.0406114496722285,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.7608695652173914,False,True,1.4592742900000006,False,5,True,0.1391034099999997,-2.11603736,-1.9769339500000003,1.4592742900000006,-2.2961527100000008
3.31,7.82,7.0,0.79,112.0,168.0,10.0,5.38,171.0,5.56,0.72,8.63113117,6.66754675,6.24312639,7.75834036,7.32503605,11.79714108,0.00062014,21.38,10.33960247,4.6863265,1.15570128,9.73974514,9.19832516,10.69099236,6.91533279,4.89170885,7.61643314,7.24099302,11.31919289,0.00079948,0.51170659,-2.27505565,-3.2958040200000003,49.47220612,0.0,13.99756813,10.70176411,-3.29580402,0.95443159,0.87,1.35,pnr143,V1,tgt,lh,6.983639899932007,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8260869565217392,False,True,-1.0907936100000004,False,6,True,2.38800478,-0.42442036000000005,1.96358442,-1.0907936100000004,11.79255772
2.84,7.95,0.0,0.87,112.0,168.0,11.0,5.46,170.0,4.62,0.65,2.29782367,2.0339911,4.28620768,-0.32769948,2.07258081,0.73365229,0.39192838,24.26,1.18974745,1.81241024,-0.38899925,-0.57558417,-1.41967762,2.65465307,12.99047756,7.92559433,-0.15591027,2.66763091,1.20076954,0.27346074,-0.18419862,-2.45653224,-3.583804129999999,33.90525055,2e-08,-10.94562054,-14.52942467,-3.58380485,0.80841529,0.87,1.35,pnr143,V1,tgt,lh,6.9831067708786305,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.9130434782608696,False,False,2.3616905800000003,False,6,True,-1.9883840100000003,2.2522165800000002,0.26383256999999993,2.3616905800000003,-16.89111525
0.87,-0.06,15.0,0.89,113.0,155.0,9.0,1.13,166.0,19.27,0.82,5.0217371,3.77552366,4.35765696,4.15326643,4.32704592,93.05376434,0.0,4.5,3.3687501,4.17362785,5.99299812,3.75692415,4.04781723,2.70923352,5.07700014,5.7436142,4.15917349,4.33223438,92.37169647,0.0,0.30526096,1.11880815,0.18974477,23.69003296,1.91e-06,-0.24938478,-0.05964001,0.18974477,0.0625421,2.6,5.97,pnr143,V1,tgt,lh,1.2661903556054357,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.9347826086956522,True,True,-0.3777427700000002,False,6,True,0.6640801400000003,0.5821332999999997,1.24621344,-0.3777427700000002,0.3181027600000002
0.48,0.24,19.0,0.84,113.0,155.0,10.0,0.99,170.0,19.55,0.81,4.74202394,4.24644613,4.09486389,3.83809733,4.23035812,93.8931427,0.0,4.38,3.87598133,4.29581261,3.78213429,4.8967247,4.1169672,4.17171955,4.60291338,5.00852776,3.81032062,4.2802825,93.83312988,0.0,0.3224026,1.33962941,2.8918697799999995,36.6120224,0.0,1.8450315,4.73690128,2.89186978,15.53029156,1.41,2.28,pnr143,V1,tgt,lh,1.1730251560082672,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8804347826086957,True,True,0.40834879999999973,True,6,True,0.6471600500000001,-0.15158223999999976,0.49557781000000034,0.40834879999999973,4.32855248
-0.01,0.52,18.0,0.85,113.0,155.0,11.0,1.11,183.0,20.74,0.78,2.45148611,1.63099957,1.60682762,1.46920943,1.78963065,18.84351349,1.579e-05,4.13,1.77950382,1.26916432,1.49701619,2.73552203,0.759157,2.65741277,1.67999148,2.77046704,1.43572581,1.8408196,19.54863739,1.1e-05,0.16497943,1.19534791,2.5567855799999997,38.39554596,0.0,8.34289551,10.89968109,2.55678511,12.42570019,1.45,2.23,pnr143,V1,tgt,lh,1.3753469355398324,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8913043478260869,True,True,0.16179013999999992,False,6,True,0.8446584899999998,-0.024171949999999942,0.8204865399999999,0.16179013999999992,10.73789095
-0.48,0.65,18.0,0.87,113.0,155.0,12.0,1.43,174.0,23.45,0.79,2.52906513,2.17798066,2.32432175,1.99392867,2.25632405,26.6725235,3e-07,4.38,1.73046815,2.56715131,1.51001239,1.82302666,3.52470732,3.28569603,1.51406217,2.78137207,1.93451619,2.29448247,27.15572929,2.3e-07,-0.34803069,0.4619517,1.83135845,23.96716309,1.67e-06,-2.02736998,-0.19601153,1.83135843,7.0195694,1.45,2.23,pnr143,V1,tgt,lh,1.7626494588168786,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.9130434782608696,True,True,0.18405198999999972,False,6,True,0.20474338000000003,0.1463410900000004,0.3510844700000004,0.18405198999999972,-0.3800635199999997
1.64,0.62,15.0,0.88,113.0,156.0,8.0,0.72,164.0,20.77,0.73,3.97842526,3.16442251,2.7952106,3.9682641,3.47658062,54.30848312,0.0,4.73,3.23717713,3.94769263,3.18059707,2.97760701,3.79586816,1.3188659,4.26074266,3.44337702,3.98366094,3.34616041,49.33446884,0.0,0.52994794,1.38370264,3.20223808,21.52309227,5.41e-06,3.36091328,6.56315136,3.20223808,18.36475754,0.0,0.0,pnr143,V1,tgt,lh,0.6924776325125459,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.9239130434782609,True,True,-0.8038415899999998,True,6,True,1.18321466,-0.3692119100000002,0.8140027499999998,-0.8038415899999998,7.36699295
1.16,0.56,19.0,0.81,113.0,156.0,9.0,0.62,172.0,19.82,0.83,5.24570608,3.34053588,3.713135,3.20564842,3.87625647,69.68499756,0.0,4.66,2.67168927,4.37027454,4.83507729,2.95487738,4.45985126,2.89542222,4.09077215,6.18095398,3.16651702,3.95442343,71.32662964,0.0,0.59150523,1.92363513,3.0914773900000005,53.05187988,0.0,4.50914288,7.60062027,3.09147739,17.58310127,0.0,0.0,pnr143,V1,tgt,lh,0.6023351429821748,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8478260869565218,True,True,0.13488745999999985,True,6,True,1.5325710799999999,0.37259911999999984,1.9051701999999997,0.13488745999999985,7.46573281
0.73,0.79,0.0,0.76,113.0,156.0,10.0,0.55,167.0,18.08,0.81,6.04158735,4.33591461,3.68376112,4.24803925,4.57732534,80.80142975,0.0,5.11,3.33547854,6.04453468,3.85654736,5.14911222,3.80180335,4.7467227,5.01623869,5.06529379,4.18186665,4.5729332,78.10401154,0.0,0.51116598,2.12860322,3.35976398,77.93655396,0.0,-3.86962175,-0.50985777,3.35976386,17.57166481,0.0,0.0,pnr143,V1,tgt,lh,0.6040652939652449,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.7934782608695653,True,True,0.08787535999999996,True,5,True,2.3578262300000006,-0.6521534899999999,1.7056727400000007,0.08787535999999996,-0.59773313
0.31,1.04,0.0,0.77,113.0,156.0,11.0,0.76,174.0,20.82,0.8,1.88718879,0.96514118,1.00566435,0.75605673,1.15351272,6.31841707,0.01212147,4.6,1.40283227,2.51647449,1.82104576,0.79513955,-0.42479187,0.22647597,1.98604798,1.91174328,0.80176479,1.22507727,7.03542185,0.00813182,0.24356794,1.89997733,2.3834168900000003,85.10092163,0.0,2.62671542,5.01013231,2.38341689,10.01394939,1.41,2.14,pnr143,V1,tgt,lh,0.9051631728972386,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8043478260869565,True,False,0.2090844500000001,True,6,True,0.88152444,0.04052316999999994,0.9220476099999999,0.2090844500000001,4.801047860000001
-0.29,1.35,0.0,0.79,113.0,156.0,12.0,1.29,182.0,19.89,0.79,3.71361852,4.12404728,4.04432678,3.67456222,3.8891387,55.73446655,0.0,5.22,3.70137572,5.38411808,2.34304714,2.69113374,3.90769458,4.68190432,4.70490503,4.48472309,3.68960238,3.95032406,56.7047348,0.0,-0.23658535,1.23651552,0.2505812700000005,70.55564117,0.0,-7.3611722,-7.11059093,0.25058129,0.10586993,1.41,2.14,pnr143,V1,tgt,lh,1.5090546245134648,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8260869565217392,True,True,0.4494850600000002,False,6,True,-0.33070825999999975,-0.07972050000000053,-0.4104287600000003,0.4494850600000002,-7.56007599
-0.4,1.43,0.0,0.89,113.0,156.0,13.0,1.4,172.0,14.75,0.8,7.14873695,6.38268995,6.60248232,6.36192083,6.62395763,110.49711609,0.0,6.32,6.77256441,8.34550762,5.02660227,6.36860752,6.5278492,6.33514595,8.16340351,6.21105433,6.36345577,6.67267513,110.14858246,0.0,-0.74262851,0.18728784,1.8163921799999998,27.21686935,3.6e-07,-4.43371248,-2.6173203,1.8163923,3.93671107,1.45,2.1,pnr143,V1,tgt,lh,1.6295493714162579,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.9347826086956522,True,True,0.020769119999999752,False,6,True,0.54625463,0.2197923700000004,0.7660470000000004,0.020769119999999752,-2.6380894199999996
2.21,1.23,19.0,0.88,113.0,157.0,7.0,0.82,162.0,8.11,0.65,7.49010944,7.42947578,10.02625179,8.39530563,8.33528519,63.32575226,0.0,10.5,5.2273283,13.3385191,6.9375391,10.54493809,8.70790291,4.29156923,7.9745822,9.67601871,8.30025291,8.32485008,62.79350662,0.0,0.20937507,0.31818175,-7.1803903600000005,0.24352407,0.62206479,-10.14661503,-17.32700539,-7.18038988,15.22481537,1.26,2.26,pnr143,V1,tgt,lh,1.005298110581147,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.9239130434782609,True,True,-0.9658298499999995,True,6,True,-2.5361423499999995,2.59677601,0.06063366000000059,-0.9658298499999995,-16.36117554
1.98,1.22,0.0,0.82,113.0,157.0,8.0,0.63,159.0,11.73,0.68,6.49936438,4.73451138,7.38400936,4.31794262,5.73395681,48.16806412,0.0,8.28,5.60321903,9.54225349,2.58980465,7.7520256,4.18083763,3.40825057,5.11700821,12.12383461,4.25959015,6.05802774,54.94306564,0.0,0.59637904,1.46381533,2.109262470000001,17.56687164,3.738e-05,-14.33500195,-12.22573948,2.10926247,3.71712399,1.26,2.26,pnr143,V1,tgt,lh,0.7751797874704486,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8586956521739131,True,True,0.41656875999999965,True,6,True,-0.88464498,2.6494979800000005,1.7648530000000004,0.41656875999999965,-12.642308239999998
1.48,1.19,0.0,0.71,113.0,157.0,9.0,0.23,156.0,15.0,0.74,8.07215118,6.34305239,7.34410238,4.69855738,6.61446571,110.08184052,0.0,6.32,3.40626979,9.80525875,8.32443714,6.93555212,4.32258797,6.71367407,7.90216827,10.43481922,4.64113712,6.9359355,123.52149963,0.0,0.73050475,2.31495881,5.0399134199999995,64.40023804,0.0,-3.11509371,1.92481971,5.03991365,23.75151443,1.3,2.17,pnr143,V1,tgt,lh,0.2744830738036328,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.7391304347826086,True,True,1.6444950100000009,True,5,True,0.7280488000000007,1.0010499899999994,1.72909879,1.6444950100000009,0.2803246999999991
1.0,1.33,0.0,0.64,113.0,157.0,10.0,0.21,164.0,17.21,0.8,4.12494278,2.75439906,3.16353083,1.51032579,2.8882997,28.04063988,1.5e-07,5.47,2.09725285,3.23201585,1.08107018,3.27208185,3.04936981,2.98080969,6.20544195,4.8376503,1.47383606,3.13347769,32.91011429,1e-08,0.71079624,2.67615509,3.70353705,101.27462769,0.0,-0.3495875,3.35394955,3.70353699,16.77872276,0.0,0.0,pnr143,V1,tgt,lh,0.2676326443364009,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.6630434782608696,True,True,1.24407327,True,5,True,0.9614119499999996,0.4091317700000001,1.3705437199999997,1.24407327,2.10987628
0.52,1.6,0.0,0.63,113.0,157.0,11.0,0.7,168.0,18.03,0.8,3.62749124,1.23558307,1.98323476,0.87174374,1.92951322,13.83397198,0.00021197,5.2,0.86160201,2.77703571,0.62420535,2.10453248,2.95794225,1.81319284,3.03887033,3.88765478,0.77754593,2.09152651,15.85092926,7.405e-05,0.49262556,2.49839592,2.5192504,109.23060608,0.0,7.17550611,9.69475651,2.51925039,8.25573158,1.41,2.14,pnr143,V1,tgt,lh,0.8156506947486198,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.6521739130434783,True,True,0.3638393299999999,True,4,True,1.64425648,0.7476516900000001,2.39190817,0.3638393299999999,9.33091718
0.07,1.79,16.0,0.67,113.0,157.0,12.0,1.14,179.0,14.49,0.77,4.33698511,3.01785254,4.71450472,2.53077412,3.65002918,44.828125,0.0,5.47,4.20025253,3.86506462,3.44026971,2.53305364,3.86064672,4.85514593,5.4844842,4.45444489,2.53374124,3.9102087,50.25376511,0.0,0.19425002,2.01115966,5.94063217,92.76565552,0.0,-6.31708336,-0.37645119,5.94063234,55.18238831,1.41,2.14,pnr143,V1,tgt,lh,1.2997295257697394,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.6956521739130436,True,True,0.48707842,False,5,True,-0.3775196100000002,1.69665218,1.3191325699999998,0.48707842,-0.8635296100000001
-0.21,1.93,0.0,0.8,113.0,157.0,13.0,1.42,178.0,14.14,0.75,2.73241329,-0.02975676,0.21190274,0.27425581,0.79720378,1.81214607,0.17858772,5.94,1.23829782,-2.24932432,1.49620557,0.95271468,2.38567281,1.62562776,-0.21599273,2.19592142,0.18029243,0.84464514,1.98788738,0.15890704,-0.00892241,1.22996926,5.57604182,41.18683243,0.0,1.96571624,7.54175806,5.5760417,30.5893116,1.45,2.1,pnr143,V1,tgt,lh,1.6125569687339834,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8369565217391305,True,False,-0.30401257,False,6,True,2.52051055,0.2416595,2.7621700500000004,-0.30401257,7.8457706300000005
8.15,4.22,16.0,0.9,113.0,158.0,1.0,5.75,153.0,10.39,0.59,-7.13109255,-2.38904762,-3.16226959,-6.36138964,-4.76094961,1.60498464,0.20552381,37.68,-3.90944409,9.45154381,-15.61646557,9.61866093,-2.31526423,10.28115368,-24.65619469,-15.91106606,-7.04594183,-4.45143509,1.42583525,0.2327596,-4.26939154,-9.35657597,-1.68028848,15.65981102,9.649e-05,1.71335375,0.03306527,-1.68028855,3.44602084,0.89,2.91,pnr143,V1,tgt,lh,7.587117485720016,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.9456521739130436,False,False,3.9723420199999997,False,6,True,-3.96882296,-0.7732219700000003,-4.7420449300000005,3.9723420199999997,-3.93927675
2.57,1.76,18.0,0.81,113.0,158.0,7.0,1.08,162.0,6.52,0.6,7.82572269,7.44438696,-0.96742052,0.96106774,3.81593919,2.99215412,0.08400937,22.12,6.66062737,-7.19687986,5.22620726,10.3279686,3.0030117,9.14825439,-3.45629454,12.28146172,0.80373436,4.08458805,3.38986278,0.06592701,-0.18918024,-0.6726371,-3.75440312,4.01672697,0.04602798,9.40095711,5.64655399,-3.75440311,2.24008989,1.26,2.26,pnr143,V1,tgt,lh,1.4889214338695185,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.8478260869565218,False,False,6.48331922,False,6,True,8.79314321,-8.41180748,0.38133573,6.48331922,-0.8367652300000001
2.31,1.82,13.0,0.74,113.0,158.0,8.0,0.9,153.0,7.88,0.67,14.69030476,8.26513767,8.12333393,6.13150692,9.3025713,38.65857697,0.0,15.0,15.88602066,4.60233259,8.39474773,11.2124424,8.72207832,16.87444305,4.80520868,12.55797482,5.97850657,9.8827467,42.99614334,0.0,0.42825392,1.03678215,6.89831925,7.56383276,0.00634869,20.03211784,26.93043709,6.89831877,19.64798355,1.3,2.17,pnr143,V1,tgt,lh,1.2850386341032802,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.7717391304347826,True,True,2.13363075,True,5,True,6.566970830000001,-0.1418037400000003,6.42516709,2.13363075,24.796806340000003
1.84,1.74,0.0,0.62,113.0,158.0,9.0,0.55,151.0,10.92,0.72,13.62525654,9.01579285,10.09224606,7.28253889,10.0039587,161.46583557,0.0,7.89,9.21574116,11.15464211,10.48585415,12.12734699,9.7896471,14.84018803,8.24691391,11.16506577,7.04945278,10.44230843,170.60017395,0.0,0.74168313,2.27077866,5.86436963,56.5643692,0.0,-1.80455279,4.05981684,5.86436987,29.65795517,1.3,2.17,pnr143,V1,tgt,lh,0.8581282509389798,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.6413043478260869,True,True,1.7332539600000008,True,4,True,3.5330104799999997,1.0764532100000004,4.60946369,1.7332539600000008,2.326562879999999
1.38,1.89,12.0,0.52,113.0,158.0,10.0,0.48,156.0,15.47,0.76,5.61216402,3.60367918,2.32896376,2.19981241,3.43615484,35.69594574,0.0,5.77,1.62533426,2.83083057,3.09680343,5.13376093,3.53631115,3.71725202,4.92047262,5.06638432,2.09333539,3.55427384,36.90821075,0.0,0.80335492,2.76993799,2.6955180200000006,99.32717896,0.0,6.91248941,9.60800743,2.69551826,6.42302513,1.31,2.08,pnr143,V1,tgt,lh,0.749717448057825,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.532608695652174,True,True,1.40386677,True,4,True,3.2832002599999996,-1.2747154199999997,2.00848484,1.40386677,8.20414066
0.81,2.12,0.0,0.51,113.0,158.0,11.0,0.84,168.0,16.62,0.74,1.41579223,-1.51742959,-1.08934104,-0.43734968,-0.40708199,0.41908923,0.51755584,6.3,-1.910151,0.5864495,-0.37697369,-1.52908957,1.57012784,0.07004809,0.50051683,-2.60826707,-0.54629087,-0.47104293,0.54599929,0.46014945,0.65073752,2.60080385,1.8932380700000007,99.14943695,0.0,4.04349184,5.93672991,1.89323819,3.95174575,1.34,2.03,pnr143,V1,tgt,lh,1.0384381074010767,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.5217391304347826,True,False,-1.08007991,True,4,True,2.50513327,0.42808855,2.93322182,-1.08007991,7.016809820000001
0.38,2.36,15.0,0.55,113.0,158.0,12.0,1.26,173.0,17.88,0.73,-0.71081346,-1.00573874,0.5336169,1.12476969,-0.0145414,0.00052901,0.98165524,5.83,-1.78890896,1.50365365,0.17508689,-2.1360755,2.49046206,-1.31356418,1.72897327,-3.77949357,1.10485113,-0.22366668,0.14948869,0.69911576,0.5560571,2.20641279,2.1469469099999996,69.33869171,0.0,5.82354927,7.97049618,2.14694691,6.39892244,1.41,2.01,pnr143,V1,tgt,lh,1.457028192549177,1.833674601252122,1.2940758647963648,0.8242407188029675,1.2071078431372548,1.1604901960784313,0.5652173913043479,True,False,-2.13050843,False,4,True,-1.24443036,1.53935564,0.29492527999999996,-2.13050843,10.10100461
