label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,0.30,6.00,1.07,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,2.10,8.00,0.85,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,3.30,8.00,0.80,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,4.80,8.00,0.86,b,0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,6.00,12.00,1.07,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,7.50,16.00,1.06,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,8.70,16.00,0.84,b,0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,10.50,16.00,1.06,[],0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,12.30,16.00,1.03,r,0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,13.80,16.00,1.06,[],0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,15.60,16.00,1.06,[],0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,17.40,16.00,1.06,[],0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,18.90,16.00,0.90,r,1
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,20.10,16.00,0.82,b,1
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,21.30,16.00,1.06,[],0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,22.50,16.00,0.90,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,24.30,16.00,0.89,r,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,25.80,16.00,0.81,r,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,27.00,12.00,0.89,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,28.80,12.00,0.76,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,30.30,12.00,0.78,r,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,31.50,8.00,0.80,r,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,33.30,8.00,1.06,[],0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,34.50,12.00,0.85,b,1
iso_112,112.50,112.50,0.00,0.00,0.4000,0.40,35.70,12.00,0.80,r,1
iso_112,112.50,112.50,0.00,0.00,0.4000,0.40,37.20,12.00,0.76,r,1
iso_112,112.50,112.50,0.00,0.00,0.4000,0.40,39.00,8.00,0.79,r,1
iso_112,112.50,112.50,0.00,0.00,0.4000,0.40,40.20,8.00,1.06,[],0
iso_112,112.50,112.50,0.00,0.00,0.4000,0.40,42.00,12.00,1.06,[],0
iso_112,112.50,112.50,0.00,0.00,0.4000,0.40,43.50,16.00,1.06,[],0
iso_112,112.50,112.50,0.00,0.00,0.4000,0.40,44.70,16.00,0.76,r,1
iso_112,112.50,112.50,0.00,0.00,0.4000,0.40,46.50,16.00,1.06,[],0
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,47.70,16.00,0.88,r,1
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,48.90,16.00,0.77,r,1
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,50.40,16.00,1.06,[],0
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,52.20,16.00,0.80,b,1
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,54.00,16.00,1.06,[],0
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,55.50,16.00,1.06,[],0
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,56.70,16.00,0.76,r,1
orth_90,90.00,180.00,0.00,0.00,0.4000,0.40,58.50,16.00,1.06,[],0
rest_157,157.50,247.50,0.00,0.00,0.0000,0.40,60.30,16.00,0.77,r,1
rest_157,157.50,247.50,0.00,0.00,0.0000,0.40,62.10,16.00,1.06,[],0
rest_157,157.50,247.50,0.00,0.00,0.0000,0.40,63.30,16.00,0.76,b,0
rest_157,157.50,247.50,0.00,0.00,0.0000,0.40,64.50,16.00,0.76,b,1
rest_157,157.50,247.50,0.00,0.00,0.0000,0.40,66.00,16.00,1.06,[],0
rest_157,157.50,247.50,0.00,0.00,0.0000,0.40,67.20,16.00,0.76,b,1
rest_157,157.50,247.50,0.00,0.00,0.0000,0.40,69.00,16.00,0.76,b,1
rest_157,157.50,247.50,0.00,0.00,0.0000,0.40,70.50,16.00,1.06,[],0
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,72.00,16.00,0.81,r,1
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,73.20,16.00,0.76,b,1
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,75.00,16.00,0.76,b,1
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,76.50,12.00,1.06,[],0
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,78.30,16.00,1.06,[],0
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,79.80,16.00,1.06,[],0
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,81.00,16.00,0.83,r,1
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,82.50,16.00,1.06,[],0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,84.30,16.00,0.83,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,85.80,16.00,1.06,[],0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,87.30,16.00,0.76,r,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,88.50,16.00,0.91,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,90.00,16.00,1.06,[],0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,91.50,16.00,1.06,[],0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,93.30,16.00,1.06,[],0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,94.50,16.00,0.76,b,1
orth_112,112.50,202.50,0.00,0.00,0.4000,0.40,95.70,16.00,1.06,[],0
orth_112,112.50,202.50,0.00,0.00,0.4000,0.40,97.20,16.00,0.80,b,1
orth_112,112.50,202.50,0.00,0.00,0.4000,0.40,98.70,16.00,0.77,b,0
