label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
surround_157,135.00,157.50,0.00,0.00,0.0000,0.40,0.01,6.00,1.07,[],0
surround_157,135.00,157.50,0.00,0.00,0.0000,0.40,1.51,8.00,1.07,[],0
surround_157,135.00,157.50,0.00,0.00,0.0000,0.40,2.71,12.00,0.77,r,0
surround_157,135.00,157.50,0.00,0.00,0.0000,0.40,4.21,16.00,0.79,r,1
surround_157,135.00,157.50,0.00,0.00,0.0000,0.40,5.71,16.00,0.84,b,1
surround_157,135.00,157.50,0.00,0.00,0.0000,0.40,7.51,16.00,1.07,[],0
surround_157,135.00,157.50,0.00,0.00,0.0000,0.40,9.31,16.00,0.78,r,1
surround_157,135.00,157.50,0.00,0.00,0.0000,0.40,10.81,16.00,0.83,b,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,12.31,16.00,1.07,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,13.51,16.00,1.07,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,15.31,16.00,0.77,b,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,17.11,16.00,0.77,b,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,18.31,16.00,0.77,b,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,19.81,12.00,1.06,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,21.01,16.00,0.84,b,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,22.81,16.00,1.06,[],0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,24.61,16.00,0.77,b,0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,26.41,16.00,1.06,[],0
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,27.61,16.00,0.79,r,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,28.81,16.00,0.76,r,1
surround_157,0.00,157.50,0.00,0.00,0.0000,0.40,30.01,16.00,0.81,r,1
