label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,0.30,6.00,1.06,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,2.10,8.00,1.06,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,3.30,12.00,0.87,b,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,4.80,12.00,0.76,b,0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,6.00,16.00,1.06,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,7.80,16.00,1.06,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,9.00,16.00,0.84,b,0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,10.50,16.00,0.78,b,0
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,12.00,16.00,1.06,[],0
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,13.50,16.00,0.76,r,1
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,15.00,16.00,0.76,b,1
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,16.20,16.00,1.06,[],0
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,17.40,16.00,1.06,[],0
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,19.20,16.00,0.76,b,1
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,20.70,16.00,0.84,b,1
iso90_90,90.00,90.00,0.25,0.00,0.4000,0.40,22.50,16.00,1.06,[],0
iso_67,67.50,67.50,0.00,0.00,0.4000,0.40,24.30,16.00,0.96,b,0
iso_67,67.50,67.50,0.00,0.00,0.4000,0.40,26.10,16.00,0.78,r,0
iso_67,67.50,67.50,0.00,0.00,0.4000,0.40,27.30,16.00,0.89,b,1
iso_67,67.50,67.50,0.00,0.00,0.4000,0.40,28.80,16.00,0.76,b,0
iso_67,67.50,67.50,0.00,0.00,0.4000,0.40,30.30,16.00,1.06,[],0
iso_67,67.50,67.50,0.00,0.00,0.4000,0.40,32.10,16.00,1.06,[],0
iso_67,67.50,67.50,0.00,0.00,0.4000,0.40,33.30,16.00,0.86,r,0
iso_67,67.50,67.50,0.00,0.00,0.4000,0.40,34.50,16.00,1.02,b,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,36.30,16.00,0.81,b,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,38.10,16.00,1.06,[],0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,39.30,16.00,0.89,b,0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,40.50,16.00,0.78,r,0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,41.70,16.00,0.95,b,0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,43.20,16.00,0.92,b,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,44.70,16.00,0.85,b,0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,46.50,16.00,0.80,b,0
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,48.30,16.00,1.06,[],0
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,49.50,16.00,1.06,[],0
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,50.70,16.00,1.06,[],0
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,51.90,16.00,1.06,[],0
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,53.70,16.00,0.88,b,0
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,54.90,16.00,1.04,r,0
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,56.70,16.00,0.93,b,1
surround_247,157.50,247.50,0.00,0.00,0.0000,0.40,58.50,16.00,0.92,r,1
rest_112,112.50,202.50,0.00,0.00,0.0000,0.40,60.00,16.00,1.06,[],0
rest_112,112.50,202.50,0.00,0.00,0.0000,0.40,61.80,16.00,0.76,b,1
rest_112,112.50,202.50,0.00,0.00,0.0000,0.40,63.00,16.00,0.76,r,0
rest_112,112.50,202.50,0.00,0.00,0.0000,0.40,64.80,16.00,0.77,b,1
rest_112,112.50,202.50,0.00,0.00,0.0000,0.40,66.00,16.00,0.81,r,1
rest_112,112.50,202.50,0.00,0.00,0.0000,0.40,67.20,16.00,0.89,b,0
rest_112,112.50,202.50,0.00,0.00,0.0000,0.40,69.00,16.00,0.79,b,1
rest_112,112.50,202.50,0.00,0.00,0.0000,0.40,70.50,16.00,1.07,[],0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,71.71,16.00,0.76,r,0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,72.91,16.00,0.80,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,74.71,16.00,1.06,[],0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,76.51,16.00,0.80,b,0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,78.01,16.00,0.81,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,79.21,16.00,0.86,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,81.01,16.00,0.83,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,82.51,12.00,1.06,[],0
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,84.01,16.00,1.06,[],0
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,85.21,16.00,0.76,b,0
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,86.41,16.00,0.76,b,1
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,87.91,16.00,1.06,[],0
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,89.71,16.00,0.83,b,0
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,91.51,16.00,0.76,b,1
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,93.01,16.00,0.86,r,0
orth_0,0.00,90.00,0.00,0.00,0.4000,0.40,94.51,16.00,0.77,b,1
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,96.01,16.00,1.06,[],0
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,97.21,16.00,0.92,b,1
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,98.71,16.00,0.83,r,1
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,100.51,16.00,0.79,r,0
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,102.01,16.00,0.92,b,1
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,103.81,16.00,0.82,r,1
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,105.01,16.00,1.06,[],0
iso90_45,45.00,45.00,0.25,0.00,0.4000,0.40,106.51,16.00,0.79,b,0
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,107.71,16.00,0.84,b,1
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,109.21,16.00,0.76,b,1
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,111.01,16.00,0.77,b,1
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,112.21,12.00,0.78,b,1
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,114.01,12.00,0.77,b,1
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,115.21,12.00,0.81,b,0
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,117.01,16.00,0.76,b,0
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,118.51,16.00,0.79,r,0
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,120.01,16.00,0.78,r,1
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,121.51,16.00,1.06,[],0
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,123.01,16.00,0.76,b,0
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,124.81,16.00,1.06,[],0
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,126.31,16.00,1.06,[],0
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,128.11,16.00,1.07,[],0
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,129.32,16.00,0.77,r,1
rest_22,22.50,112.50,0.00,0.00,0.0000,0.40,130.52,16.00,0.77,r,0
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,131.72,16.00,1.07,[],0
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,133.52,16.00,0.77,r,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,135.02,16.00,0.77,b,0
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,136.82,16.00,1.07,[],0
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,138.32,16.00,0.78,b,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,140.12,16.00,0.93,b,1
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,141.32,16.00,1.07,[],0
iso_135,135.00,135.00,0.00,0.00,0.4000,0.40,142.52,16.00,0.79,b,1
orth_112,112.50,202.50,0.00,0.00,0.4000,0.40,143.72,16.00,0.90,b,0
orth_112,112.50,202.50,0.00,0.00,0.4000,0.40,145.52,16.00,0.96,b,1
orth_112,112.50,202.50,0.00,0.00,0.4000,0.40,147.02,16.00,0.76,b,1
orth_112,112.50,202.50,0.00,0.00,0.4000,0.40,148.22,16.00,0.83,b,1
orth_112,112.50,202.50,0.00,0.00,0.4000,0.40,149.72,12.00,0.90,b,1
orth_112,112.50,202.50,0.00,0.00,0.4000,0.40,151.22,12.00,1.04,r,1
orth_112,112.50,202.50,0.00,0.00,0.4000,0.40,152.72,12.00,0.76,b,0
orth_112,112.50,202.50,0.00,0.00,0.4000,0.40,154.52,16.00,0.77,b,0
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,156.32,16.00,1.06,[],0
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,157.52,16.00,1.06,[],0
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,158.72,16.00,0.76,r,0
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,160.52,16.00,1.06,[],0
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,162.02,16.00,1.06,[],0
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,163.52,16.00,1.06,[],0
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,165.32,16.00,1.06,[],0
iso90_0,0.00,0.00,0.25,0.00,0.4000,0.40,166.52,16.00,0.86,b,1
surround_225,135.00,225.00,0.00,0.00,0.0000,0.40,168.32,16.00,0.80,r,0
surround_225,135.00,225.00,0.00,0.00,0.0000,0.40,169.52,16.00,0.91,b,1
surround_225,135.00,225.00,0.00,0.00,0.0000,0.40,171.32,16.00,0.84,b,0
surround_225,135.00,225.00,0.00,0.00,0.0000,0.40,172.82,16.00,0.76,r,0
surround_225,135.00,225.00,0.00,0.00,0.0000,0.40,174.02,16.00,0.87,b,0
surround_225,135.00,225.00,0.00,0.00,0.0000,0.40,175.52,16.00,0.90,r,1
surround_225,135.00,225.00,0.00,0.00,0.0000,0.40,176.72,16.00,0.88,r,1
surround_225,135.00,225.00,0.00,0.00,0.0000,0.40,178.52,16.00,0.82,r,1
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,180.32,12.00,0.85,r,0
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,181.52,16.00,0.80,b,1
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,183.02,16.00,0.76,b,0
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,184.22,16.00,1.06,[],0
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,185.42,16.00,1.06,[],0
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,186.92,16.00,0.76,b,0
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,188.72,16.00,0.76,b,1
rest_67,67.50,157.50,0.00,0.00,0.0000,0.40,190.52,16.00,1.06,[],0
orth_67,67.50,157.50,0.00,0.00,0.4000,0.40,192.02,16.00,0.76,b,1
orth_67,67.50,157.50,0.00,0.00,0.4000,0.40,193.52,16.00,1.06,[],0
orth_67,67.50,157.50,0.00,0.00,0.4000,0.40,195.32,16.00,0.78,r,0
orth_67,67.50,157.50,0.00,0.00,0.4000,0.40,196.82,16.00,1.06,[],0
orth_67,67.50,157.50,0.00,0.00,0.4000,0.40,198.32,16.00,0.76,b,0
orth_67,67.50,157.50,0.00,0.00,0.4000,0.40,199.52,16.00,1.06,[],0
orth_67,67.50,157.50,0.00,0.00,0.4000,0.40,200.72,16.00,0.76,b,0
orth_67,67.50,157.50,0.00,0.00,0.4000,0.40,202.52,16.00,1.06,[],0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,204.32,16.00,1.06,[],0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,205.52,16.00,1.06,[],0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,207.02,16.00,0.76,b,0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,208.82,16.00,1.06,[],0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,210.32,16.00,0.76,r,0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,211.52,16.00,0.96,r,1
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,212.72,16.00,0.88,r,0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,214.52,16.00,0.77,b,1
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,216.32,16.00,0.91,b,0
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,217.52,16.00,1.06,[],0
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,219.32,16.00,0.76,b,0
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,220.52,16.00,0.76,r,1
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,222.02,16.00,0.94,b,1
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,223.52,16.00,1.06,[],0
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,225.32,16.00,1.06,[],0
iso_0,0.00,0.00,0.00,0.00,0.4000,0.40,226.52,16.00,1.06,[],0
surround_135,45.00,135.00,0.00,0.00,0.0000,0.40,228.02,16.00,1.07,[],0
surround_135,45.00,135.00,0.00,0.00,0.0000,0.40,229.52,16.00,1.06,[],0
surround_135,45.00,135.00,0.00,0.00,0.0000,0.40,230.72,16.00,1.06,[],0
surround_135,45.00,135.00,0.00,0.00,0.0000,0.40,232.52,16.00,1.06,[],0
surround_135,45.00,135.00,0.00,0.00,0.0000,0.40,234.02,16.00,1.07,[],0
surround_135,45.00,135.00,0.00,0.00,0.0000,0.40,235.82,16.00,1.05,[],0
surround_135,45.00,135.00,0.00,0.00,0.0000,0.40,237.32,16.00,0.78,b,0
surround_135,45.00,135.00,0.00,0.00,0.0000,0.40,238.52,16.00,0.94,b,0
rest_90,90.00,180.00,0.00,0.00,0.0000,0.40,240.32,16.00,0.97,r,1
rest_90,90.00,180.00,0.00,0.00,0.0000,0.40,241.52,16.00,0.84,b,1
rest_90,90.00,180.00,0.00,0.00,0.0000,0.40,243.02,16.00,0.78,r,1
rest_90,90.00,180.00,0.00,0.00,0.0000,0.40,244.52,12.00,1.07,[],0
rest_90,90.00,180.00,0.00,0.00,0.0000,0.40,246.02,16.00,0.83,b,0
rest_90,90.00,180.00,0.00,0.00,0.0000,0.40,247.22,16.00,0.78,b,0
rest_90,90.00,180.00,0.00,0.00,0.0000,0.40,249.02,16.00,0.77,r,1
rest_90,90.00,180.00,0.00,0.00,0.0000,0.40,250.52,16.00,1.07,[],0
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,252.02,16.00,1.07,[],0
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,253.52,16.00,0.77,b,1
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,255.32,16.00,0.96,b,1
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,256.52,16.00,1.00,b,0
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,258.02,16.00,1.07,[],0
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,259.82,16.00,1.07,[],0
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,261.32,16.00,0.80,r,1
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,262.52,16.00,0.85,r,1
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,264.32,16.00,1.07,[],0
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,266.12,16.00,0.83,r,0
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,267.62,16.00,0.83,b,1
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,268.82,16.00,0.88,b,1
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,270.32,16.00,1.07,[],0
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,271.82,16.00,1.07,[],0
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,273.02,16.00,0.77,b,1
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,274.52,16.00,0.79,b,0
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,275.72,16.00,0.95,b,1
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,276.92,16.00,1.07,[],0
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,278.12,16.00,0.77,b,1
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,279.62,16.00,1.07,[],0
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,281.42,16.00,0.84,r,1
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,283.22,16.00,0.77,r,1
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,284.72,16.00,0.78,b,1
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,286.52,12.00,0.81,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,288.32,12.00,1.06,[],0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,289.82,16.00,1.06,[],0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,291.02,16.00,1.06,[],0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,292.22,16.00,1.06,[],0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,293.42,16.00,1.06,[],0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,294.92,16.00,0.76,b,0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,296.72,16.00,0.79,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,298.52,16.00,0.87,b,0
