label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,0.01,6.00,0.85,r,0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,1.81,8.00,1.07,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,3.01,12.00,0.77,b,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,4.51,12.00,1.07,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,6.31,16.00,1.07,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,7.51,16.00,0.78,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,9.01,16.00,0.77,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,10.81,16.00,1.07,[],0
surround_202,112.50,202.50,0.00,0.00,0.0000,0.40,12.61,16.00,0.77,r,0
surround_202,112.50,202.50,0.00,0.00,0.0000,0.40,14.11,16.00,1.07,[],0
surround_202,112.50,202.50,0.00,0.00,0.0000,0.40,15.91,16.00,1.06,[],0
surround_202,112.50,202.50,0.00,0.00,0.0000,0.40,17.11,16.00,0.85,r,0
surround_202,112.50,202.50,0.00,0.00,0.0000,0.40,18.61,16.00,0.76,r,1
surround_202,112.50,202.50,0.00,0.00,0.0000,0.40,19.81,16.00,1.06,[],0
surround_202,112.50,202.50,0.00,0.00,0.0000,0.40,21.31,16.00,0.76,r,1
surround_202,112.50,202.50,0.00,0.00,0.0000,0.40,22.81,16.00,0.76,r,0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,24.61,16.00,1.06,[],0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,26.11,16.00,1.06,[],0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,27.31,16.00,0.78,b,0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,28.51,16.00,0.76,r,0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,29.71,16.00,1.06,[],0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,31.21,16.00,0.76,r,0
iso90_135,135.00,135.00,0.25,0.00,0.4000,0.40,33.01,16.00,0.76,b,1
