label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
surround_45,22.50,45.00,0.00,0.00,0.0000,0.40,0.01,6.00,1.06,[],0
surround_45,22.50,45.00,0.00,0.00,0.0000,0.40,1.21,8.00,1.03,[],0
surround_45,22.50,45.00,0.00,0.00,0.0000,0.40,3.01,12.00,1.03,[],0
surround_45,22.50,45.00,0.00,0.00,0.0000,0.40,4.21,16.00,1.03,[],0
surround_45,22.50,45.00,0.00,0.00,0.0000,0.40,5.71,16.00,1.04,[],0
surround_45,22.50,45.00,0.00,0.00,0.0000,0.40,6.91,16.00,1.04,[],0
surround_45,22.50,45.00,0.00,0.00,0.0000,0.40,8.71,16.00,1.04,[],0
surround_45,22.50,45.00,0.00,0.00,0.0000,0.40,10.51,16.00,1.04,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,12.31,16.00,1.04,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,13.81,16.00,1.04,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,15.01,16.00,1.04,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,16.21,16.00,1.04,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,18.01,16.00,1.04,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,19.51,16.00,1.04,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,21.01,16.00,1.03,[],0
center_135,135.00,0.00,0.50,0.00,0.4000,0.40,22.51,16.00,1.06,[],0
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,23.71,16.00,1.06,[],0
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,25.21,16.00,1.06,[],0
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,26.41,16.00,1.06,[],0
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,27.91,16.00,1.06,[],0
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,29.71,16.00,1.06,[],0
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,31.51,16.00,1.06,[],0
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,32.71,16.00,0.76,r,1
surround_135,0.00,135.00,0.00,0.00,0.0000,0.40,34.51,16.00,0.77,b,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,36.01,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,37.21,16.00,0.76,r,0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,38.41,16.00,0.78,b,0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,40.21,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,42.01,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,43.51,16.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,45.01,16.00,0.75,b,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,46.51,16.00,1.04,[],0
