Subject,0.0,0.5,1.0
pnr143,143.0,348.0,219.0
pnr256,63.0,310.0,272.0
pnr328,103.0,371.0,277.0
pnr495,161.0,446.0,202.0
pnr510,94.0,338.0,324.0
pnr579,93.0,254.0,107.0
pnr668,46.0,163.0,85.0
pnr685,81.0,211.0,113.0
pnr713,230.0,461.0,198.0
pnr739,151.0,427.0,265.0
pnr756,60.0,162.0,64.0
Average,111.36363636363636,317.3636363636364,193.27272727272728
Std Dev,52.215067012697546,103.03950939260031,84.49001114611758
