rad (sigma),avg,sd,alpha,df,test statistic,p-vals,Npermutations
0.5,0.3600555039249453,0.39069823470052234,0.05,12,0.3600555039249453,0.024941184303977272,4096.0
1.5,0.25992036066207297,0.26751099342392654,0.05,12,0.25992036066207297,0.018766472138554216,4096.0
2.5,0.25339369257082767,0.3735173760166992,0.05,12,0.25339369257082767,0.05648998503989362,4096.0
3.5,0.21789569068238832,0.37666111412866565,0.05,12,0.21789569068238832,0.07897010216346154,4096.0
4.5,0.18055985476903721,0.3515604811955529,0.05,12,0.18055985476903721,0.16541637073863638,4096.0
