,x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0,-9.08,5.18,20.0,0.76,108.0,154.0,4.0,4.89,,7.9,0.58,7.26727581,4.78269434,6.57673979,5.74771261,6.09360552,29.93955612,6e-08,11.82,5.19729853,9.55427361,6.5611186,7.77498293,6.38181925,2.7750442,3.42018819,7.76869202,5.62277222,6.11123705,29.86561203,6e-08,6.78840399,-0.62039512,4.54177713,7.22101784,7.38916445,4.28812981,4.38598156,4.93873119,-0.92497104,0.41566676,0.51926335,5.0191927,5.45772457,3.34820151,3.02059054,11.61918449,12.19918823,4.23964119,8.27432442,0.92902184,0.41464803,0.51977565,8.48944664,4.46154499,7.15375996,9.89868355,8.56958675,6.8740983,1.78358376,10.84411144,1.6540693,1.29751492,0.2549557,0.28009698,-3.04560494,-3.32570195,125.76792145,0.0,9.66833401,5.44341135,-4.22492266,5.36666107,0.11,3.51
1,-8.87,5.41,20.0,0.82,108.0,155.0,4.0,4.89,,10.51,0.59,8.51334953,6.40859604,9.20613289,8.25949001,8.09689236,85.68080139,0.0,9.28,10.5854311,6.86228323,8.46023464,7.27096033,4.55608177,11.29617214,8.62644768,7.04487896,8.38019466,8.11217785,85.55311584,0.0,4.04672432,7.34122276,8.85914707,13.5983057,1.54716253,4.61386347,4.42808008,5.79145193,-1.9170028,2.92948198,0.08730283,9.48568153,7.83150101,12.05924702,7.11830091,2.9159174,13.09809685,11.4510994,9.10865593,0.91884279,0.66007304,0.41673834,6.67727613,6.10036707,13.49437141,9.98110294,9.3124361,4.08574057,8.94296837,10.20783806,0.29938737,0.06929923,0.79241711,0.26806775,-2.51216316,-2.78023076,126.66291809,0.0,-1.44448328,-5.73990297,-4.29541969,10.06612301,0.09,3.39
2,-7.2,3.35,21.0,0.87,108.0,155.0,7.0,2.61,,12.53,0.66,5.00056744,3.11506081,3.27809858,2.48054051,3.46856689,17.699543,2.831e-05,8.75,3.96627593,5.66509151,3.80482864,3.00687432,3.57748771,2.68979645,3.65888357,4.11452627,2.43040872,3.65347338,19.28243065,1.254e-05,0.41156313,4.4750886,2.69046164,3.35123038,2.79951787,5.08149815,3.54103971,2.49236774,0.65537107,0.37977645,0.537871,3.60158563,1.73751485,2.43773246,2.93931532,0.66227114,6.88827705,3.91141629,3.63695288,0.80016214,0.55817503,0.45518194,4.62014437,5.06062508,7.32880211,5.51086426,7.55883741,4.9735322,0.97149062,4.64284277,2.61135459,5.89245176,0.01539146,-1.76587403,-2.72815561,-0.96228153,29.05079842,1.5e-07,1.02446163,-1.56748521,-2.59194684,3.51688862,0.43,3.21
3,-6.5,3.51,20.0,0.89,108.0,156.0,7.0,2.15,,12.17,0.65,4.56388187,3.40067887,3.16806817,3.9183054,3.76273346,22.93102074,1.95e-06,8.34,2.38106108,3.67460966,3.10370731,4.31197643,3.01918626,2.70277858,3.87160897,6.31627607,3.81744552,3.68505025,21.72603226,3.59e-06,1.59375215,8.84251118,2.17298484,1.91517663,2.03740406,3.76161814,3.63053966,2.59220433,-0.51196146,0.25682721,0.61242631,4.80027103,5.72740746,3.40146208,0.89728379,3.40447831,0.75638914,5.13914967,1.64215052,-0.79286003,0.60431284,0.43713135,5.22456121,4.42179918,7.14992571,6.6733427,5.99340057,4.5535183,0.17421721,3.02860403,0.75242019,0.53984398,0.46267929,-1.94198084,-2.32367158,-0.38169077,5.41801834,0.02062041,-2.96851707,-2.70807719,0.26043972,0.0423102,0.45,3.13
4,-9.37,4.15,20.0,0.82,109.0,152.0,4.0,4.5,,5.26,0.6,-7.45350027,-6.32916021,-3.84682798,-3.91012907,-5.38490438,9.62685585,0.00197396,18.42,-2.71923304,-7.15771818,-4.78853846,-4.57672644,-7.68729782,-8.29608822,-1.90079403,-9.62875843,-3.64916325,-5.59487915,10.25992107,0.0014048,-6.46841574,-7.62271452,-3.23217106,-4.50998449,-6.56071091,-11.28750706,-1.67026293,-9.76423264,-2.57847548,1.32769167,0.24950708,-10.88143158,0.58554935,-0.46063706,-9.49650669,0.45101151,-7.21795416,1.44193196,-3.92911196,-0.0197966,8.949e-05,0.99245412,2.90907001,-14.81642628,-11.02901649,-13.73863602,-0.21151069,-7.14468336,-8.09382248,-9.14794731,-3.52841234,2.4467597,0.11810184,1.24435496,-3.64326143,-4.88761616,143.05502319,0.0,-3.58813429,3.21130681,6.79944086,3.66290283,0.19,3.61
5,-8.9,2.62,0.0,0.8,109.0,152.0,6.0,3.67,,8.61,0.64,9.577631,9.01430798,7.41960859,7.58058405,8.39803314,77.94567871,0.0,10.1,10.81119633,3.76137972,4.99220896,6.63519382,10.46857643,12.36625767,9.85894108,11.22344112,7.42161417,8.60680771,82.8886795,0.0,3.26681185,16.35320282,4.73773479,11.83691788,1.2296927,9.84513283,7.57433414,17.33730316,1.44919646,1.45251417,0.22842603,5.2181015,5.71988153,7.56276417,7.33312702,1.68434727,14.19371033,5.94951248,10.89286232,-0.10714993,0.00765707,0.93028886,3.32715249,10.38363743,17.47133064,15.80700207,12.40960312,8.96791553,6.9636178,3.82476878,2.07792354,2.87910914,0.09006426,0.56617075,-3.25866413,-3.82483482,114.26314545,0.0,7.778615,-1.02798784,-8.80660248,23.82749748,0.4,3.44
6,-8.7,2.32,0.0,0.79,109.0,152.0,7.0,3.52,,15.28,0.67,4.13585138,3.75661421,3.87149906,3.94233727,3.92657542,46.5299263,0.0,6.11,4.70759487,5.46187162,3.08322048,3.06993604,2.6282351,3.16112494,5.08215189,3.89379811,3.99967456,3.89472461,45.42995834,0.0,4.3411994,3.69234776,2.08439159,3.71614265,5.68527317,3.11806083,1.92596674,5.5538764,-0.10273992,0.019168,0.88991536,7.43944502,0.96384734,4.42720413,0.91290236,5.89406824,1.98632562,4.87176323,5.25145102,-0.10903459,0.02155329,0.88331292,4.7878685,4.84681368,2.8582027,5.42079067,4.3507514,2.36450958,7.30643654,0.83901983,0.12600274,0.0283682,0.86628207,-0.579413,-3.53573775,-2.95632482,100.87519073,0.0,0.74537563,-1.0246886,-1.77006423,2.78785777,0.48,3.4
7,-8.42,2.07,17.0,0.81,109.0,152.0,8.0,3.36,,13.04,0.61,2.83300996,2.88742876,3.60293603,2.7580874,3.02036548,19.56696701,1.083e-05,7.25,3.70951104,3.7165246,0.75906301,4.29609346,3.14503169,2.05193257,2.21923947,4.26659822,2.65047073,2.97640562,18.85743904,1.56e-05,4.37234354,3.43812871,1.45637274,2.39802551,5.79300451,1.42210925,1.07165968,2.85795641,0.21345475,0.05894303,0.80822696,5.60690308,2.02019262,0.28743425,3.65367937,4.10562992,3.91772461,4.2524128,5.13421249,0.82162571,0.85939783,0.35414346,3.53787947,4.33646345,0.67901611,5.35170364,1.73851955,1.45915198,0.12935938,4.975317,0.13231619,0.02213193,0.88176835,-1.72392905,-3.96914887,-2.24521995,85.35961914,0.0,-7.58306646,-7.36660242,0.21646416,0.02928577,0.48,3.4
8,-8.18,1.9,19.0,0.86,109.0,152.0,9.0,3.25,,14.7,0.55,0.54253274,0.28361684,0.47070384,-0.09519546,0.3004145,0.2000211,0.65480533,7.13,1.16539323,0.55563945,0.86474001,0.04866119,-1.78083909,-0.5651195,2.35090208,1.48912072,0.05426478,0.46428668,0.47473273,0.49098633,-0.99543738,-2.35167503,1.79777408,-0.96258777,0.38010392,-0.10253577,1.05997872,4.0516181,0.34502849,0.15949677,0.6897103,-1.30073452,2.95230746,-0.73042065,-3.5141387,-2.78599882,5.20753098,4.32499886,-0.53243208,0.53611553,0.38497916,0.53509973,-0.10633586,1.10228729,1.42997921,-1.16140604,1.95194912,-0.86956173,-1.46420515,3.49799895,0.68569571,0.61265254,0.43398651,-2.51252365,-4.32073116,-1.80820715,69.65995789,0.0,-7.41792917,-9.45572186,-2.03779268,3.43249941,0.47,3.39
9,-9.43,4.58,16.0,0.54,109.0,153.0,3.0,4.77,,4.94,0.76,19.1068325,15.0598793,17.16165352,16.31122017,16.90989685,92.1424942,0.0,18.7,19.03568649,13.48565865,20.93873405,19.62840843,8.8751049,15.390522,21.06689453,20.09901237,16.79245377,17.23968506,95.6703949,0.0,8.34982491,15.45436478,12.75100422,21.26624489,6.75096464,14.97512722,17.95520782,24.21742249,-1.3488338,0.35554931,0.55113099,10.27497959,14.12219143,20.37787628,11.41885471,6.6253686,33.04998398,21.95763779,18.12242508,0.8618176,0.14437313,0.70405685,20.78851318,15.13052845,28.61079025,22.01616669,12.67715836,12.57085133,21.08066368,20.86769867,2.8729794,1.56899393,0.21066241,1.06858492,-3.65129089,-4.71987581,133.54031372,0.0,-8.63516426,-17.2517662,-8.61660099,9.67654514,0.14,3.48
