,x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0,6.09,8.26,0.0,0.35,84.0,138.0,8.0,6.37,,20.59,0.69,0.29252616,0.5098725,0.90472919,1.89812124,0.90131229,3.43955231,0.06396134,5.16,1.66850269,0.47709423,-0.54029459,0.3644914,0.1281694,0.09851418,1.42006147,0.80063468,1.82819235,0.69323564,2.01032972,0.15655962,0.33499676,0.9766525,-1.42901218,2.19636035,1.06429744,0.78466475,2.10270643,-1.88190246,-1.37156081,4.81801796,0.02840581,0.89421946,0.13631794,2.56075072,-0.07217974,2.94160891,1.19505966,-1.25353718,1.08161426,-0.94253904,2.23650956,0.13511809,-0.32480663,0.41752937,1.12050295,2.71514845,0.37669906,-0.91482556,-0.04582217,-0.74329203,-1.58734107,6.26785421,0.01246212,-0.64866984,-0.98315758,-0.33448777,13.40278339,0.00029867,-1.88195074,-1.36848998,0.5134607,0.51238894,4.45,5.09
1,6.02,8.01,0.0,0.14,84.0,138.0,9.0,6.17,,20.71,0.66,1.65763581,2.38079429,1.72815979,2.2819066,2.01212406,21.32509804,4.41e-06,4.62,1.21097302,2.56533146,1.99356639,2.27595711,3.2701335,1.35486388,1.88342977,0.92526138,2.2952919,1.97300375,20.29413414,7.47e-06,-0.33617499,4.08180141,1.95639896,2.806072,0.75548512,1.59772336,3.67013693,4.52689314,0.06976147,0.01554837,0.90079299,0.77167696,1.31065154,1.00575984,2.43096375,0.07377195,2.44459629,1.62554264,4.01275921,-0.55919403,0.97970897,0.3225235,3.47875738,0.49419534,-0.02488401,2.199579,2.85940337,1.69338751,1.2094779,0.95510089,-0.61806411,1.18374014,0.27687271,-0.82930946,-1.06149757,-0.23218817,6.70090151,0.01012388,0.61540103,3.02350831,2.40810728,10.3019743,6.28,0.0
2,5.63,8.68,5.0,0.48,84.0,139.0,7.0,6.87,,24.62,0.7,0.31389129,0.18196268,0.92125005,0.10156349,0.37966689,1.00655961,0.31598286,4.02,0.88544393,1.04060674,-1.21008813,0.34824607,1.01010466,0.56829453,0.36415803,0.78958851,0.11564162,0.43423155,1.305269,0.25354117,1.63480222,-1.78021634,-0.26014987,0.47275254,0.91439581,0.86016256,0.10751772,-0.09546766,0.09559742,0.03859553,0.84429427,-0.46917498,-0.86703128,0.17984326,1.44696712,1.61009359,1.60615635,2.32785058,1.51343036,0.79280645,2.61433101,0.10623521,0.84042495,-0.80243945,1.3264122,1.25371528,-0.05902458,0.48550767,-1.5784514,1.22082722,0.26485011,0.28834471,0.59140937,-0.55634624,-1.12228549,-0.56593925,30.11817932,9e-08,1.23218894,-0.5054298,-1.7376188,6.79856205,4.47,5.16
3,5.51,8.38,0.0,0.36,84.0,139.0,8.0,6.65,,19.95,0.69,0.71283394,-0.4193477,0.2583918,-0.3554253,0.04911318,0.01118529,0.91579458,4.92,0.5300476,1.11507761,-1.03433824,1.41539752,-1.04432654,-0.46751526,0.22553581,0.64649367,-0.30036706,0.12054656,0.06686554,0.79601252,-1.03120267,0.15070806,0.19729026,-0.51978266,-2.21815276,1.09313881,0.00452777,-1.01343846,-0.09815869,0.02699387,0.86953154,-0.7953369,-1.42161906,-0.24608956,0.42165697,-0.52412969,0.33472827,2.86388803,1.41857231,0.5541029,0.84945863,0.35694027,0.65444648,1.60646641,-2.23314738,3.82245564,-0.10809696,0.25305134,-0.2339707,1.48718345,1.07936847,3.20904851,0.07355129,-0.79937935,-1.20798302,-0.40860364,17.66866875,3.509e-05,-1.11711371,0.180223,1.2973367,2.25630927,4.47,4.93
4,5.56,8.11,0.0,0.14,84.0,139.0,9.0,6.39,,19.79,0.68,0.60121936,0.90653604,0.70220715,0.22854926,0.60962796,1.92354357,0.1657905,4.67,0.27507541,1.49115682,0.47598827,0.97148287,-0.91370559,0.66727614,1.18394661,2.13260102,0.20705433,0.72048724,2.67405438,0.10232751,-1.63051414,1.99787247,1.35362387,-0.48005196,1.75757492,-0.04537087,0.46549103,3.65012145,0.6997208,1.54030359,0.21487997,-1.35473824,2.19658279,0.35878137,1.90340984,-0.3962881,1.37749076,1.05115736,0.15337636,0.47438452,0.69212562,0.40565205,-0.06889316,-0.05332103,1.6977973,0.18196099,1.23841429,0.25127432,-0.80534267,2.55078387,0.41056675,0.51263392,0.47417738,-1.00404286,-1.3180747,-0.31403184,11.39578438,0.00083689,-3.22775984,-1.70917523,1.51858461,5.19943142,6.28,0.0
5,5.03,8.86,0.0,0.51,84.0,140.0,7.0,7.25,,22.37,0.72,0.45310113,0.6405077,0.36983976,-0.26443726,0.29975283,0.52640688,0.46829935,4.39,0.80879718,0.28047073,1.11595488,-0.398956,0.84343117,1.9008379,0.03702046,-0.53015536,-0.23817816,0.42393374,1.04631341,0.30661835,0.13412566,-0.64841533,-0.78737599,-0.88091397,2.75757742,1.35361981,1.72506607,2.12373614,0.94616812,3.18085933,0.07482571,-0.11368452,0.37879482,-0.3739287,0.71005547,1.66052783,1.72093165,-0.49955213,-0.61379212,0.66708159,1.54533565,0.21413303,0.09405869,-1.19781733,-0.08067572,1.00912225,0.95490783,-0.63718092,1.34294152,1.91072416,0.70765537,1.72465718,0.18941277,-0.6849668,-1.22032285,-0.53535604,22.96477509,2.64e-06,-0.51334935,-1.32712257,-0.81377321,0.91077429,4.49,4.99
6,4.92,8.59,4.0,0.38,84.0,140.0,8.0,7.03,,19.08,0.7,0.20007142,0.32298893,-0.41438049,0.12459236,0.05831806,0.01452191,0.90410698,5.13,-0.05979276,0.71586651,-0.07335798,-0.10753215,-1.24352956,0.7262634,-1.16382027,1.53092933,0.15874815,0.05369899,0.01220149,0.91206764,-0.71274972,2.11109972,-0.4522908,-0.41042638,0.93800247,1.59944785,-1.3944844,0.64322466,0.26307961,0.17846705,0.67278985,0.63215953,-2.2962842,-3.7795496,1.29972887,-1.95818007,1.50754535,0.57266146,0.3119792,-0.56257862,0.81124961,0.36798005,-0.26090413,-2.96728754,0.80780858,1.026703,0.82209718,1.18541431,2.52646732,-1.34729326,0.03309903,0.002749,0.95819637,-0.90013379,-1.34146583,-0.4413321,17.90880013,3.116e-05,-0.41354358,-0.88352197,-0.46997836,0.23769851,4.48,4.78
7,4.77,8.39,0.0,0.15,84.0,140.0,9.0,6.91,,23.03,0.69,1.18819964,-0.0637645,0.76585644,0.47460821,0.59122497,1.85912514,0.17304747,4.6,0.41612202,0.49496406,1.40687907,-1.27029407,2.55904579,0.15287736,1.73325098,-0.27381012,0.45254165,0.62954503,2.10757589,0.14690184,-1.92707086,2.24539161,1.52529812,1.40379667,-2.7744236,-0.56803298,0.02040196,-1.13633239,-0.59743863,1.1565218,0.28246197,-0.16429277,3.22186756,-0.55344903,1.29086244,0.09011756,0.03654494,0.41056043,1.79886615,0.29315734,0.2719273,0.60216377,-1.71103299,1.98900282,4.36180305,0.67820716,2.08734274,1.25185215,0.85068452,0.86718863,0.72477597,1.65678489,0.19835249,-1.07695878,-1.43712795,-0.36016914,14.04342842,0.00021568,0.66979474,0.7149322,0.0451375,0.0043175,6.28,0.0
8,4.46,9.22,3.0,0.57,84.0,141.0,7.0,7.81,,16.34,0.73,0.61174303,0.60086894,0.71732533,0.14141396,0.51783782,0.65157288,0.41975209,6.81,0.46514612,-0.34017214,0.77152616,0.04778702,0.63069302,0.02769995,1.4534986,2.23763466,0.16479364,0.60590541,0.88106412,0.34814922,0.44786197,-3.20763087,0.25817683,0.59574062,1.45162261,3.63793635,1.27770257,1.3587501,0.48239833,0.34189242,0.55887819,-0.88094783,3.12673831,0.86337095,0.58187836,1.98954642,-0.20327298,-0.61689276,1.07532775,0.60601395,0.52861512,0.46736936,0.620242,-0.06456729,-2.06750345,0.37518284,0.58282554,-1.35183871,1.60370791,4.36907721,0.45107323,0.29144844,0.58942074,-0.74914992,-1.23780203,-0.48865205,17.1736393,4.485e-05,-2.8663857,-2.73954201,0.1268438,0.01823176,4.5,4.64
9,4.37,8.88,2.0,0.4,84.0,141.0,8.0,7.51,,17.03,0.71,-0.50374436,0.39928156,-0.58347088,0.33114651,-0.08919679,0.03075863,0.86081718,5.39,-1.39580607,-0.50740111,-0.47933426,1.07857311,-0.27875933,0.29082167,-0.7695564,0.18032436,0.37135676,-0.16758573,0.10726737,0.74334914,0.16887078,0.98955923,-0.30335569,0.30782986,-0.06689681,0.86350125,-0.29057002,1.60892856,0.08818916,0.01808456,0.89305252,1.93893015,-3.04039478,-2.18304706,0.94376463,0.36414093,-0.78549618,-0.52321607,-1.50094688,-0.92621875,1.98133409,0.15957808,0.73336422,-1.97316992,0.31864411,-2.2826879,-1.82412207,-1.03959823,1.20150399,0.62605214,-0.85505664,1.66609192,0.19709783,-0.93352801,-1.34440982,-0.41088188,13.56149864,0.00027549,-0.46622759,-3.22969723,-2.76346946,7.79552603,4.5,4.64
